Id_transect,Pasture,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,geometry
32W_P4_1.0,32W,2021-06-23,2021-06-22,2021,June,3.07,40.86,1069.9678863106647,
32W_P4_1.0,32W,2022-06-14,2022-06-13,2022,June,1.62,14.62,497.18284839113727,
32W_P4_2.0,32W,2019-06-13,2019-06-13,2019,June,4.5,13.19,951.6362478720501,
32W_P4_2.0,32W,2020-06-08,2020-06-08,2020,June,1.75,8.75,441.8807824873407,
32W_P4_2.0,32W,2021-06-23,2021-06-22,2021,June,2.75,15.5,707.604649181952,
32W_P4_2.0,32W,2022-06-14,2022-06-13,2022,June,1.5,21.36,550.1355820265662,
32W_P4_3.0,32W,2019-06-13,2019-06-13,2019,June,5.31,14.19,1093.0380251349145,
32W_P4_3.0,32W,2020-06-08,2020-06-08,2020,June,2.25,8.5,519.8699466801256,
32W_P4_3.0,32W,2021-06-23,2021-06-22,2021,June,3.07,15.07,754.9277426772724,
32W_P4_3.0,32W,2022-06-14,2022-06-13,2022,June,1.44,19.06,513.4888114180967,
32W_P4_4.0,32W,2019-06-13,2019-06-13,2019,June,2.75,12.44,662.8537393752481,
32W_P4_4.0,32W,2020-06-08,2020-06-08,2020,June,2.12,7.56,483.5921386579672,
32W_P4_4.0,32W,2021-06-23,2021-06-22,2021,June,2.5,13.93,643.1227974517249,
32W_P4_4.0,32W,2022-06-14,2022-06-13,2022,June,1.75,26.81,657.9153898740768,
5E_P1_1.0,5E,2014-06-12,2014-06-12,2014,June,11.31,16.56,2012.3957054383177,
5E_P1_1.0,5E,2015-06-12,2015-06-12,2015,June,2.19,9.12,520.1172164342271,
5E_P1_1.0,5E,2016-06-12,2016-06-12,2016,June,3.12,8.25,651.2850281137821,
5E_P1_1.0,5E,2017-06-12,2017-06-12,2017,June,2.3,10.3,556.4096855231819,
5E_P1_1.0,5E,2018-06-04,2018-06-05,2018,June,3.71,15.21,861.3579685736062,
5E_P1_1.0,5E,2019-06-04,2019-06-04,2019,June,2.1,7.5,479.4045803148911,
5E_P1_1.0,5E,2020-06-04,2020-06-03,2020,June,1.71,10.5,460.07219768240594,
5E_P1_1.0,5E,2021-06-07,2021-06-08,2021,June,2.2,10.5,542.9529685875127,
5E_P1_1.0,5E,2022-06-02,2022-06-02,2022,June,1.0,6.17,276.436766994344,
5E_P1_1.0,5E,2023-06-05,2023-06-05,2023,June,1.92,10.0,488.8056968965103,
5E_P1_2.0,5E,2014-06-12,2014-06-12,2014,June,25.25,46.56,4642.230655602295,
5E_P1_2.0,5E,2015-06-12,2015-06-12,2015,June,4.19,33.0,1188.1647689494446,
5E_P1_2.0,5E,2016-06-12,2016-06-12,2016,June,8.38,25.31,1757.7613125088446,
5E_P1_2.0,5E,2017-06-12,2017-06-12,2017,June,3.88,21.0,975.4731912543199,
5E_P1_2.0,5E,2018-06-04,2018-06-05,2018,June,3.75,23.75,991.4907974231537,
5E_P1_2.0,5E,2019-06-04,2019-06-04,2019,June,3.5,16.21,842.6573777368067,
5E_P1_2.0,5E,2020-06-04,2020-06-03,2020,June,2.56,19.56,728.9168236615908,
5E_P1_2.0,5E,2021-06-07,2021-06-08,2021,June,1.88,19.06,598.5617596552383,
5E_P1_2.0,5E,2022-06-02,2022-06-02,2022,June,1.8,17.33,563.1816333369499,
5E_P1_2.0,5E,2023-06-05,2023-06-05,2023,June,2.75,25.0,830.4474082865922,
5E_P1_3.0,5E,2014-06-12,2014-06-12,2014,June,12.25,23.44,2295.8073279552477,
5E_P1_3.0,5E,2015-06-12,2015-06-12,2015,June,3.0,21.42,830.5911184000727,
5E_P1_3.0,5E,2016-06-12,2016-06-12,2016,June,4.86,11.79,980.5219863885033,
5E_P1_3.0,5E,2017-06-12,2017-06-12,2017,June,3.08,15.5,762.9033373691874,
5E_P1_3.0,5E,2018-06-04,2018-06-05,2018,June,5.38,17.31,1158.8252231789968,
5E_P1_3.0,5E,2019-06-04,2019-06-04,2019,June,3.33,12.92,764.1382023283184,
5E_P1_3.0,5E,2020-06-04,2020-06-03,2020,June,1.71,13.79,503.3686517616086,
5E_P1_3.0,5E,2021-06-07,2021-06-08,2021,June,2.0,15.3,574.6924993759569,
5E_P1_3.0,5E,2022-06-02,2022-06-02,2022,June,1.5,12.3,446.51132571021014,
5E_P1_3.0,5E,2023-06-05,2023-06-05,2023,June,2.1,14.5,582.0178196482676,
5E_P1_4.0,5E,2014-06-12,2014-06-12,2014,June,13.56,33.69,2688.043227061604,
5E_P1_4.0,5E,2015-06-12,2015-06-12,2015,June,4.44,26.06,1140.462636806722,
5E_P1_4.0,5E,2016-06-12,2016-06-12,2016,June,8.75,25.08,1810.0559977701434,
5E_P1_4.0,5E,2017-06-12,2017-06-12,2017,June,5.06,18.19,1123.6236968549292,
5E_P1_4.0,5E,2018-06-04,2018-06-05,2018,June,5.12,28.75,1292.2711234102535,
5E_P1_4.0,5E,2019-06-04,2019-06-04,2019,June,4.0,19.19,969.0984750143824,
5E_P1_4.0,5E,2020-06-04,2020-06-03,2020,June,2.62,18.38,724.2876931276866,
5E_P1_4.0,5E,2021-06-07,2021-06-08,2021,June,1.56,24.31,593.1574395973466,
5E_P1_4.0,5E,2022-06-02,2022-06-02,2022,June,1.93,16.5,577.1131596344528,
5E_P1_4.0,5E,2023-06-05,2023-06-05,2023,June,0.64,17.14,322.9228922906115,
5E_P2_1.0,5E,2014-06-12,2014-06-12,2014,June,12.12,31.75,2437.619483166892,
5E_P2_1.0,5E,2015-06-12,2015-06-12,2015,June,7.12,23.44,1532.054752467683,
5E_P2_1.0,5E,2016-06-12,2016-06-12,2016,June,7.29,22.14,1535.978956815522,
5E_P2_1.0,5E,2017-06-12,2017-06-12,2017,June,3.71,19.5,925.6597013400394,
5E_P2_1.0,5E,2018-06-05,2018-06-05,2018,June,4.29,21.14,1045.5295864574573,
5E_P2_1.0,5E,2019-06-05,2019-06-04,2019,June,2.92,14.5,721.6844971051879,
5E_P2_1.0,5E,2020-06-03,2020-06-03,2020,June,2.43,17.29,676.6595860846808,
5E_P2_1.0,5E,2021-06-08,2021-06-08,2021,June,2.86,15.79,730.2813843325855,
5E_P2_1.0,5E,2022-06-02,2022-06-02,2022,June,1.36,8.36,369.75759341042203,
5E_P2_1.0,5E,2023-06-05,2023-06-05,2023,June,1.62,18.19,539.0737880318632,
5E_P2_2.0,5E,2014-06-12,2014-06-12,2014,June,15.42,33.33,2955.0160143824182,
5E_P2_2.0,5E,2015-06-12,2015-06-12,2015,June,5.06,23.5,1206.5620968086391,
5E_P2_2.0,5E,2016-06-12,2016-06-12,2016,June,6.0,22.21,1336.9609886011908,
5E_P2_2.0,5E,2017-06-12,2017-06-12,2017,June,4.83,16.0,1051.2110593447924,
5E_P2_2.0,5E,2018-06-05,2018-06-05,2018,June,3.3,15.8,803.6971535761157,
5E_P2_2.0,5E,2019-06-05,2019-06-04,2019,June,3.5,10.21,745.0713301092673,
5E_P2_2.0,5E,2020-06-03,2020-06-03,2020,June,2.62,14.81,675.8722597782241,
5E_P2_2.0,5E,2021-06-08,2021-06-08,2021,June,2.67,12.75,654.3720675356035,
5E_P2_2.0,5E,2022-06-02,2022-06-02,2022,June,1.71,15.21,520.9717969384442,
5E_P2_2.0,5E,2023-06-05,2023-06-05,2023,June,1.44,10.93,418.2219645772711,
5E_P2_3.0,5E,2014-06-12,2014-06-12,2014,June,6.5,13.08,1248.4811099852557,
5E_P2_3.0,5E,2015-06-12,2015-06-12,2015,June,2.92,9.17,636.9729210580457,
5E_P2_3.0,5E,2016-06-12,2016-06-12,2016,June,4.25,15.69,955.1015312363015,
5E_P2_3.0,5E,2017-06-12,2017-06-12,2017,June,1.6,9.8,431.356337488374,
5E_P2_3.0,5E,2018-06-05,2018-06-05,2018,June,3.92,16.5,915.2979970531047,
5E_P2_3.0,5E,2019-06-05,2019-06-04,2019,June,2.07,6.93,465.0245904335684,
5E_P2_3.0,5E,2020-06-03,2020-06-03,2020,June,1.43,11.29,421.03183835833505,
5E_P2_3.0,5E,2021-06-08,2021-06-08,2021,June,1.31,7.75,352.56412101057174,
5E_P2_3.0,5E,2022-06-02,2022-06-02,2022,June,1.38,7.29,357.97224606911226,
5E_P2_3.0,5E,2023-06-05,2023-06-05,2023,June,2.07,18.43,626.3555521377369,
5E_P2_4.0,5E,2014-06-12,2014-06-12,2014,June,9.69,33.81,2103.155600807708,
5E_P2_4.0,5E,2015-06-12,2015-06-12,2015,June,5.29,26.14,1283.1875656270322,
5E_P2_4.0,5E,2016-06-12,2016-06-12,2016,June,7.94,23.62,1661.1224638195367,
5E_P2_4.0,5E,2017-06-12,2017-06-12,2017,June,4.0,19.25,969.9871085359669,
5E_P2_4.0,5E,2018-06-05,2018-06-05,2018,June,4.25,19.5,1014.6228000416618,
5E_P2_4.0,5E,2019-06-05,2019-06-04,2019,June,2.43,12.57,611.821182582986,
5E_P2_4.0,5E,2020-06-03,2020-06-03,2020,June,2.81,15.12,712.3232589574767,
5E_P2_4.0,5E,2021-06-08,2021-06-08,2021,June,2.5,17.5,691.7081696263446,
5E_P2_4.0,5E,2022-06-02,2022-06-02,2022,June,1.31,18.43,480.64694733831556,
5E_P2_4.0,5E,2023-06-05,2023-06-05,2023,June,1.88,17.31,577.8025542093335,
5E_P3_1.0,5E,2014-06-12,2014-06-12,2014,June,17.12,35.5,3245.522583905061,
5E_P3_1.0,5E,2015-06-12,2015-06-12,2015,June,7.69,26.69,1674.7472573573866,
5E_P3_1.0,5E,2016-06-12,2016-06-12,2016,June,9.31,30.75,1993.458171861158,
5E_P3_1.0,5E,2017-06-12,2017-06-12,2017,June,7.12,25.88,1572.434322427596,
5E_P3_1.0,5E,2018-06-05,2018-06-05,2018,June,4.75,25.25,1181.0818382605382,
5E_P3_1.0,5E,2019-06-05,2019-06-04,2019,June,4.08,16.58,942.2675000966559,
5E_P3_1.0,5E,2020-06-03,2020-06-03,2020,June,4.06,23.0,1033.8657256457464,
5E_P3_1.0,5E,2021-06-08,2021-06-08,2021,June,2.38,26.12,774.4623844694021,
5E_P3_1.0,5E,2022-06-03,2022-06-02,2022,June,1.19,22.75,499.58496987249686,
5E_P3_1.0,5E,2023-06-05,2023-06-05,2023,June,0.5,17.56,292.2484180128912,
5E_P3_2.0,5E,2014-06-12,2014-06-12,2014,June,8.25,12.31,1483.2791058340551,
5E_P3_2.0,5E,2015-06-12,2015-06-12,2015,June,2.31,17.38,656.5921625648189,
5E_P3_2.0,5E,2016-06-12,2016-06-12,2016,June,5.0,17.75,1106.9706156997304,
5E_P3_2.0,5E,2017-06-12,2017-06-12,2017,June,3.5,14.56,817.3768048243177,
5E_P3_2.0,5E,2018-06-05,2018-06-05,2018,June,3.0,17.75,781.4472704931778,
5E_P3_2.0,5E,2019-06-05,2019-06-04,2019,June,1.38,10.69,404.32521973808184,
5E_P3_2.0,5E,2020-06-03,2020-06-03,2020,June,2.44,12.12,606.8968968262255,
5E_P3_2.0,5E,2021-06-08,2021-06-08,2021,June,2.44,23.62,756.8097269579299,
5E_P3_2.0,5E,2022-06-03,2022-06-02,2022,June,1.36,14.64,448.52992310856183,
5E_P3_2.0,5E,2023-06-05,2023-06-05,2023,June,1.31,12.79,417.349242302537,
5E_P3_3.0,5E,2014-06-12,2014-06-12,2014,June,11.56,20.75,2140.241715375076,
5E_P3_3.0,5E,2015-06-12,2015-06-12,2015,June,3.86,19.21,946.3380638487836,
5E_P3_3.0,5E,2016-06-12,2016-06-12,2016,June,6.67,23.33,1460.2895794783972,
5E_P3_3.0,5E,2017-06-12,2017-06-12,2017,June,5.75,20.38,1267.8487654251928,
5E_P3_3.0,5E,2018-06-05,2018-06-05,2018,June,5.21,24.43,1244.8782612446626,
5E_P3_3.0,5E,2019-06-05,2019-06-04,2019,June,5.25,20.94,1197.8884073579736,
5E_P3_3.0,5E,2020-06-03,2020-06-03,2020,June,6.0,20.07,1301.696964724942,
5E_P3_3.0,5E,2021-06-08,2021-06-08,2021,June,5.06,25.25,1232.3775464292487,
5E_P3_3.0,5E,2022-06-03,2022-06-02,2022,June,1.06,14.31,385.9979170125805,
5E_P3_3.0,5E,2023-06-05,2023-06-05,2023,June,1.6,14.8,495.6586976772592,
5E_P3_4.0,5E,2014-06-12,2014-06-12,2014,June,11.56,22.88,2184.4755100339466,
5E_P3_4.0,5E,2015-06-12,2015-06-12,2015,June,3.69,21.06,944.3982573970471,
5E_P3_4.0,5E,2016-06-12,2016-06-12,2016,June,5.31,23.56,1248.0409472827446,
5E_P3_4.0,5E,2017-06-12,2017-06-12,2017,June,2.75,17.62,736.8126699638591,
5E_P3_4.0,5E,2018-06-05,2018-06-05,2018,June,2.75,15.06,701.3744348272246,
5E_P3_4.0,5E,2019-06-05,2019-06-04,2019,June,2.07,9.71,509.534294745131,
5E_P3_4.0,5E,2020-06-03,2020-06-03,2020,June,1.69,13.44,495.3326987720548,
5E_P3_4.0,5E,2021-06-08,2021-06-08,2021,June,1.93,16.75,580.1887942068571,
5E_P3_4.0,5E,2022-06-03,2022-06-02,2022,June,1.25,11.9,395.42279911604675,
5E_P3_4.0,5E,2023-06-05,2023-06-05,2023,June,1.07,18.92,435.9741546290835,
5E_P4_1.0,5E,2014-06-12,2014-06-12,2014,June,10.81,23.12,2080.0502240325886,
5E_P4_1.0,5E,2015-06-12,2015-06-12,2015,June,3.5,15.31,828.9886927185553,
5E_P4_1.0,5E,2016-06-12,2016-06-12,2016,June,4.06,17.25,949.4994375494766,
5E_P4_1.0,5E,2017-06-12,2017-06-12,2017,June,2.06,13.12,556.5566784124433,
5E_P4_1.0,5E,2018-06-06,2018-06-05,2018,June,3.83,25.67,1030.8905990093924,
5E_P4_1.0,5E,2019-06-05,2019-06-04,2019,June,1.88,11.19,498.95145524072456,
5E_P4_1.0,5E,2020-06-03,2020-06-03,2020,June,1.19,9.94,360.2277435442601,
5E_P4_1.0,5E,2021-06-09,2021-06-08,2021,June,1.56,9.81,424.54963491975315,
5E_P4_1.0,5E,2022-06-03,2022-06-02,2022,June,1.0,7.69,296.8494103770356,
5E_P4_1.0,5E,2023-06-05,2023-06-05,2023,June,1.38,15.62,463.6000384775743,
5E_P4_2.0,5E,2014-06-12,2014-06-12,2014,June,19.25,38.06,3605.437667604681,
5E_P4_2.0,5E,2015-06-12,2015-06-12,2015,June,3.62,21.94,944.6911965442495,
5E_P4_2.0,5E,2016-06-12,2016-06-12,2016,June,4.0,17.14,938.1140135179525,
5E_P4_2.0,5E,2017-06-12,2017-06-12,2017,June,3.0,14.86,740.2434038191092,
5E_P4_2.0,5E,2018-06-06,2018-06-05,2018,June,4.5,19.17,1050.108153487893,
5E_P4_2.0,5E,2019-06-05,2019-06-04,2019,June,3.07,8.71,652.0411601655446,
5E_P4_2.0,5E,2020-06-03,2020-06-03,2020,June,1.1,9.5,338.14799095834996,
5E_P4_2.0,5E,2021-06-09,2021-06-08,2021,June,1.33,10.4,391.5712645446611,
5E_P4_2.0,5E,2022-06-03,2022-06-02,2022,June,1.07,6.36,291.33369787807806,
5E_P4_2.0,5E,2023-06-05,2023-06-05,2023,June,1.75,24.5,633.7418510130361,
5E_P4_3.0,5E,2014-06-12,2014-06-12,2014,June,30.5,53.56,5537.844124688777,
5E_P4_3.0,5E,2015-06-12,2015-06-12,2015,June,4.75,21.0,1118.5293665604925,
5E_P4_3.0,5E,2016-06-12,2016-06-12,2016,June,7.19,29.44,1640.0951912485868,
5E_P4_3.0,5E,2017-06-12,2017-06-12,2017,June,3.19,14.0,758.5090864119007,
5E_P4_3.0,5E,2018-06-06,2018-06-05,2018,June,7.57,34.86,1783.6663154014664,
5E_P4_3.0,5E,2019-06-05,2019-06-04,2019,June,3.07,13.86,736.8056520825595,
5E_P4_3.0,5E,2020-06-03,2020-06-03,2020,June,1.07,10.0,338.7020225365803,
5E_P4_3.0,5E,2021-06-09,2021-06-08,2021,June,2.79,14.86,705.2384046484888,
5E_P4_3.0,5E,2022-06-03,2022-06-02,2022,June,1.17,7.08,318.86183705156543,
5E_P4_3.0,5E,2023-06-05,2023-06-05,2023,June,2.0,29.19,733.458094647376,
5E_P4_4.0,5E,2014-06-12,2014-06-12,2014,June,13.19,24.5,2453.2915716571497,
5E_P4_4.0,5E,2015-06-12,2015-06-12,2015,June,2.31,11.75,579.7809793537292,
5E_P4_4.0,5E,2016-06-12,2016-06-12,2016,June,4.25,13.62,920.5508991869978,
5E_P4_4.0,5E,2017-06-12,2017-06-12,2017,June,2.12,10.69,532.460130793385,
5E_P4_4.0,5E,2018-06-06,2018-06-05,2018,June,2.81,14.25,699.7426222354138,
5E_P4_4.0,5E,2019-06-05,2019-06-04,2019,June,2.31,9.69,548.5844956643496,
5E_P4_4.0,5E,2020-06-03,2020-06-03,2020,June,1.06,6.88,296.80925454905736,
5E_P4_4.0,5E,2021-06-09,2021-06-08,2021,June,2.31,9.5,545.5927175276289,
5E_P4_4.0,5E,2022-06-03,2022-06-02,2022,June,0.94,7.0,276.97055179196525,
5E_P4_4.0,5E,2023-06-05,2023-06-05,2023,June,1.75,11.25,477.2853419789765,
5W_P1_1.0,5W,2014-06-12,2014-06-12,2014,June,2.5,5.19,498.52116607798587,
5W_P1_1.0,5W,2015-06-12,2015-06-12,2015,June,1.69,7.25,409.09495381177237,
5W_P1_1.0,5W,2016-06-12,2016-06-12,2016,June,2.17,11.33,550.1976104755117,
5W_P1_1.0,5W,2017-06-12,2017-06-12,2017,June,3.19,12.19,730.0384878821386,
5W_P1_1.0,5W,2018-06-06,2018-06-05,2018,June,2.36,9.86,559.3773792995828,
5W_P1_1.0,5W,2019-06-04,2019-06-04,2019,June,2.12,7.44,481.5848637291665,
5W_P1_1.0,5W,2020-06-02,2020-06-04,2020,June,1.31,7.19,344.5858358502958,
5W_P1_1.0,5W,2021-06-07,2021-06-04,2021,June,0.93,6.67,270.8087807061712,
5W_P1_1.0,5W,2022-06-02,2022-06-02,2022,June,0.75,4.57,209.9949966209676,
5W_P1_1.0,5W,2023-06-02,2023-06-02,2023,June,0.5,1.62,121.24448234820939,
5W_P1_2.0,5W,2014-06-12,2014-06-12,2014,June,3.0,10.75,676.3112369661421,
5W_P1_2.0,5W,2015-06-12,2015-06-12,2015,June,2.56,11.19,612.6378143885304,
5W_P1_2.0,5W,2016-06-12,2016-06-12,2016,June,1.44,8.75,389.0664178019092,
5W_P1_2.0,5W,2017-06-12,2017-06-12,2017,June,2.69,12.38,652.1026148467519,
5W_P1_2.0,5W,2018-06-06,2018-06-05,2018,June,3.38,15.38,810.5141139606859,
5W_P1_2.0,5W,2019-06-04,2019-06-04,2019,June,1.56,7.88,397.0842629514852,
5W_P1_2.0,5W,2020-06-02,2020-06-04,2020,June,1.69,6.44,396.1355755828394,
5W_P1_2.0,5W,2021-06-07,2021-06-04,2021,June,2.0,9.0,487.1717212824337,
5W_P1_2.0,5W,2022-06-02,2022-06-02,2022,June,0.56,4.94,180.27407986975885,
5W_P1_2.0,5W,2023-06-02,2023-06-02,2023,June,0.31,2.12,96.18478173398356,
5W_P1_3.0,5W,2014-06-12,2014-06-12,2014,June,2.25,11.06,559.6063868143909,
5W_P1_3.0,5W,2015-06-12,2015-06-12,2015,June,2.38,9.38,554.9940944920306,
5W_P1_3.0,5W,2016-06-12,2016-06-12,2016,June,3.81,11.12,808.9493264352739,
5W_P1_3.0,5W,2017-06-12,2017-06-12,2017,June,4.25,14.88,941.7951759859196,
5W_P1_3.0,5W,2018-06-06,2018-06-05,2018,June,1.62,12.56,471.52164141702264,
5W_P1_3.0,5W,2019-06-04,2019-06-04,2019,June,2.88,11.19,664.3687313686752,
5W_P1_3.0,5W,2020-06-02,2020-06-04,2020,June,2.0,9.94,501.3366783781921,
5W_P1_3.0,5W,2021-06-07,2021-06-04,2021,June,2.14,10.36,530.9023080197899,
5W_P1_3.0,5W,2022-06-02,2022-06-02,2022,June,0.71,5.71,218.13326432307178,
5W_P1_3.0,5W,2023-06-02,2023-06-02,2023,June,1.38,4.64,316.1898757459023,
5W_P1_4.0,5W,2014-06-12,2014-06-12,2014,June,1.62,8.75,419.9482509289434,
5W_P1_4.0,5W,2015-06-12,2015-06-12,2015,June,2.31,8.5,529.4713831328409,
5W_P1_4.0,5W,2016-06-12,2016-06-12,2016,June,2.25,10.12,545.4445807108867,
5W_P1_4.0,5W,2017-06-12,2017-06-12,2017,June,2.62,10.25,607.5610865317931,
5W_P1_4.0,5W,2018-06-06,2018-06-05,2018,June,2.88,13.88,705.8946760404216,
5W_P1_4.0,5W,2019-06-15,2019-06-04,2019,June,3.0,11.19,683.5350100417257,
5W_P1_4.0,5W,2020-06-02,2020-06-04,2020,June,0.81,4.44,218.61793975340376,
5W_P1_4.0,5W,2021-06-07,2021-06-04,2021,June,2.62,8.0,569.8085550139925,
5W_P1_4.0,5W,2022-06-02,2022-06-02,2022,June,0.38,3.5,127.72995572022201,
5W_P1_4.0,5W,2023-06-02,2023-06-02,2023,June,,,,
5W_P2_1.0,5W,2014-06-12,2014-06-12,2014,June,2.19,7.81,498.90909116204085,
5W_P2_1.0,5W,2015-06-12,2015-06-12,2015,June,1.88,6.44,426.5671710010126,
5W_P2_1.0,5W,2016-06-12,2016-06-12,2016,June,2.25,9.62,537.7206142978495,
5W_P2_1.0,5W,2017-06-12,2017-06-12,2017,June,3.25,11.5,728.2727739726798,
5W_P2_1.0,5W,2018-06-06,2018-06-05,2018,June,1.56,10.31,431.35046905632623,
5W_P2_1.0,5W,2019-06-04,2019-06-04,2019,June,1.19,5.94,305.8130982301284,
5W_P2_1.0,5W,2020-06-02,2020-06-04,2020,June,0.88,3.88,222.04082676096553,
5W_P2_1.0,5W,2021-06-04,2021-06-04,2021,June,1.31,6.25,330.6839274711304,
5W_P2_1.0,5W,2022-06-02,2022-06-02,2022,June,0.62,4.0,178.8785105795249,
5W_P2_1.0,5W,2023-06-02,2023-06-02,2023,June,1.0,4.44,250.92514561928323,
5W_P2_2.0,5W,2014-06-12,2014-06-12,2014,June,2.31,7.12,506.01973291112176,
5W_P2_2.0,5W,2015-06-12,2015-06-12,2015,June,1.44,8.25,382.04361111419126,
5W_P2_2.0,5W,2016-06-12,2016-06-12,2016,June,1.75,9.56,453.6963266708013,
5W_P2_2.0,5W,2017-06-12,2017-06-12,2017,June,3.56,10.44,758.4001187317073,
5W_P2_2.0,5W,2018-06-06,2018-06-05,2018,June,2.56,10.31,598.8602229253635,
5W_P2_2.0,5W,2019-06-04,2019-06-04,2019,June,1.0,6.31,278.383325755605,
5W_P2_2.0,5W,2020-06-02,2020-06-04,2020,June,1.25,5.69,312.0857288677183,
5W_P2_2.0,5W,2021-06-04,2021-06-04,2021,June,1.12,8.44,328.3253519789785,
5W_P2_2.0,5W,2022-06-02,2022-06-02,2022,June,1.0,4.88,257.70502159242903,
5W_P2_2.0,5W,2023-06-02,2023-06-02,2023,June,1.25,4.81,298.08559538266417,
5W_P2_3.0,5W,2014-06-12,2014-06-12,2014,June,3.56,15.5,841.6425013973006,
5W_P2_3.0,5W,2015-06-12,2015-06-12,2015,June,1.79,7.43,428.2939057091628,
5W_P2_3.0,5W,2016-06-12,2016-06-12,2016,June,2.21,11.5,559.3849444706352,
5W_P2_3.0,5W,2017-06-12,2017-06-12,2017,June,2.75,10.81,637.4203265266957,
5W_P2_3.0,5W,2018-06-06,2018-06-05,2018,June,1.58,11.58,451.71489688433246,
5W_P2_3.0,5W,2019-06-04,2019-06-04,2019,June,2.2,8.6,513.453524678953,
5W_P2_3.0,5W,2020-06-02,2020-06-04,2020,June,1.93,7.14,446.2555592859799,
5W_P2_3.0,5W,2021-06-04,2021-06-04,2021,June,1.06,9.75,333.78558688134297,
5W_P2_3.0,5W,2022-06-02,2022-06-02,2022,June,0.75,4.5,209.00286851661625,
5W_P2_3.0,5W,2023-06-02,2023-06-02,2023,June,0.43,3.0,130.5756824064992,
5W_P2_4.0,5W,2014-06-12,2014-06-12,2014,June,1.38,5.94,337.53651123830076,
5W_P2_4.0,5W,2015-06-12,2015-06-12,2015,June,2.12,8.31,495.88198930339723,
5W_P2_4.0,5W,2016-06-12,2016-06-12,2016,June,1.31,9.5,376.31273852632603,
5W_P2_4.0,5W,2017-06-12,2017-06-12,2017,June,2.43,12.71,613.8539759266869,
5W_P2_4.0,5W,2018-06-06,2018-06-05,2018,June,1.56,9.31,417.62931390295256,
5W_P2_4.0,5W,2019-06-04,2019-06-04,2019,June,1.56,6.75,379.9002333937147,
5W_P2_4.0,5W,2020-06-02,2020-06-04,2020,June,0.69,5.0,205.15331921782894,
5W_P2_4.0,5W,2021-06-04,2021-06-04,2021,June,2.31,8.12,523.1647411235681,
5W_P2_4.0,5W,2022-06-02,2022-06-02,2022,June,0.69,4.0,191.29396650976364,
5W_P2_4.0,5W,2023-06-02,2023-06-02,2023,June,1.12,5.88,293.0326664686917,
5W_P3_1.0,5W,2014-06-12,2014-06-12,2014,June,2.44,7.44,531.9256039584446,
5W_P3_1.0,5W,2015-06-12,2015-06-12,2015,June,2.88,7.44,599.6460219428882,
5W_P3_1.0,5W,2016-06-12,2016-06-12,2016,June,4.44,13.25,943.4802803256913,
5W_P3_1.0,5W,2017-06-12,2017-06-12,2017,June,4.31,13.69,931.0616354273731,
5W_P3_1.0,5W,2018-06-05,2018-06-05,2018,June,2.44,14.25,637.430549603082,
5W_P3_1.0,5W,2019-06-04,2019-06-04,2019,June,2.12,8.75,502.9029592918244,
5W_P3_1.0,5W,2020-06-02,2020-06-04,2020,June,0.88,5.5,245.98548854663596,
5W_P3_1.0,5W,2021-06-04,2021-06-04,2021,June,1.06,6.5,291.5541379944686,
5W_P3_1.0,5W,2022-06-02,2022-06-02,2022,June,0.06,2.5,45.953133768703765,
5W_P3_1.0,5W,2023-06-02,2023-06-02,2023,June,0.06,2.0,41.355034827866966,
5W_P3_2.0,5W,2014-06-12,2014-06-12,2014,June,2.56,14.44,660.4910417531219,
5W_P3_2.0,5W,2015-06-12,2015-06-12,2015,June,1.5,10.19,419.18629383414697,
5W_P3_2.0,5W,2016-06-12,2016-06-12,2016,June,3.25,12.94,751.6488130437792,
5W_P3_2.0,5W,2017-06-12,2017-06-12,2017,June,3.12,16.06,777.7138581529701,
5W_P3_2.0,5W,2018-06-05,2018-06-05,2018,June,2.94,13.56,710.9752258246089,
5W_P3_2.0,5W,2019-06-04,2019-06-04,2019,June,2.44,9.12,560.4125667131188,
5W_P3_2.0,5W,2020-06-02,2020-06-04,2020,June,0.94,7.38,281.9109530164912,
5W_P3_2.0,5W,2021-06-04,2021-06-04,2021,June,2.62,8.94,586.0056216434326,
5W_P3_2.0,5W,2022-06-02,2022-06-02,2022,June,0.75,4.31,206.2825083195799,
5W_P3_2.0,5W,2023-06-02,2023-06-02,2023,June,1.56,3.94,331.6942599264795,
5W_P3_3.0,5W,2014-06-12,2014-06-12,2014,June,2.19,9.62,527.9150274352188,
5W_P3_3.0,5W,2015-06-12,2015-06-12,2015,June,2.81,8.38,606.0166354227694,
5W_P3_3.0,5W,2016-06-12,2016-06-12,2016,June,3.25,10.44,710.3689081781083,
5W_P3_3.0,5W,2017-06-12,2017-06-12,2017,June,1.94,10.75,503.00156570771793,
5W_P3_3.0,5W,2018-06-05,2018-06-05,2018,June,2.0,13.25,547.8717829533404,
5W_P3_3.0,5W,2019-06-04,2019-06-04,2019,June,2.06,8.62,491.0919978151453,
5W_P3_3.0,5W,2020-06-08,2020-06-04,2020,June,1.19,6.19,309.52633454863764,
5W_P3_3.0,5W,2021-06-04,2021-06-04,2021,June,3.75,10.56,789.7171212057442,
5W_P3_3.0,5W,2022-06-02,2022-06-02,2022,June,0.88,3.56,216.91420661696336,
5W_P3_3.0,5W,2023-06-02,2023-06-02,2023,June,0.69,7.06,231.07263114246837,
