SamplingDate,Pasture,Plot,Transect,Distance
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,18S,3,4,s
8/5/2020,19N,1,1,n
8/5/2020,19N,1,1,n
8/5/2020,19N,1,1,n
8/5/2020,19N,1,1,n
8/5/2020,19N,1,1,n
8/5/2020,19N,1,1,s
8/5/2020,19N,1,1,s
8/5/2020,19N,1,1,s
8/5/2020,19N,1,1,s
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,n
8/5/2020,19N,1,4,s
8/5/2020,19N,1,4,s
8/5/2020,19N,1,4,s
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,n
8/5/2020,19N,2,1,s
8/5/2020,19N,2,1,s
8/5/2020,19N,2,1,s
8/5/2020,19N,2,1,s
8/5/2020,19N,2,4,n
8/5/2020,19N,2,4,n
8/5/2020,19N,2,4,n
8/5/2020,19N,2,4,n
8/5/2020,19N,2,4,n
8/5/2020,19N,2,4,s
8/5/2020,19N,2,4,s
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,n
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,1,s
8/5/2020,19N,3,4,n
8/5/2020,19N,3,4,n
8/5/2020,19N,3,4,s
8/5/2020,19N,3,4,s
8/5/2020,19N,3,4,s
8/5/2020,19N,3,4,s
8/5/2020,19N,3,4,s
8/5/2020,19N,4,1,n
8/5/2020,19N,4,1,n
8/5/2020,19N,4,1,n
8/5/2020,19N,4,1,n
8/5/2020,19N,4,1,n
8/5/2020,19N,4,1,s
8/5/2020,19N,4,1,s
8/5/2020,19N,4,1,s
8/5/2020,19N,4,1,s
8/5/2020,19N,4,4,n
8/5/2020,19N,4,4,n
8/5/2020,19N,4,4,n
8/5/2020,19N,4,4,s
8/5/2020,19N,4,4,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,1,s
8/5/2020,20NW,5,4,s
8/5/2020,20NW,5,4,s
8/5/2020,20NW,5,4,s
8/5/2020,20NW,5,4,s
8/5/2020,20NW,5,4,s
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,n
8/5/2020,20SE,5,1,s
8/5/2020,20SE,5,1,s
8/5/2020,20SE,5,1,s
8/5/2020,20SE,5,1,s
8/5/2020,20SE,5,1,s
8/5/2020,20SE,5,4,n
8/5/2020,20SE,5,4,n
8/5/2020,20SE,5,4,n
8/5/2020,20SE,5,4,n
8/5/2020,20SE,5,4,n
8/5/2020,20SE,5,4,s
8/5/2020,20SE,5,4,s
8/5/2020,20SE,5,4,s
8/5/2020,20SE,6,1,n
8/5/2020,20SE,6,1,n
8/5/2020,20SE,6,1,n
8/5/2020,20SE,6,1,n
8/5/2020,20SE,6,1,s
8/5/2020,20SE,6,1,s
8/5/2020,20SE,6,1,s
8/5/2020,20SE,6,1,s
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,n
8/5/2020,20SE,6,4,s
8/5/2020,20SE,6,4,s
8/5/2020,20SE,6,4,s
8/5/2020,20SE,6,4,s
8/5/2020,20SE,6,4,s
8/5/2020,20SE,6,4,s
8/5/2020,26E,1,1,n
8/5/2020,26E,1,1,n
8/5/2020,26E,1,1,s
8/5/2020,26E,1,1,s
8/5/2020,26E,1,1,s
8/5/2020,26E,1,4,n
8/5/2020,26E,1,4,n
8/5/2020,26E,1,4,n
8/5/2020,26E,1,4,n
8/5/2020,26E,1,4,s
8/5/2020,26E,1,4,s
8/5/2020,26E,1,4,s
8/5/2020,31E,1,1,n
8/5/2020,31E,1,1,n
8/5/2020,31E,1,1,s
8/5/2020,31E,1,1,s
8/5/2020,31E,1,4,n
8/5/2020,31E,1,4,n
8/5/2020,31E,1,4,n
8/5/2020,31E,1,4,s
8/5/2020,31E,1,4,s
8/5/2020,31E,1,4,s
8/5/2020,31E,2,1,n
8/5/2020,31E,2,1,n
8/5/2020,31E,2,1,n
8/5/2020,31E,2,1,s
8/5/2020,31E,2,1,s
8/5/2020,31E,2,1,s
8/5/2020,31E,2,1,s
8/5/2020,31E,2,4,n
8/5/2020,31E,2,4,n
8/5/2020,31E,2,4,n
8/5/2020,31E,2,4,s
8/5/2020,31E,2,4,s
8/5/2020,31E,2,4,s
8/5/2020,31E,3,1,n
8/5/2020,31E,3,1,n
8/5/2020,31E,3,1,n
8/5/2020,31E,3,1,n
8/5/2020,31E,3,1,s
8/5/2020,31E,3,1,s
8/5/2020,31E,3,1,s
8/5/2020,31E,3,1,s
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,n
8/5/2020,31E,3,4,s
8/5/2020,31E,3,4,s
8/5/2020,31E,3,4,s
8/5/2020,31E,3,4,s
8/5/2020,31E,3,4,s
8/5/2020,31E,4,1,n
8/5/2020,31E,4,1,n
8/5/2020,31E,4,1,n
8/5/2020,31E,4,1,s
8/5/2020,31E,4,1,s
8/5/2020,31E,4,1,s
8/5/2020,31E,4,1,s
8/5/2020,31E,4,4,n
8/5/2020,31E,4,4,n
8/5/2020,31E,4,4,n
8/5/2020,31E,4,4,n
8/5/2020,31E,4,4,s
8/5/2020,31E,4,4,s
8/5/2020,31E,4,4,s
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,n
8/5/2020,31W,1,1,s
8/5/2020,31W,1,1,s
8/5/2020,31W,1,1,s
8/5/2020,31W,1,1,s
8/5/2020,31W,1,1,s
8/5/2020,31W,1,1,s
8/5/2020,31W,1,4,n
8/5/2020,31W,1,4,n
8/5/2020,31W,1,4,n
8/5/2020,31W,1,4,n
8/5/2020,31W,1,4,s
8/5/2020,31W,1,4,s
8/5/2020,31W,1,4,s
8/5/2020,31W,1,4,s
8/5/2020,31W,1,4,s
8/5/2020,31W,2,1,n
8/5/2020,31W,2,1,n
8/5/2020,31W,2,1,n
8/5/2020,31W,2,1,s
8/5/2020,31W,2,1,s
8/5/2020,31W,2,1,s
8/5/2020,31W,2,4,n
8/5/2020,31W,2,4,n
8/5/2020,31W,2,4,n
8/5/2020,31W,2,4,n
8/5/2020,31W,2,4,n
8/5/2020,31W,2,4,s
8/5/2020,31W,2,4,s
8/5/2020,31W,2,4,s
8/5/2020,31W,2,4,s
8/5/2020,31W,3,1,n
8/5/2020,31W,3,1,n
8/5/2020,31W,3,1,n
8/5/2020,31W,3,1,n
8/5/2020,31W,3,1,n
8/5/2020,31W,3,1,s
8/5/2020,31W,3,1,s
8/5/2020,31W,3,1,s
8/5/2020,31W,3,1,s
8/5/2020,31W,3,1,s
8/5/2020,31W,3,1,s
8/5/2020,31W,3,4,n
8/5/2020,31W,3,4,n
8/5/2020,31W,3,4,n
8/5/2020,31W,3,4,n
8/5/2020,31W,3,4,s
8/5/2020,31W,3,4,s
8/5/2020,31W,3,4,s
8/5/2020,31W,3,4,s
8/5/2020,31W,3,4,s
8/5/2020,31W,4,1,n
8/5/2020,31W,4,1,n
8/5/2020,31W,4,1,n
8/5/2020,31W,4,1,s
8/5/2020,31W,4,1,s
8/5/2020,31W,4,1,s
8/5/2020,31W,4,1,s
8/5/2020,31W,4,1,s
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,n
8/5/2020,31W,4,4,s
8/5/2020,31W,4,4,s
8/5/2020,7SE,2,1,n
8/5/2020,7SE,2,1,n
8/5/2020,7SE,2,1,n
8/5/2020,7SE,2,1,n
8/5/2020,7SE,2,1,s
8/5/2020,7SE,2,1,s
8/5/2020,7SE,2,1,s
8/5/2020,7SE,2,1,s
8/5/2020,7SE,2,4,n
8/5/2020,7SE,2,4,n
8/5/2020,7SE,2,4,n
8/5/2020,7SE,2,4,n
8/5/2020,7SE,2,4,n
8/5/2020,7SE,2,4,s
8/5/2020,7SE,2,4,s
8/5/2020,7SE,2,4,s
8/5/2020,7SE,2,4,s
8/5/2020,7SE,2,4,s
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,n
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,1,s
8/5/2020,7SE,3,4,n
8/5/2020,7SE,3,4,n
8/5/2020,7SE,3,4,n
8/5/2020,7SE,3,4,n
8/5/2020,7SE,3,4,n
8/5/2020,7SE,3,4,s
8/5/2020,7SE,3,4,s
8/5/2020,7SE,3,4,s
8/5/2020,7SE,3,4,s
8/5/2020,7SE,4,1,n
8/5/2020,7SE,4,1,n
8/5/2020,7SE,4,1,n
8/5/2020,7SE,4,1,n
8/5/2020,7SE,4,1,n
8/5/2020,7SE,4,1,s
8/5/2020,7SE,4,1,s
8/5/2020,7SE,4,1,s
8/5/2020,7SE,4,1,s
8/5/2020,7SE,4,1,s
8/5/2020,7SE,4,4,n
8/5/2020,7SE,4,4,n
8/5/2020,7SE,4,4,n
8/5/2020,7SE,4,4,n
8/5/2020,7SE,4,4,n
8/5/2020,7SE,4,4,s
8/5/2020,7SE,4,4,s
8/5/2020,7SE,4,4,s
8/5/2020,7SE,4,4,s
8/6/2020,15E,1,1,n
8/6/2020,15E,1,1,n
8/6/2020,15E,1,1,n
8/6/2020,15E,1,1,s
8/6/2020,15E,1,1,s
8/6/2020,15E,1,1,s
8/6/2020,15E,1,4,n
8/6/2020,15E,1,4,n
8/6/2020,15E,1,4,n
8/6/2020,15E,1,4,n
8/6/2020,15E,1,4,n
8/6/2020,15E,1,4,s
8/6/2020,15E,1,4,s
8/6/2020,15E,1,4,s
8/6/2020,15E,1,4,s
8/6/2020,15E,2,1,s
8/6/2020,15E,2,1,s
8/6/2020,15E,2,1,s
8/6/2020,15E,2,1,s
8/6/2020,15E,2,1,s
8/6/2020,15E,2,1,s
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,n
8/6/2020,19N,5,1,s
8/6/2020,19N,5,1,s
8/6/2020,19N,5,1,s
8/6/2020,19N,5,1,s
8/6/2020,19N,5,4,n
8/6/2020,19N,5,4,n
8/6/2020,19N,5,4,n
8/6/2020,19N,5,4,n
8/6/2020,19N,5,4,n
8/6/2020,19N,5,4,s
8/6/2020,19N,5,4,s
8/6/2020,19N,5,4,s
8/6/2020,19N,5,4,s
8/6/2020,19N,5,4,s
8/6/2020,19N,6,1,n
8/6/2020,19N,6,1,n
8/6/2020,19N,6,1,n
8/6/2020,19N,6,1,n
8/6/2020,19N,6,1,s
8/6/2020,19N,6,1,s
8/6/2020,19N,6,1,s
8/6/2020,19N,6,1,s
8/6/2020,19N,6,4,n
8/6/2020,19N,6,4,n
8/6/2020,19N,6,4,s
8/6/2020,19N,6,4,s
8/6/2020,19N,6,4,s
8/6/2020,19N,6,4,s
8/6/2020,19N,6,4,s
8/6/2020,21N,1,1,n
8/6/2020,21N,1,1,n
8/6/2020,21N,1,1,n
8/6/2020,21N,1,1,n
8/6/2020,21N,1,1,n
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,1,s
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,n
8/6/2020,21N,1,4,s
8/6/2020,21N,1,4,s
8/6/2020,21N,1,4,s
8/6/2020,21N,1,4,s
8/6/2020,21N,1,4,s
8/6/2020,21N,1,4,s
8/6/2020,24W,1,1,n
8/6/2020,24W,1,1,n
8/6/2020,24W,1,1,n
8/6/2020,24W,1,1,n
8/6/2020,24W,1,1,s
8/6/2020,24W,1,1,s
8/6/2020,24W,1,1,s
8/6/2020,24W,1,1,s
8/6/2020,24W,1,1,s
8/6/2020,24W,1,1,s
8/6/2020,24W,1,4,n
8/6/2020,24W,1,4,n
8/6/2020,24W,1,4,n
8/6/2020,24W,1,4,n
8/6/2020,24W,1,4,s
8/6/2020,24W,1,4,s
8/6/2020,24W,1,4,s
8/6/2020,24W,1,4,s
8/6/2020,24W,1,4,s
8/6/2020,24W,2,1,n
8/6/2020,24W,2,1,n
8/6/2020,24W,2,1,n
8/6/2020,24W,2,1,n
8/6/2020,24W,2,1,n
8/6/2020,24W,2,1,s
8/6/2020,24W,2,1,s
8/6/2020,24W,2,1,s
8/6/2020,24W,2,1,s
8/6/2020,24W,2,4,n
8/6/2020,24W,2,4,n
8/6/2020,24W,2,4,n
8/6/2020,24W,2,4,n
8/6/2020,24W,2,4,n
8/6/2020,24W,2,4,s
8/6/2020,24W,2,4,s
8/6/2020,24W,2,4,s
8/6/2020,24W,2,4,s
8/6/2020,24W,2,4,s
8/6/2020,24W,3,1,n
8/6/2020,24W,3,1,n
8/6/2020,24W,3,1,n
8/6/2020,24W,3,1,s
8/6/2020,24W,3,1,s
8/6/2020,24W,3,4,n
8/6/2020,24W,3,4,n
8/6/2020,24W,3,4,n
8/6/2020,24W,3,4,s
8/6/2020,24W,3,4,s
8/6/2020,24W,3,4,s
8/6/2020,24W,3,4,s
8/6/2020,24W,3,4,s
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,n
8/6/2020,24W,4,1,s
8/6/2020,24W,4,1,s
8/6/2020,24W,4,1,s
8/6/2020,24W,4,1,s
8/6/2020,24W,4,4,n
8/6/2020,24W,4,4,n
8/6/2020,24W,4,4,n
8/6/2020,24W,4,4,n
8/6/2020,24W,4,4,n
8/6/2020,24W,4,4,s
8/6/2020,24W,4,4,s
8/6/2020,25SE,1,1,n
8/6/2020,25SE,1,1,n
8/6/2020,25SE,1,1,n
8/6/2020,25SE,1,1,s
8/6/2020,25SE,1,1,s
8/6/2020,25SE,1,1,s
8/6/2020,25SE,1,1,s
8/6/2020,25SE,1,4,n
8/6/2020,25SE,1,4,n
8/6/2020,25SE,1,4,n
8/6/2020,25SE,1,4,s
8/6/2020,25SE,1,4,s
8/6/2020,25SE,1,4,s
8/6/2020,25SE,2,1,n
8/6/2020,25SE,2,1,n
8/6/2020,25SE,2,1,n
8/6/2020,25SE,2,1,s
8/6/2020,25SE,2,1,s
8/6/2020,25SE,2,1,s
8/6/2020,25SE,2,4,n
8/6/2020,25SE,2,4,n
8/6/2020,25SE,2,4,n
8/6/2020,25SE,2,4,s
8/6/2020,25SE,2,4,s
8/6/2020,25SE,2,4,s
8/6/2020,25SE,2,4,s
8/6/2020,25SE,3,1,n
8/6/2020,25SE,3,1,n
8/6/2020,25SE,3,1,n
8/6/2020,25SE,3,1,n
8/6/2020,25SE,3,1,s
8/6/2020,25SE,3,1,s
8/6/2020,25SE,3,1,s
8/6/2020,25SE,3,1,s
8/6/2020,25SE,3,4,n
8/6/2020,25SE,3,4,n
8/6/2020,25SE,3,4,n
8/6/2020,25SE,3,4,s
8/6/2020,25SE,3,4,s
8/6/2020,25SE,3,4,s
8/6/2020,26E,2,1,n
8/6/2020,26E,2,1,n
8/6/2020,26E,2,1,s
8/6/2020,26E,2,1,s
8/6/2020,26E,2,1,s
8/6/2020,26E,2,1,s
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,n
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,2,4,s
8/6/2020,26E,3,1,n
8/6/2020,26E,3,1,n
8/6/2020,26E,3,1,s
8/6/2020,26E,3,1,s
8/6/2020,26E,3,1,s
8/6/2020,26E,3,1,s
8/6/2020,26E,3,4,n
8/6/2020,26E,3,4,n
8/6/2020,26E,3,4,n
8/6/2020,26E,3,4,s
8/6/2020,26E,3,4,s
8/6/2020,26E,3,4,s
8/6/2020,26E,4,1,n
8/6/2020,26E,4,1,n
8/6/2020,26E,4,1,s
8/6/2020,26E,4,1,s
8/6/2020,26E,4,1,s
8/6/2020,26E,4,1,s
8/6/2020,26E,4,4,n
8/6/2020,26E,4,4,n
8/6/2020,26E,4,4,n
8/6/2020,26E,4,4,n
8/6/2020,26E,4,4,s
8/6/2020,26E,4,4,s
8/6/2020,26E,4,4,s
8/6/2020,26E,4,4,s
8/6/2020,26W,1,1,n
8/6/2020,26W,1,1,n
8/6/2020,26W,1,1,n
8/6/2020,26W,1,1,n
8/6/2020,26W,1,1,s
8/6/2020,26W,1,1,s
8/6/2020,26W,1,1,s
8/6/2020,26W,1,1,s
8/6/2020,26W,1,1,s
8/6/2020,26W,1,4,n
8/6/2020,26W,1,4,n
8/6/2020,26W,1,4,n
8/6/2020,26W,1,4,n
8/6/2020,26W,1,4,s
8/6/2020,26W,1,4,s
8/6/2020,26W,1,4,s
8/6/2020,26W,1,4,s
8/6/2020,26W,2,1,n
8/6/2020,26W,2,1,n
8/6/2020,26W,2,1,n
8/6/2020,26W,2,1,n
8/6/2020,26W,2,1,s
8/6/2020,26W,2,1,s
8/6/2020,26W,2,1,s
8/6/2020,26W,2,1,s
8/6/2020,26W,2,1,s
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,n
8/6/2020,26W,2,4,s
8/6/2020,26W,2,4,s
8/6/2020,26W,2,4,s
8/6/2020,26W,2,4,s
8/6/2020,26W,2,4,s
8/6/2020,26W,3,1,n
8/6/2020,26W,3,1,n
8/6/2020,26W,3,1,n
8/6/2020,26W,3,1,n
8/6/2020,26W,3,1,n
8/6/2020,26W,3,1,s
8/6/2020,26W,3,1,s
8/6/2020,26W,3,1,s
8/6/2020,26W,3,1,s
8/6/2020,26W,3,1,s
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,n
8/6/2020,26W,3,4,s
8/6/2020,26W,3,4,s
8/6/2020,26W,3,4,s
8/6/2020,26W,3,4,s
8/6/2020,26W,3,4,s
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,n
8/6/2020,26W,4,1,s
8/6/2020,26W,4,1,s
8/6/2020,26W,4,1,s
8/6/2020,26W,4,1,s
8/6/2020,26W,4,1,s
8/6/2020,26W,4,1,s
8/6/2020,26W,4,4,n
8/6/2020,26W,4,4,n
8/6/2020,26W,4,4,n
8/6/2020,26W,4,4,s
8/6/2020,26W,4,4,s
8/6/2020,26W,4,4,s
8/6/2020,26W,4,4,s
8/6/2020,26W,4,4,s
8/6/2020,26W,4,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,7SE,6,4,s
8/6/2020,NH,1,1,n
8/6/2020,NH,1,1,n
8/6/2020,NH,1,1,n
8/6/2020,NH,1,1,n
8/6/2020,NH,1,1,n
8/6/2020,NH,1,1,s
8/6/2020,NH,1,1,s
8/6/2020,NH,1,1,s
8/6/2020,NH,1,1,s
8/6/2020,NH,1,1,s
8/6/2020,NH,1,4,n
8/6/2020,NH,1,4,n
8/6/2020,NH,1,4,n
8/6/2020,NH,1,4,n
8/6/2020,NH,1,4,n
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,1,4,s
8/6/2020,NH,2,1,n
8/6/2020,NH,2,1,n
8/6/2020,NH,2,1,s
8/6/2020,NH,2,1,s
8/6/2020,NH,2,1,s
8/6/2020,NH,2,1,s
8/6/2020,NH,2,1,s
8/6/2020,NH,2,4,s
8/6/2020,NH,2,4,s
8/6/2020,NH,2,4,s
8/6/2020,NH,2,4,s
8/6/2020,NH,2,4,s
8/7/2020,15E,2,1,n
8/7/2020,15E,2,1,n
8/7/2020,15E,2,1,n
8/7/2020,15E,2,4,n
8/7/2020,15E,2,4,n
8/7/2020,15E,2,4,n
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,2,4,s
8/7/2020,15E,3,1,n
8/7/2020,15E,3,1,n
8/7/2020,15E,3,1,n
8/7/2020,15E,3,1,n
8/7/2020,15E,3,1,s
8/7/2020,15E,3,1,s
8/7/2020,15E,3,1,s
8/7/2020,15E,3,1,s
8/7/2020,15E,3,4,n
8/7/2020,15E,3,4,n
8/7/2020,15E,3,4,n
8/7/2020,15E,3,4,n
8/7/2020,15E,3,4,s
8/7/2020,15E,3,4,s
8/7/2020,15E,3,4,s
8/7/2020,15E,3,4,s
8/7/2020,15E,3,4,s
8/7/2020,15E,3,4,s
8/7/2020,15E,4,1,n
8/7/2020,15E,4,1,n
8/7/2020,15E,4,1,n
8/7/2020,15E,4,1,n
8/7/2020,15E,4,1,n
8/7/2020,15E,4,1,s
8/7/2020,15E,4,1,s
8/7/2020,15E,4,1,s
8/7/2020,15E,4,1,s
8/7/2020,15E,4,4,n
8/7/2020,15E,4,4,n
8/7/2020,15E,4,4,n
8/7/2020,15E,4,4,n
8/7/2020,15E,4,4,n
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,15E,4,4,s
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,n
8/7/2020,21N,2,1,s
8/7/2020,21N,2,1,s
8/7/2020,21N,2,4,n
8/7/2020,21N,2,4,n
8/7/2020,21N,2,4,n
8/7/2020,21N,2,4,n
8/7/2020,21N,2,4,n
8/7/2020,21N,2,4,s
8/7/2020,21N,2,4,s
8/7/2020,21N,2,4,s
8/7/2020,21N,2,4,s
8/7/2020,21N,3,1,n
8/7/2020,21N,3,1,n
8/7/2020,21N,3,1,n
8/7/2020,21N,3,1,n
8/7/2020,21N,3,1,s
8/7/2020,21N,3,1,s
8/7/2020,21N,3,1,s
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,n
8/7/2020,21N,3,4,s
8/7/2020,21N,3,4,s
8/7/2020,21N,3,4,s
8/7/2020,21N,3,4,s
8/7/2020,21N,3,4,s
8/7/2020,21N,3,4,s
8/7/2020,21N,4,1,n
8/7/2020,21N,4,1,n
8/7/2020,21N,4,1,n
8/7/2020,21N,4,1,n
8/7/2020,21N,4,1,s
8/7/2020,21N,4,1,s
8/7/2020,21N,4,1,s
8/7/2020,21N,4,1,s
8/7/2020,21N,4,1,s
8/7/2020,21N,4,1,s
8/7/2020,21N,4,4,n
8/7/2020,21N,4,4,n
8/7/2020,21N,4,4,n
8/7/2020,21N,4,4,n
8/7/2020,21N,4,4,s
8/7/2020,21N,4,4,s
8/7/2020,21N,4,4,s
8/7/2020,21N,4,4,s
8/7/2020,25NW,1,1,n
8/7/2020,25NW,1,1,n
8/7/2020,25NW,1,1,s
8/7/2020,25NW,1,1,s
8/7/2020,25NW,1,4,n
8/7/2020,25NW,1,4,n
8/7/2020,25NW,1,4,n
8/7/2020,25NW,1,4,s
8/7/2020,25NW,1,4,s
8/7/2020,25NW,1,4,s
8/7/2020,25NW,2,1,n
8/7/2020,25NW,2,1,n
8/7/2020,25NW,2,1,n
8/7/2020,25NW,2,1,s
8/7/2020,25NW,2,1,s
8/7/2020,25NW,2,1,s
8/7/2020,25NW,2,4,n
8/7/2020,25NW,2,4,n
8/7/2020,25NW,2,4,n
8/7/2020,25NW,2,4,s
8/7/2020,25NW,2,4,s
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,n
8/7/2020,25NW,3,1,s
8/7/2020,25NW,3,1,s
8/7/2020,25NW,3,1,s
8/7/2020,25NW,3,4,n
8/7/2020,25NW,3,4,n
8/7/2020,25NW,3,4,s
8/7/2020,25NW,3,4,s
8/7/2020,25NW,3,4,s
8/7/2020,25NW,4,1,n
8/7/2020,25NW,4,1,n
8/7/2020,25NW,4,1,n
8/7/2020,25NW,4,1,n
8/7/2020,25NW,4,1,s
8/7/2020,25NW,4,1,s
8/7/2020,25NW,4,1,s
8/7/2020,25NW,4,4,n
8/7/2020,25NW,4,4,n
8/7/2020,25NW,4,4,n
8/7/2020,25NW,4,4,n
8/7/2020,25NW,4,4,s
8/7/2020,25NW,4,4,s
8/7/2020,25SE,4,1,n
8/7/2020,25SE,4,1,n
8/7/2020,25SE,4,1,n
8/7/2020,25SE,4,1,s
8/7/2020,25SE,4,1,s
8/7/2020,25SE,4,1,s
8/7/2020,25SE,4,4,n
8/7/2020,25SE,4,4,n
8/7/2020,25SE,4,4,n
8/7/2020,25SE,4,4,s
8/7/2020,25SE,4,4,s
8/7/2020,25SE,4,4,s
8/7/2020,25SE,4,4,s
8/7/2020,NH,3,1,n
