Concatenate,Year,Pasture Name,PastureID,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase,NDVI,NDVI_d30,iNDVI,t_peak_IRG,iNDVI_dry,SOS_doy,t_SOS
2020_15E_TRM_TRM_1,2020,,15E,TRM,TRM,1,2020-05-22 00:00:00+00:00,1,9.44,65.36,6.9,2.16,0.22,,,Loamy,,,15E TRM,20,142,1-early,0.24173184,0.06545015571428571,0.8574545241098901,14.0,0.0,111.0,31.0
2020_15E_TRM_Anderson GEM_2,2020,,15E,TRM,Anderson GEM,2,2020-05-26 00:00:00+00:00,1,10.19,65.3,6.4,2.0,0.27,"83, 86",,Loamy,,,15E Anderson GEM,21,146,1-early,0.24863351857142857,0.06959605571428572,1.1324752034945056,18.0,0.0,111.0,35.0
2020_19N_TRM_Anderson GEM_2,2020,,19N,TRM,Anderson GEM,2,2020-05-26 00:00:00+00:00,1,12.57,66.06,5.3,2.51,0.5,"110, 114",,Sandy,,,19N Anderson GEM,21,146,1-early,0.24478242428571426,0.057834632857142854,1.0133426697142847,18.0,0.0,112.0,34.0
2020_19N_TRM_Paired TRM1_2,2020,,19N,TRM,Paired TRM1,2,2020-05-26 00:00:00+00:00,1,11.54,65.59,5.7,2.3,0.48,,,Sandy,,,,21,146,1-early,0.24478242428571426,0.057834632857142854,1.0133426697142847,18.0,0.0,112.0,34.0
2020_17N_TRM_Paired TRM2_2,2020,,17N,TRM,Paired TRM2,2,2020-05-26 00:00:00+00:00,1,9.42,64.75,6.9,2.01,0.22,,,Sandy,,,,21,146,1-early,0.2629915485714286,0.08433108142857144,1.5017658446593412,18.0,0.0,110.0,36.0
2020_15E_TRM_TRM_2,2020,,15E,TRM,TRM,2,2020-05-26 00:00:00+00:00,1,10.81,65.21,6.0,2.21,0.34,,,Loamy,,,15E TRM,21,146,1-early,0.24863351857142857,0.06959605571428572,1.1324752034945056,18.0,0.0,111.0,35.0
2020_19N_TRM_Paired TRM1_3,2020,,19N,TRM,Paired TRM1,3,2020-06-03 00:00:00+00:00,1,10.87,64.63,5.9,2.39,0.59,,,Sandy,,,,22,154,1-early,0.2486846585714286,0.04804116714285715,1.5038778214285702,26.0,0.0,112.0,42.0
2020_17N_TRM_Paired TRM2_3,2020,,17N,TRM,Paired TRM2,3,2020-06-03 00:00:00+00:00,1,9.28,64.45,6.9,1.92,0.22,,,Sandy,,,,22,154,1-early,0.27036518000000004,0.07433561714285716,2.2520349133186826,26.0,0.0,110.0,44.0
2020_15E_TRM_TRM_3,2020,,15E,TRM,TRM,3,2020-06-03 00:00:00+00:00,1,10.04,65.22,6.5,2.07,0.31,,,Loamy,,,15E TRM,22,154,1-early,0.2563185242857143,0.06309535999999999,1.7376167465494505,26.0,0.0,111.0,43.0
2020_15E_TRM_Anderson GEM_4,2020,,15E,TRM,Anderson GEM,4,2020-06-10 00:00:00+00:00,2,6.97,61.59,8.8,1.72,0.23,"83, 86",,Loamy,,,15E Anderson GEM,23,161,1-early,0.25853712714285715,0.046823847142857145,2.30423406832967,33.0,0.005586707014103058,111.0,50.0
2020_19N_TRM_Anderson GEM_4,2020,,19N,TRM,Anderson GEM,4,2020-06-10 00:00:00+00:00,2,9.42,65.54,7.0,1.91,0.44,"110, 114",,Sandy,,,19N Anderson GEM,23,161,1-early,0.2506801257142857,0.032803285714285715,1.9551626697142839,33.0,0.0008472147600610064,112.0,49.0
2020_20SE_TRM_Paired TRM1_4,2020,,20SE,TRM,Paired TRM1,4,2020-06-10 00:00:00+00:00,2,9.74,64.84,6.7,1.95,0.4,,,Sandy,,,,23,161,1-early,0.2568794971428571,0.044748214285714294,2.871170090791208,35.0,0.005104771593927683,110.0,51.0
2020_17N_TRM_Paired TRM2_4,2020,,17N,TRM,Paired TRM2,4,2020-06-10 00:00:00+00:00,2,7.67,62.95,8.2,1.9,0.19,,,Sandy,,,,23,161,1-early,0.27311773142857143,0.05398729285714286,2.9453338112527483,33.0,0.002799421816618218,110.0,51.0
2020_15E_TRM_TRM_4,2020,,15E,TRM,TRM,4,2020-06-10 00:00:00+00:00,2,9.2,61.86,6.7,1.7,0.29,,,Loamy,,,15E TRM,23,161,1-early,0.25853712714285715,0.046823847142857145,2.30423406832967,33.0,0.005586707014103058,111.0,50.0
2020_19N_TRM_TRM_4,2020,,19N,TRM,TRM,4,2020-06-10 00:00:00+00:00,2,8.98,64.24,7.2,1.87,0.41,,,Sandy,,,19N TRM,23,161,1-early,0.2506801257142857,0.032803285714285715,1.9551626697142839,33.0,0.0008472147600610064,112.0,49.0
2020_20SE_TRM_Paired TRM1_5,2020,,20SE,TRM,Paired TRM1,5,2020-06-17 00:00:00+00:00,2,9.9,65.48,6.6,1.83,0.48,,,Sandy,,,,24,168,1-early,0.2543583571428572,0.02287718142857142,3.4907871986593397,42.0,0.036464761332398114,110.0,58.0
2020_17N_TRM_Paired TRM2_5,2020,,17N,TRM,Paired TRM2,5,2020-06-17 00:00:00+00:00,2,8.81,63.94,7.3,1.86,0.28,,,Sandy,,,,24,168,1-early,0.27118782999999996,0.029279164285714282,3.634414172043958,40.0,0.027649324280935923,110.0,58.0
2020_15E_TRM_TRM_5,2020,,15E,TRM,TRM,5,2020-06-17 00:00:00+00:00,2,8.59,63.84,7.4,1.82,0.13,,,Loamy,,,15E TRM,24,168,1-early,0.25300177428571424,0.02343716142857142,2.8499107543956046,40.0,0.05837373018858068,111.0,57.0
2020_19N_TRM_TRM_5,2020,,19N,TRM,TRM,5,2020-06-17 00:00:00+00:00,2,9.8,64.65,6.6,2.04,0.56,,,Sandy,,,19N TRM,24,168,1-early,0.25028057142857146,0.017471965714285723,2.408048153714284,40.0,0.006643469607593251,112.0,56.0
2020_15E_TRM_Anderson GEM_6,2020,,15E,TRM,Anderson GEM,6,2020-06-23 00:00:00+00:00,3,7.9,61.52,7.8,1.59,0.14,"83, 86",,Loamy,,,15E Anderson GEM,25,174,1-early,0.24987505,0.00663982571428571,3.2913421649010983,46.0,0.09738623174270981,111.0,63.0
2020_25NW_CARM1_CARM1_6,2020,Crossroads,25NW,CARM1,CARM1,6,2020-06-23 00:00:00+00:00,3,9.01,63.77,7.1,1.76,0.44,,,Mixed,,,CARM1 CARM1,25,174,1-early,0.24197512285714287,-0.004180957142857148,3.568305471758243,50.0,0.112950075740273,113.0,61.0
2020_19N_TRM_Anderson GEM_6,2020,,19N,TRM,Anderson GEM,6,2020-06-23 00:00:00+00:00,3,9.77,65.43,6.7,1.75,0.4,"110, 114",,Sandy,,,19N Anderson GEM,25,174,1-early,0.2512150785714286,0.008976132857142858,2.7983746714285695,46.0,0.007168982087947126,112.0,62.0
2020_31W_CARM2_CARM2_6,2020,South,31W,CARM2,CARM2,6,2020-06-23 00:00:00+00:00,3,8.71,64.03,7.4,1.86,0.44,,,Mixed,,,CARM2 CARM2,25,174,1-early,0.24426046714285715,-0.008288389999999991,3.8390201059340647,53.0,0.12048988538914136,112.0,62.0
2020_25NW_CARM1_Anderson GEM_6,2020,Crossroads,25NW,CARM1,Anderson GEM,6,2020-06-23 00:00:00+00:00,3,9.49,64.35,6.8,1.89,0.5,"90, 97",,Mixed,,,CARM1 Anderson GEM,25,174,1-early,0.24197512285714287,-0.004180957142857148,3.568305471758243,50.0,0.112950075740273,113.0,61.0
2020_31W_CARM2_Anderson GEM_6,2020,South,31W,CARM2,Anderson GEM,6,2020-06-23 00:00:00+00:00,3,8.43,63.56,7.5,1.74,0.39,"94, 120",,Mixed,,,CARM2 Anderson GEM,25,174,1-early,0.24426046714285715,-0.008288389999999991,3.8390201059340647,53.0,0.12048988538914136,112.0,62.0
2020_25SE_TRM_Paired TRM1_6,2020,,25SE,TRM,Paired TRM1,6,2020-06-23 00:00:00+00:00,3,8.19,63.44,7.7,1.62,0.18,,,Mixed,,,,25,174,1-early,0.2447853642857143,-0.007454912857142841,4.211477643626374,50.0,0.1702185983488224,114.0,60.0
2020_31E_TRM_Paired TRM2_6,2020,,31E,TRM,Paired TRM2,6,2020-06-23 00:00:00+00:00,3,9.59,63.34,6.6,2.01,0.26,,,Mixed,,,,25,174,1-early,0.23242920000000003,0.0017557500000000043,3.077913168659339,49.0,0.03806902407463863,115.0,59.0
2020_15E_TRM_TRM_6,2020,,15E,TRM,TRM,6,2020-06-23 00:00:00+00:00,3,7.86,62.76,8.0,1.57,0.16,,,Loamy,,,15E TRM,25,174,1-early,0.24987505,0.00663982571428571,3.2913421649010983,46.0,0.09738623174270981,111.0,63.0
2020_19N_TRM_TRM_6,2020,,19N,TRM,TRM,6,2020-06-23 00:00:00+00:00,3,8.18,63.04,7.7,1.71,0.36,,,Sandy,,,19N TRM,25,174,1-early,0.2512150785714286,0.008976132857142858,2.7983746714285695,46.0,0.007168982087947126,112.0,62.0
2020_25NW_CARM_CARM1_7,2020,Crossroads,25NW,CARM,CARM1,7,2020-06-29 00:00:00+00:00,4,6.65,61.71,9.3,1.83,0.37,,,Mixed,,,CARM CARM1,26,180,2-middle,0.23618983,-0.012351127142857136,3.9663088085714295,56.0,0.1983204132640465,113.0,67.0
2020_31W_CARM_CARM2_7,2020,South,31W,CARM,CARM2,7,2020-06-29 00:00:00+00:00,4,6.84,62.21,9.1,1.7,0.32,,,Mixed,,,CARM CARM2,26,180,2-middle,0.24036355571428566,-0.012400081428571427,4.251438710527472,59.0,0.181459934063999,112.0,68.0
2020_25SE_TRM_Paired TRM1_7,2020,,25SE,TRM,Paired TRM1,7,2020-06-29 00:00:00+00:00,4,7.44,60.21,8.1,1.77,0.25,,,Mixed,,,,26,180,2-middle,0.23961331000000002,-0.015671789999999998,4.686602291538462,56.0,0.25771602186247206,114.0,66.0
2020_31E_TRM_Paired TRM2_7,2020,,31E,TRM,Paired TRM2,7,2020-06-29 00:00:00+00:00,4,7.25,60.65,8.4,1.88,0.3,,,Mixed,,,,26,180,2-middle,0.23103819,-0.003028091428571419,3.4633709900219762,55.0,0.05702990869925723,115.0,65.0
2020_15E_TRM_TRM_7,2020,,15E,TRM,TRM,7,2020-06-29 00:00:00+00:00,4,7.41,62.0,8.4,1.86,0.33,,,Loamy,,,15E TRM,26,180,2-middle,0.24668405428571427,-0.004657901428571428,3.714458841120879,52.0,0.139632696390016,111.0,69.0
2020_19N_TRM_TRM_7,2020,,19N,TRM,TRM,7,2020-06-29 00:00:00+00:00,4,5.8,64.16,11.1,1.71,0.32,,,Sandy,,,19N TRM,26,180,2-middle,0.25277686857142856,0.0061668957142857195,3.1968407334285693,52.0,0.007168982087947126,112.0,68.0
2020_15E_TRM_Anderson GEM_8,2020,,15E,TRM,Anderson GEM,8,2020-07-07 00:00:00+00:00,4,6.82,62.01,9.1,1.81,0.21,"83, 86",,Loamy,,,15E Anderson GEM,27,188,2-middle,0.24253052428571428,-0.015472152857142861,4.249570387032966,60.0,0.20209718919451408,111.0,77.0
2020_21N_CARM1_CARM1_8,2020,Highway,21N,CARM1,CARM1,8,2020-07-07 00:00:00+00:00,4,8.22,62.31,7.6,1.75,0.35,,,Loamy,,,CARM1 CARM1,27,188,2-middle,0.25406291142857146,-0.027692901428571417,6.469881139076924,68.0,0.49728083308569154,107.0,81.0
2020_19N_TRM_Anderson GEM_8,2020,,19N,TRM,Anderson GEM,8,2020-07-07 00:00:00+00:00,4,9.98,65.16,6.5,1.82,0.5,"110, 114",,Sandy,,,19N Anderson GEM,27,188,2-middle,0.25386144714285713,0.003770715714285718,3.7396378108571406,60.0,0.007368106381103025,112.0,76.0
2020_26W_CARM2_CARM2_8,2020,Hilltank,26W,CARM2,CARM2,8,2020-07-07 00:00:00+00:00,4,8.14,61.65,7.6,1.89,0.32,,,Loamy,,,CARM2 CARM2,27,188,2-middle,0.23459138142857142,-0.03181673857142858,5.5435819944835165,66.0,0.5265909342761976,110.0,78.0
2020_21N_CARM1_Anderson GEM_8,2020,Highway,21N,CARM1,Anderson GEM,8,2020-07-07 00:00:00+00:00,4,7.68,62.53,8.1,1.9,0.32,"94, 102",,Loamy,,,CARM1 Anderson GEM,27,188,2-middle,0.25406291142857146,-0.027692901428571417,6.469881139076924,68.0,0.49728083308569154,107.0,81.0
2020_26W_CARM2_Anderson GEM_8,2020,Hilltank,26W,CARM2,Anderson GEM,8,2020-07-07 00:00:00+00:00,4,8.57,63.0,7.4,1.81,0.27,,,Loamy,,,CARM2 Anderson GEM,27,188,2-middle,0.23459138142857142,-0.03181673857142858,5.5435819944835165,66.0,0.5265909342761976,110.0,78.0
2020_24W_TRM_Paired TRM1_8,2020,,24W,TRM,Paired TRM1,8,2020-07-07 00:00:00+00:00,4,8.04,58.81,7.3,1.89,0.21,,,Loamy,,,,27,188,2-middle,0.23929311428571434,-0.01754165000000001,5.201297622747253,61.0,0.2674009932510767,114.0,74.0
2020_26E_TRM_Paired TRM2_8,2020,,26E,TRM,Paired TRM2,8,2020-07-07 00:00:00+00:00,4,8.0,61.3,7.7,1.88,0.24,,,Loamy,,,,27,188,2-middle,0.23407973285714284,-0.027177475714285717,5.030974030857144,63.0,0.4042370860456688,112.0,76.0
2020_15E_TRM_TRM_8,2020,,15E,TRM,TRM,8,2020-07-07 00:00:00+00:00,4,7.16,61.65,8.6,1.85,0.25,,,Loamy,,,15E TRM,27,188,2-middle,0.24253052428571428,-0.015472152857142861,4.249570387032966,60.0,0.20209718919451408,111.0,77.0
2020_19N_TRM_TRM_8,2020,,19N,TRM,TRM,8,2020-07-07 00:00:00+00:00,4,9.84,64.44,6.5,1.83,0.51,,,Sandy,,,19N TRM,27,188,2-middle,0.25386144714285713,0.003770715714285718,3.7396378108571406,60.0,0.007368106381103025,112.0,76.0
2020_21N_CARM1_CARM1_9,2020,Highway,21N,CARM1,CARM1,9,2020-07-16 00:00:00+00:00,4,7.28,62.5,8.6,1.75,0.24,,,Loamy,,,CARM1 CARM1,28,197,2-middle,0.24242176428571427,-0.029890868571428565,7.171578004197803,77.0,0.7678599148944799,107.0,90.0
2020_26W_CARM2_CARM2_9,2020,Hilltank,26W,CARM2,CARM2,9,2020-07-16 00:00:00+00:00,4,6.35,60.81,9.6,1.59,0.12,,,Loamy,,,CARM2 CARM2,28,197,2-middle,0.22616546428571427,-0.028780545714285708,6.101993390879122,75.0,0.7050845959549361,110.0,87.0
2020_24W_TRM_Paired TRM1_9,2020,,24W,TRM,Paired TRM1,9,2020-07-16 00:00:00+00:00,4,8.96,61.54,6.9,1.62,0.12,,,Loamy,,,,28,197,2-middle,0.2330665257142857,-0.01701804285714285,5.87349359934066,70.0,0.39238046619108374,114.0,83.0
2020_26E_TRM_Paired TRM2_9,2020,,26E,TRM,Paired TRM2,9,2020-07-16 00:00:00+00:00,4,8.14,61.33,7.5,1.69,0.03,,,Loamy,,,,28,197,2-middle,0.22659050142857143,-0.02508570428571429,5.591141961714286,72.0,0.5507151260558256,112.0,85.0
2020_15E_TRM_TRM_9,2020,,15E,TRM,TRM,9,2020-07-16 00:00:00+00:00,4,8.69,62.83,7.2,1.74,0.14,,,Loamy,,,15E TRM,28,197,2-middle,0.2352500985714286,-0.01834054999999999,4.801496065648351,69.0,0.32236849970293635,111.0,86.0
2020_19N_TRM_TRM_9,2020,,19N,TRM,TRM,9,2020-07-16 00:00:00+00:00,4,8.78,63.44,7.2,1.87,0.34,,,Sandy,,,19N TRM,28,197,2-middle,0.25065886857142855,0.0010902414285714121,4.342385053142856,69.0,0.04992933283987494,112.0,85.0
2020_15E_TRM_Anderson GEM_10,2020,,15E,TRM,Anderson GEM,10,2020-07-20 00:00:00+00:00,4,8.53,62.92,7.4,1.7,0.05,"83, 86",,Loamy,,,15E Anderson GEM,29,201,2-middle,0.23199305714285715,-0.01915023142857142,5.023832983604395,73.0,0.38950251858371526,111.0,90.0
2020_21N_CARM1_CARM1_10,2020,Highway,21N,CARM1,CARM1,10,2020-07-20 00:00:00+00:00,4,6.25,61.76,9.9,1.69,0.16,,,Loamy,,,CARM1 CARM1,29,201,2-middle,0.2373109042857143,-0.030795028571428573,7.448223848219782,81.0,0.9069543912134035,107.0,94.0
2020_19N_TRM_Anderson GEM_10,2020,,19N,TRM,Anderson GEM,10,2020-07-20 00:00:00+00:00,4,8.34,63.5,7.6,2.04,0.28,"110, 114",,Sandy,,,19N Anderson GEM,29,201,2-middle,0.24784085285714288,-0.0019824899999999995,4.595080149714283,73.0,0.09989716825320562,112.0,89.0
2020_26W_CARM2_CARM2_10,2020,Hilltank,26W,CARM2,CARM2,10,2020-07-20 00:00:00+00:00,4,6.97,60.88,8.7,1.54,0.14,,,Loamy,,,CARM2 CARM2,29,201,2-middle,0.22316469857142857,-0.027493868571428572,6.3262791570549455,79.0,0.7844029210407514,110.0,91.0
2020_21N_CARM1_Anderson GEM_10,2020,Highway,21N,CARM1,Anderson GEM,10,2020-07-20 00:00:00+00:00,4,6.23,61.83,9.9,1.66,0.17,"113, 120",,Loamy,,,CARM1 Anderson GEM,29,201,2-middle,0.2373109042857143,-0.030795028571428573,7.448223848219782,81.0,0.9069543912134035,107.0,94.0
2020_26W_CARM2_Anderson GEM_10,2020,Hilltank,26W,CARM2,Anderson GEM,10,2020-07-20 00:00:00+00:00,4,6.47,59.85,9.3,1.48,0.16,,,Loamy,,,CARM2 Anderson GEM,29,201,2-middle,0.22316469857142857,-0.027493868571428572,6.3262791570549455,79.0,0.7844029210407514,110.0,91.0
2020_24W_TRM_Paired TRM1_10,2020,,24W,TRM,Paired TRM1,10,2020-07-20 00:00:00+00:00,4,9.32,61.71,6.6,1.81,0.15,,,Loamy,,,,29,201,2-middle,0.2294061928571429,-0.01833922714285714,6.150298058461538,74.0,0.4793817361533626,114.0,87.0
2020_26E_TRM_Paired TRM2_10,2020,,26E,TRM,Paired TRM2,10,2020-07-20 00:00:00+00:00,4,9.04,60.67,6.7,1.82,0.05,,,Loamy,,,,29,201,2-middle,0.22355323000000002,-0.02467547428571429,5.817654265428572,76.0,0.623994947079758,112.0,89.0
2020_15E_TRM_TRM_10,2020,,15E,TRM,TRM,10,2020-07-20 00:00:00+00:00,4,7.99,63.03,7.9,1.67,0.02,,,Loamy,,,15E TRM,29,201,2-middle,0.23199305714285715,-0.01915023142857142,5.023832983604395,73.0,0.38950251858371526,111.0,90.0
2020_19N_TRM_TRM_10,2020,,19N,TRM,TRM,10,2020-07-20 00:00:00+00:00,4,8.39,62.66,7.5,1.95,0.35,,,Sandy,,,19N TRM,29,201,2-middle,0.24784085285714288,-0.0019824899999999995,4.595080149714283,73.0,0.09989716825320562,112.0,89.0
2020_21N_CARM1_CARM1_11,2020,Highway,21N,CARM1,CARM1,11,2020-07-28 00:00:00+00:00,4,4.05,60.01,14.8,1.72,0.18,,,Loamy,,,CARM1 CARM1,30,209,2-middle,0.2319656157142857,-0.029698247142857136,7.960634236263737,89.0,1.065046506031532,107.0,102.0
2020_8E_CARM2_CARM2_11,2020,Ridgeline,8E,CARM2,CARM2,11,2020-07-28 00:00:00+00:00,5,4.98,65.87,13.2,1.62,0.08,,,Mixed,,,CARM2 CARM2,30,209,2-middle,0.2342921957142857,-0.02816306571428572,6.064083232813187,82.0,0.6240623459904174,108.0,101.0
2020_24W_TRM_Paired TRM1_11,2020,,24W,TRM,Paired TRM1,11,2020-07-28 00:00:00+00:00,4,6.97,59.81,8.6,1.66,0.25,,,Loamy,,,,30,209,2-middle,0.22499512142857142,-0.01841150714285714,6.672038712417583,82.0,0.5953226457646194,114.0,95.0
2020_5E_TRM_Paired TRM2_11,2020,,5E,TRM,Paired TRM2,11,2020-07-28 00:00:00+00:00,5,4.67,57.58,12.3,2.0,0.29,,,Mixed,,,,30,209,2-middle,0.22220245142857142,-0.02953516714285715,6.585949565736263,85.0,0.8756020874242454,110.0,99.0
2020_15E_TRM_TRM_11,2020,,15E,TRM,TRM,11,2020-07-28 00:00:00+00:00,4&5,6.52,61.73,9.5,1.69,0.15,,,Loamy,,,15E TRM,30,209,2-middle,0.23028487714285717,-0.01729937714285715,5.449864962373626,81.0,0.43494794773010054,111.0,98.0
2020_19N_TRM_TRM_11,2020,,19N,TRM,TRM,11,2020-07-28 00:00:00+00:00,4&5,5.81,61.06,10.5,1.68,0.43,,,Sandy,,,19N TRM,30,209,2-middle,0.24412827857142855,-0.007585535714285714,5.074954409999997,81.0,0.17229200500945635,112.0,97.0
2020_5E_TRM_Paired TRM2_12,2020,,5E,TRM,Paired TRM2,12,2020-08-03 00:00:00+00:00,5,5.71,56.63,9.9,2.09,0.25,,,Mixed,,,,31,215,2-middle,0.21889691714285714,-0.02445625428571429,6.870098042615382,91.0,0.9527756759398602,110.0,105.0
2020_8E_CARM2_CARM2_12,2020,Ridgeline,8E,CARM2,CARM2,12,2020-08-03 00:00:00+00:00,5,6.08,62.57,10.3,1.52,0.13,,,Mixed,,,CARM2 CARM2,31,215,2-middle,0.22758886142857146,-0.030251295714285715,6.345039655494505,88.0,0.7711563066718219,108.0,107.0
2020_15E_TRM_Anderson GEM_12,2020,,15E,TRM,Anderson GEM,12,2020-08-03 00:00:00+00:00,4&5,7.48,59.42,7.9,1.7,0.24,"83, 86",,Loamy,,,15E Anderson GEM,31,215,2-middle,0.22923357285714285,-0.01536101285714286,5.76228648145055,87.0,0.4621543579751163,111.0,104.0
2020_19N_TRM_Anderson GEM_12,2020,,19N,TRM,Anderson GEM,12,2020-08-03 00:00:00+00:00,4&5,7.46,63.47,8.5,1.65,0.46,"110, 114",,Sandy,,,19N Anderson GEM,31,215,2-middle,0.2402949771428571,-0.012656058571428572,5.4120390319999965,87.0,0.24952266784770843,112.0,103.0
2020_19N_TRM_TRM_12,2020,,19N,TRM,TRM,12,2020-08-03 00:00:00+00:00,4&5,8.03,63.64,7.9,1.72,0.5,,,Sandy,,,19N TRM,31,215,2-middle,0.2402949771428571,-0.012656058571428572,5.4120390319999965,87.0,0.24952266784770843,112.0,103.0
2020_15E_TRM_TRM_12,2020,,15E,TRM,TRM,12,2020-08-03 00:00:00+00:00,4&5,7.1,60.81,8.6,1.59,0.14,,,Loamy,,,15E TRM,31,215,2-middle,0.22923357285714285,-0.01536101285714286,5.76228648145055,87.0,0.4621543579751163,111.0,104.0
2020_21N_CARM1_Anderson GEM_12,2020,Highway,21N,CARM1,Anderson GEM,12,2020-08-04 00:00:00+00:00,4,6.01,57.45,9.6,1.43,0.25,"102, 84",,Loamy,,,CARM1 Anderson GEM,31,216,2-middle,0.2280907385714286,-0.028494781428571432,8.378420590087911,96.0,1.1791946105573154,107.0,109.0
2020_24W_TRM_Paired TRM1_12,2020,,24W,TRM,Paired TRM1,12,2020-08-04 00:00:00+00:00,4&5,7.06,60.13,8.5,1.61,0.15,,,Loamy,,,,31,216,2-middle,0.22111705571428572,-0.019181745714285717,7.099847180879123,89.0,0.7003693834562225,114.0,102.0
2020_8E_CARM2_Anderson GEM_12,2020,Ridgeline,8E,CARM2,Anderson GEM,12,2020-08-03 00:00:00+00:00,5,6.06,63.63,10.5,1.49,0.13,"98, 87",,Mixed,,,CARM2 Anderson GEM,31,215,2-middle,0.22758886142857146,-0.030251295714285715,6.345039655494505,88.0,0.7711563066718219,108.0,107.0
2020_21N_CARM1_CARM1_12,2020,Highway,21N,CARM1,CARM1,12,2020-08-04 00:00:00+00:00,4,5.17,59.46,11.5,1.55,0.21,,,Loamy,,,CARM1 CARM1,31,216,2-middle,0.2280907385714286,-0.028494781428571432,8.378420590087911,96.0,1.1791946105573154,107.0,109.0
2020_15E_TRM_Paired TRM1_13,2020,,15E,TRM,Paired TRM1,13,2020-08-11 00:00:00+00:00,5,6.52,58.25,8.9,1.68,0.17,,,Loamy,,,,32,223,3-late,0.22731897,-0.012142654285714288,6.169608614505494,95.0,0.5055214409745774,111.0,112.0
2020_19N_TRM_TRM_13,2020,,19N,TRM,TRM,13,2020-08-11 00:00:00+00:00,5,7.71,61.8,8.0,1.59,0.42,,,Sandy,,,19N TRM,32,223,3-late,0.2355124114285714,-0.017224069999999987,5.827608567999996,95.0,0.3553112665437505,112.0,111.0
2020_10S_CARM1_CARM1_13,2020,Nighthawk,10S,CARM1,CARM1,13,2020-08-11 00:00:00+00:00,5,7.96,63.92,8.0,1.66,0.05,,,Loamy,,,CARM1 CARM1,32,223,3-late,0.22079259285714287,-0.011377277142857143,6.569137001912087,96.0,0.8158151287272355,108.0,115.0
2020_8E_CARM2_CARM2_13,2020,Ridgeline,8E,CARM2,CARM2,13,2020-08-11 00:00:00+00:00,5,5.61,62.35,11.1,1.29,0.08,,,Mixed,,,CARM2 CARM2,32,223,3-late,0.2196540357142857,-0.031324681428571435,6.658365110021975,96.0,0.9720462587499078,108.0,115.0
2020_5E_TRM_Paired TRM2_13,2020,,5E,TRM,Paired TRM2,13,2020-08-11 00:00:00+00:00,5,5.8,58.03,10.0,1.52,0.18,,,Mixed,,,,32,223,3-late,0.2141558857142857,-0.01971261142857143,7.2159482236923065,99.0,1.0776548496845584,110.0,113.0
2020_15E_TRM_Anderson GEM_14,2020,,15E,TRM,Anderson GEM,14,2020-08-17 00:00:00+00:00,5,6.3,58.79,9.3,1.58,0.34,"83, 86",,Loamy,,,15E Anderson GEM,33,229,3-late,0.22583671428571428,-0.008323910000000006,6.4624849321538465,101.0,0.5470465798477232,111.0,118.0
2020_15E_TRM_Paired TRM1_14,2020,,15E,TRM,Paired TRM1,14,2020-08-17 00:00:00+00:00,5,5.67,58.69,10.4,1.65,0.27,,,Loamy,,,,33,229,3-late,0.22583671428571428,-0.008323910000000006,6.4624849321538465,101.0,0.5470465798477232,111.0,118.0
2020_19N_TRM_Anderson GEM_14,2020,,19N,TRM,Anderson GEM,14,2020-08-17 00:00:00+00:00,5,6.78,60.09,8.9,2.02,0.49,"110, 114",,Sandy,,,19N Anderson GEM,33,229,3-late,0.2333984,-0.01633703142857142,6.117899947142854,101.0,0.41341459560244154,112.0,117.0
2020_8E_CARM2_Anderson GEM_14,2020,Ridgeline,8E,CARM2,Anderson GEM,14,2020-08-17 00:00:00+00:00,5,5.14,58.73,11.4,1.51,0.33,,,Mixed,,,CARM2 Anderson GEM,33,229,3-late,0.21785334714285717,-0.026897918571428574,6.865965201274724,102.0,1.034642050599712,108.0,121.0
2020_19N_TRM_TRM_14,2020,,19N,TRM,TRM,14,2020-08-17 00:00:00+00:00,5,7.43,60.64,8.2,2.07,0.51,,,Sandy,,,19N TRM,33,229,3-late,0.2333984,-0.01633703142857142,6.117899947142854,101.0,0.41341459560244154,112.0,117.0
2020_8E_CARM2_CARM2_14,2020,Ridgeline,8E,CARM2,CARM2,14,2020-08-17 00:00:00+00:00,5,5.23,57.49,11.0,1.56,0.34,,,Mixed,,,CARM2 CARM2,33,229,3-late,0.21785334714285717,-0.026897918571428574,6.865965201274724,102.0,1.034642050599712,108.0,121.0
2020_10S_CARM1_Anderson GEM_14,2020,Nighthawk,10S,CARM1,Anderson GEM,14,2020-08-17 00:00:00+00:00,5,6.98,60.98,8.7,1.76,0.37,,,Loamy,,,CARM1 Anderson GEM,33,229,3-late,0.2189248414285714,-0.006725198571428567,6.837203780901097,102.0,0.8647879806931734,108.0,121.0
2020_10S_CARM1_CARM1_14,2020,Nighthawk,10S,CARM1,CARM1,14,2020-08-17 00:00:00+00:00,5,8.3,58.9,7.1,1.16,0.44,,,Loamy,,,CARM1 CARM1,33,229,3-late,0.2189248414285714,-0.006725198571428567,6.837203780901097,102.0,0.8647879806931734,108.0,121.0
2020_5E_TRM_Paired TRM2_14,2020,,5E,TRM,Paired TRM2,14,2020-08-17 00:00:00+00:00,5,4.4,55.2,12.5,1.33,0.16,,,Mixed,,,,33,229,3-late,0.2128208771428571,-0.015037958571428573,7.456661869142854,105.0,1.1287381278385062,110.0,119.0
