Date,StationID,Air Temperature Maximum,Air Temperature Minimum,Precipitation Increment,Relative Humidity,Wind Speed Maximum,Wind Speed Average,Solar Radiation Average,Solar Radiation/langley Total,Vapor Pressure - Partial,Vapor Pressure - Saturated,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Moisture Percent,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed,Soil Temperature Observed
4/10/2017,2017,55.8,29.1,0,,29.5,10.4,278.96,,,,20.4,20.9,16.1,,14.6,53,53,52,,48
4/11/2017,2017,64,20.1,0,,21.4,7,253.62,,,,19.4,20.8,16.1,,14.6,53,53,52,,48
4/12/2017,2017,72.3,31.8,0,,24,8.2,286.77,,,,18.8,20.8,16.3,,14.9,58,57,54,,49
4/13/2017,2017,76.6,30.6,0,,34,11.8,280.83,,,,17.9,20.6,16.6,,14.8,59,58,56,,49
4/14/2017,2017,75,46.8,0,,23.5,8.2,267.41,,,,17.5,20.7,16.9,,15,65,63,59,,49
4/15/2017,2017,67.3,37.9,0,,26.4,11.3,276.36,,,,16.8,20.1,17.1,,15,63,62,60,,50
4/16/2017,2017,68.9,27.5,0,,16.7,5.2,272.29,,,,15.9,19.5,17.1,,15.2,62,61,60,,51
4/17/2017,2017,71.8,37.8,0,,19.5,7.5,165.11,,,,15.4,19,17.1,,15.1,60,60,59,,51
4/18/2017,2017,68.5,35.2,0,,21.9,9.9,245.47,,,,15,18.5,17.1,,15,61,61,59,,52
4/19/2017,2017,68.5,39.7,0,,35.4,13.4,270.55,,,,14.9,18.3,17.3,,15.1,64,63,60,,52
4/20/2017,2017,60.8,27,0.38,,27.1,9.8,174.38,,,,14.2,17.4,17.2,,15.4,58,59,59,,53
4/21/2017,2017,40.8,33.1,1.5,,25.2,10.7,80.85,,,,29,26.3,24.2,,15.3,48,49,54,,53
4/22/2017,2017,52.7,33.1,0.12,,15.2,4.9,206.73,,,,30.6,28.3,28.1,,15.3,50,50,51,,53
4/23/2017,2017,66.7,29.8,0,,17.6,4.6,250.12,,,,29.1,26.8,27.3,,15.3,52,52,52,,52
4/24/2017,2017,63.5,36.5,0.31,,32.8,12.1,155.16,,,,28.3,26,26.9,,15.3,53,54,54,,52
4/25/2017,2017,55,27.7,0.01,,34.5,12.8,214.91,,,,29.8,27.2,26.8,,15.3,49,50,52,,52
4/26/2017,2017,57,26.6,0.06,,24.6,8.7,214.4,,,,28.6,26.1,26.6,,15.2,47,48,50,,52
4/27/2017,2017,52.2,30.9,0.19,,28.3,7.2,126.48,,,,29.3,26.6,26.5,,15.1,48,49,50,,51
4/28/2017,2017,47.8,28.8,0,,25.6,11.8,185.28,,,,29.3,26.7,26.6,,15.1,46,46,49,,51
4/29/2017,2017,36.3,25.5,0,,21.5,9.8,115.68,,,,28.5,25.9,26.3,,14.9,42,43,47,,51
4/30/2017,2017,59.2,25.2,0,,37.6,17.1,316.38,,,,28.2,25.8,26,,15.2,46,46,46,,50
5/1/2017,2017,56.5,32.4,0,,28,10.6,155.71,,,,27.8,25.5,26.1,,15,48,48,48,,50
5/2/2017,2017,57.9,35.1,0.04,,30.9,5.4,165.2,,,,27.6,25.4,25.9,,15,50,50,49,,49
5/3/2017,2017,55.8,30.6,0.26,,26.3,11.7,286.96,,,,29.2,26.3,26,,14.8,52,52,50,,49
5/4/2017,2017,70.5,30.4,0.01,,22.4,7.2,320.98,,,,28.9,26.5,26.2,,14.9,56,55,52,,49
5/5/2017,2017,76.5,35.8,0,,13.2,3.8,324.94,,,,28.5,26.4,26.6,,15.2,61,60,56,,50
5/6/2017,2017,83.3,39.4,0,,21,5.6,314.3,,,,27.7,26,26.7,,15.1,64,63,59,,50
5/7/2017,2017,79.2,45.7,0,,43.3,7,234.65,,,,26.4,25.4,26.6,,15,65,64,61,,51
5/8/2017,2017,62.6,42.6,0.22,,28.5,11.1,194.28,,,,24.9,24.7,26.2,,15.3,62,61,61,,52
5/9/2017,2017,58.8,48.6,0.04,,17.3,7.5,66.29,,,,25.1,24.1,25.9,,15.3,57,57,58,,53
5/10/2017,2017,54.7,43,0.07,,28,11.8,88.05,,,,26,23.9,25.4,,15.3,54,55,56,,53
5/11/2017,2017,63.3,38.1,0,,15,4.7,314.96,,,,26.5,24.4,25.4,,15.2,59,59,56,,53
5/12/2017,2017,77,35.4,0,,23.5,7.9,327.92,,,,26.1,24.5,25.6,,15.4,63,62,59,,53
5/13/2017,2017,81.7,41.4,0,,25.5,7.6,316.26,,,,24.9,24.3,25.5,,15.5,67,65,62,,54
5/14/2017,2017,71.8,50.4,0,,33.3,12.3,305.04,,,,23.4,23.5,25.4,,15.4,68,66,64,,54
5/15/2017,2017,76.3,45,0,,39.5,8.5,257.57,,,,22.1,22.8,25.2,,15.7,68,67,64,,55
5/16/2017,2017,71.2,39.9,0.09,,29.1,7.7,199.46,,,,20.6,21.8,24.9,,15.7,64,65,64,,55
5/17/2017,2017,65.1,36.1,0.52,,26.2,8.7,253.73,,,,19.6,21.2,24.3,,16,62,62,62,,56
5/18/2017,2017,42.1,32.2,1.38,,31.8,15.4,67.24,,,,31.7,28.1,28.4,,15.8,48,50,57,,56
5/19/2017,2017,38.5,32.2,0.06,,28.2,15.8,187.39,,,,31.6,29.5,29.9,,15.8,46,46,50,,56
5/20/2017,2017,57.2,31.5,0,,30.9,11.8,282.72,,,,30.5,28.5,29.1,,15.8,51,51,51,,55
5/21/2017,2017,60.3,39.9,0.18,,21.4,5.7,217.49,,,,29.9,27.8,28.5,,15.6,55,55,53,,54
5/22/2017,2017,64.8,35.4,0.01,,34.8,11.9,216.85,,,,29.8,27.7,28.3,,15.7,54,54,55,,54
5/23/2017,2017,60.8,35.1,0,,23.4,10.3,204.52,,,,28.9,26.8,27.8,,15.2,53,53,54,,54
5/24/2017,2017,81.1,34.2,0,,25.3,7.5,337.63,,,,28.5,26.6,27.6,,15.2,60,58,56,,53
5/25/2017,2017,67.5,48,0.32,,30.6,6.7,119.91,,,,27.8,26,27.6,,15.2,59,59,58,,53
5/26/2017,2017,64.9,37.6,0.04,,31.3,9.8,243.63,,,,29,26.5,27.2,,15.8,58,58,57,,54
5/27/2017,2017,60.4,40.1,0.04,,27.2,9.3,261.24,,,,28.5,26.4,27.2,,15.7,59,59,58,,54
5/28/2017,2017,69.4,39.7,0.01,,25.8,8.9,278.69,,,,27.9,25.9,27,,15.6,61,60,58,,54
5/29/2017,2017,66.4,42.4,0.12,,25.9,5,246.6,,,,27,25.3,26.9,,15.9,61,61,60,,55
5/30/2017,2017,72.9,40.3,0.02,,21.5,4.6,323.67,,,,26.1,25,26.7,,15.7,65,64,61,,55
5/31/2017,2017,78.8,40.8,0,,27,6.2,324.12,,,,25,24.5,26.7,,15.8,67,66,63,,55
6/1/2017,2017,79.3,43.5,0,,25.1,5.2,289,,,,23.9,23.8,26.5,,15.8,69,68,65,,56
6/2/2017,2017,71.4,46.6,0.08,,25.5,7.6,160.76,,,,22.5,22.7,26.1,,15.7,64,64,64,,57
6/3/2017,2017,74.3,46.4,0,,17,6.2,334.96,,,,21.8,22.4,25.7,,15.9,68,67,64,,57
6/4/2017,2017,78.8,43.2,0,,16.3,4.8,332.29,,,,21,21.8,25.5,,16,70,69,66,,57
6/5/2017,2017,80.2,45.3,0,,23.6,5.1,229.16,,,,20,20.9,25.1,,15.9,69,68,67,,58
6/6/2017,2017,74.7,55.4,0,,18.4,6.7,239.79,,,,19.4,20.4,24.7,,16,71,70,67,,58
6/7/2017,2017,80.2,50.7,0,,28.9,6.4,299.6,,,,19,20,24.4,,16.3,74,72,68,,59
6/8/2017,2017,81.1,47.3,0,,16.7,4.8,310.65,,,,18.4,19.4,24,,16.3,74,73,70,,60
6/9/2017,2017,90,50.2,0,,21.7,6.5,337.73,,,,17.8,19,23.3,,16.4,75,74,70,,60
6/10/2017,2017,84.6,49.6,0,,22.6,8,296.24,,,,17.2,18.5,22.9,,16.7,75,74,71,,61
6/11/2017,2017,77.9,52.5,0,,35.8,10.5,273.51,,,,16.6,18.1,22.6,,16.5,75,74,71,,61
6/12/2017,2017,81,54.1,0.27,,27.8,9.1,194.38,,,,16.2,17.8,22.3,,16.6,74,73,71,,62
6/13/2017,2017,72.9,46.9,0,,26.4,9.1,316.51,,,,15.5,17.3,22.2,,16.8,68,69,69,,62
6/14/2017,2017,81.3,49.6,0,,26.5,10.7,338.46,,,,15.8,17.5,21.9,,16.7,72,71,69,,63
6/15/2017,2017,83.3,45.3,0,,17.3,5.7,308.94,,,,15.7,17.4,21.7,,16.8,74,73,70,,63
6/16/2017,2017,88.2,48.7,0,,25.6,7.8,288.31,,,,15.7,17.4,21.3,,17,75,74,71,,63
6/17/2017,2017,79.5,55.9,0,,27.8,9.7,167.03,,,,15.5,17.1,21,,16.8,72,72,71,,63
6/18/2017,2017,80.8,41.9,0,,23.1,5.9,327.06,,,,15.3,16.9,20.5,,16.7,75,74,70,,63
6/19/2017,2017,80.1,46.2,0,,15,5.3,323.92,,,,15.2,17,20.3,,17.1,76,76,72,,64
6/20/2017,2017,95,47.8,0,,34.1,6,313.27,,,,15.1,16.8,20.2,,17,80,78,74,,64
6/21/2017,2017,94.6,55,0,,28.7,10.5,323.7,,,,14.7,16.7,20.1,,16.9,82,80,75,,64
6/22/2017,2017,80.8,59.7,0,,32.4,10.7,236.47,,,,13.8,16.4,19.7,,16.8,78,78,76,,65
6/23/2017,2017,65.5,47.5,0.01,,26.8,6.6,264.12,,,,12.9,16.1,19.3,,16.7,75,75,74,,65
6/24/2017,2017,72.5,44.2,0,,14.9,5.5,255.38,,,,12.8,16,19,,16.7,76,75,73,,65
6/25/2017,2017,70.5,48.2,0,,15.6,5.1,247.26,,,,12.3,15.7,18.8,,16.5,74,74,73,,66
6/26/2017,2017,84.6,46,0,,18.8,6.1,344.73,,,,12.3,15.8,18.7,,16.7,78,77,73,,66
6/27/2017,2017,93.4,49.1,0,,42.7,9.2,265.58,,,,12.2,15.7,18.8,,16.9,80,79,75,,66
6/28/2017,2017,86,46.2,0,,24.4,6.3,293.01,,,,11.9,15.5,18.6,,17.1,79,78,76,,66
6/29/2017,2017,78.6,49.5,0.06,,23.3,8.6,268.71,,,,11.6,15.3,18.4,,17,79,78,76,,66
6/30/2017,2017,72.9,47.1,0.07,,17.3,5.2,296.08,,,,11.1,14.9,18.2,,17,75,75,74,,67
7/1/2017,2017,84.4,42.8,0,,16.5,4.8,347.38,,,,11.4,14.8,18,,17.2,77,76,74,,67
7/2/2017,2017,91.8,50,0,,34.9,7.3,237.88,,,,11.7,14.9,17.9,,17,78,77,75,,67
7/3/2017,2017,83.8,47.1,0.05,,40.9,5.2,270.16,,,,11.6,14.8,17.9,,17,77,77,75,,67
7/4/2017,2017,90.5,49.5,0,,23.1,6.8,318.16,,,,11.8,14.8,17.7,,16.9,80,78,75,,67
7/5/2017,2017,95.4,52.9,0,,18.2,5.1,342.5,,,,11.8,14.9,17.9,,16.9,83,81,77,,67
7/6/2017,2017,93.9,54,0.02,,35.4,8,234.42,,,,11.3,14.8,17.9,,16.8,82,81,78,,67
7/7/2017,2017,85.6,55.8,0.06,,24.2,6.7,214.9,,,,11,14.4,17.6,,16.9,80,79,77,,68
7/8/2017,2017,89.8,59,0,,18.2,4.4,268.01,,,,10.8,14.2,17.4,,17.2,80,78,76,,68
7/9/2017,2017,94.3,52.5,0.46,,30.6,5.3,262.7,,,,11.9,14.1,17.4,,17.3,79,79,77,,69
7/10/2017,2017,92.7,59,0.11,,24.4,5.7,222.97,,,,17.3,14.2,17.3,,17.3,76,76,76,,69
7/11/2017,2017,91.8,59.7,0,,24.3,6.6,232.94,,,,17.2,14.5,17.3,,17.3,78,77,75,,69
7/12/2017,2017,72.9,55.8,0.01,,19.8,5,112.46,,,,16.4,14.5,17.1,,17.3,72,73,75,,69
7/13/2017,2017,86.4,50.9,0,,17.4,5.4,322.52,,,,16.1,14.7,17.1,,17.3,77,76,74,,69
7/14/2017,2017,87.4,52.9,0,,19.5,4.9,312.2,,,,15.8,15.2,17.3,,17.3,80,79,76,,69
7/15/2017,2017,83.7,51.3,0,,25.8,5.3,252.29,,,,15.1,15.4,17.4,,17.3,79,79,77,,69
7/16/2017,2017,86,49.8,0,,18.7,6,334.69,,,,14.7,15.4,17.4,,17.3,81,80,77,,69
7/17/2017,2017,92.7,56.8,0,,27.7,6.2,262.28,,,,14.4,15.5,17.4,,17.2,82,81,79,,69
7/18/2017,2017,90.9,60.1,0,,22.2,7.3,234.81,,,,14,15.4,17.4,,17.1,83,82,79,,69
7/19/2017,2017,96.3,57.9,0.01,,27.5,7,208.09,,,,13.3,15.3,17.5,,17.1,82,81,79,,70
7/20/2017,2017,91.4,63.1,0,,21.3,5.5,299.04,,,,12.9,15.4,17.4,,17,84,82,79,,70
7/21/2017,2017,92.5,61.3,0.06,,27,8.9,248.5,,,,12.6,15.3,17.5,,17,85,84,81,,70
7/22/2017,2017,85.8,57.9,1.14,,35.2,6.6,248.12,,,,21.4,18.8,22.8,,17.3,77,78,79,,70
7/23/2017,2017,87.8,54.1,0,,15,5.4,295.08,,,,29.4,26.4,29.3,,17.4,76,76,76,,71
7/24/2017,2017,93.9,54.7,0,,22.3,4.1,271.15,,,,28.2,26.3,29,,17.2,78,77,76,,71
7/25/2017,2017,88.3,55.8,0,,28.9,7.8,151.21,,,,26.8,25.6,28.4,,17.2,76,76,76,,71
7/26/2017,2017,77.4,63.3,0.02,,18.4,7,158.02,,,,25.4,25.1,28,,17.2,75,75,75,,71
7/27/2017,2017,84.2,54.9,0,,17,4.6,251.37,,,,24.5,24.8,27.8,,17.2,77,77,75,,71
7/28/2017,2017,90.5,59.2,0.05,,22.9,5.9,224.85,,,,23.2,24.3,27.6,,17.1,79,78,77,,70
7/29/2017,2017,80.4,60.8,0,,27.5,5.6,167.55,,,,21.9,23.5,27.1,,17.1,75,75,76,,70
7/30/2017,2017,82.6,55.2,0.19,,17.7,3.7,193.53,,,,20.8,22.8,26.8,,17.2,74,74,74,,71
7/31/2017,2017,86.5,55.6,0,,20.9,7.4,303.78,,,,20,22.3,26.2,,17.2,76,75,74,,70
8/1/2017,2017,86.5,53.4,0,,35.1,5.2,285.3,,,,19.6,21.7,26,,17.1,77,77,75,,70
8/2/2017,2017,85.3,53.4,0,,25.8,8.5,281.94,,,,18.8,20.9,25.8,,17.2,78,77,75,,70
8/3/2017,2017,68.7,54.1,0,,19.2,4.6,142.45,,,,18,20,25.2,,17.1,73,74,75,,70
8/4/2017,2017,83.1,50.7,0,,22.9,4.7,246.48,,,,17.7,19.5,24.9,,17.1,76,75,74,,70
8/5/2017,2017,84.2,54,0.31,,26.2,6.4,203.03,,,,17.1,18.9,24.7,,17.2,74,74,74,,70
8/6/2017,2017,69.1,55.6,0.16,,18.2,6,110.35,,,,16.4,18.3,24.1,,17.1,68,70,72,,70
8/7/2017,2017,61.9,52.5,0.06,,13.8,4.2,78.37,,,,19,18.2,23.6,,17.4,65,67,69,,70
8/8/2017,2017,73.2,54.7,0.08,,22.1,4.4,192.64,,,,21.8,18.3,23.5,,17.3,69,69,69,,69
8/9/2017,2017,74.7,55.4,0.01,,19.5,6,203.32,,,,21.4,18.5,23.5,,17.2,70,70,70,,69
8/10/2017,2017,70.5,48.6,0.11,,21.1,6.1,173.56,,,,20,18.4,23.3,,17.2,68,68,70,,69
8/11/2017,2017,75,51.8,0.01,,29.5,5.2,192.25,,,,19.2,18.4,22.9,,17.1,68,68,68,,68
8/12/2017,2017,81.7,52.2,0.19,,25.3,3.7,196.89,,,,18.7,18.5,22.9,,17,70,69,69,,68
8/13/2017,2017,83.8,52.5,0.19,,29.8,5.7,212.69,,,,18.2,18.6,22.8,,17.2,70,70,69,,68
8/14/2017,2017,85.6,50.7,0.02,,20.9,5.9,204.33,,,,18,18.5,22.6,,17.2,70,70,69,,68
8/15/2017,2017,78.8,52.9,0.18,,31,7.3,220.42,,,,18.1,18.5,22.6,,17.1,70,70,70,,67
8/16/2017,2017,74.8,49.1,0,,21.1,6.5,244.42,,,,17.8,18.6,22.4,,16.8,70,70,69,,67
8/17/2017,2017,84.9,47.1,0,,27.3,6,261.07,,,,17.7,18.6,22.3,,16.8,71,71,70,,67
8/18/2017,2017,85.3,50.7,0,,17.3,5,289.61,,,,17.4,18.6,22.2,,16.6,74,73,71,,67
8/19/2017,2017,91.6,48.9,0,,19.3,6.2,277.43,,,,16.7,18.3,22.1,,16.8,76,74,72,,67
8/20/2017,2017,86.4,56.3,0,,23.3,7.9,260.64,,,,16.1,17.8,21.8,,17,76,75,73,,67
8/21/2017,2017,83.3,51.8,0,,26,8.8,236.43,,,,15.5,17.2,21.5,,17.2,75,74,73,,68
8/22/2017,2017,80.2,48.9,0,,18.4,6.1,203.78,,,,15,17,21,,17,74,74,72,,68
8/23/2017,2017,86.7,47.8,0.16,,29.4,4.5,169.12,,,,14.4,16.6,20.6,,17,72,72,72,,68
8/24/2017,2017,85.1,50.2,0,,25.6,6.2,201.03,,,,14.2,16.4,20.1,,17,70,70,71,,68
8/25/2017,2017,86.5,47.7,0,,21,6,174.11,,,,14.1,16.3,19.7,,17,70,70,70,,68
8/26/2017,2017,91.6,52.2,0,,29.6,8.2,251.96,,,,14.4,16.4,19.6,,17,74,73,71,,68
8/27/2017,2017,84.6,54.1,0,,23.6,8.1,265.09,,,,14.4,16.3,19.6,,17.1,77,75,72,,67
8/28/2017,2017,88.2,47.8,0,,15.6,4.3,265.59,,,,14.2,16.2,19.3,,17.1,77,75,73,,68
8/29/2017,2017,89.2,50.5,0,,25.2,5.4,222.45,,,,13.7,16,19,,17,76,75,74,,68
8/30/2017,2017,88.9,53.6,0,,22.4,5.1,213,,,,13.2,15.8,18.7,,17,76,75,74,,68
8/31/2017,2017,84.4,49.1,0.02,,28.4,6.3,146.95,,,,12.6,15.5,18.4,,17,73,73,73,,68
9/1/2017,2017,86.4,53.4,0,,23.8,7.2,237.8,,,,12.4,15.5,18.1,,17,75,74,72,,68
9/2/2017,2017,87.1,50.5,0,,15.3,4.8,247.21,,,,12.1,15.5,18,,17,76,75,73,,68
9/3/2017,2017,95.5,49.8,0,,25.5,7.8,266.52,,,,12.1,15.4,18,,17,78,77,74,,68
9/4/2017,2017,85.8,49.3,0,,27.6,9.4,214.41,,,,11.6,15.2,17.7,,17,76,75,74,,69
9/5/2017,2017,73,43.7,0,,16.4,3.6,239.82,,,,11.1,15,17.5,,17,76,75,74,,69
9/6/2017,2017,77.5,39.7,0,,13.7,4.1,236.6,,,,10.6,14.6,17.2,,17,74,73,72,,69
9/7/2017,2017,83.8,41,0,,16.2,4.8,224.22,,,,10.5,14.4,17.1,,17,74,73,72,,69
9/8/2017,2017,82.4,47.5,0,,22,5.6,178.38,,,,10.2,14.4,17,,17.3,74,73,72,,69
9/9/2017,2017,88.9,48.7,0,,26.2,6.9,161.32,,,,10.1,14.2,16.9,,17.1,74,73,72,,69
9/10/2017,2017,87.3,57,0.08,,25.4,6.4,149.87,,,,10.1,14,16.8,,16.7,74,73,72,,69
9/11/2017,2017,85.5,55.4,0,,15.8,5.7,190.5,,,,10.2,13.8,16.6,,16.8,74,73,72,,69
9/12/2017,2017,88.9,51.4,0,,15.5,4.6,215.1,,,,10.4,13.8,16.6,,16.8,75,74,73,,69
9/13/2017,2017,88.7,54.1,0.05,,26.9,7.1,185.22,,,,10.5,13.9,16.6,,16.8,75,74,73,,69
9/14/2017,2017,85.1,56.5,0,,28.1,7,164.32,,,,10.1,13.7,16.5,,17,72,72,72,,69
9/15/2017,2017,79.9,46,0.19,,31.5,9.2,208.85,,,,10.2,13.6,16.3,,17,73,72,71,,69
9/16/2017,2017,61.7,46,0.01,,19.4,6.1,146.72,,,,9.8,13.1,16,,16.7,65,67,70,,69
9/17/2017,2017,72,45.3,0.02,,22.6,6.2,181.94,,,,10,13.1,15.9,,16.7,66,66,67,,68
9/18/2017,2017,78.8,40.3,0,,18,5.1,232.24,,,,10.3,13.2,15.9,,16.9,67,67,67,,68
9/19/2017,2017,83.8,40.6,0.09,,42,12,200.46,,,,10.5,13.2,15.8,,16.9,66,66,67,,67
9/20/2017,2017,74.3,41.2,0,,25.2,9.4,224.04,,,,10.7,13.2,15.8,,17.1,66,66,66,,67
9/21/2017,2017,86.4,35.4,0,,18.2,5.5,232.39,,,,10.9,13.4,15.8,,16.8,68,67,66,,67
9/22/2017,2017,73.6,46.9,0,,26.2,13.9,186.24,,,,10.9,13.5,15.7,,16.8,68,67,67,,66
9/23/2017,2017,50.4,42.6,0.52,,17.4,8.2,43.15,,,,10.3,13,15.6,,16.9,60,62,66,,66
9/24/2017,2017,45.9,41.4,0.32,,17.9,6.6,49.77,,,,19,12.5,15.2,,16.7,54,56,61,,66
9/25/2017,2017,57,38.8,0,,12.6,4.9,168.05,,,,25.8,12.9,14.9,,16.8,56,56,59,,65
9/26/2017,2017,61.9,41.5,0,,12.2,4.5,212.98,,,,25.4,13.6,15.1,,16.5,59,59,60,,64
9/27/2017,2017,,43.3,0.09,62.53,16,6.1,61.26,,0.23,0.39,24.3,13.9,15.1,24.8,16.5,56,57,60,61,64
9/28/2017,2017,55.6,46.4,0.21,83.42,23.6,7.4,86.83,,0.3,0.36,25.8,14.2,15,24.3,16.7,55,56,58,60,64
9/29/2017,2017,57.9,44.2,0,85.08,13.4,4,102.09,,0.31,0.37,26.5,14.9,15,23.8,16.2,57,57,58,60,63
9/30/2017,2017,62.8,37.2,0,78.62,18.8,4.3,131.41,,0.3,0.4,25.8,15.6,15.1,23.4,16.4,57,58,59,60,63
10/1/2017,2017,58.5,43.5,0.02,62.5,26.3,8.7,48.43,,0.23,0.37,24.6,15.5,15,23.3,16.3,53,55,58,59,62
10/2/2017,2017,45.1,34.3,0.32,86.83,13.6,5.6,21.82,,0.2,0.24,25.9,15.5,14.6,22.6,16.5,48,50,55,58,62
10/3/2017,2017,52.9,31.8,0,69.83,17.7,5.7,153.27,,0.19,0.28,27.8,20.3,14.4,22.1,16.4,48,48,52,57,61
10/4/2017,2017,62.8,45.5,0,84.21,16.6,5.3,73.38,,0.33,0.39,27.2,22.5,14.5,21.7,16.1,52,52,53,56,60
10/5/2017,2017,64.9,38.3,0,71.58,17,5.8,186.04,,0.28,0.42,26.9,23.1,14.9,21.4,16.2,58,57,56,56,60
10/6/2017,2017,65.8,46.4,0,56.17,35.7,10.7,158.29,,0.22,0.43,26,23,15.1,21.3,15.9,58,58,58,57,59
10/7/2017,2017,74.1,44.4,0,31.88,29.5,9.9,187.92,,0.15,0.53,24.4,22.3,15,20.9,16,57,56,57,57,59
10/8/2017,2017,61,31.8,0.1,60.25,29.4,11.4,182.69,,0.18,0.33,23.2,22,15,20.7,16.1,56,56,57,57,59
10/9/2017,2017,39.2,23.5,0.13,88.79,20.3,7,132.49,,0.16,0.18,22.6,20.9,14.7,20.4,16,48,50,54,57,59
10/10/2017,2017,53.8,21.4,0.01,70.86,16.5,5.5,197.16,,0.13,0.21,24.5,21.2,14.4,20,15.6,46,47,50,55,59
10/11/2017,2017,69.4,24.6,0,57.92,13.2,4.2,166.56,,0.15,0.36,24.3,22,14.4,19.6,15.8,48,48,50,54,58
10/12/2017,2017,75,33.3,0,49,23.5,7.3,185.86,,0.17,0.45,23.8,22.3,14.7,19.5,15.8,52,52,52,53,57
10/13/2017,2017,57.9,27.5,0,77.83,15,5.2,176.96,,0.21,0.3,22.8,22,14.8,19.2,15.5,52,52,53,53,57
10/14/2017,2017,51.6,25,0,58.38,38.6,12.3,159.99,,0.14,0.26,22,21.6,14.8,19.2,15.5,50,51,52,53,57
10/15/2017,2017,59.5,19.4,0,53.33,12.8,4.4,182.21,,0.11,0.27,20.8,21,14.5,18.8,15.8,48,48,50,53,57
10/16/2017,2017,77,28,0,38.29,22.9,6,164.09,,0.1,0.44,20.1,20.8,14.7,18.8,15.6,50,50,50,52,56
10/17/2017,2017,74.8,30.6,0,33.42,15.8,5.6,181.01,,0.1,0.45,19.2,20.5,14.7,18.5,15.8,52,51,52,52,56
10/18/2017,2017,76.8,35.1,0,23.58,23.8,7.2,177.75,,0.09,0.54,18.4,20.2,15,18.5,15.4,55,54,53,52,56
10/19/2017,2017,73,29.3,0,46.42,11.7,4.4,147.75,,0.14,0.41,17.4,19.5,15,18.6,15.5,53,52,53,53,55
10/20/2017,2017,74.3,38.5,0,44.38,33.6,7.9,160.85,,0.17,0.49,16.8,19.1,15.1,18.4,15.5,54,54,54,53,55
10/21/2017,2017,49.6,27,0.09,33.83,43.9,17.7,167.26,,0.09,0.27,16,18.3,15.1,18.2,15.5,52,52,54,53,55
10/22/2017,2017,69.3,24.8,0,36.58,27.9,8.3,145.35,,0.12,0.4,15.3,17.7,14.9,18.1,15.5,50,50,51,53,55
10/23/2017,2017,57.7,33.1,0,42.42,36.6,14.8,127.51,,0.13,0.33,15.1,17.4,15,17.9,15.5,51,52,52,52,55
10/24/2017,2017,64.8,28.2,0,35.88,26.5,8.7,154.29,,0.1,0.34,14.5,16.9,14.9,17.8,15.7,49,49,51,52,55
10/25/2017,2017,79,32.4,0,23.54,20.8,8,166.39,,0.1,0.56,14.4,16.7,15,17.6,15.6,52,51,51,52,55
10/26/2017,2017,58.1,14.4,0.25,54.38,46.1,17.9,57.89,,0.11,0.24,13.8,16.1,15.1,17.8,15.4,48,49,52,52,55
10/27/2017,2017,43.3,12.9,0,56.29,20.7,5.1,103.06,,0.09,0.18,13.2,15.5,14.5,17.6,15.5,43,44,47,51,54
10/28/2017,2017,59.5,34.3,0,47.5,30.4,11.3,111.83,,0.16,0.34,13.6,15.7,14.8,17.5,15.5,48,48,48,50,54
10/29/2017,2017,71.2,31.5,0,43.71,30.2,13.8,152.49,,0.15,0.41,13.6,15.9,15,17.4,15.4,51,50,50,50,54
10/30/2017,2017,37,19.4,0,65.92,28.7,10.4,80.89,,0.1,0.16,12.9,15.3,14.9,17.3,15.5,45,47,50,50,53
10/31/2017,2017,55.2,23.2,0.01,65.21,31.6,6.5,129.34,,0.12,0.22,12.6,15,14.6,17.3,15.5,44,44,47,50,53
11/1/2017,2017,68.9,32.5,0,28.42,39.2,15.1,108.71,,0.12,0.46,13.1,15.3,14.9,17,15.3,49,48,48,49,53
11/2/2017,2017,37,32.7,0,89.92,23.5,8.3,31.76,,0.19,0.2,12.6,14.9,14.8,16.9,15.2,45,46,48,49,53
11/3/2017,2017,54.7,27.1,0,81.29,11.9,3.9,109.56,,0.18,0.24,12.4,15,14.8,17,15.2,47,47,48,49,53
11/4/2017,2017,64.8,25.2,0,64.38,29.1,9.8,135.39,,0.17,0.33,12.4,14.8,14.8,17,15.3,46,46,47,49,52
11/5/2017,2017,43.5,27,0.04,93.71,16.7,3.8,35.91,,0.2,0.21,12.1,14.7,14.8,16.8,14.9,45,46,48,49,52
11/6/2017,2017,46.4,23.9,0.02,87.04,24.4,6.5,119.11,,0.18,0.21,12.2,14.6,14.6,16.6,15.1,45,45,47,48,52
11/7/2017,2017,27,18.5,0.06,94.33,23.7,5.2,75.88,,0.12,0.12,11.7,14.3,14.5,16.5,15.2,40,42,46,48,52
11/8/2017,2017,46.4,16.9,0.01,84.75,9.5,3,119.54,,0.13,0.17,11.6,14.1,14.4,16.8,15.3,40,41,44,47,51
11/9/2017,2017,36.9,18.3,0,79.62,12,3.7,127.05,,0.12,0.15,11.5,14,14.3,16.7,15,39,39,43,46,51
11/10/2017,2017,56.1,19,0,74.5,9.6,2.8,96.41,,0.14,0.22,11.5,14,14.2,16.5,14.9,39,39,42,46,51
11/11/2017,2017,57.2,26.4,0,59.88,29.3,9.1,117.1,,0.13,0.26,11.6,14.2,14.2,16.3,15,40,40,42,45,50
