Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes
6/20/2019,22W,3,2,3,15,5,CRMI,12,2,CRMI,13.5,3.5,
6/20/2019,22W,3,2,6,10,3,CRMI,5,3,CRMI,7.5,3,
6/20/2019,22W,3,2,9,13,3,BOGR,10,5,CRMI,11.5,4,
6/20/2019,22W,3,2,12,8,2,BOGR,9,3,CRMI,8.5,2.5,
6/20/2019,22W,3,2,15,8,3,BOGR,7,3,CRMI,7.5,3,
6/20/2019,22W,3,2,18,9,5,CRMI,8,5,CRMI,8.5,5,
6/20/2019,22W,3,2,21,12,2,CRMI,7,3,BOGR,9.5,2.5,
6/20/2019,22W,3,2,24,6,1,CRMI,3,0,BOGR,4.5,0.5,
6/20/2019,22W,3,3,3,7,2,PIOP,6,1,CADU,6.5,1.5,
6/20/2019,22W,3,3,6,6,1,ARFR,12,3,GUSA,9,2,
6/20/2019,22W,3,3,9,16,8,GUSA,8,1,ARPU,12,4.5,
6/20/2019,22W,3,3,12,38,9,PASM,21,3,PASM,29.5,6,
6/20/2019,22W,3,3,15,30,5,PASM,22,2,PASM,26,3.5,
6/20/2019,22W,3,3,18,25,3,PASM,21,5,ARFR,23,4,
6/20/2019,22W,3,3,21,29,3,PASM,16,2,OPPO,22.5,2.5,
6/20/2019,22W,3,3,24,24,4,PASM,28,5,PASM,26,4.5,
6/20/2019,22W,3,4,3,7,2,BUDA,7,3,BUDA,7,2.5,
6/20/2019,22W,3,4,6,3,1,BUDA,7,2,BUDA,5,1.5,
6/20/2019,22W,3,4,9,10,1,BUDA,7,1,BUDA,8.5,1,
6/20/2019,22W,3,4,12,17,1,GUSA,13,1,BUDA,15,1,
6/20/2019,22W,3,4,15,5,1,BOGR,6,2,BOGR,5.5,1.5,
6/20/2019,22W,3,4,18,12,1,CRMI,9,1,BOGR,10.5,1,
6/20/2019,22W,3,4,21,6,2,CRMI,8,3,CRMI,7,2.5,
6/20/2019,22W,3,4,24,18,1,PASM,17,5,PASM,17.5,3,
6/20/2019,22W,4,1,3,8,2,LIIN,11,2,PASM,9.5,2,
6/20/2019,22W,4,1,6,4,1,BOGR,4,1,BUDA,4,1,
6/20/2019,22W,4,1,9,12,7,PIOP,14,9,LIIN,13,8,
6/20/2019,22W,4,1,12,10,3,CRMI,4,1,CRMI,7,2,
6/20/2019,22W,4,1,15,4,2,BUDA,6,2,BUDA,5,2,
6/20/2019,22W,4,1,18,4,2,BUDA,10,3,BUDA,7,2.5,
6/20/2019,22W,4,1,21,6,3,PASM,8,2,CADU,7,2.5,
6/20/2019,22W,4,1,24,6,1,BOGR,10,7,CRMI,8,4,
6/20/2019,22W,4,2,3,18,2,BOGR,16,2,BOGR,17,2,
6/20/2019,22W,4,2,6,6,3,BUDA,14,3,BUDA,10,3,
6/20/2019,22W,4,2,9,19,2,PASM,7,2,BOGR,13,2,
6/20/2019,22W,4,2,12,6,3,BUDA,8,2,BUDA,7,2.5,
6/20/2019,22W,4,2,15,11,3,BUDA,16,3,PASM,13.5,3,
6/20/2019,22W,4,2,18,8,2,BUDA,4,1,BUDA,6,1.5,
6/20/2019,22W,4,2,21,5,1,BUDA,8,1,BUDA,6.5,1,
6/20/2019,22W,4,2,24,9,2,BUDA,14,3,BOGR,11.5,2.5,
6/20/2019,22W,4,3,3,6,4,CRMI,6,3,CRMI,6,3.5,
6/20/2019,22W,4,3,6,9,4,CRMI,8,5,CRMI,8.5,4.5,
6/20/2019,22W,4,3,9,10,3,CRMI,5,3,PLPA,7.5,3,
6/20/2019,22W,4,3,12,9,1,VUOC,6,2,BUDA,7.5,1.5,
6/20/2019,22W,4,3,15,9,2,CRMI,9,3,BOGR,9,2.5,
6/20/2019,22W,4,3,18,6,3,CRMI,4,2,CRMI,5,2.5,
6/20/2019,22W,4,3,21,4,1,BUDA,8,6,CRMI,6,3.5,
6/20/2019,22W,4,3,24,5,2,VUOC,7,1,BUDA,6,1.5,
6/20/2019,22W,4,4,3,5,1,BUDA,4,1,BOGR,4.5,1,
6/20/2019,22W,4,4,6,7,3,BOGR,8,4,BOGR,7.5,3.5,
6/20/2019,22W,4,4,9,9,3,BUDA,6,2,BUDA,7.5,2.5,
6/20/2019,22W,4,4,12,6,1,CADU,10,2,CADU,8,1.5,
6/20/2019,22W,4,4,15,8,2,VUOC,6,2,BUDA,7,2,
6/20/2019,22W,4,4,18,6,3,BOGR,10,3,VUOC,8,3,
6/20/2019,22W,4,4,21,9,2,VUOC,10,2,VUOC,9.5,2,
6/20/2019,22W,4,4,24,6,3,BUDA,9,2,VUOC,7.5,2.5,
6/12/2019,24W,1,1,3,14,3,SPCO,17,4,CADU,15.5,3.5,
6/12/2019,24W,1,1,6,12,3,BOGR,13,4,BOGR,12.5,3.5,
6/12/2019,24W,1,1,9,8,1,VUOC,8,1,VUOC,8,1,
6/12/2019,24W,1,1,12,12,1,VUOC,10,2,HECO,11,1.5,
6/12/2019,24W,1,1,15,14,4,VUOC,15,5,VUOC,14.5,4.5,
6/12/2019,24W,1,1,18,20,8,PASM,9,2,BOGR,14.5,5,
6/12/2019,24W,1,1,21,9,1,VUOC,12,5,BOGR,10.5,3,
6/12/2019,24W,1,1,24,9,1,BOGR,10,2,VUOC,9.5,1.5,
6/12/2019,24W,1,2,3,20,2,PASM,18,1,PASM,19,1.5,
6/12/2019,24W,1,2,6,9,3,BOGR,8,6,OPPO,8.5,4.5,
6/12/2019,24W,1,2,9,10,2,BOGR,16,2,PASM,13,2,
6/12/2019,24W,1,2,12,18,4,PASM,6,1,BOGR,12,2.5,
6/12/2019,24W,1,2,15,24,8,PASM,24,8,ELEL,24,8,
6/12/2019,24W,1,2,18,19,7,ELEL,22,1,BOGR,20.5,4,
6/12/2019,24W,1,2,21,5,1,BOGR,11,4,ARPU,8,2.5,
6/12/2019,24W,1,2,24,17,4,ARFR,12,1,ARPU,14.5,2.5,
6/12/2019,24W,1,3,3,8,3,BOGR,7,1,BOGR,7.5,2,
6/12/2019,24W,1,3,6,7,3,BOGR,10,3,CADU,8.5,3,
6/12/2019,24W,1,3,9,8,3,BOGR,7,3,BOGR,7.5,3,
6/12/2019,24W,1,3,12,5,2,BOGR,8,3,BOGR,6.5,2.5,
6/12/2019,24W,1,3,15,5,2,ARFR,6,1,CADU,5.5,1.5,
6/12/2019,24W,1,3,18,9,2,VUOC,6,2,BOGR,7.5,2,
6/12/2019,24W,1,3,21,7,1,BOGR,7,2,BOGR,7,1.5,
6/12/2019,24W,1,3,24,4,1,BOGR,7,0,BOGR,5.5,0.5,
6/12/2019,24W,1,4,3,15,3,PASM,16,1,PASM,15.5,2,
6/12/2019,24W,1,4,6,18,2,PASM,24,5,PASM,21,3.5,
6/12/2019,24W,1,4,9,17,2,PASM,18,2,PASM,17.5,2,
6/12/2019,24W,1,4,12,19,2,PASM,6,1,PLPA,12.5,1.5,
6/12/2019,24W,1,4,15,14,1,PASM,18,6,PASM,16,3.5,
6/12/2019,24W,1,4,18,14,0,PASM,8,1,PASM,11,0.5,
6/12/2019,24W,1,4,21,11,1,PASM,10,3,CADU,10.5,2,
6/12/2019,24W,1,4,24,14,1,SPCO,17,3,PASM,15.5,2,
6/13/2019,24W,2,1,3,8,2,BOGR,10,2,BOGR,9,2,
6/13/2019,24W,2,1,6,6,1,BOGR,8,3,BOGR,7,2,
6/13/2019,24W,2,1,9,8,2,BOGR,9,4,BOGR,8.5,3,
6/13/2019,24W,2,1,12,10,1,VUOC,7,4,BOGR,8.5,2.5,
6/13/2019,24W,2,1,15,7,1,BOGR,7,1,BOGR,7,1,
6/13/2019,24W,2,1,18,7,2,BOGR,8,1,BOGR,7.5,1.5,
6/13/2019,24W,2,1,21,8,4,EREF,9,2,VUOC,8.5,3,
6/13/2019,24W,2,1,24,14,1,CADU,10,3,BOGR,12,2,
6/13/2019,24W,2,2,3,8,1,BOGR,12,1,BOGR,10,1,
6/13/2019,24W,2,2,6,14,2,BOGR,7,2,BOGR,10.5,2,
6/13/2019,24W,2,2,9,12,2,BOGR,8,3,BOGR,10,2.5,
6/13/2019,24W,2,2,12,12,3,BOGR,9,1,BOGR,10.5,2,
6/13/2019,24W,2,2,15,10,2,BOGR,5,2,BOGR,7.5,2,
6/13/2019,24W,2,2,18,14,2,CADU,10,2,BOGR,12,2,
6/13/2019,24W,2,2,21,9,1,SPCO,11,5,CADU,10,3,
6/13/2019,24W,2,2,24,16,7,CRMI,8,3,BOGR,12,5,
6/13/2019,24W,2,3,3,13,4,ARFR,8,1,BOGR,10.5,2.5,
6/13/2019,24W,2,3,6,12,3,ARFR,8,3,BOGR,10,3,
6/13/2019,24W,2,3,9,8,1,VUOC,20,7,ARFR,14,4,
6/13/2019,24W,2,3,12,9,1,BOGR,18,5,ARFR,13.5,3,
6/13/2019,24W,2,3,15,10,2,BOGR,8,2,BOGR,9,2,
6/13/2019,24W,2,3,18,9,1,BOGR,10,1,BOGR,9.5,1,
6/13/2019,24W,2,3,21,14,3,ARFR,6,2,BOGR,10,2.5,
6/13/2019,24W,2,3,24,11,1,BOGR,7,2,BOGR,9,1.5,
6/13/2019,24W,2,4,3,10,3,PSTE,10,1,BOGR,10,2,
6/13/2019,24W,2,4,6,20,3,PASM,9,2,BOGR,14.5,2.5,
6/13/2019,24W,2,4,9,9,3,CAFI,12,5,ARPU,10.5,4,
6/13/2019,24W,2,4,12,15,3,OPPO,8,3,ARPU,11.5,3,
6/13/2019,24W,2,4,15,8,1,BOGR,9,2,BOGR,8.5,1.5,
6/13/2019,24W,2,4,18,6,1,BOGR,18,3,OPPO,12,2,
6/13/2019,24W,2,4,21,16,7,CHLE,8,2,BOGR,12,4.5,
6/13/2019,24W,2,4,24,6,1,BOGR,11,3,BOGR,8.5,2,
6/13/2019,24W,3,1,3,6,1,CADU,9,1,BOGR,7.5,1,
6/13/2019,24W,3,1,6,8,2,CADU,7,0,BOGR,7.5,1,
6/13/2019,24W,3,1,9,9,2,BOGR,3,0,VUOC,6,1,
6/13/2019,24W,3,1,12,8,1,CADU,10,2,VUOC,9,1.5,
6/13/2019,24W,3,1,15,7,1,CADU,10,2,VUOC,8.5,1.5,
6/13/2019,24W,3,1,18,13,4,ARPU,7,3,CRMI,10,3.5,
6/13/2019,24W,3,1,21,9,0,BARE,16,8,CRMI,12.5,4,
6/13/2019,24W,3,1,24,5,0,BOGR,7,3,BOGR,6,1.5,
6/13/2019,24W,3,2,3,9,4,CRMI,12,7,CRMI,10.5,5.5,
6/13/2019,24W,3,2,6,9,3,BOGR,6,3,CRMI,7.5,3,
6/13/2019,24W,3,2,9,7,1,CADU,14,2,CRMI,10.5,1.5,
6/13/2019,24W,3,2,12,3,1,SPCO,7,2,CRMI,5,1.5,
6/13/2019,24W,3,2,15,11,2,VUOC,13,4,VUOC,12,3,
6/13/2019,24W,3,2,18,14,2,VUOC,10,3,VUOC,12,2.5,
6/13/2019,24W,3,2,21,11,5,VUOC,25,5,VUOC,18,5,
6/13/2019,24W,3,2,24,10,8,CRMI,18,8,LARE,14,8,
6/13/2019,24W,3,3,3,10,2,BUDA,9,3,VEPE,9.5,2.5,
6/13/2019,24W,3,3,6,4,2,BUDA,4,1,BUDA,4,1.5,
6/13/2019,24W,3,3,9,5,2,BUDA,9,3,BUDA,7,2.5,
6/13/2019,24W,3,3,12,11,3,VUOC,9,1,BUDA,10,2,
6/13/2019,24W,3,3,15,9,3,VUOC,8,3,VUOC,8.5,3,
6/13/2019,24W,3,3,18,9,2,VUOC,6,2,BOGR,7.5,2,
6/13/2019,24W,3,3,21,5,1,CADU,8,2,BOGR,6.5,1.5,
6/13/2019,24W,3,3,24,7,2,BOGR,8,3,BOGR,7.5,2.5,
6/13/2019,24W,3,4,3,10,3,ARPU,19,2,ARPU,14.5,2.5,
6/13/2019,24W,3,4,6,10,1,BUDA,3,1,BUDA,6.5,1,
6/13/2019,24W,3,4,9,5,1,BOGR,5,1,ARPU,5,1,
6/13/2019,24W,3,4,12,5,0,BOGR,6,0,ARPU,5.5,0,
6/13/2019,24W,3,4,15,15,2,ARPU,11,2,ARPU,13,2,
6/13/2019,24W,3,4,18,6,2,BOGR,3,1,BOGR,4.5,1.5,
6/13/2019,24W,3,4,21,13,3,BOGR,6,1,BOGR,9.5,2,
6/13/2019,24W,3,4,24,13,2,PASM,5,3,BOGR,9,2.5,
6/13/2019,24W,4,1,3,10,3,BOGR,16,1,PASM,13,2,
6/13/2019,24W,4,1,6,8,3,GUSA,9,2,BOGR,8.5,2.5,
6/13/2019,24W,4,1,9,19,1,BOGR,12,3,ELEL,15.5,2,
6/13/2019,24W,4,1,12,21,3,BOGR,15,1,BOGR,18,2,
6/13/2019,24W,4,1,15,19,1,BOGR,14,1,BOGR,16.5,1,
6/13/2019,24W,4,1,18,23,3,GUSA,20,2,ELEL,21.5,2.5,
6/13/2019,24W,4,1,21,5,1,BOGR,6,1,BOGR,5.5,1,
6/13/2019,24W,4,1,24,21,2,PASM,13,2,ARPU,17,2,
6/13/2019,24W,4,2,3,6,1,BUDA,11,2,BOGR,8.5,1.5,
6/13/2019,24W,4,2,6,7,2,BOGR,7,3,BOGR,7,2.5,
6/13/2019,24W,4,2,9,6,1,BOGR,8,2,BUDA,7,1.5,
6/13/2019,24W,4,2,12,10,2,BUDA,7,1,BOGR,8.5,1.5,
6/13/2019,24W,4,2,15,8,1,BOGR,7,1,BOGR,7.5,1,
6/13/2019,24W,4,2,18,11,3,BOGR,6,1,BOGR,8.5,2,
6/13/2019,24W,4,2,21,8,1,OPPO,12,3,BUDA,10,2,
6/13/2019,24W,4,2,24,10,3,BUDA,7,2,BUDA,8.5,2.5,
6/13/2019,24W,4,3,3,12,2,PSTE,9,1,BUDA,10.5,1.5,
6/13/2019,24W,4,3,6,18,2,BOGR,15,3,BOGR,16.5,2.5,
6/13/2019,24W,4,3,9,12,3,BOGR,8,1,BOGR,10,2,
6/13/2019,24W,4,3,12,14,3,PASM,11,2,BUDA,12.5,2.5,
6/13/2019,24W,4,3,15,6,2,BUDA,18,2,BOGR,12,2,
6/13/2019,24W,4,3,18,16,3,OPPO,22,4,OPPO,19,3.5,
6/13/2019,24W,4,3,21,8,2,BOGR,6,1,BOGR,7,1.5,
6/13/2019,24W,4,3,24,15,1,VUOC,15,1,BOGR,15,1,
6/13/2019,24W,4,4,3,9,2,CRMI,8,3,CRMI,8.5,2.5,
6/13/2019,24W,4,4,6,10,7,CRMI,12,1,BUDA,11,4,
6/13/2019,24W,4,4,9,6,2,BUDA,14,4,CRMI,10,3,
6/13/2019,24W,4,4,12,8,1,CRMI,8,3,CRMI,8,2,
6/13/2019,24W,4,4,15,4,1,BOGR,5,2,BOGR,4.5,1.5,
6/13/2019,24W,4,4,18,6,2,BOGR,0,0,BARE,3,1,
6/13/2019,24W,4,4,21,8,1,BUDA,9,1,BOGR,8.5,1,
6/13/2019,24W,4,4,24,10,3,BOGR,12,3,BOGR,11,3,
6/14/2019,25NW,1,1,3,16,5,PASM,17,1,PASM,16.5,3,
6/14/2019,25NW,1,1,6,7,1,CHIN,7,2,LEDE,7,1.5,
6/14/2019,25NW,1,1,9,12,3,LEDE,9,4,ELEL,10.5,3.5,
6/14/2019,25NW,1,1,12,7,2,CHLE,9,2,BOGR,8,2,
6/14/2019,25NW,1,1,15,2,1,BUDA,4,2,CHIN,3,1.5,
6/14/2019,25NW,1,1,18,7,2,BOGR,7,2,CADU,7,2,
6/14/2019,25NW,1,1,21,11,3,VUOC,7,3,VUOC,9,3,
6/14/2019,25NW,1,1,24,8,2,BOGR,5,1,BOGR,6.5,1.5,
6/14/2019,25NW,1,2,3,10,2,BOGR,9,3,BOGR,9.5,2.5,
6/14/2019,25NW,1,2,6,5,1,BOGR,5,3,BOGR,5,2,
6/14/2019,25NW,1,2,9,11,2,CADU,8,2,CADU,9.5,2,
6/14/2019,25NW,1,2,12,5,1,CADU,5,3,BOGR,5,2,
6/14/2019,25NW,1,2,15,9,3,BOGR,6,1,BUDA,7.5,2,
6/14/2019,25NW,1,2,18,9,3,BOGR,6,3,BUDA,7.5,3,
6/14/2019,25NW,1,2,21,7,2,BOGR,7,2,CADU,7,2,
6/14/2019,25NW,1,2,24,6,2,BOGR,7,1,CADU,6.5,1.5,
6/14/2019,25NW,1,3,3,5,2,BUDA,8,2,BUDA,6.5,2,
6/14/2019,25NW,1,3,6,7,2,BOGR,5,2,BUDA,6,2,
6/14/2019,25NW,1,3,9,4,2,BUDA,7,3,BUDA,5.5,2.5,
6/14/2019,25NW,1,3,12,4,1,BUDA,5,2,BUDA,4.5,1.5,
6/14/2019,25NW,1,3,15,9,3,BOGR,5,3,BOGR,7,3,
6/14/2019,25NW,1,3,18,13,2,BOGR,10,1,BOGR,11.5,1.5,
6/14/2019,25NW,1,3,21,14,3,VUOC,13,6,VUOC,13.5,4.5,
6/14/2019,25NW,1,3,24,4,1,BUDA,7,3,CADU,5.5,2,
6/14/2019,25NW,1,4,3,21,2,BOGR,8,2,CADU,14.5,2,
6/14/2019,25NW,1,4,6,12,2,CRMI,9,2,CRMI,10.5,2,
6/14/2019,25NW,1,4,9,20,4,PASM,20,4,PASM,20,4,
6/14/2019,25NW,1,4,12,14,3,CADU,10,2,BUDA,12,2.5,
6/14/2019,25NW,1,4,15,10,2,CRMI,6,2,BOGR,8,2,
6/14/2019,25NW,1,4,18,7,4,CRMI,7,2,BUDA,7,3,
6/14/2019,25NW,1,4,21,11,4,CADU,9,3,SPCO,10,3.5,
6/14/2019,25NW,1,4,24,0,0,BARE,8,1,VUOC,4,0.5,
6/19/2019,25NW,2,1,3,7,2,CRMI,13,5,CRMI,10,3.5,
6/19/2019,25NW,2,1,6,9,4,CRMI,8,4,CRMI,8.5,4,
6/19/2019,25NW,2,1,9,18,4,CRMI,22,9,PASM,20,6.5,
6/19/2019,25NW,2,1,12,9,2,OEAL,14,5,CRMI,11.5,3.5,
6/19/2019,25NW,2,1,15,5,2,CRMI,15,3,VUOC,10,2.5,
6/19/2019,25NW,2,1,18,10,4,VUOC,23,6,PASM,16.5,5,
6/19/2019,25NW,2,1,21,11,3,CRMI,13,7,CRMI,12,5,
6/19/2019,25NW,2,1,24,20,6,PASM,30,3,PASM,25,4.5,
6/19/2019,25NW,2,2,3,23,2,PASM,23,9,PASM,23,5.5,
6/19/2019,25NW,2,2,6,24,4,PASM,18,8,YUGL,21,6,
6/19/2019,25NW,2,2,9,22,2,PASM,9,4,BOGR,15.5,3,
6/19/2019,25NW,2,2,12,17,4,BOGR,3,2,BOGR,10,3,
6/19/2019,25NW,2,2,15,19,6,PASM,18,2,PASM,18.5,4,
6/19/2019,25NW,2,2,18,25,3,CRMI,32,6,PASM,28.5,4.5,
6/19/2019,25NW,2,2,21,26,7,PASM,19,2,PASM,22.5,4.5,
6/19/2019,25NW,2,2,24,23,6,PASM,25,4,PASM,24,5,
6/19/2019,25NW,2,3,3,23,3,PASM,21,8,ARPU,22,5.5,
6/19/2019,25NW,2,3,6,16,4,PASM,14,3,BUDA,15,3.5,
6/19/2019,25NW,2,3,9,7,2,BUDA,20,2,PASM,13.5,2,
6/19/2019,25NW,2,3,12,11,6,OPPO,10,5,BUDA,10.5,5.5,
6/19/2019,25NW,2,3,15,18,4,PASM,19,3,CHLE,18.5,3.5,
6/19/2019,25NW,2,3,18,19,2,PASM,20,6,PASM,19.5,4,
6/19/2019,25NW,2,3,21,18,3,PASM,20,8,PASM,19,5.5,
6/19/2019,25NW,2,3,24,22,3,PASM,21,5,PASM,21.5,4,
6/19/2019,25NW,2,4,3,19,3,PASM,11,13,VUOC,15,8,
6/19/2019,25NW,2,4,6,17,2,VUOC,18,2,VUOC,17.5,2,
6/19/2019,25NW,2,4,9,21,5,VUOC,27,10,GUSA,24,7.5,
6/19/2019,25NW,2,4,12,27,10,PASM,30,15,PASM,28.5,12.5,
6/19/2019,25NW,2,4,15,25,6,PASM,18,4,PASM,21.5,5,
6/19/2019,25NW,2,4,18,31,13,PASM,19,8,VUOC,25,10.5,
6/19/2019,25NW,2,4,21,29,6,PASM,27,9,PASM,28,7.5,
6/19/2019,25NW,2,4,24,8,2,VUOC,13,4,CRMI,10.5,3,
6/17/2019,25NW,3,1,3,24,6,PASM,23,4,PASM,23.5,5,
6/17/2019,25NW,3,1,6,26,5,GUSA,29,9,PASM,27.5,7,
6/17/2019,25NW,3,1,9,19,4,PASM,20,2,PASM,19.5,3,
6/17/2019,25NW,3,1,12,23,12,PASM,31,15,PASM,27,13.5,
6/17/2019,25NW,3,1,15,32,5,PASM,43,10,PASM,37.5,7.5,
6/17/2019,25NW,3,1,18,12,6,CRMI,19,4,CADU,15.5,5,
6/17/2019,25NW,3,1,21,16,8,CRMI,13,6,CADU,14.5,7,
6/17/2019,25NW,3,1,24,13,3,VUOC,10,7,CRMI,11.5,5,
6/17/2019,25NW,3,2,3,10,4,SPCO,7,2,BOGR,8.5,3,
6/17/2019,25NW,3,2,6,6,1,BOGR,14,3,CADU,10,2,
6/17/2019,25NW,3,2,9,14,5,BOGR,11,2,BOGR,12.5,3.5,
6/17/2019,25NW,3,2,12,10,4,BUDA,9,3,SONU,9.5,3.5,
6/17/2019,25NW,3,2,15,7,2,CADU,7,2,BUDA,7,2,
6/17/2019,25NW,3,2,18,9,1,VUOC,10,2,VUOC,9.5,1.5,
6/17/2019,25NW,3,2,21,11,5,CRMI,8,3,CADU,9.5,4,
6/17/2019,25NW,3,2,24,9,1,CRMI,16,3,CADU,12.5,2,
6/17/2019,25NW,3,3,3,9,2,CADU,10,2,VUOC,9.5,2,
6/17/2019,25NW,3,3,6,11,3,CADU,13,3,BOGR,12,3,
6/17/2019,25NW,3,3,9,13,2,VUOC,9,2,CADU,11,2,
6/17/2019,25NW,3,3,12,11,3,CADU,12,2,CADU,11.5,2.5,
6/17/2019,25NW,3,3,15,15,4,CADU,5,3,BOGR,10,3.5,
6/17/2019,25NW,3,3,18,26,2,VUOC,34,5,PASM,30,3.5,
6/17/2019,25NW,3,3,21,10,2,EREF,13,6,OPPO,11.5,4,
6/17/2019,25NW,3,3,24,8,2,VUOC,11,2,VUOC,9.5,2,
6/17/2019,25NW,3,4,3,10,5,CADU,7,1,CADU,8.5,3,
6/17/2019,25NW,3,4,6,22,8,EREF,19,9,EREF,20.5,8.5,
6/17/2019,25NW,3,4,9,15,7,CADU,13,4,CADU,14,5.5,
6/17/2019,25NW,3,4,12,18,7,OEAL,25,7,PASM,21.5,7,
6/17/2019,25NW,3,4,15,17,3,PASM,14,3,CADU,15.5,3,
6/17/2019,25NW,3,4,18,29,1,PASM,19,2,PASM,24,1.5,
6/17/2019,25NW,3,4,21,19,5,PASM,28,13,LEDE,23.5,9,
6/17/2019,25NW,3,4,24,22,5,ELEL,17,2,BOGR,19.5,3.5,
6/19/2019,25NW,4,1,3,9,3,VUOC,10,3,VUOC,9.5,3,
6/19/2019,25NW,4,1,6,13,2,VUOC,8,4,VUOC,10.5,3,
6/19/2019,25NW,4,1,9,12,4,THFI,10,3,VUOC,11,3.5,
6/19/2019,25NW,4,1,12,13,4,VUOC,37,5,VUOC,25,4.5,
6/19/2019,25NW,4,1,15,5,1,BOGR,8,3,BOGR,6.5,2,
6/19/2019,25NW,4,1,18,18,2,BOGR,25,2,PASM,21.5,2,
6/19/2019,25NW,4,1,21,14,3,BOGR,8,3,THFI,11,3,
6/19/2019,25NW,4,1,24,8,2,VUOC,13,5,VUOC,10.5,3.5,
6/19/2019,25NW,4,2,3,13,11,CRMI,17,7,SPCO,15,9,
6/19/2019,25NW,4,2,6,26,10,PASM,24,7,PASM,25,8.5,
6/19/2019,25NW,4,2,9,12,4,BOGR,8,4,SPCO,10,4,
6/19/2019,25NW,4,2,12,24,11,PASM,18,2,PASM,21,6.5,
6/19/2019,25NW,4,2,15,16,6,VUOC,22,6,OPPO,19,6,
6/19/2019,25NW,4,2,18,46,9,PASM,36,6,PASM,41,7.5,
6/19/2019,25NW,4,2,21,40,6,VUOC,28,9,PASM,34,7.5,
6/19/2019,25NW,4,2,24,15,11,EREF,30,15,ARPU,22.5,13,
6/19/2019,25NW,4,3,3,16,9,EREF,13,5,CRMI,14.5,7,
6/19/2019,25NW,4,3,6,16,8,CRMI,24,8,GUSA,20,8,
6/19/2019,25NW,4,3,9,19,9,CRMI,20,5,PASM,19.5,7,
6/19/2019,25NW,4,3,12,31,12,PASM,32,6,PASM,31.5,9,
6/19/2019,25NW,4,3,15,28,6,PASM,38,9,PASM,33,7.5,
6/19/2019,25NW,4,3,18,37,8,PASM,34,6,PASM,35.5,7,
6/19/2019,25NW,4,3,21,29,7,PASM,32,10,PASM,30.5,8.5,
6/19/2019,25NW,4,3,24,32,5,PASM,28,4,PASM,30,4.5,
6/19/2019,25NW,4,4,3,16,4,PASM,20,10,LARE,18,7,
6/19/2019,25NW,4,4,6,12,2,CADU,10,3,EREF,11,2.5,
6/19/2019,25NW,4,4,9,10,4,BOGR,14,3,CRMI,12,3.5,
6/19/2019,25NW,4,4,12,11,5,CRMI,16,1,BOGR,13.5,3,
6/19/2019,25NW,4,4,15,11,3,CADU,17,8,CRMI,14,5.5,
6/19/2019,25NW,4,4,18,14,11,CRMI,14,6,CRMI,14,8.5,
6/19/2019,25NW,4,4,21,15,10,OEAL,10,9,CRMI,12.5,9.5,
6/19/2019,25NW,4,4,24,21,5,PLPA,21,7,PASM,21,6,
6/20/2019,22E,1,1,3,24,7,PASM,11,4,PASM,17.5,5.5,
6/20/2019,22E,1,1,6,28,5,PASM,20,5,PASM,24,5,
6/20/2019,22E,1,1,9,33,2,PASM,28,9,PASM,30.5,5.5,
6/20/2019,22E,1,1,12,34,14,PASM,20,1,PASM,27,7.5,
6/20/2019,22E,1,1,15,18,5,CHLE,17,2,PASM,17.5,3.5,
6/20/2019,22E,1,1,18,23,7,ERNA,18,3,PASM,20.5,5,
6/20/2019,22E,1,1,21,24,5,CRMI,30,11,PASM,27,8,
6/20/2019,22E,1,1,24,31,9,PASM,47,4,ARFR,39,6.5,
6/20/2019,22E,1,2,3,32,5,PASM,34,11,IVAX,33,8,
6/20/2019,22E,1,2,6,8,2,LEDE,18,2,LEDE,13,2,
6/20/2019,22E,1,2,9,34,17,PASM,36,11,PASM,35,14,
6/20/2019,22E,1,2,12,53,22,ATCA,30,9,PASM,41.5,15.5,
6/20/2019,22E,1,2,15,31,13,ATCA,24,3,PASM,27.5,8,
6/20/2019,22E,1,2,18,20,3,PASM,32,11,PASM,26,7,
6/20/2019,22E,1,2,21,31,11,PASM,34,9,CHLE,32.5,10,
6/20/2019,22E,1,2,24,18,2,PASM,27,7,PASM,22.5,4.5,
6/20/2019,22E,1,3,3,24,4,PASM,24,5,PASM,24,4.5,
6/20/2019,22E,1,3,6,20,2,PASM,9,8,PLPA,14.5,5,
6/20/2019,22E,1,3,9,18,2,PASM,12,5,OPPO,15,3.5,
6/20/2019,22E,1,3,12,16,2,CRMI,19,2,PASM,17.5,2,
6/20/2019,22E,1,3,15,23,3,OPPO,31,2,PASM,27,2.5,
6/20/2019,22E,1,3,18,29,8,PASM,12,5,PASM,20.5,6.5,
6/20/2019,22E,1,3,21,34,13,PASM,31,7,PASM,32.5,10,
6/20/2019,22E,1,3,24,29,8,PASM,24,5,PASM,26.5,6.5,
6/20/2019,22E,1,4,3,44,5,CRMI,22,11,CRMI,33,8,
6/20/2019,22E,1,4,6,36,2,CRMI,24,5,PASM,30,3.5,
6/20/2019,22E,1,4,9,14,5,CRMI,44,5,PASM,29,5,
6/20/2019,22E,1,4,12,26,9,PASM,26,11,CHLE,26,10,
6/20/2019,22E,1,4,15,16,5,CRMI,18,11,CRMI,17,8,
6/20/2019,22E,1,4,18,24,17,ARFR,36,11,CRMI,30,14,
