Year,Pasture,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes,,,,
2017,29-30,2,2,18,12,2,LARE,0,0,BARE,6,1,,,,,
2017,29-30,2,2,21,10,7,CRMI,7,3,CRMI,8.5,5,,,,,
2017,29-30,2,2,24,4,1,OEAL,11,3,CHLE,7.5,2,,,,,
2017,29-30,2,3,3,8,4,CRMI,7,4,CRMI,7.5,4,,,,,
2017,29-30,2,3,6,14,4,OPPO,14,7,BOGR,14,5.5,,,,,
2017,29-30,2,3,9,16,12,OPPO,10,5,SPCO,13,8.5,,,,,
2017,29-30,2,3,12,8,4,SPCO,10,5,CRMI,9,4.5,,,,,
2017,29-30,2,3,15,12,4,CRMI,11,3,CRMI,11.5,3.5,,,,,
2017,29-30,2,3,18,7,4,SPCO,4,3,SPCO,5.5,3.5,,,,,
2017,29-30,2,3,21,11,6,SPCO,13,7,KRLA,12,6.5,,,,,
2017,29-30,2,3,24,20,11,SPCO,14,6,KRLA,17,8.5,,,,,
2017,29-30,2,4,3,17,6,DISP,13,6,CRMI,15,6,,,,,
2017,29-30,2,4,6,12,7,LARE,11,7,SPCO,11.5,7,,,,,
2017,29-30,2,4,9,13,6,DISP,12,4,SPCO,12.5,5,,,,,
2017,29-30,2,4,12,11,8,SPCO,9,7,CRMI,10,7.5,,,,,
2017,29-30,2,4,15,7,3,CRMI,12,5,CRMI,9.5,4,,,,,
2017,29-30,2,4,18,10,9,CRMI,9,6,SPCO,9.5,7.5,,,,,
2017,29-30,2,4,21,11,5,SPCO,16,9,SPCO,13.5,7,,,,,
2017,29-30,2,4,24,8,4,SPCO,7,2,CRMI,7.5,3,,,,,
2017,29-30,3,1,3,6,3,SPCO,8,2,BOGR,7,2.5,,,,,
2017,29-30,3,1,6,12,5,SPCO,4,1,BOGR,8,3,,,,,
2017,29-30,3,1,9,11,7,CRMI,11,5,SPCO,11,6,,,,,
2017,29-30,3,1,12,8,2,CRMI,7,3,CRMI,7.5,2.5,,,,,
2017,29-30,3,1,15,7,0,BOGR,8,2,CRMI,7.5,1,,,,,
2017,29-30,3,1,18,10,0,BOGR,3,1,BOGR,6.5,0.5,,,,,
2017,29-30,3,1,21,9,1,CHIN,8,4,CRMI,8.5,2.5,,,,,
2017,29-30,3,1,24,2,1,CHLE,22,8,CHLE,12,4.5,,,,,
2017,29-30,3,2,3,16,9,CHAL,11,5,CRMI,13.5,7,,,,,
2017,29-30,3,2,6,7,5,CRMI,11,6,CRMI,9,5.5,,,,,
2017,29-30,3,2,9,9,4,CRMI,7,4,SPCO,8,4,,,,,
2017,29-30,3,2,12,5,3,CRMI,7,3,RUVE,6,3,,,,,
2017,29-30,3,2,15,8,3,CRMI,14,6,CRMI,11,4.5,,,,,
2017,29-30,3,2,18,14,9,RUVE,12,6,RUVE,13,7.5,,,,,
2017,29-30,3,2,21,6,3,CRMI,11,7,CRMI,8.5,5,,,,,
2017,29-30,3,2,24,12,1,PASM,11,2,CRMI,11.5,1.5,,,,,
2017,29-30,3,3,3,14,1,PASM,8,2,CRMI,11,1.5,,,,,
2017,29-30,3,3,6,20,9,KRLA,11,2,SPCO,15.5,5.5,,,,,
2017,29-30,3,3,9,7,1,CRMI,21,2,PASM,14,1.5,,,,,
2017,29-30,3,3,12,14,2,PASM,9,3,BOGR,11.5,2.5,,,,,
2017,29-30,3,3,15,16,5,SPCO,12,2,SPCO,14,3.5,,,,,
2017,29-30,3,3,18,14,3,PASM,14,2,PASM,14,2.5,,,,,
2017,29-30,3,3,21,20,5,SPCO,18,3,SPCO,19,4,,,,,
2017,29-30,3,3,24,17,4,BOGR,8,3,STPA,12.5,3.5,STPA- false lygu,,,,
2017,29-30,3,4,3,9,5,CRMI,6,3,CRMI,7.5,4,,,,,
2017,29-30,3,4,6,11,1,CRMI,10,3,CRMI,10.5,2,,,,,
2017,29-30,3,4,9,10,7,RUVE,7,4,CRMI,8.5,5.5,,,,,
2017,29-30,3,4,12,7,4,RUVE,13,7,RUVE,10,5.5,,,,,
2017,29-30,3,4,15,10,3,RUVE,13,10,RUVE,11.5,6.5,,,,,
2017,29-30,3,4,18,14,9,RUVE,2,0,RUVE,8,4.5,,,,,
2017,29-30,3,4,21,14,9,RUVE,0,0,BARE,7,4.5,,,,,
2017,29-30,3,4,24,10,8,RUVE,13,6,RUVE,11.5,7,,,,,
2017,29-30,4,1,3,11,1,SPCO,7,0,CRMI,9,0.5,,,,,
2017,29-30,4,1,6,8,5,SPCO,6,3,SPCO,7,4,,,,,
2017,29-30,4,1,9,13,3,PASM,20,3,SPCO,16.5,3,,,,,
2017,29-30,4,1,12,13,4,SPCO,15,6,PASM,14,5,,,,,
2017,29-30,4,1,15,10,5,KRLA,9,4,CRMI,9.5,4.5,,,,,
2017,29-30,4,1,18,10,5,SPCO,11,2,PASM,10.5,3.5,,,,,
2017,29-30,4,1,21,13,6,CRMI,10,7,CRMI,11.5,6.5,,,,,
2017,29-30,4,1,24,20,4,PASM,12,3,PASM,16,3.5,,,,,
2017,29-30,4,2,3,7,4,CRMI,7,7,CRMI,7,5.5,,,,,
2017,29-30,4,2,6,0,0,BARE,0,0,BARE,0,0,,,,,
2017,29-30,4,2,9,2,0,BARE,6,3,SPCO,4,1.5,,,,,
2017,29-30,4,2,12,4,2,CHLE,3,1,SPCO,3.5,1.5,,,,,
2017,29-30,4,2,15,4,0,BARE,2,1,CRMI,3,0.5,,,,,
2017,29-30,4,2,18,4,0,SPCO,4,0,SPCO,4,0,,,,,
2017,29-30,4,2,21,2,0,SPCO,10,5,CRMI,6,2.5,,,,,
2017,29-30,4,2,24,5,4,CRMI,4,1,CRMI,4.5,2.5,,,,,
2017,29-30,4,3,3,12,6,MATA,8,1,CRMI,10,3.5,,,,,
2017,29-30,4,3,6,4,3,CRMI,8,2,MATA,6,2.5,,,,,
2017,29-30,4,3,9,11,2,LYJU,10,3,CRMI,10.5,2.5,,,,,
2017,29-30,4,3,12,16,1,ARPU,11,4,ARPU,13.5,2.5,,,,,
2017,29-30,4,3,15,12,3,CRMI,4,1,CRMI,8,2,,,,,
2017,29-30,4,3,18,3,1,CRMI,18,3,CRMI,10.5,2,,,,,
2017,29-30,4,3,21,5,2,CRMI,6,3,CRMI,5.5,2.5,,,,,
2017,29-30,4,3,24,7,2,CRMI,18,5,CRMI,12.5,3.5,,,,,
2017,29-30,4,4,3,7,5,CRMI,4,1,CRMI,5.5,3,,,,,
2017,29-30,4,4,6,4,2,CRMI,3,0,CRMI,3.5,1,,,,,
2017,29-30,4,4,9,5,3,CRMI,4,1,CRMI,4.5,2,,,,,
2017,29-30,4,4,12,10,2,SPCO,5,4,CRMI,7.5,3,,,,,
2017,29-30,4,4,15,14,4,ARPU,11,4,ARPU,12.5,4,,,,,
2017,29-30,4,4,18,5,3,CRMI,5,3,CRMI,5,3,,,,,
2017,29-30,4,4,21,0,0,BARE,5,0,BARE,2.5,0,,,,,
2017,29-30,4,4,24,20,1,LYJU,8,1,LYJU,14,1,,,,,
2017,25NW,1,1,3,8,2,SIAL,10,2,BOGR,9,2,,,,,
2017,25NW,1,1,6,10,2,BUDA,18,3,BOGR,14,2.5,,,,,
2017,25NW,1,1,9,9,2,BOGR,11,2,CADU,10,2,,,,,
2017,25NW,1,1,12,11,3,CADU,10,2,CADU,10.5,2.5,,,,,
2017,25NW,1,1,15,11,4,BOGR,11,3,BOGR,11,3.5,,,,,
2017,25NW,1,1,18,10,2,BOGR,18,5,BOGR,14,3.5,,,,,
2017,25NW,1,1,21,8,2,CADU,16,2,BOGR,12,2,,,,,
2017,25NW,1,1,24,8,1,BUDA,6,2,BUDA,7,1.5,,,,,
2017,25NW,1,2,3,12,2,CADU,9,5,BOGR,10.5,3.5,,,,,
2017,25NW,1,2,6,8,2,BOGR,9,3,BOGR,8.5,2.5,,,,,
2017,25NW,1,2,9,8,1,BOGR,7,3,BOGR,7.5,2,,,,,
2017,25NW,1,2,12,8,6,BUDA,12,5,CADU,10,5.5,,,,,
2017,25NW,1,2,15,14,3,BOGR,10,4,CADU,12,3.5,,,,,
2017,25NW,1,2,18,6,4,BUDA,12,5,BOGR,9,4.5,,,,,
2017,25NW,1,2,21,12,5,BOGR,9,3,BOGR,10.5,4,,,,,
2017,25NW,1,2,24,10,3,BOGR,9,2,BOGR,9.5,2.5,,,,,
2017,25NW,1,3,3,9,2,BUDA,7,4,BUDA,8,3,,,,,
2017,25NW,1,3,6,9,3,BUDA,5,2,BUDA,7,2.5,,,,,
2017,25NW,1,3,9,4,1,BUDA,9,2,BUDA,6.5,1.5,,,,,
2017,25NW,1,3,12,5,2,BUDA,5,2,BUDA,5,2,,,,,
2017,25NW,1,3,15,7,0,BOGR,4,2,BOGR,5.5,1,,,,,
2017,25NW,1,3,18,10,5,BOGR,6,2,BOGR,8,3.5,,,,,
2017,25NW,1,3,21,6,3,CADU,6,3,BUDA,6,3,,,,,
2017,25NW,1,3,24,6,2,BOGR,10,3,BOGR,8,2.5,,,,,
2017,25NW,1,4,3,22,4,BOGR,14,4,BOGR,18,4,,,,,
2017,25NW,1,4,6,9,3,BOGR,10,2,BOGR,9.5,2.5,,,,,
2017,25NW,1,4,9,14,2,CADU,26,2,BOGR,20,2,,,,,
2017,25NW,1,4,12,15,2,BOGR,12,4,BOGR,13.5,3,,,,,
2017,25NW,1,4,15,11,2,BOGR,12,4,BOGR,11.5,3,,,,,
2017,25NW,1,4,18,8,1,BOGR,11,3,BOGR,9.5,2,,,,,
2017,25NW,1,4,21,6,1,SPCO,7,3,BOGR,6.5,2,,,,,
2017,25NW,1,4,24,10,0,BOGR,1,0,BARE,5.5,0,,,,,
2017,25NW,2,1,3,11,2,BOGR,12,3,SPCO,11.5,2.5,,,,,
2017,25NW,2,1,6,13,3,CADU,15,5,BOGR,14,4,,,,,
2017,25NW,2,1,9,13,3,PLPA,12,2,BOGR,12.5,2.5,,,,,
2017,25NW,2,1,12,26,6,PASM,29,16,EREF,27.5,11,,,,,
2017,25NW,2,1,15,25,5,PASM,27,6,PASM,26,5.5,,,,,
2017,25NW,2,1,18,12,2,BOGR,15,3,PLPA,13.5,2.5,,,,,
2017,25NW,2,1,21,23,2,BOGR,17,2,PASM,20,2,,,,,
2017,25NW,2,1,24,21,2,BOGR,26,3,BOGR,23.5,2.5,,,,,
2017,25NW,2,2,3,20,5,PASM,21,5,PASM,20.5,5,,,,,
2017,25NW,2,2,6,19,3,PASM,40,10,YUGL,29.5,6.5,,,,,
2017,25NW,2,2,9,2,1,BOGR,15,3,BOGR,8.5,2,,,,,
2017,25NW,2,2,12,10,4,BOGR,18,1,BOGR,14,2.5,,,,,
2017,25NW,2,2,15,12,3,PASM,22,4,OPPO,17,3.5,,,,,
2017,25NW,2,2,18,24,4,PASM,32,8,PASM,28,6,,,,,
2017,25NW,2,2,21,25,2,ARPU,20,8,ARPU,22.5,5,,,,,
2017,25NW,2,2,24,22,3,PASM,24,4,BOGR,23,3.5,,,,,
2017,25NW,2,3,3,23,9,PASM,15,3,ARPU,19,6,,,,,
2017,25NW,2,3,6,15,3,PASM,14,2,PASM,14.5,2.5,,,,,
2017,25NW,2,3,9,11,2,BUDA,12,4,BUDA,11.5,3,,,,,
2017,25NW,2,3,12,4,2,OPPO,20,3,OPPO,12,2.5,,,,,
2017,25NW,2,3,15,23,1,PIOP,12,7,ELEL,17.5,4,,,,,
2017,25NW,2,3,18,21,6,ARPU,19,4,BUDA,20,5,,,,,
2017,25NW,2,3,21,24,5,PASM,22,3,PASM,23,4,,,,,
2017,25NW,2,3,24,18,1,PASM,24,8,PASM,21,4.5,,,,,
2017,25NW,2,4,3,22,4,PASM,26,7,PASM,24,5.5,,,,,
2017,25NW,2,4,6,22,4,PASM,23,3,BOGR,22.5,3.5,,,,,
2017,25NW,2,4,9,22,3,PASM,26,6,PASM,24,4.5,,,,,
2017,25NW,2,4,12,32,12,PASM,26,10,PASM,29,11,,,,,
2017,25NW,2,4,15,28,7,PASM,30,9,PASM,29,8,,,,,
2017,25NW,2,4,18,27,15,EREF,26,4,PASM,26.5,9.5,,,,,
2017,25NW,2,4,21,31,1,PASM,30,15,PSTE,30.5,8,,,,,
2017,25NW,2,4,24,17,4,BUDA,26,5,BUDA,21.5,4.5,,,,,
2017,25NW,3,1,3,26,9,PASM,28,5,PASM,27,7,,,,,
2017,25NW,3,1,6,24,4,PASM,24,7,PASM,24,5.5,,,,,
2017,25NW,3,1,9,28,5,PASM,28,6,PASM,28,5.5,,,,,
2017,25NW,3,1,12,28,4,PASM,32,14,PASM,30,9,,,,,
2017,25NW,3,1,15,45,9,PASM,30,9,PASM,37.5,9,,,,,
2017,25NW,3,1,18,14,5,ELEL,18,2,BOGR,16,3.5,,,,,
2017,25NW,3,1,21,24,8,ARPU,22,7,CADU,23,7.5,,,,,
2017,25NW,3,1,24,21,5,ARPU,19,3,CADU,20,4,,,,,
2017,25NW,3,2,3,7,1,BOGR,12,3,BOGR,9.5,2,,,,,
2017,25NW,3,2,6,11,2,BOGR,13,4,CADU,12,3,,,,,
2017,25NW,3,2,9,8,2,BOGR,16,5,CADU,12,3.5,,,,,
2017,25NW,3,2,12,11,4,CADU,12,4,BOGR,11.5,4,,,,,
2017,25NW,3,2,15,14,3,CADU,14,5,CADU,14,4,,,,,
2017,25NW,3,2,18,10,2,CADU,13,6,BOGR,11.5,4,,,,,
2017,25NW,3,2,21,11,3,CADU,12,5,CRMI,11.5,4,,,,,
2017,25NW,3,2,24,14,3,CADU,11,3,CADU,12.5,3,,,,,
2017,25NW,3,3,3,15,4,BOGR,14,3,PLPA,14.5,3.5,,,,,
2017,25NW,3,3,6,18,2,BOGR,13,4,BOGR,15.5,3,,,,,
2017,25NW,3,3,9,6,2,BOGR,7,4,BOGR,6.5,3,,,,,
2017,25NW,3,3,12,11,2,BOGR,12,4,BOGR,11.5,3,,,,,
2017,25NW,3,3,15,14,5,BOGR,17,6,BOGR,15.5,5.5,,,,,
2017,25NW,3,3,18,20,1,PASM,31,13,ARPU,25.5,7,,,,,
2017,25NW,3,3,21,18,10,EREF,30,9,BOGR,24,9.5,,,,,
2017,25NW,3,3,24,10,2,PLPA,11,4,VUOC,10.5,3,,,,,
2017,25NW,3,4,3,12,4,BUDA,25,5,BOGR,18.5,4.5,,,,,
2017,25NW,3,4,6,24,10,PASM,26,10,PASM,25,10,,,,,
2017,25NW,3,4,9,30,10,PASM,28,6,PASM,29,8,,,,,
2017,25NW,3,4,12,22,4,PASM,15,10,ARPU,18.5,7,,,,,
2017,25NW,3,4,15,30,7,ARPU,25,12,ARPU,27.5,9.5,,,,,
2017,25NW,3,4,18,28,8,PASM,31,12,PASM,29.5,10,,,,,
2017,25NW,3,4,21,20,5,PASM,26,11,PASM,23,8,,,,,
2017,25NW,3,4,24,21,1,PASM,31,8,PASM,26,4.5,,,,,
2017,25NW,4,1,3,18,4,BOGR,11,2,BUDA,14.5,3,,,,,
2017,25NW,4,1,6,13,3,BOGR,11,3,BOGR,12,3,,,,,
2017,25NW,4,1,9,16,4,CADU,20,6,BOGR,18,5,,,,,
2017,25NW,4,1,12,11,5,BUDA,20,3,BUDA,15.5,4,,,,,
2017,25NW,4,1,15,20,7,BOGR,20,9,BOGR,20,8,,,,,
2017,25NW,4,1,18,13,3,BOGR,23,5,BUDA,18,4,,,,,
2017,25NW,4,1,21,17,5,BOGR,18,2,ARPU,17.5,3.5,,,,,
2017,25NW,4,1,24,10,2,CADU,15,5,BOGR,12.5,3.5,,,,,
2017,25NW,4,2,3,30,5,PASM,32,9,PASM,31,7,,,,,
2017,25NW,4,2,6,16,3,CADU,20,4,CADU,18,3.5,,,,,
2017,25NW,4,2,9,26,4,CADU,24,6,CADU,25,5,,,,,
2017,25NW,4,2,12,22,8,PASM,31,3,PASM,26.5,5.5,,,,,
2017,25NW,4,2,15,28,7,PASM,28,3,PASM,28,5,,,,,
2017,25NW,4,2,18,32,7,PASM,28,10,PASM,30,8.5,,,,,
2017,25NW,4,2,21,31,4,PASM,30,3,CADU,30.5,3.5,,,,,
2017,25NW,4,2,24,24,6,PASM,23,11,OPPO,23.5,8.5,,,,,
2017,25NW,4,3,3,22,2,CADU,15,3,CADU,18.5,2.5,,,,,
2017,25NW,4,3,6,20,9,PASM,31,13,GUSA,25.5,11,,,,,
2017,25NW,4,3,9,21,7,PASM,30,9,PASM,25.5,8,,,,,
2017,25NW,4,3,12,33,3,PASM,24,3,PASM,28.5,3,,,,,
2017,25NW,4,3,15,39,9,PASM,30,7,PASM,34.5,8,,,,,
2017,25NW,4,3,18,30,10,TRDU,33,13,PASM,31.5,11.5,,,,,
2017,25NW,4,3,21,33,7,PASM,38,9,PASM,35.5,8,,,,,
2017,25NW,4,3,24,28,6,PASM,26,12,PASM,27,9,,,,,
2017,25NW,4,4,3,16,1,EREF,12,1,ELEL,14,1,,,,,
2017,25NW,4,4,6,11,3,CADU,12,7,CADU,11.5,5,,,,,
2017,25NW,4,4,9,20,2,PASM,13,3,CADU,16.5,2.5,,,,,
2017,25NW,4,4,12,18,1,PASM,21,4,PASM,19.5,2.5,,,,,
2017,25NW,4,4,15,14,4,BOGR,22,3,BOGR,18,3.5,,,,,
2017,25NW,4,4,18,23,6,PASM,21,6,ARPU,22,6,,,,,
2017,25NW,4,4,21,4,2,BOGR,7,3,BOGR,5.5,2.5,,,,,
2017,25NW,4,4,24,13,6,SPCO,28,2,PASM,20.5,4,,,,,
2017,25SE,1,1,3,9,3,BUDA,11,3,BUDA,10,3,,,,,
2017,25SE,1,1,6,12,3,BUDA,12,1,BUDA,12,2,,,,,
2017,25SE,1,1,9,20,5,BOGR,10,1,BUDA,15,3,,,,,
2017,25SE,1,1,12,7,2,BUDA,13,1,BUDA,10,1.5,,,,,
2017,25SE,1,1,15,3,0,BUDA,12,1,BUDA,7.5,0.5,,,,,
2017,25SE,1,1,18,8,1,BUDA,11,2,BUDA,9.5,1.5,,,,,
2017,25SE,1,1,21,12,2,BUDA,6,1,BUDA,9,1.5,,,,,
2017,25SE,1,1,24,8,3,BUDA,7,1,BUDA,7.5,2,,,,,
2017,25SE,1,2,3,14,5,BOGR,10,6,BOGR,12,5.5,,,,,
2017,25SE,1,2,6,8,4,BUDA,12,5,BOGR,10,4.5,,,,,
2017,25SE,1,2,9,13,3,BUDA,12,1,BOGR,12.5,2,,,,,
2017,25SE,1,2,12,9,4,BUDA,14,4,BUDA,11.5,4,,,,,
2017,25SE,1,2,15,7,2,BUDA,10,4,BUDA,8.5,3,,,,,
2017,25SE,1,2,18,7,2,BUDA,9,3,BUDA,8,2.5,,,,,
2017,25SE,1,2,21,10,3,BUDA,9,3,BUDA,9.5,3,,,,,
2017,25SE,1,2,24,7,3,BUDA,14,4,BUDA,10.5,3.5,,,,,
2017,25SE,1,3,3,14,5,BUDA,14,3,BOGR,14,4,,,,,
2017,25SE,1,3,6,14,5,BOGR,10,3,BOGR,12,4,,,,,
2017,25SE,1,3,9,13,3,BOGR,12,2,CADU,12.5,2.5,,,,,
2017,25SE,1,3,12,24,6,BOGR,14,4,ARPU,19,5,,,,,
2017,25SE,1,3,15,14,5,BOGR,6,2,BOGR,10,3.5,,,,,
2017,25SE,1,3,18,9,3,BOGR,16,5,BOGR,12.5,4,,,,,
2017,25SE,1,3,21,28,7,BOGR,16,4,SPCR,22,5.5,,,,,
2017,25SE,1,3,24,11,3,SPCR,14,3,VUOC,12.5,3,,,,,
2017,25SE,1,4,3,14,4,BOGR,6,2,BOGR,10,3,,,,,
2017,25SE,1,4,6,9,1,CADU,13,3,CADU,11,2,,,,,
2017,25SE,1,4,9,13,4,BOGR,12,3,BOGR,12.5,3.5,,,,,
2017,25SE,1,4,12,11,2,BOGR,14,3,BOGR,12.5,2.5,,,,,
2017,25SE,1,4,15,14,3,BOGR,10,3,BOGR,12,3,,,,,
2017,25SE,1,4,18,11,5,BOGR,11,3,BOGR,11,4,,,,,
2017,25SE,1,4,21,10,3,BOGR,12,3,BOGR,11,3,,,,,
2017,25SE,1,4,24,11,3,BOGR,15,5,BOGR,13,4,,,,,
2017,25SE,2,1,3,8,3,BUDA,10,4,BUDA,9,3.5,,,,,
2017,25SE,2,1,6,24,3,ARPU,12,4,BUDA,18,3.5,,,,,
2017,25SE,2,1,9,4,1,BOGR,6,1,BUDA,5,1,,,,,
2017,25SE,2,1,12,9,4,BOGR,8,2,BUDA,8.5,3,,,,,
2017,25SE,2,1,15,9,4,BUDA,10,3,BUDA,9.5,3.5,,,,,
2017,25SE,2,1,18,11,4,BUDA,14,4,BUDA,12.5,4,,,,,
2017,25SE,2,1,21,22,1,BUDA,13,5,BUDA,17.5,3,,,,,
2017,25SE,2,1,24,9,2,BUDA,15,4,BUDA,12,3,,,,,
2017,25SE,2,2,3,12,5,BOGR,24,5,BOGR,18,5,,,,,
2017,25SE,2,2,6,14,3,BOGR,21,2,BOGR,17.5,2.5,,,,,
2017,25SE,2,2,9,12,2,CADU,10,2,BOGR,11,2,,,,,
2017,25SE,2,2,12,10,2,BOGR,8,2,BOGR,9,2,,,,,
2017,25SE,2,2,15,12,2,BOGR,10,1,BOGR,11,1.5,,,,,
2017,25SE,2,2,18,12,3,BOGR,14,3,BOGR,13,3,,,,,
2017,25SE,2,2,21,24,3,ARPU,20,5,BOGR,22,4,,,,,
2017,25SE,2,2,24,12,3,PIOP,12,4,LIIN,12,3.5,,,,,
2017,25SE,2,3,3,18,3,BOGR,13,3,BOGR,15.5,3,,,,,
2017,25SE,2,3,6,8,1,BOGR,5,3,CRMI,6.5,2,,,,,
2017,25SE,2,3,9,14,2,BOGR,23,5,ARPU,18.5,3.5,,,,,
2017,25SE,2,3,12,16,3,ARPU,20,1,BOGR,18,2,,,,,
2017,25SE,2,3,15,10,3,PLPA,16,2,BOGR,13,2.5,,,,,
2017,25SE,2,3,18,20,6,OPPO,23,3,BOGR,21.5,4.5,,,,,
2017,25SE,2,3,21,27,4,PASM,30,7,OPPO,28.5,5.5,,,,,
2017,25SE,2,3,24,14,3,BOGR,32,3,BOGR,23,3,,,,,
2017,25SE,2,4,3,20,3,CADU,10,1,BOGR,15,2,,,,,
2017,25SE,2,4,6,8,2,BOGR,14,3,EREF,11,2.5,,,,,
2017,25SE,2,4,9,12,3,BOGR,7,1,BUDA,9.5,2,,,,,
2017,25SE,2,4,12,4,1,SPCO,3,0,LEMO,3.5,0.5,,,,,
2017,25SE,2,4,15,14,2,BUDA,5,2,SPCO,9.5,2,,,,,
2017,25SE,2,4,18,7,3,ASGR,4,1,BUDA,5.5,2,,,,,
2017,25SE,2,4,21,10,2,ASGR,11,4,BOGR,10.5,3,,,,,
2017,25SE,2,4,24,13,2,BOGR,14,3,BOGR,13.5,2.5,,,,,
2017,25SE,3,1,3,8,2,ARPU,18,4,PASM,13,3,,,,,
2017,25SE,3,1,6,18,2,PASM,19,2,PASM,18.5,2,,,,,
2017,25SE,3,1,9,24,3,PLPA,16,4,SPCR,20,3.5,,,,,
2017,25SE,3,1,12,18,4,BOGR,11,2,BOGR,14.5,3,,,,,
2017,25SE,3,1,15,13,4,ARPU,15,2,CADU,14,3,,,,,
2017,25SE,3,1,18,14,5,BOGR,13,2,BOGR,13.5,3.5,,,,,
2017,25SE,3,1,21,25,9,ELEL,15,7,GUSA,20,8,,,,,
2017,25SE,3,1,24,24,4,SAIB,26,12,GUSA,25,8,,,,,
2017,25SE,3,2,3,8,1,BUDA,5,1,PIOP,6.5,1,,,,,
2017,25SE,3,2,6,26,3,GUSA,24,2,PASM,25,2.5,,,,,
2017,25SE,3,2,9,28,3,PASM,25,2,PASM,26.5,2.5,,,,,
2017,25SE,3,2,12,20,1,PASM,23,1,BOGR,21.5,1,,,,,
2017,25SE,3,2,15,22,2,GUSA,27,1,GUSA,24.5,1.5,,,,,
2017,25SE,3,2,18,21,1,PASM,30,2,BOGR,25.5,1.5,,,,,
2017,25SE,3,2,21,27,10,GUSA,26,10,GUSA,26.5,10,,,,,
2017,25SE,3,2,24,10,1,ELEL,11,1,BOGR,10.5,1,,,,,
2017,25SE,3,3,3,22,3,PASM,22,1,GUSA,22,2,,,,,
2017,25SE,3,3,6,12,2,BOGR,20,3,OPPO,16,2.5,,,,,
2017,25SE,3,3,9,12,3,BOGR,16,6,SONU,14,4.5,,,,,
2017,25SE,3,3,12,22,3,BUDA,18,2,BUDA,20,2.5,,,,,
2017,25SE,3,3,15,18,3,PASM,14,1,BUDA,16,2,,,,,
2017,25SE,3,3,18,13,3,BOGR,21,3,PASM,17,3,,,,,
2017,25SE,3,3,21,24,2,PASM,26,4,SPCO,25,3,,,,,
2017,25SE,3,3,24,25,6,PASM,22,9,PASM,23.5,7.5,,,,,
2017,25SE,3,4,3,23,2,PASM,23,4,PASM,23,3,,,,,
2017,25SE,3,4,6,19,1,PASM,17,2,BOGR,18,1.5,,,,,
2017,25SE,3,4,9,10,2,BOGR,5,2,PASM,7.5,2,,,,,
2017,25SE,3,4,12,14,2,BOGR,22,7,PASM,18,4.5,,,,,
2017,25SE,3,4,15,12,4,BUDA,7,3,BUDA,9.5,3.5,,,,,
2017,25SE,3,4,18,12,2,BUDA,10,3,BUDA,11,2.5,,,,,
2017,25SE,3,4,21,6,3,BUDA,8,2,BUDA,7,2.5,,,,,
2017,25SE,3,4,24,15,3,CADU,12,3,BUDA,13.5,3,,,,,
2017,25SE,4,1,3,7,2,BOGR,6,1,BOGR,6.5,1.5,,,,,
2017,25SE,4,1,6,7,1,BOGR,11,1,SPCO,9,1,,,,,
2017,25SE,4,1,9,8,1,BOGR,10,1,BOGR,9,1,,,,,
2017,25SE,4,1,12,10,2,BUDA,5,1,BUDA,7.5,1.5,,,,,
2017,25SE,4,1,15,4,1,BOGR,5,1,BOGR,4.5,1,,,,,
2017,25SE,4,1,18,11,2,BOGR,10,2,BOGR,10.5,2,,,,,
2017,25SE,4,1,21,11,1,BUDA,10,1,OPPO,10.5,1,,,,,
2017,25SE,4,1,24,10,2,BOGR,12,4,BOGR,11,3,,,,,
2017,25SE,4,2,3,10,4,BUDA,6,2,BUDA,8,3,,,,,
2017,25SE,4,2,6,10,2,BOGR,11,3,BUDA,10.5,2.5,,,,,
2017,25SE,4,2,9,8,5,BOGR,12,4,BUDA,10,4.5,,,,,
2017,25SE,4,2,12,15,3,BOGR,12,5,SONU,13.5,4,,,,,
2017,25SE,4,2,15,10,3,BUDA,7,3,BUDA,8.5,3,,,,,
2017,25SE,4,2,18,4,1,BOGR,5,2,BUDA,4.5,1.5,,,,,
2017,25SE,4,2,21,20,2,BOGR,8,3,BOGR,14,2.5,,,,,
2017,25SE,4,2,24,8,4,BUDA,7,3,BUDA,7.5,3.5,,,,,
2017,25SE,4,3,3,8,2,BUDA,8,2,BUDA,8,2,,,,,
2017,25SE,4,3,6,15,4,BUDA,10,3,BOGR,12.5,3.5,,,,,
2017,25SE,4,3,9,10,3,BUDA,8,3,BUDA,9,3,,,,,
2017,25SE,4,3,12,20,3,BUDA,7,3,CADU,13.5,3,,,,,
2017,25SE,4,3,15,10,4,BUDA,8,3,BUDA,9,3.5,,,,,
2017,25SE,4,3,18,18,2,OPPO,21,4,BUDA,19.5,3,,,,,
2017,25SE,4,3,21,12,2,BUDA,13,3,BOGR,12.5,2.5,,,,,
2017,25SE,4,3,24,13,3,OPPO,6,2,BUDA,9.5,2.5,,,,,
2017,25SE,4,4,3,11,3,BOGR,4,2,BUDA,7.5,2.5,,,,,
2017,25SE,4,4,6,12,4,OPPO,5,2,BUDA,8.5,3,,,,,
2017,25SE,4,4,9,7,1,BUDA,10,1,BUDA,8.5,1,,,,,
2017,25SE,4,4,12,7,2,BUDA,12,2,HECO,9.5,2,,,,,
2017,25SE,4,4,15,10,1,BOGR,7,1,BOGR,8.5,1,,,,,
