Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
6/4/2020,18S,6,3,24,7,1,BOGR,14,0,BOGR,10.5,0.5
6/4/2020,18S,6,4,3,7,1,HECO,10,1,HECO,8.5,1
6/4/2020,18S,6,4,6,15,1,HECO,8,2,HECO,11.5,1.5
6/4/2020,18S,6,4,9,4,1,BOGR,12,1,HECO,8,1
6/4/2020,18S,6,4,12,12,1,BOGR,6,1,HECO,9,1
6/4/2020,18S,6,4,15,0,0,BARE,3,1,HECO,1.5,0.5
6/4/2020,18S,6,4,18,6,1,BOGR,11,0,BOGR,8.5,0.5
6/4/2020,18S,6,4,21,4,1,BOGR,4,2,BOGR,4,1.5
6/4/2020,18S,6,4,24,11,3,ARPU,18,1,BOGR,14.5,2
6/5/2020,19N,1,1,3,13,1,HECO,12,2,CADU,12.5,1.5
6/5/2020,19N,1,1,6,14,1,BOGR,18,3,HECO,16,2
6/5/2020,19N,1,1,9,10,0,BOGR,18,6,OPPO,14,3
6/5/2020,19N,1,1,12,13,1,CADU,11,1,CADU,12,1
6/5/2020,19N,1,1,15,14,1,CADU,10,1,HECO,12,1
6/5/2020,19N,1,1,18,17,2,PASM,22,2,PASM,19.5,2
6/5/2020,19N,1,1,21,23,1,PASM,10,1,HECO,16.5,1
6/5/2020,19N,1,1,24,15,0,BOGR,20,2,OPPO,17.5,1
6/5/2020,19N,1,2,3,19,2,HECO,17,1,HECO,18,1.5
6/5/2020,19N,1,2,6,26,3,OPPO,14,1,HECO,20,2
6/5/2020,19N,1,2,9,19,1,HECO,16,1,HECO,17.5,1
6/5/2020,19N,1,2,12,13,1,HECO,29,1,CADU,21,1
6/5/2020,19N,1,2,15,11,1,CADU,16,0,BOGR,13.5,0.5
6/5/2020,19N,1,2,18,11,0,BOGR,19,1,HECO,15,0.5
6/5/2020,19N,1,2,21,12,0,BOGR,23,1,HECO,17.5,0.5
6/5/2020,19N,1,2,24,10,1,HECO,5,2,CADU,7.5,1.5
6/5/2020,19N,1,3,3,14,1,HECO,11,1,HECO,12.5,1
6/5/2020,19N,1,3,6,15,1,BOGR,9,2,HECO,12,1.5
6/5/2020,19N,1,3,9,11,1,EREF,23,1,HECO,17,1
6/5/2020,19N,1,3,12,26,1,HECO,43,2,HECO,34.5,1.5
6/5/2020,19N,1,3,15,26,6,HECO,16,5,HECO,21,5.5
6/5/2020,19N,1,3,18,16,1,HECO,9,1,HECO,12.5,1
6/5/2020,19N,1,3,21,5,1,HECO,15,2,HECO,10,1.5
6/5/2020,19N,1,3,24,13,1,HECO,8,1,BOGR,10.5,1
6/5/2020,19N,1,4,3,11,1,HECO,8,1,HECO,9.5,1
6/5/2020,19N,1,4,6,12,1,HECO,11,1,HECO,11.5,1
6/5/2020,19N,1,4,9,8,1,HECO,7,1,HECO,7.5,1
6/5/2020,19N,1,4,12,7,1,HECO,22,1,HECO,14.5,1
6/5/2020,19N,1,4,15,20,2,BOGR,27,1,BOGR,23.5,1.5
6/5/2020,19N,1,4,18,10,1,HECO,8,1,HECO,9,1
6/5/2020,19N,1,4,21,12,2,HECO,20,1,HECO,16,1.5
6/5/2020,19N,1,4,24,3,1,BOGR,5,1,HECO,4,1
6/8/2020,19N,2,1,3,12,1,PASM,18,2,PASM,15,1.5
6/8/2020,19N,2,1,6,19,4,OPPO,6,1,CADU,12.5,2.5
6/8/2020,19N,2,1,9,25,1,PASM,40,7,PASM,32.5,4
6/8/2020,19N,2,1,12,13,1,OPPO,11,8,OPPO,12,4.5
6/8/2020,19N,2,1,15,48,35,ATCA,37,10,ATCA,42.5,22.5
6/8/2020,19N,2,1,18,30,10,PASM,22,5,PASM,26,7.5
6/8/2020,19N,2,1,21,28,6,PASM,28,5,PASM,28,5.5
6/8/2020,19N,2,1,24,20,5,PASM,24,10,PASM,22,7.5
6/8/2020,19N,2,2,3,50,18,ATCA,54,24,ATCA,52,21
6/8/2020,19N,2,2,6,16,4,PASM,18,1,PASM,17,2.5
6/8/2020,19N,2,2,9,24,8,PASM,23,3,PASM,23.5,5.5
6/8/2020,19N,2,2,12,74,19,ATCA,14,1,CADU,44,10
6/8/2020,19N,2,2,15,7,1,CADU,9,1,HECO,8,1
6/8/2020,19N,2,2,18,15,1,ELEL,11,1,HECO,13,1
6/8/2020,19N,2,2,21,8,5,OPPO,7,1,HECO,7.5,3
6/8/2020,19N,2,2,24,2,0,BOGR,18,2,SPCO,10,1
6/8/2020,19N,2,3,3,5,1,BOGR,16,6,OPPO,10.5,3.5
6/8/2020,19N,2,3,6,9,1,HECO,7,1,CADU,8,1
6/8/2020,19N,2,3,9,25,1,HECO,17,4,HECO,21,2.5
6/8/2020,19N,2,3,12,12,2,OPPO,13,3,HECO,12.5,2.5
6/8/2020,19N,2,3,15,15,1,CADU,12,1,CADU,13.5,1
6/8/2020,19N,2,3,18,10,1,BOGR,12,1,EREF,11,1
6/8/2020,19N,2,3,21,5,1,CADU,9,1,CADU,7,1
6/8/2020,19N,2,3,24,26,1,CADU,9,2,CADU,17.5,1.5
6/8/2020,19N,2,4,3,17,0,BOGR,9,0,BOGR,13,0
6/8/2020,19N,2,4,6,32,2,HECO,12,1,HECO,22,1.5
6/8/2020,19N,2,4,9,11,1,EREF,19,2,HECO,15,1.5
6/8/2020,19N,2,4,12,24,0,BOGR,25,2,HECO,24.5,1
6/8/2020,19N,2,4,15,20,2,HECO,5,1,HECO,12.5,1.5
6/8/2020,19N,2,4,18,12,2,HECO,13,1,HECO,12.5,1.5
6/8/2020,19N,2,4,21,6,1,HECO,33,4,HECO,19.5,2.5
6/8/2020,19N,2,4,24,22,2,OPPO,20,8,OPPO,21,5
6/5/2020,19N,3,1,3,14,2,HECO,30,1,HECO,22,1.5
6/5/2020,19N,3,1,6,15,1,HECO,21,7,HECO,18,4
6/5/2020,19N,3,1,9,22,6,HECO,36,4,HECO,29,5
6/5/2020,19N,3,1,12,23,1,HECO,26,3,OPPO,24.5,2
6/5/2020,19N,3,1,15,16,2,OPPO,40,6,OPPO,28,4
6/5/2020,19N,3,1,18,20,3,HECO,38,2,OPPO,29,2.5
6/5/2020,19N,3,1,21,38,1,HECO,41,1,HECO,39.5,1
6/5/2020,19N,3,1,24,39,2,EREF,16,2,HECO,27.5,2
6/5/2020,19N,3,2,3,11,1,PASM,19,1,PASM,15,1
6/5/2020,19N,3,2,6,11,0,BOGR,15,1,PASM,13,0.5
6/5/2020,19N,3,2,9,24,3,PASM,18,0,BOGR,21,1.5
6/5/2020,19N,3,2,12,19,1,PASM,4,1,BOGR,11.5,1
6/5/2020,19N,3,2,15,6,1,CRMI,5,1,PASM,5.5,1
6/5/2020,19N,3,2,18,15,1,PASM,13,1,PASM,14,1
6/5/2020,19N,3,2,21,1,0,BOGR,0,0,BOGR,0.5,0
6/5/2020,19N,3,2,24,13,0,BOGR,17,1,PASM,15,0.5
6/5/2020,19N,3,3,3,9,1,HECO,5,1,HECO,7,1
6/5/2020,19N,3,3,6,10,1,HECO,21,1,HECO,15.5,1
6/5/2020,19N,3,3,9,0,0,BOGR,4,0,BOGR,2,0
6/5/2020,19N,3,3,12,9,1,CADU,5,1,HECO,7,1
6/5/2020,19N,3,3,15,19,6,OPPO,28,7,HECO,23.5,6.5
6/5/2020,19N,3,3,18,10,1,HECO,24,1,HECO,17,1
6/5/2020,19N,3,3,21,37,2,OPPO,24,4,OPPO,30.5,3
6/5/2020,19N,3,3,24,17,5,HECO,27,6,OPPO,22,5.5
6/5/2020,19N,3,4,3,2,1,BOGR,4,1,PASM,3,1
6/5/2020,19N,3,4,6,16,1,PASM,18,2,PASM,17,1.5
6/5/2020,19N,3,4,9,2,1,BOGR,5,0,BOGR,3.5,0.5
6/5/2020,19N,3,4,12,5,1,BOGR,13,1,PASM,9,1
6/5/2020,19N,3,4,15,9,0,BOGR,4,0,BOGR,6.5,0
6/5/2020,19N,3,4,18,17,1,PASM,11,3,PASM,14,2
6/5/2020,19N,3,4,21,8,1,PASM,10,1,PASM,9,1
6/5/2020,19N,3,4,24,3,1,BOGR,20,1,BOGR,11.5,1
6/5/2020,19N,4,1,3,25,2,HECO,28,4,HECO,26.5,3
6/5/2020,19N,4,1,6,24,1,HECO,13,1,HECO,18.5,1
6/5/2020,19N,4,1,9,18,0,HECO,7,1,CHLE,12.5,0.5
6/5/2020,19N,4,1,12,18,1,HECO,13,3,HECO,15.5,2
6/5/2020,19N,4,1,15,27,3,HECO,24,6,HECO,25.5,4.5
6/5/2020,19N,4,1,18,6,0,HECO,11,1,HECO,8.5,0.5
6/5/2020,19N,4,1,21,17,1,HECO,20,5,HECO,18.5,3
6/5/2020,19N,4,1,24,12,0,LIT,5,0,HECO,8.5,0
6/5/2020,19N,4,2,3,40,4,OPPO,52,3,CHLE,46,3.5
6/5/2020,19N,4,2,6,25,1,OPPO,11,1,OPPO,18,1
6/5/2020,19N,4,2,9,26,0,CADU,15,2,CHLE,20.5,1
6/5/2020,19N,4,2,12,23,1,CADU,10,2,HECO,16.5,1.5
6/5/2020,19N,4,2,15,8,0,CADU,26,1,HECO,17,0.5
6/5/2020,19N,4,2,18,8,0,HECO,12,1,HECO,10,0.5
6/5/2020,19N,4,2,21,15,0,HECO,18,3,HECO,16.5,1.5
6/5/2020,19N,4,2,24,50,6,EREF,8,3,OPPO,29,4.5
6/5/2020,19N,4,3,3,8,6,OPPO,1,0,BOGR,4.5,3
6/5/2020,19N,4,3,6,4,1,BOGR,5,2,OPPO,4.5,1.5
6/5/2020,19N,4,3,9,23,1,BOGR,18,7,OPPO,20.5,4
6/5/2020,19N,4,3,12,12,1,PASM,12,3,PASM,12,2
6/5/2020,19N,4,3,15,14,1,PASM,19,1,PASM,16.5,1
6/5/2020,19N,4,3,18,15,1,PASM,19,3,PASM,17,2
6/5/2020,19N,4,3,21,4,0,BOGR,4,1,BOGR,4,0.5
6/5/2020,19N,4,3,24,2,1,BOGR,4,1,BOGR,3,1
6/5/2020,19N,4,4,3,14,1,PASM,14,3,ATCA,14,2
6/5/2020,19N,4,4,6,10,0,BOGR,22,5,ATCA,16,2.5
6/5/2020,19N,4,4,9,12,0,BOGR,15,1,ATCA,13.5,0.5
6/5/2020,19N,4,4,12,18,1,BOGR,3,0,BOGR,10.5,0.5
6/5/2020,19N,4,4,15,11,0,LIT,10,1,BOGR,10.5,0.5
6/5/2020,19N,4,4,18,13,1,BOGR,15,1,BOGR,14,1
6/5/2020,19N,4,4,21,5,1,BOGR,12,1,CHLE,8.5,1
6/5/2020,19N,4,4,24,3,1,BOGR,8,1,BOGR,5.5,1
6/5/2020,19N,5,1,3,12,2,VUOC,22,8,EREF,17,5
6/5/2020,19N,5,1,6,9,0,CADU,11,2,CADU,10,1
6/5/2020,19N,5,1,9,6,1,CADU,8,1,CADU,7,1
6/5/2020,19N,5,1,12,7,1,CADU,7,1,CADU,7,1
6/5/2020,19N,5,1,15,12,1,CADU,31,6,VUOC,21.5,3.5
6/5/2020,19N,5,1,18,11,2,VUOC,12,1,VUOC,11.5,1.5
6/5/2020,19N,5,1,21,17,1,HECO,24,7,OPPO,20.5,4
6/5/2020,19N,5,1,24,26,3,EREF,10,1,HECO,18,2
6/5/2020,19N,5,2,3,42,3,VUOC,18,3,EREF,30,3
6/5/2020,19N,5,2,6,29,5,EREF,25,3,EREF,27,4
6/5/2020,19N,5,2,9,14,1,VUOC,36,3,EREF,25,2
6/5/2020,19N,5,2,12,14,3,VUOC,23,5,EREF,18.5,4
6/5/2020,19N,5,2,15,31,1,VUOC,36,1,VUOC,33.5,1
6/5/2020,19N,5,2,18,10,1,VUOC,21,5,HECO,15.5,3
6/5/2020,19N,5,2,21,14,4,HECO,11,0,VUOC,12.5,2
6/5/2020,19N,5,2,24,6,3,BOGR,19,3,OPPO,12.5,3
6/5/2020,19N,5,3,3,21,11,EREF,7,1,VUOC,14,6
6/5/2020,19N,5,3,6,17,3,VUOC,8,1,EREF,12.5,2
6/5/2020,19N,5,3,9,15,4,OPPO,6,0,HECO,10.5,2
6/5/2020,19N,5,3,12,12,1,CADU,35,3,VUOC,23.5,2
6/5/2020,19N,5,3,15,13,1,HECO,15,1,VUOC,14,1
6/5/2020,19N,5,3,18,18,1,CADU,17,1,HECO,17.5,1
6/5/2020,19N,5,3,21,4,0,CADU,10,1,CADU,7,0.5
6/5/2020,19N,5,3,24,13,5,HECO,9,3,VUOC,11,4
6/5/2020,19N,5,4,3,10,3,VUOC,13,0,EREF,11.5,1.5
6/5/2020,19N,5,4,6,26,1,CADU,11,2,VUOC,18.5,1.5
6/5/2020,19N,5,4,9,34,0,CHLE,10,1,VUOC,22,0.5
6/5/2020,19N,5,4,12,15,3,EREF,11,3,VUOC,13,3
6/5/2020,19N,5,4,15,15,2,SPCR,20,2,SPCR,17.5,2
6/5/2020,19N,5,4,18,20,4,VUOC,16,3,HECO,18,3.5
6/5/2020,19N,5,4,21,25,1,EREF,27,2,EREF,26,1.5
6/5/2020,19N,5,4,24,35,0,CHLE,13,1,VUOC,24,0.5
6/5/2020,19N,6,1,3,24,1,CHLE,19,5,OPPO,21.5,3
6/5/2020,19N,6,1,6,18,1,HECO,24,1,CHLE,21,1
6/5/2020,19N,6,1,9,33,0,CHLE,24,1,CHLE,28.5,0.5
6/5/2020,19N,6,1,12,12,2,CHLE,20,0,CHLE,16,1
6/5/2020,19N,6,1,15,32,3,CHLE,12,1,CHLE,22,2
6/5/2020,19N,6,1,18,34,0,HECO,18,1,BARE,26,0.5
6/5/2020,19N,6,1,21,11,1,HECO,12,1,HECO,11.5,1
6/5/2020,19N,6,1,24,19,1,HECO,14,4,OPPO,16.5,2.5
6/5/2020,19N,6,2,3,11,1,CHLE,28,1,HECO,19.5,1
6/5/2020,19N,6,2,6,21,2,HECO,13,1,HECO,17,1.5
6/5/2020,19N,6,2,9,27,1,HECO,23,1,SPCR,25,1
6/5/2020,19N,6,2,12,36,1,CHLE,28,1,CHLE,32,1
6/5/2020,19N,6,2,15,16,1,BOGR,21,1,CHLE,18.5,1
6/5/2020,19N,6,2,18,21,0,CHLE,10,0,CHLE,15.5,0
6/5/2020,19N,6,2,21,15,1,EREF,23,1,SPCR,19,1
6/5/2020,19N,6,2,24,27,0,CHLE,19,7,EREF,23,3.5
6/5/2020,19N,6,3,3,7,0,CHLE,2,0,CHLE,4.5,0
6/5/2020,19N,6,3,6,27,0,CHLE,29,1,CHLE,28,0.5
6/5/2020,19N,6,3,9,38,1,BOGR,11,1,CHLE,24.5,1
6/5/2020,19N,6,3,12,26,1,CHLE,33,3,CHLE,29.5,2
6/5/2020,19N,6,3,15,27,1,CHLE,12,2,SPCR,19.5,1.5
6/5/2020,19N,6,3,18,9,1,HECO,10,2,HECO,9.5,1.5
6/5/2020,19N,6,3,21,20,1,HECO,19,2,CHLE,19.5,1.5
6/5/2020,19N,6,3,24,13,1,OPPO,28,0,CHLE,20.5,0.5
6/5/2020,19N,6,4,3,11,1,LYJU,20,1,EREF,15.5,1
6/5/2020,19N,6,4,6,10,1,CHLE,31,1,CHLE,20.5,1
6/5/2020,19N,6,4,9,15,0,SIAL,23,1,CHLE,19,0.5
6/5/2020,19N,6,4,12,27,1,CHLE,17,2,BOGR,22,1.5
6/5/2020,19N,6,4,15,19,1,CHLE,21,1,CHLE,20,1
6/5/2020,19N,6,4,18,23,1,CHLE,22,0,CHLE,22.5,0.5
6/5/2020,19N,6,4,21,18,1,EREF,13,1,CHLE,15.5,1
6/5/2020,19N,6,4,24,37,1,CHLE,38,2,CHLE,37.5,1.5
6/11/2020,21N,1,1,3,13,3,PASM,17,5,OPPO,15,4
6/11/2020,21N,1,1,6,18,1,BOGR,22,4,ELEL,20,2.5
6/11/2020,21N,1,1,9,14,1,PASM,21,3,PASM,17.5,2
6/11/2020,21N,1,1,12,11,1,BOGR,10,1,BOGR,10.5,1
6/11/2020,21N,1,1,15,11,1,BOGR,6,2,PASM,8.5,1.5
6/11/2020,21N,1,1,18,11,2,BOGR,7,1,BOGR,9,1.5
6/11/2020,21N,1,1,21,6,1,BOGR,13,1,BOGR,9.5,1
6/11/2020,21N,1,1,24,18,3,PASM,17,2,PASM,17.5,2.5
6/11/2020,21N,1,2,3,16,0,ELEL,11,0,ARFR,13.5,0
6/11/2020,21N,1,2,6,17,2,LEDE,27,1,ARFR,22,1.5
6/11/2020,21N,1,2,9,11,0,BOGR,5,1,BOGR,8,0.5
6/11/2020,21N,1,2,12,18,0,ELEL,8,1,BOGR,13,0.5
6/11/2020,21N,1,2,15,11,1,CADU,12,2,CADU,11.5,1.5
6/11/2020,21N,1,2,18,8,2,OPPO,11,2,SPCO,9.5,2
6/11/2020,21N,1,2,21,0,0,BOGR,4,0,BOGR,2,0
6/11/2020,21N,1,2,24,4,1,BOGR,11,1,CADU,7.5,1
6/11/2020,21N,1,3,3,23,5,PASM,22,6,PASM,22.5,5.5
6/11/2020,21N,1,3,6,12,3,PASM,20,6,PASM,16,4.5
6/11/2020,21N,1,3,9,22,8,BRTE,13,7,BRTE,17.5,7.5
6/11/2020,21N,1,3,12,13,1,ELEL,15,7,ELEL,14,4
6/11/2020,21N,1,3,15,4,0,SPCO,9,1,ELEL,6.5,0.5
6/11/2020,21N,1,3,18,11,4,OPPO,8,1,BOGR,9.5,2.5
6/11/2020,21N,1,3,21,24,2,SPCO,40,4,ELEL,32,3
6/11/2020,21N,1,3,24,9,2,BOGR,1,1,ARFR,5,1.5
6/11/2020,21N,1,4,3,7,0,EREF,14,3,SPCO,10.5,1.5
6/11/2020,21N,1,4,6,27,6,GUSA,6,1,BOGR,16.5,3.5
6/11/2020,21N,1,4,9,10,1,BOGR,16,5,ELEL,13,3
6/11/2020,21N,1,4,12,13,4,OPPO,7,5,OPPO,10,4.5
6/11/2020,21N,1,4,15,13,1,BOGR,20,2,PSTE,16.5,1.5
6/11/2020,21N,1,4,18,22,7,OPPO,25,8,HECO,23.5,7.5
6/11/2020,21N,1,4,21,11,1,CADU,20,5,ELEL,15.5,3
6/11/2020,21N,1,4,24,7,3,GUSA,7,1,CADU,7,2
6/16/2020,21N,2,1,3,15,2,UNKF,21,2,CADU,18,2
6/16/2020,21N,2,1,6,6,0,CADU,1,0,BOGR,3.5,0
6/16/2020,21N,2,1,9,6,1,BOGR,7,2,BOGR,6.5,1.5
6/16/2020,21N,2,1,12,5,1,ECVI,4,1,BOGR,4.5,1
6/16/2020,21N,2,1,15,8,2,PASM,19,1,PASM,13.5,1.5
6/16/2020,21N,2,1,18,44,2,PASM,21,1,CADU,32.5,1.5
6/16/2020,21N,2,1,21,21,2,PASM,19,1,PASM,20,1.5
6/16/2020,21N,2,1,24,26,8,PASM,23,1,PASM,24.5,4.5
6/16/2020,21N,2,2,3,6,1,BOGR,4,1,BOGR,5,1
6/16/2020,21N,2,2,6,9,1,CADU,8,1,CADU,8.5,1
6/16/2020,21N,2,2,9,7,1,CADU,8,2,CADU,7.5,1.5
6/16/2020,21N,2,2,12,8,0,BUDA,3,1,BUDA,5.5,0.5
6/16/2020,21N,2,2,15,20,2,BOGR,2,0,BOGR,11,1
6/16/2020,21N,2,2,18,5,1,BOGR,7,1,BOGR,6,1
6/16/2020,21N,2,2,21,6,1,BOGR,5,0,BOGR,5.5,0.5
6/16/2020,21N,2,2,24,8,1,BOGR,5,1,BUDA,6.5,1
6/16/2020,21N,2,3,3,1,1,BOGR,3,1,BOGR,2,1
6/16/2020,21N,2,3,6,2,1,BOGR,2,1,BOGR,2,1
6/16/2020,21N,2,3,9,5,1,BOGR,6,1,BOGR,5.5,1
6/16/2020,21N,2,3,12,17,1,PASM,15,3,PASM,16,2
6/16/2020,21N,2,3,15,18,2,PASM,14,1,BOGR,16,1.5
6/16/2020,21N,2,3,18,19,0,PASM,8,2,PASM,13.5,1
6/16/2020,21N,2,3,21,21,1,BOGR,16,1,PASM,18.5,1
6/16/2020,21N,2,3,24,12,1,ELEL,2,1,SPCO,7,1
6/16/2020,21N,2,4,3,3,1,BOGR,7,1,BOGR,5,1
6/16/2020,21N,2,4,6,3,1,BUDA,3,1,BUDA,3,1
6/16/2020,21N,2,4,9,16,1,PASM,14,1,CADU,15,1
6/16/2020,21N,2,4,12,4,1,BUDA,4,1,BUDA,4,1
6/16/2020,21N,2,4,15,8,1,BOGR,7,0,BOGR,7.5,0.5
6/16/2020,21N,2,4,18,4,1,BUDA,6,1,BUDA,5,1
6/16/2020,21N,2,4,21,7,1,BOGR,10,1,ELEL,8.5,1
6/16/2020,21N,2,4,24,7,1,BOGR,11,1,ELEL,9,1
6/16/2020,21N,3,1,3,30,5,OPPO,4,2,SPCO,17,3.5
6/16/2020,21N,3,1,6,23,2,BOGR,25,1,ELEL,24,1.5
6/16/2020,21N,3,1,9,5,1,BOGR,10,3,OPPO,7.5,2
6/16/2020,21N,3,1,12,23,1,OPPO,19,2,HECO,21,1.5
6/16/2020,21N,3,1,15,9,2,BOGR,8,2,BUDA,8.5,2
6/16/2020,21N,3,1,18,2,1,BOGR,2,0,BUDA,2,0.5
6/16/2020,21N,3,1,21,5,2,BOGR,28,2,ELEL,16.5,2
6/16/2020,21N,3,1,24,18,1,ELEL,11,5,OPPO,14.5,3
6/16/2020,21N,3,2,3,9,1,BOGR,12,7,OPPO,10.5,4
6/16/2020,21N,3,2,6,29,1,ELEL,20,1,HECO,24.5,1
6/16/2020,21N,3,2,9,23,5,HECO,36,4,HECO,29.5,4.5
6/16/2020,21N,3,2,12,29,9,HECO,24,2,HECO,26.5,5.5
6/16/2020,21N,3,2,15,29,5,HECO,20,3,HECO,24.5,4
6/16/2020,21N,3,2,18,16,1,HECO,18,6,OPPO,17,3.5
6/16/2020,21N,3,2,21,26,10,GUSA,23,2,CADU,24.5,6
6/16/2020,21N,3,2,24,15,1,CADU,35,1,CADU,25,1
6/16/2020,21N,3,3,3,34,1,VUOC,26,1,VUOC,30,1
6/16/2020,21N,3,3,6,15,2,VUOC,30,1,PASM,22.5,1.5
6/16/2020,21N,3,3,9,16,5,OPPO,15,1,CADU,15.5,3
6/16/2020,21N,3,3,12,37,3,VUOC,34,2,VUOC,35.5,2.5
6/16/2020,21N,3,3,15,18,2,CADU,26,1,VUOC,22,1.5
6/16/2020,21N,3,3,18,24,3,HECO,17,1,PASM,20.5,2
6/16/2020,21N,3,3,21,20,1,PASM,40,9,BRTE,30,5
6/16/2020,21N,3,3,24,29,6,ELEL,25,1,HECO,27,3.5
6/16/2020,21N,3,4,3,23,2,BOGR,19,1,CHLE,21,1.5
6/16/2020,21N,3,4,6,20,2,ELEL,26,2,PASM,23,2
6/16/2020,21N,3,4,9,29,1,CADU,29,1,VUOC,29,1
6/16/2020,21N,3,4,12,23,10,BRTE,29,16,BRTE,26,13
6/16/2020,21N,3,4,15,36,8,BRTE,31,19,BRTE,33.5,13.5
6/16/2020,21N,3,4,18,18,3,BRTE,26,10,BRTE,22,6.5
6/16/2020,21N,3,4,21,44,10,BRTE,27,10,BRTE,35.5,10
6/16/2020,21N,3,4,24,18,2,BRTE,25,6,BRTE,21.5,4
6/16/2020,21N,4,1,3,44,1,PASM,25,1,PASM,34.5,1
6/16/2020,21N,4,1,6,24,4,CADU,24,4,BRTE,24,4
6/16/2020,21N,4,1,9,29,1,HECO,21,1,CADU,25,1
6/16/2020,21N,4,1,12,66,6,BRTE,40,10,BRTE,53,8
6/16/2020,21N,4,1,15,23,5,BRTE,21,3,BRTE,22,4
6/16/2020,21N,4,1,18,22,6,BRTE,20,7,BRTE,21,6.5
6/16/2020,21N,4,1,21,42,9,BRTE,36,5,BRTE,39,7
6/16/2020,21N,4,1,24,24,5,BRTE,22,6,BRTE,23,5.5
6/16/2020,21N,4,2,3,27,2,PASM,34,8,PASM,30.5,5
6/16/2020,21N,4,2,6,23,3,PASM,37,2,PASM,30,2.5
6/16/2020,21N,4,2,9,18,3,PASM,34,7,PASM,26,5
6/16/2020,21N,4,2,12,23,9,OPPO,17,7,PASM,20,8
6/16/2020,21N,4,2,15,35,3,PASM,37,7,BRTE,36,5
6/16/2020,21N,4,2,18,24,2,PASM,32,1,PASM,28,1.5
6/16/2020,21N,4,2,21,30,2,PASM,19,1,PASM,24.5,1.5
6/16/2020,21N,4,2,24,17,1,BRTE,26,4,PASM,21.5,2.5
6/16/2020,21N,4,3,3,14,1,CRMI,16,2,SPCO,15,1.5
6/16/2020,21N,4,3,6,9,1,BOGR,5,1,OPPO,7,1
6/16/2020,21N,4,3,9,35,1,CADU,12,1,CADU,23.5,1
6/16/2020,21N,4,3,12,8,1,CRMI,24,1,OPPO,16,1
6/16/2020,21N,4,3,15,18,1,ELEL,14,1,ELEL,16,1
6/16/2020,21N,4,3,18,23,1,BOGR,18,3,BOGR,20.5,2
6/16/2020,21N,4,3,21,23,1,BOGR,6,1,CHLE,14.5,1
6/16/2020,21N,4,3,24,1,1,BOGR,19,1,BOGR,10,1
6/16/2020,21N,4,4,3,34,3,SPCO,13,1,ELEL,23.5,2
6/16/2020,21N,4,4,6,8,1,CRMI,4,2,CHLE,6,1.5
6/16/2020,21N,4,4,9,10,1,CADU,24,1,CADU,17,1
6/16/2020,21N,4,4,12,2,0,BOGR,2,1,BOGR,2,0.5
6/16/2020,21N,4,4,15,10,0,CADU,4,1,CRMI,7,0.5
6/16/2020,21N,4,4,18,1,0,CADU,9,1,elel,5,0.5
6/16/2020,21N,4,4,21,6,1,BOGR,6,1,BOGR,6,1
6/16/2020,21N,4,4,24,26,9,OPPO,21,1,BOGR,23.5,5
6/12/2020,22E,1,1,3,16,2,PASM,21,12,PASM,18.5,7
6/12/2020,22E,1,1,6,11,2,PASM,24,5,PASM,17.5,3.5
6/12/2020,22E,1,1,9,20,4,PASM,11,6,PASM,15.5,5
6/12/2020,22E,1,1,12,21,9,PASM,20,2,PASM,20.5,5.5
6/12/2020,22E,1,1,15,12,2,PASM,14,2,PASM,13,2
6/12/2020,22E,1,1,18,12,3,PASM,13,4,PASM,12.5,3.5
6/12/2020,22E,1,1,21,23,10,PASM,18,9,PASM,20.5,9.5
6/12/2020,22E,1,1,24,21,7,PASM,28,10,ARFR,24.5,8.5
6/12/2020,22E,1,2,3,50,18,ATCA,10,3,ATCA,30,10.5
6/12/2020,22E,1,2,6,0,0,bare,5,0,PASM,2.5,0
6/12/2020,22E,1,2,9,27,17,PASM,32,13,PASM,29.5,15
6/12/2020,22E,1,2,12,50,33,ATCA,22,5,PASM,36,19
6/12/2020,22E,1,2,15,24,10,PASM,18,6,PASM,21,8
6/12/2020,22E,1,2,18,21,6,PASM,27,7,PASM,24,6.5
6/12/2020,22E,1,2,21,18,7,PASM,22,6,OPPO,20,6.5
6/12/2020,22E,1,2,24,5,0,PASM,24,7,PASM,14.5,3.5
6/12/2020,22E,1,3,3,16,3,PASM,17,3,PASM,16.5,3
6/12/2020,22E,1,3,6,16,3,PASM,13,1,PASM,14.5,2
6/12/2020,22E,1,3,9,15,2,PASM,18,7,OPPO,16.5,4.5
6/12/2020,22E,1,3,12,6,2,OPPO,22,1,PASM,14,1.5
6/12/2020,22E,1,3,15,14,2,PASM,25,6,PASM,19.5,4
6/12/2020,22E,1,3,18,24,8,PASM,20,5,PASM,22,6.5
6/12/2020,22E,1,3,21,22,7,PASM,46,9,BRTE,34,8
6/12/2020,22E,1,3,24,20,6,PASM,24,4,PASM,22,5
6/12/2020,22E,1,4,3,14,3,PASM,14,2,PASM,14,2.5
6/12/2020,22E,1,4,6,16,2,PASM,22,5,PASM,19,3.5
6/12/2020,22E,1,4,9,16,3,PASM,18,9,PASM,17,6
6/12/2020,22E,1,4,12,17,4,PASM,16,2,PASM,16.5,3
6/12/2020,22E,1,4,15,14,2,BRTE,5,2,lit,9.5,2
6/12/2020,22E,1,4,18,8,3,PASM,16,5,PASM,12,4
