Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,V_E_F,G_UG,Screen1,Adj_Low,Biomass_lbs_ac
4,18S,6/1/2017,2,22,12,2,bogr,g,g,g,0,2,469.386
4,18S,6/1/2017,2,23,5,0,dcr,g,g,g,1,,
4,18S,6/1/2017,2,24,6,2,bogr,g,,,0,2,469.386
4,18S,6/1/2017,2,25,5,2,pasm,g,,,0,2,469.386
4,18S,6/1/2017,3,1,11,8,heco,b,g,g,0,8,1877.544
4,18S,6/1/2017,3,2,12,7,pasm,g,g,g,0,7,1642.851
4,18S,6/1/2017,3,3,16,4,pasm,g,,,0,4,938.772
4,18S,6/1/2017,3,4,21,8,oppo,g,,,1,,
4,18S,6/1/2017,3,5,14,6,oppo,g,,,1,,
4,18S,6/1/2017,3,6,5,3,spcr,g,,,0,3,704.079
4,18S,6/1/2017,3,7,10,3,pasm,g,,,0,3,704.079
4,18S,6/1/2017,3,8,12,6,pasm,g,,,0,6,1408.158
4,18S,6/1/2017,3,9,11,7,oppo,g,g,g,1,,
4,18S,6/1/2017,3,10,50,30,atca,b,,,1,,
4,18S,6/1/2017,3,11,18,7,heco,g,g,g,0,7,1642.851
4,18S,6/1/2017,3,12,10,5,pasm,b,v,g,0,5,1173.465
4,18S,6/1/2017,3,13,14,4,bogr,b,,,0,4,938.772
4,18S,6/1/2017,3,14,13,2,dcr,g,,,1,,
4,18S,6/1/2017,3,15,10,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,3,16,8,5,oppo,g,v,g,1,,
4,18S,6/1/2017,3,17,16,4,bogr,b,,,0,4,938.772
4,18S,6/1/2017,3,18,17,6,bogr,g,,,0,6,1408.158
4,18S,6/1/2017,3,19,16,10,pasm,b,,,0,10,2346.93
4,18S,6/1/2017,3,20,12,5,oppo,b,g,g,1,,
4,18S,6/1/2017,3,21,8,2,pasm,g,,,0,2,469.386
4,18S,6/1/2017,3,22,12,2,pasm,g,,,0,2,469.386
4,18S,6/1/2017,3,23,10,7,pasm,g,,,0,7,1642.851
4,18S,6/1/2017,3,24,6,3,heco,g,g,g,0,3,704.079
4,18S,6/1/2017,3,25,2,0,bare,g,g,g,0,0,0
4,18S,6/1/2017,4,1,12,8,pasm,g,,,0,8,1877.544
4,18S,6/1/2017,4,2,23,10,pasm,b,,,0,10,2346.93
4,18S,6/1/2017,4,3,19,9,oppo,g,g,g,1,,
4,18S,6/1/2017,4,4,48,28,atca,g,g,g,1,,
4,18S,6/1/2017,4,5,12,2,pasm,g,g,g,0,2,469.386
4,18S,6/1/2017,4,6,14,3,pasm,g,g,g,0,3,704.079
4,18S,6/1/2017,4,7,9,2,bogr,g,g,g,0,2,469.386
4,18S,6/1/2017,4,8,16,4,bogr,g,v,ug,0,4,938.772
4,18S,6/1/2017,4,9,8,2,pasm,g,v,g,0,2,469.386
4,18S,6/1/2017,4,10,11,6,pasm,g,,,0,6,1408.158
4,18S,6/1/2017,4,11,4,0,bare,b,g,g,0,0,0
4,18S,6/1/2017,4,12,22,8,pasm,g,v,g,0,8,1877.544
4,18S,6/1/2017,4,13,12,8,bogr,b,g,g,0,8,1877.544
4,18S,6/1/2017,4,14,18,6,pasm,g,,,0,6,1408.158
4,18S,6/1/2017,4,15,18,10,pasm,g,,,0,10,2346.93
4,18S,6/1/2017,4,16,10,3,bogr,g,,,0,3,704.079
4,18S,6/1/2017,4,17,7,4,bogr,g,,,0,4,938.772
4,18S,6/1/2017,4,18,6,3,bogr,g,,,0,3,704.079
4,18S,6/1/2017,4,19,19,2,pasm,g,g,g,0,2,469.386
4,18S,6/1/2017,4,20,10,4,bogr,b,,,0,4,938.772
4,18S,6/1/2017,4,21,6,2,pasm,g,,,0,2,469.386
4,18S,6/1/2017,4,22,8,2,bogr,g,,,0,2,469.386
4,18S,6/1/2017,4,23,12,2,bogr,b,,,0,2,469.386
4,18S,6/1/2017,4,24,33,7,atca,b,,,1,,
4,18S,6/1/2017,4,25,11,6,pasm,g,,,0,6,1408.158
4,18S_burn,6/1/2017,5,1,5,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,5,2,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,5,3,7,3,cadu,g,g,g,0,3,704.079
4,18S_burn,6/1/2017,5,4,2,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,5,5,6,1,cadu,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,5,6,3,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,5,7,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,5,8,5,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,5,9,6,4,heco,g,g,g,0,4,938.772
4,18S_burn,6/1/2017,5,10,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,5,11,8,6,piop,g,v,ug,0,6,1408.158
4,18S_burn,6/1/2017,5,12,9,6,heco,g,g,g,0,6,1408.158
4,18S_burn,6/1/2017,5,13,5,1,heco,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,5,14,0,0,bare,,g,g,0,0,0
4,18S_burn,6/1/2017,5,15,6,4,hevi,g,g,g,0,4,938.772
4,18S_burn,6/1/2017,5,16,8,4,cadu,g,,,0,4,938.772
4,18S_burn,6/1/2017,5,17,2,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,5,18,0,0,bare,,g,g,0,0,0
4,18S_burn,6/1/2017,5,19,0,0,bare,,,,0,0,0
4,18S_burn,6/1/2017,5,20,2,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,5,21,5,1,bogr,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,5,22,5,2,bogr,g,,,0,2,469.386
4,18S_burn,6/1/2017,5,23,2,0,spcr,g,g,g,0,0,0
4,18S_burn,6/1/2017,5,24,2,1,heco,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,5,25,6,2,bogr,g,,,0,2,469.386
4,18S_burn,6/1/2017,6,1,5,2,elel,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,2,5,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,3,8,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,4,5,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,5,8,1,heco,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,6,6,9,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,7,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,8,2,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,9,5,1,spcr,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,6,10,4,3,heco,g,g,g,0,3,704.079
4,18S_burn,6/1/2017,6,11,5,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,12,5,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,13,6,3,thfi,g,g,g,0,3,704.079
4,18S_burn,6/1/2017,6,14,7,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,15,6,2,bogr,g,,,0,2,469.386
4,18S_burn,6/1/2017,6,16,5,2,spcr,g,,,0,2,469.386
4,18S_burn,6/1/2017,6,17,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,18,3,0,bare,g,g,g,0,0,0
4,18S_burn,6/1/2017,6,19,5,3,heco,g,g,g,0,3,704.079
4,18S_burn,6/1/2017,6,20,6,2,heco,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,21,5,2,spcr,g,g,g,0,2,469.386
4,18S_burn,6/1/2017,6,22,0,0,dcr,,g,g,1,,
4,18S_burn,6/1/2017,6,23,6,1,heco,g,g,g,0,1,234.693
4,18S_burn,6/1/2017,6,24,8,3,heco,g,g,g,0,3,704.079
4,18S_burn,6/1/2017,6,25,0,0,bare,,g,g,0,0,0
5,7SE,6/6/2017,1,1,12,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,2,8,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,3,12,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,1,4,9,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,5,8,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,1,6,10,2,bogr,g,,,0,2,469.386
5,7SE,6/6/2017,1,7,5,2,bogr,g,,,0,2,469.386
5,7SE,6/6/2017,1,8,45,16,heco,g,f,g,0,16,3755.088
5,7SE,6/6/2017,1,9,13,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,10,8,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,11,10,5,spcr,b,,,0,5,1173.465
5,7SE,6/6/2017,1,12,6,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,13,21,6,pasm,g,,,0,6,1408.158
5,7SE,6/6/2017,1,14,6,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,1,15,7,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,16,6,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,17,14,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,1,18,0,0,bare,,,,0,0,0
5,7SE,6/6/2017,1,19,7,2,crmi,g,,,0,2,469.386
5,7SE,6/6/2017,1,20,6,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,1,21,6,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,1,22,11,4,cadu,g,,,0,4,938.772
5,7SE,6/6/2017,1,23,8,4,eref,g,,,1,,
5,7SE,6/6/2017,1,24,9,6,oppo,g,,,1,,
5,7SE,6/6/2017,1,25,11,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,2,1,13,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,2,2,14,6,cadu,g,,,0,6,1408.158
5,7SE,6/6/2017,2,3,20,9,elel,g,v,ug,0,9,2112.237
5,7SE,6/6/2017,2,4,24,8,heco,g,e,ug,0,8,1877.544
5,7SE,6/6/2017,2,5,14,2,bogr,g,,,0,2,469.386
5,7SE,6/6/2017,2,6,7,2,bogr,g,,,0,2,469.386
5,7SE,6/6/2017,2,7,12,5,bogr,g,,,0,5,1173.465
5,7SE,6/6/2017,2,8,9,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,2,9,11,4,cadu,g,,,0,4,938.772
5,7SE,6/6/2017,2,10,17,8,oppo,b,,,1,,
5,7SE,6/6/2017,2,11,8,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,2,12,10,5,cadu,g,,,0,5,1173.465
5,7SE,6/6/2017,2,13,7,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,2,14,10,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,2,15,9,4,cadu,g,g,g,0,4,938.772
5,7SE,6/6/2017,2,16,11,3,bogr,g,g,g,0,3,704.079
5,7SE,6/6/2017,2,17,8,3,bogr,g,g,g,0,3,704.079
5,7SE,6/6/2017,2,18,14,7,heco,g,g,g,0,7,1642.851
5,7SE,6/6/2017,2,19,20,12,oppo,b,,,1,,
5,7SE,6/6/2017,2,20,12,3,oeal,b,g,g,0,3,704.079
5,7SE,6/6/2017,2,21,19,10,arpu,g,,,0,0,0
5,7SE,6/6/2017,2,22,10,4,bogr,g,g,g,0,4,938.772
5,7SE,6/6/2017,2,23,20,12,eref,g,g,g,1,,
5,7SE,6/6/2017,2,24,7,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,2,25,16,4,cadu,g,g,g,0,4,938.772
5,7SE,6/6/2017,3,1,32,4,bogr,g,e,g,0,4,938.772
5,7SE,6/6/2017,3,2,8,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,3,3,44,16,eref,g,e,ug,1,,
5,7SE,6/6/2017,3,4,22,10,heco,g,v,g,0,10,2346.93
5,7SE,6/6/2017,3,5,22,8,bogr,g,,,0,8,1877.544
5,7SE,6/6/2017,3,6,28,11,pasm,g,,,0,11,2581.623
5,7SE,6/6/2017,3,7,25,12,pasm,g,f,ug,0,12,2816.316
5,7SE,6/6/2017,3,8,13,2,bogr,g,v,ug,0,2,469.386
5,7SE,6/6/2017,3,9,18,10,spcr,g,g,g,0,10,2346.93
5,7SE,6/6/2017,3,10,14,8,heco,g,v,g,0,8,1877.544
5,7SE,6/6/2017,3,11,11,6,pasm,g,,,0,6,1408.158
5,7SE,6/6/2017,3,12,22,10,pasm,g,v,ug,0,10,2346.93
5,7SE,6/6/2017,3,13,16,6,pasm,g,,,0,6,1408.158
5,7SE,6/6/2017,3,14,24,14,pasm,g,,,0,14,3285.702
5,7SE,6/6/2017,3,15,28,7,bogr,g,,,0,7,1642.851
5,7SE,6/6/2017,3,16,22,8,oppo,g,e,ug,1,,
5,7SE,6/6/2017,3,17,18,8,heco,b,,,0,8,1877.544
5,7SE,6/6/2017,3,18,7,2,bogr,g,,,0,2,469.386
5,7SE,6/6/2017,3,19,6,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,3,20,9,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,3,21,7,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,3,22,8,3,bogr,b,,,0,3,704.079
5,7SE,6/6/2017,3,23,7,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,3,24,11,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,3,25,7,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,1,8,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,2,5,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,4,3,8,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,4,8,2,spcr,b,,,0,2,469.386
5,7SE,6/6/2017,4,5,10,3,cadu,g,,,0,3,704.079
5,7SE,6/6/2017,4,6,11,4,arpu,b,,,0,0,0
5,7SE,6/6/2017,4,7,14,8,bogr,g,,,0,8,1877.544
5,7SE,6/6/2017,4,8,10,7,bogr,g,,,0,7,1642.851
5,7SE,6/6/2017,4,9,20,11,bogr,b,,,0,11,2581.623
5,7SE,6/6/2017,4,10,10,5,bogr,g,,,0,5,1173.465
5,7SE,6/6/2017,4,11,16,8,bogr,g,,,0,8,1877.544
5,7SE,6/6/2017,4,12,10,4,vuoc,b,,,1,,
5,7SE,6/6/2017,4,13,13,6,arpu,g,,,0,0,0
5,7SE,6/6/2017,4,14,6,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,15,12,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,16,10,6,bogr,g,,,0,6,1408.158
5,7SE,6/6/2017,4,17,19,12,pasm,g,,,0,12,2816.316
5,7SE,6/6/2017,4,18,25,6,heco,g,g,g,0,6,1408.158
5,7SE,6/6/2017,4,19,6,3,bogr,g,,,0,3,704.079
5,7SE,6/6/2017,4,20,15,7,heco,g,e,ug,0,7,1642.851
5,7SE,6/6/2017,4,21,12,3,heco,g,v,ug,0,3,704.079
5,7SE,6/6/2017,4,22,21,12,pasm,g,,,0,12,2816.316
5,7SE,6/6/2017,4,23,8,4,oppo,g,g,g,1,,
5,7SE,6/6/2017,4,24,9,4,bogr,g,,,0,4,938.772
5,7SE,6/6/2017,4,25,21,8,heco,g,e,ug,0,8,1877.544
6,7SE,6/13/2017,1,1,5,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,1,2,6,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,1,3,16,6,bogr,b,,,0,6,1408.158
6,7SE,6/13/2017,1,4,10,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,1,5,8,4,cadu,g,,,0,4,938.772
6,7SE,6/13/2017,1,6,7,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,1,7,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,1,8,45,10,heco,g,,,0,10,2346.93
6,7SE,6/13/2017,1,9,7,2,spcr,g,,,0,2,469.386
6,7SE,6/13/2017,1,10,21,6,bogr,g,,,0,6,1408.158
6,7SE,6/13/2017,1,11,9,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,1,12,8,4,bogr,b,,,0,4,938.772
6,7SE,6/13/2017,1,13,21,10,pasm,b,,,0,10,2346.93
6,7SE,6/13/2017,1,14,7,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,1,15,5,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,1,16,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,1,17,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,1,18,8,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,1,19,0,0,bare,,,,0,0,0
6,7SE,6/13/2017,1,20,5,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,1,21,7,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,1,22,8,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,1,23,6,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,1,24,5,1,bogr,g,,,0,1,234.693
6,7SE,6/13/2017,1,25,4,0,bare,g,,,0,0,0
6,7SE,6/13/2017,2,1,14,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,2,2,12,5,cadu,g,,,0,5,1173.465
6,7SE,6/13/2017,2,3,26,10,heco,g,f,g,0,10,2346.93
6,7SE,6/13/2017,2,4,23,12,arpu,g,g,g,1,,
6,7SE,6/13/2017,2,5,10,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,2,6,8,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,2,7,8,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,2,8,22,4,heco,g,,,0,4,938.772
6,7SE,6/13/2017,2,9,4,2,dcr,g,,,1,,
6,7SE,6/13/2017,2,10,14,8,arpu,g,,,1,,
6,7SE,6/13/2017,2,11,11,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,2,12,9,2,oeco,g,,,0,2,469.386
6,7SE,6/13/2017,2,13,18,2,heco,g,g,g,0,2,469.386
6,7SE,6/13/2017,2,14,7,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,2,15,10,4,bogr,g,g,g,0,4,938.772
6,7SE,6/13/2017,2,16,8,6,heco,g,g,g,0,6,1408.158
6,7SE,6/13/2017,2,17,22,16,heco,g,e,ug,0,16,3755.088
6,7SE,6/13/2017,2,18,12,6,heco,g,g,g,0,6,1408.158
6,7SE,6/13/2017,2,19,12,6,bogr,b,,,0,6,1408.158
6,7SE,6/13/2017,2,20,12,4,pasm,b,g,g,0,4,938.772
6,7SE,6/13/2017,2,21,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,2,22,9,6,heco,g,,,0,6,1408.158
6,7SE,6/13/2017,2,23,10,4,eref,g,g,g,1,,
6,7SE,6/13/2017,2,24,12,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,2,25,48,8,bogr,g,,,0,8,1877.544
6,7SE,6/13/2017,3,1,13,6,bogr,g,g,g,0,6,1408.158
6,7SE,6/13/2017,3,2,7,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,3,3,30,11,heco,b,,,0,11,2581.623
6,7SE,6/13/2017,3,4,19,8,ciun,b,,,1,,
6,7SE,6/13/2017,3,5,9,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,3,6,28,18,pasm,g,,,0,18,4224.474
6,7SE,6/13/2017,3,7,24,10,pasm,g,,,0,10,2346.93
6,7SE,6/13/2017,3,8,38,6,spcr,g,g,g,0,6,1408.158
6,7SE,6/13/2017,3,9,32,16,heco,g,g,g,0,16,3755.088
6,7SE,6/13/2017,3,10,27,14,pasm,g,,,0,14,3285.702
6,7SE,6/13/2017,3,11,22,8,pasm,g,,,0,8,1877.544
6,7SE,6/13/2017,3,12,30,14,pasm,g,,,0,14,3285.702
6,7SE,6/13/2017,3,13,22,16,pasm,g,,,0,16,3755.088
6,7SE,6/13/2017,3,14,18,10,pasm,g,,,0,10,2346.93
6,7SE,6/13/2017,3,15,22,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,3,16,6,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,3,17,10,3,bogr,g,g,g,0,3,704.079
6,7SE,6/13/2017,3,18,7,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,3,19,6,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,3,20,6,3,elel,g,,,1,,
6,7SE,6/13/2017,3,21,4,2,bogr,g,v,ug,0,2,469.386
6,7SE,6/13/2017,3,22,8,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,3,23,4,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,3,24,6,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,3,25,14,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,4,1,7,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,4,2,10,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,4,3,14,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,4,4,6,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,4,5,10,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,4,6,13,4,bogr,g,,,0,4,938.772
6,7SE,6/13/2017,4,7,17,6,bogr,g,,,0,6,1408.158
6,7SE,6/13/2017,4,8,8,5,bogr,g,,,0,5,1173.465
6,7SE,6/13/2017,4,9,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,4,10,15,8,cadu,g,,,0,8,1877.544
6,7SE,6/13/2017,4,11,14,9,bogr,g,,,0,9,2112.237
6,7SE,6/13/2017,4,12,5,2,bogr,g,,,0,2,469.386
6,7SE,6/13/2017,4,13,6,3,oppo,g,,,1,,
6,7SE,6/13/2017,4,14,15,4,spco,g,,,0,4,938.772
6,7SE,6/13/2017,4,15,12,8,oppo,g,,,1,,
6,7SE,6/13/2017,4,16,13,6,bogr,g,,,0,6,1408.158
6,7SE,6/13/2017,4,17,25,12,oppo,g,g,g,1,,
6,7SE,6/13/2017,4,18,14,4,heco,g,v,g,0,4,938.772
6,7SE,6/13/2017,4,19,6,3,bogr,g,,,0,3,704.079
6,7SE,6/13/2017,4,20,24,12,heco,g,e,ug,0,12,2816.316
6,7SE,6/13/2017,4,21,18,4,pasm,g,,,0,4,938.772
6,7SE,6/13/2017,4,22,28,14,pasm,g,g,g,0,14,3285.702
6,7SE,6/13/2017,4,23,18,10,eref,g,,,1,,
6,7SE,6/13/2017,4,24,20,10,eref,g,e,g,1,,
6,7SE,6/13/2017,4,25,6,3,bogr,g,,,0,3,704.079
7,7SE,6/20/2017,1,1,6,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,1,2,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,3,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,4,18,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,1,5,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,6,8,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,1,7,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,8,8,2,cadu,,,,0,2,469.386
7,7SE,6/20/2017,1,9,10,3,cadu,,,,0,3,704.079
7,7SE,6/20/2017,1,10,5,2,bogr,,g,g,0,2,469.386
7,7SE,6/20/2017,1,11,8,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,12,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,13,14,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,1,14,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,15,6,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,1,16,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,17,12,8,spco,,,,0,8,1877.544
7,7SE,6/20/2017,1,18,12,5,bogr,,,,0,5,1173.465
7,7SE,6/20/2017,1,19,0,0,bare,,,,0,0,0
7,7SE,6/20/2017,1,20,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,21,4,0,bare,,,,0,0,0
7,7SE,6/20/2017,1,22,4,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,23,10,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,1,24,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,1,25,8,4,oppo,,,,1,,
7,7SE,6/20/2017,2,1,5,2,heco,,,,0,2,469.386
7,7SE,6/20/2017,2,2,12,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,2,3,8,2,bogr,,g,g,0,2,469.386
7,7SE,6/20/2017,2,4,11,6,bogr,,g,g,0,6,1408.158
7,7SE,6/20/2017,2,5,8,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,2,6,11,7,heco,,,,0,7,1642.851
7,7SE,6/20/2017,2,7,6,2,cadu,,,,0,2,469.386
7,7SE,6/20/2017,2,8,8,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,2,9,12,6,oppo,,,,1,,
7,7SE,6/20/2017,2,10,10,4,arpu,,,,1,,
7,7SE,6/20/2017,2,11,21,18,eref,,,,1,,
7,7SE,6/20/2017,2,12,12,6,bogr,,,,0,6,1408.158
7,7SE,6/20/2017,2,13,18,10,heco,,g,g,0,10,2346.93
7,7SE,6/20/2017,2,14,6,2,bogr,,g,g,0,2,469.386
7,7SE,6/20/2017,2,15,12,7,heco,,g,g,0,7,1642.851
7,7SE,6/20/2017,2,16,28,10,arpu,,g,g,1,,
7,7SE,6/20/2017,2,17,20,10,pasm,,,,0,10,2346.93
7,7SE,6/20/2017,2,18,8,3,heco,,g,g,0,3,704.079
7,7SE,6/20/2017,2,19,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,2,20,8,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,2,21,8,6,eref,,g,g,1,,
7,7SE,6/20/2017,2,22,8,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,2,23,8,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,2,24,14,6,bogr,,,,0,6,1408.158
7,7SE,6/20/2017,2,25,12,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,3,1,11,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,3,2,6,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,3,3,8,4,heco,,g,g,0,4,938.772
7,7SE,6/20/2017,3,4,18,4,heco,,g,g,0,4,938.772
7,7SE,6/20/2017,3,5,16,6,pasm,,,,0,6,1408.158
7,7SE,6/20/2017,3,6,16,2,pasm,,,,0,2,469.386
7,7SE,6/20/2017,3,7,18,4,oppo,,,,1,,
7,7SE,6/20/2017,3,8,7,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,3,9,17,9,cadu,,g,g,0,9,2112.237
7,7SE,6/20/2017,3,10,9,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,3,11,22,8,pasm,,,,0,8,1877.544
7,7SE,6/20/2017,3,12,25,12,pasm,,,,0,12,2816.316
7,7SE,6/20/2017,3,13,6,2,cadu,,,,0,2,469.386
7,7SE,6/20/2017,3,14,18,6,pasm,,,,0,6,1408.158
7,7SE,6/20/2017,3,15,5,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,3,16,15,4,bogr,,g,g,0,4,938.772
7,7SE,6/20/2017,3,17,7,4,bogr,,,,0,4,938.772
7,7SE,6/20/2017,3,18,5,3,bogr,,,,0,3,704.079
7,7SE,6/20/2017,3,19,10,5,bogr,,,,0,5,1173.465
7,7SE,6/20/2017,3,20,6,2,bogr,,,,0,2,469.386
7,7SE,6/20/2017,3,21,6,3,bogr,,,,0,3,704.079
