Date,Pasture,Ecosite,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,Mean High,Mean Low,Screen 1,Screen 2 ,Low 1,Low 2 ,Mean Low Filtered
10/17/2014,21N,Upland,3,2,12,23,8,EREF,24,3,BOGR,23.5,5.5,1,0,,3,3
10/17/2014,21N,Upland,3,2,15,24,4,BOGR,36,2,ARLO,30,3,0,0,4,2,3
10/17/2014,21N,Upland,3,2,18,31,3,STCO,19,1,BOGR,25,2,0,0,3,1,2
10/17/2014,21N,Upland,3,2,21,28,8,SIHY,14,1,BOGR,21,4.5,0,0,8,1,4.5
10/17/2014,21N,Upland,3,2,24,24,2,BOGR,22,3,ARLO,23,2.5,0,0,2,3,2.5
10/17/2014,21N,Upland,3,3,3,14,2,BOGR,14,3,BOGR,14,2.5,0,0,2,3,2.5
10/17/2014,21N,Upland,3,3,6,36,3,BOGR,18,2,BOGR,27,2.5,0,0,3,2,2.5
10/17/2014,21N,Upland,3,3,9,22,4,CMRI,4,1,BOGR,13,2.5,0,0,4,1,2.5
10/17/2014,21N,Upland,3,3,12,18,3,CRMI,24,3,BOGR,21,3,0,0,3,3,3
10/17/2014,21N,Upland,3,3,15,24,4,BOGR,8,2,CRMI,16,3,0,0,4,2,3
10/17/2014,21N,Upland,3,3,18,12,3,CRMI,19,3,CRMI,15.5,3,0,0,3,3,3
10/17/2014,21N,Upland,3,3,21,32,1,BOGR,28,2,BOGR,30,1.5,0,0,1,2,1.5
10/17/2014,21N,Upland,3,3,24,26,2,BOGR,22,2,OPPO,24,2,0,1,2,,2
10/17/2014,21N,Upland,3,4,3,13,1,BOGR,19,2,PASM,16,1.5,0,0,1,2,1.5
10/17/2014,21N,Upland,3,4,6,21,3,BOGR,13,1,BGOR,17,2,0,0,3,1,2
10/17/2014,21N,Upland,3,4,9,19,1,VUOC,24,1,BOGR,21.5,1,1,0,,1,1
10/17/2014,21N,Upland,3,4,12,28,2,BOGR,12,3,OPPO,20,2.5,0,1,2,,2
10/17/2014,21N,Upland,3,4,15,27,4,PASM,27,3,BOGR,27,3.5,0,0,4,3,3.5
10/17/2014,21N,Upland,3,4,18,22,4,PASM,25,2,BOGR,23.5,3,0,0,4,2,3
10/17/2014,21N,Upland,3,4,21,18,3,BOGR,13,2,VUOC,15.5,2.5,0,1,3,,3
10/17/2014,21N,Upland,3,4,24,34,9,EREF,14,1,EREF,24,5,1,1,,,
10/17/2014,21N,Upland,4,1,3,19,2,OPPO,32,6,PASM,25.5,4,1,0,,6,6
10/17/2014,21N,Upland,4,1,6,25,2,BOGR,22,1,BOGR,23.5,1.5,0,0,2,1,1.5
10/17/2014,21N,Upland,4,1,9,24,2,BOGR,18,2,BOGR,21,2,0,0,2,2,2
10/17/2014,21N,Upland,4,1,12,29,9,PASM,33,3,BOGR,31,6,0,0,9,3,6
10/17/2014,21N,Upland,4,1,15,22,4,PASM,35,1,BOGR,28.5,2.5,0,0,4,1,2.5
10/17/2014,21N,Upland,4,1,18,27,6,PASM,19,3,BOGR,23,4.5,0,0,6,3,4.5
10/17/2014,21N,Upland,4,1,21,24,13,PASM,28,3,BOGR,26,8,0,0,13,3,8
10/17/2014,21N,Upland,4,1,24,16,2,BOGR,24,3,PASM,20,2.5,0,0,2,3,2.5
10/17/2014,21N,Upland,4,2,3,28,3,PASM,21,4,BOGR,24.5,3.5,0,0,3,4,3.5
10/17/2014,21N,Upland,4,2,6,34,7,PASM,16,1,EREF,25,4,0,1,7,,7
10/17/2014,21N,Upland,4,2,9,32,6,PASM,22,2,BOGR,27,4,0,0,6,2,4
10/17/2014,21N,Upland,4,2,12,41,4,BOGR,28,2,PASM,34.5,3,0,0,4,2,3
10/17/2014,21N,Upland,4,2,15,29,7,EREF,28,3,BOGR,28.5,5,1,0,,3,3
10/17/2014,21N,Upland,4,2,18,24,2,BOGR,21,1,GUSA,22.5,1.5,0,1,2,,2
10/17/2014,21N,Upland,4,2,21,29,3,BOGR,27,3,BOGR,28,3,0,0,3,3,3
10/17/2014,21N,Upland,4,2,24,25,2,BOGR,22,1,BOGR,23.5,1.5,0,0,2,1,1.5
10/17/2014,21N,Upland,4,3,3,26,3,BOGR,4,0,BARE,15,1.5,0,0,3,0,1.5
10/17/2014,21N,Upland,4,3,6,21,2,BOGR,7,3,OPPO,14,2.5,0,1,2,,2
10/17/2014,21N,Upland,4,3,9,17,2,CRMI,19,2,OPPO,18,2,0,1,2,,2
10/17/2014,21N,Upland,4,3,12,18,1,CRMI,17,4,BOGR,17.5,2.5,0,0,1,4,2.5
10/17/2014,21N,Upland,4,3,15,12,2,BOGR,29,3,BOGR,20.5,2.5,0,0,2,3,2.5
10/17/2014,21N,Upland,4,3,18,18,3,BOGR,22,2,BOGR,20,2.5,0,0,3,2,2.5
10/17/2014,21N,Upland,4,3,21,21,2,BOGR,17,3,BOGR,19,2.5,0,0,2,3,2.5
10/17/2014,21N,Upland,4,3,24,21,3,BOGR,13,2,BOGR,17,2.5,0,0,3,2,2.5
10/17/2014,21N,Upland,4,4,3,13,2,VUOC,24,4,BOGR,18.5,3,1,0,,4,4
10/17/2014,21N,Upland,4,4,6,23,3,BOGR,22,2,BOGR,22.5,2.5,0,0,3,2,2.5
10/17/2014,21N,Upland,4,4,9,28,1,BOGR,8,1,VUOC,18,1,0,1,1,,1
10/17/2014,21N,Upland,4,4,12,4,1,BOGR,4,2,BOGR,4,1.5,0,0,1,2,1.5
10/17/2014,21N,Upland,4,4,15,22,3,CRMI,18,1,BOGR,20,2,0,0,3,1,2
10/17/2014,21N,Upland,4,4,18,11,1,BOGR,10,1,BOGR,10.5,1,0,0,1,1,1
10/17/2014,21N,Upland,4,4,21,18,1,BOGR,13,2,BOGR,15.5,1.5,0,0,1,2,1.5
10/17/2014,21N,Upland,4,4,24,6,2,BOGR,9,4,OPPO,7.5,3,0,1,2,,2
10/17/2014,25NW,Upland,1,1,3,4,0,BARE,5,1,BOGR,4.5,0.5,0,0,0,1,0.5
10/17/2014,25NW,Upland,1,1,6,12,2,BOGR,20,2,VUOC,16,2,0,1,2,,2
10/17/2014,25NW,Upland,1,1,9,7,1,BOGR,6,1,BOGR,6.5,1,0,0,1,1,1
10/17/2014,25NW,Upland,1,1,12,22,2,BOGR,11,3,VUOC,16.5,2.5,0,1,2,,2
10/17/2014,25NW,Upland,1,1,15,11,2,PLPA,18,3,BOGR,14.5,2.5,0,0,2,3,2.5
10/17/2014,25NW,Upland,1,1,18,13,1,BOGR,17,2,BOGR,15,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,1,1,21,10,1,BOGR,6,1,BUDA,8,1,0,0,1,1,1
10/17/2014,25NW,Upland,1,1,24,8,2,BOGR,20,3,BOGR,14,2.5,0,0,2,3,2.5
10/17/2014,25NW,Upland,1,2,3,14,3,BOGR,2,1,BOGR,8,2,0,0,3,1,2
10/17/2014,25NW,Upland,1,2,6,12,6,BOGR,6,0,BARE,9,3,0,0,6,0,3
10/17/2014,25NW,Upland,1,2,9,13,2,BUDA,12,2,BOGR,12.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,1,2,12,24,3,VUOC,16,1,BUDA,20,2,1,0,,1,1
10/17/2014,25NW,Upland,1,2,15,12,2,BUDA,14,4,VUOC,13,3,0,1,2,,2
10/17/2014,25NW,Upland,1,2,18,19,3,BOGR,2,1,BUDA,10.5,2,0,0,3,1,2
10/17/2014,25NW,Upland,1,2,21,18,0,BARE,19,4,VUOC,18.5,2,0,1,0,,0
10/17/2014,25NW,Upland,1,2,24,3,1,BOGR,12,6,VUOC,7.5,3.5,0,1,1,,1
10/17/2014,25NW,Upland,1,3,3,4,2,BOGR,21,9,VUOC,12.5,5.5,0,1,2,,2
10/17/2014,25NW,Upland,1,3,6,10,2,BOGR,16,2,BOGR,13,2,0,0,2,2,2
10/17/2014,25NW,Upland,1,3,9,7,2,BOGR,2,1,BOGR,4.5,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,1,3,12,12,3,BOGR,12,2,BOGR,12,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,1,3,15,18,5,VUOC,20,2,BOGR,19,3.5,1,0,,2,2
10/17/2014,25NW,Upland,1,3,18,3,2,BOGR,14,1,BOGR,8.5,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,1,3,21,3,2,BOGR,4,2,VUOC,3.5,2,0,1,2,,2
10/17/2014,25NW,Upland,1,3,24,12,2,VUOC,21,3,VUOC,16.5,2.5,1,1,,, 
10/17/2014,25NW,Upland,1,4,3,18,1,BOGR,19,2,BGOR,18.5,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,1,4,6,14,1,BOGR,12,2,BOGR,13,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,1,4,9,8,2,BOGR,4,1,BOGR,6,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,1,4,12,8,2,BOGR,18,3,LIT,13,2.5,0,0,2,3,2.5
10/17/2014,25NW,Upland,1,4,15,5,2,VUOC,6,1,BOGR,5.5,1.5,1,0,,1,1
10/17/2014,25NW,Upland,1,4,18,16,2,BOGR,7,1,BOGR,11.5,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,1,4,21,20,2,BOGR,18,2,BOGR,19,2,0,0,2,2,2
10/17/2014,25NW,Upland,1,4,24,17,1,BOGR,19,1,BOGR,18,1,0,0,1,1,1
10/17/2014,25NW,Upland,2,1,3,22,1,BOGR,4,0,BARE,13,0.5,0,0,1,0,0.5
10/17/2014,25NW,Upland,2,1,6,17,2,BOGR,22,1,BOGR,19.5,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,2,1,9,5,2,BOGR,10,2,PASM,7.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,1,12,21,1,VUOC,8,1,CAEL,14.5,1,1,0,,1,1
10/17/2014,25NW,Upland,2,1,15,15,1,BOGR,12,3,PASM,13.5,2,0,0,1,3,2
10/17/2014,25NW,Upland,2,1,18,16,2,BOGR,14,2,BOGR,15,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,1,21,2,1,BOGR,10,2,BOGR,6,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,2,1,24,25,1,LIT,17,2,BOGR,21,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,2,2,3,12,2,PASM,9,4,VUOC,10.5,3,0,1,2,,2
10/17/2014,25NW,Upland,2,2,6,11,2,BOGR,20,10,YUGL,15.5,6,0,1,2,,2
10/17/2014,25NW,Upland,2,2,9,12,2,PASM,3,2,BOGR,7.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,2,12,15,3,BOGR,24,2,EREF,19.5,2.5,0,1,3,,3
10/17/2014,25NW,Upland,2,2,15,20,3,BOGR,20,2,BOGR,20,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,2,2,18,10,2,PASM,30,1,PASM,20,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,2,2,21,12,2,BOGR,14,9,STCO,13,5.5,0,0,2,9,5.5
10/17/2014,25NW,Upland,2,2,24,8,2,VUO,24,1,VUOC,16,1.5,0,1,2,,2
10/17/2014,25NW,Upland,2,3,3,10,3,BOGR,16,4,BOGR,13,3.5,0,0,3,4,3.5
10/17/2014,25NW,Upland,2,3,6,12,2,BOGR,11,4,PASM,11.5,3,0,0,2,4,3
10/17/2014,25NW,Upland,2,3,9,32,5,BOGR,16,4,BOGR,24,4.5,0,0,5,4,4.5
10/17/2014,25NW,Upland,2,3,12,4,3,OPPO,10,3,OPPO,7,3,1,1,,,
10/17/2014,25NW,Upland,2,3,15,1,0,BARE,21,4,VUOC,11,2,0,1,0,,0
10/17/2014,25NW,Upland,2,3,18,16,2,BOGR,16,4,VUOC,16,3,0,1,2,,2
10/17/2014,25NW,Upland,2,3,21,5,4,BOGR,3,2,BOGR,4,3,0,0,4,2,3
10/17/2014,25NW,Upland,2,3,24,10,9,GUSA,21,1,BOGR,15.5,5,1,0,,1,1
10/17/2014,25NW,Upland,2,4,3,23,1,BOGR,18,2,BOGR,20.5,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,2,4,6,7,2,BOGR,19,1,BOGR,13,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,2,4,9,13,1,BOGR,21,3,BOGR,17,2,0,0,1,3,2
10/17/2014,25NW,Upland,2,4,12,22,2,ARLO,18,2,ARLO,20,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,4,15,12,2,BOGR,13,2,BOGR,12.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,4,18,10,3,PASM,14,2,BOGR,12,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,2,4,21,12,2,BOGR,4,2,BOGR,8,2,0,0,2,2,2
10/17/2014,25NW,Upland,2,4,24,16,1,BOGR,3,1,BOGR,9.5,1,0,0,1,1,1
10/17/2014,25NW,Upland,3,1,3,11,3,PASM,22,3,PASM,16.5,3,0,0,3,3,3
10/17/2014,25NW,Upland,3,1,6,18,2,BOGR,20,7,ARLO,19,4.5,0,0,2,7,4.5
10/17/2014,25NW,Upland,3,1,9,23,3,VUOC,21,2,BOGR,22,2.5,1,0,,2,2
10/17/2014,25NW,Upland,3,1,12,24,4,BOGR,19,2,BOGR,21.5,3,0,0,4,2,3
10/17/2014,25NW,Upland,3,1,15,15,2,BOGR,24,2,BOGR,19.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,3,1,18,20,2,BOGR,11,1,VUOC,15.5,1.5,0,1,2,,2
10/17/2014,25NW,Upland,3,1,21,6,3,CAEL,20,3,BOGR,13,3,0,0,3,3,3
10/17/2014,25NW,Upland,3,1,24,12,3,VUOC,7,1,VUOC,9.5,2,1,1,,, 
10/17/2014,25NW,Upland,3,2,3,1,1,LIT,1,0,LIT,1,0.5,0,0,1,0,0.5
10/17/2014,25NW,Upland,3,2,6,16,4,BOGR,0,0,BARE,8,2,0,0,4,0,2
10/17/2014,25NW,Upland,3,2,9,12,3,VUOC,16,4,VUOC,14,3.5,1,1,,, 
10/17/2014,25NW,Upland,3,2,12,14,2,BUDA,3,2,BUDA,8.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,3,2,15,2,2,BUDA,2,2,BUDA,2,2,0,0,2,2,2
10/17/2014,25NW,Upland,3,2,18,11,2,BUDA,2,2,BUDA,6.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,3,2,21,3,2,BUDA,2,2,BUDA,2.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,3,2,24,5,2,BOGR,24,5,PLPA,14.5,3.5,0,0,2,5,3.5
10/17/2014,25NW,Upland,3,3,3,14,1,BOGR,20,1,BOGR,17,1,0,0,1,1,1
10/17/2014,25NW,Upland,3,3,6,10,2,BOGR,24,8,VUOC,17,5,0,1,2,,2
10/17/2014,25NW,Upland,3,3,9,14,2,BOGR,12,4,BOGR,13,3,0,0,2,4,3
10/17/2014,25NW,Upland,3,3,12,34,2,BOGR,18,1,BOGR,26,1.5,0,0,2,1,1.5
10/17/2014,25NW,Upland,3,3,15,19,6,VUOC,20,2,BOGR,19.5,4,1,0,,2,2
10/17/2014,25NW,Upland,3,3,18,38,2,BOGR,12,3,BOGR,25,2.5,0,0,2,3,2.5
10/17/2014,25NW,Upland,3,3,21,28,4,PLPA,30,9,PLPA,29,6.5,0,0,4,9,6.5
10/17/2014,25NW,Upland,3,3,24,14,4,BOGR,15,2,BOGR,14.5,3,0,0,4,2,3
10/17/2014,25NW,Upland,3,4,3,8,2,VUOC,27,1,VUOC,17.5,1.5,1,1,,, 
10/17/2014,25NW,Upland,3,4,6,16,3,BOGR,18,2,BOGR,17,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,3,4,9,24,3,BOGR,24,2,BOGR,24,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,3,4,12,24,7,CRMI,40,3,CRMI,32,5,0,0,7,3,5
10/17/2014,25NW,Upland,3,4,15,26,3,BOGR,26,1,LIT,26,2,0,0,3,1,2
10/17/2014,25NW,Upland,3,4,18,13,5,BOGR,10,2,BOGR,11.5,3.5,0,0,5,2,3.5
10/17/2014,25NW,Upland,3,4,21,14,3,BOGR,14,1,BOGR,14,2,0,0,3,1,2
10/17/2014,25NW,Upland,3,4,24,0,0,BARE,29,1,LIT,14.5,0.5,0,0,0,1,0.5
10/17/2014,25NW,Upland,4,1,3,10,2,VUOC,3,1,BOGR,6.5,1.5,1,0,,1,1
10/17/2014,25NW,Upland,4,1,6,6,2,VUOC,19,2,BOGR,12.5,2,1,0,,2,2
10/17/2014,25NW,Upland,4,1,9,8,2,VUOC,3,2,BOGR,5.5,2,1,0,,2,2
10/17/2014,25NW,Upland,4,1,12,10,1,BOGR,12,3,BOGR,11,2,0,0,1,3,2
10/17/2014,25NW,Upland,4,1,15,30,3,BOGR,10,0,BARE,20,1.5,0,0,3,0,1.5
10/17/2014,25NW,Upland,4,1,18,25,3,BOGR,8,4,VUOC,16.5,3.5,0,1,3,,3
10/17/2014,25NW,Upland,4,1,21,28,5,VUOC,19,1,BOGR,23.5,3,1,0,,1,1
10/17/2014,25NW,Upland,4,1,24,29,2,BOGR,10,2,BOGR,19.5,2,0,0,2,2,2
10/17/2014,25NW,Upland,4,2,3,15,5,CAEL,4,2,BOGR,9.5,3.5,0,0,5,2,3.5
10/17/2014,25NW,Upland,4,2,6,5,4,BOGR,34,8,VUOC,19.5,6,0,1,4,,4
10/17/2014,25NW,Upland,4,2,9,14,3,BOGR,14,2,BOGR,14,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,4,2,12,22,9,SIHY,20,6,BOGR,21,7.5,0,0,9,6,7.5
10/17/2014,25NW,Upland,4,2,15,26,8,BOGR,18,4,BOGR,22,6,0,0,8,4,6
10/17/2014,25NW,Upland,4,2,18,42,12,PASM,24,6,PASM,33,9,0,0,12,6,9
10/17/2014,25NW,Upland,4,2,21,18,3,CAEL,34,2,BOGR,26,2.5,0,0,3,2,2.5
10/17/2014,25NW,Upland,4,2,24,21,9,SIHY,24,8,VUOC,22.5,8.5,0,1,9,,9
10/17/2014,25NW,Upland,4,3,3,26,8,BOGR,10,6,VUOC,18,7,0,1,8,,8
10/17/2014,25NW,Upland,4,3,6,22,9,SIHY,2,2,GUSA,12,5.5,0,1,9,,9
10/17/2014,25NW,Upland,4,3,9,38,12,PASM,32,14,PASM,35,13,0,0,12,14,13
10/17/2014,25NW,Upland,4,3,12,287,12,PASM,21,12,PASM,154,12,0,0,12,12,12
10/17/2014,25NW,Upland,4,3,15,24,1,LIT,28,16,PASM,26,8.5,0,0,1,16,8.5
10/17/2014,25NW,Upland,4,3,18,38,13,PASM,32,14,PASM,35,13.5,0,0,13,14,13.5
10/17/2014,25NW,Upland,4,3,21,38,13,PASM,34,12,PASM,36,12.5,0,0,13,12,12.5
10/17/2014,25NW,Upland,4,3,24,24,2,BOGR,32,13,PASM,28,7.5,0,0,2,13,7.5
10/17/2014,25NW,Upland,4,4,3,18,1,EREF,14,1,EREF,16,1,1,1,,,
10/17/2014,25NW,Upland,4,4,6,2,1,BOGR,6,2,BOGR,4,1.5,0,0,1,2,1.5
10/17/2014,25NW,Upland,4,4,9,14,1,BOGR,21,1,BOGR,17.5,1,0,0,1,1,1
10/17/2014,25NW,Upland,4,4,12,22,3,VUOC,9,2,BOGR,15.5,2.5,1,0,,2,2
10/17/2014,25NW,Upland,4,4,15,33,2,HASP,38,4,BOGR,35.5,3,0,0,2,4,3
10/17/2014,25NW,Upland,4,4,18,30,4,BOGR,25,2,VUOC,27.5,3,0,1,4,,4
10/17/2014,25NW,Upland,4,4,21,46,2,PASM,26,2,BOGR,36,2,0,0,2,2,2
10/17/2014,25NW,Upland,4,4,24,13,2,BOGR,4,2,BOGR,8.5,2,0,0,2,2,2
10/15/2014,19N,Upland,1,1,3,24,8,STCO,32,12,BOGR,28,10,0,0,8,12,10
10/15/2014,19N,Upland,1,1,6,12,4,STCO,24,18,STCO,18,11,0,0,4,18,11
10/15/2014,19N,Upland,1,1,9,12,8,STCO,42,18,STCO,27,13,0,0,8,18,13
10/15/2014,19N,Upland,1,1,12,3,2,BOGR,8,3,BOGR,5.5,2.5,0,0,2,3,2.5
10/15/2014,19N,Upland,1,1,15,34,8,STCO,16,6,BOGR,25,7,0,0,8,6,7
10/15/2014,19N,Upland,1,1,18,28,14,PASM,22,8,BOGR,25,11,0,0,14,8,11
10/15/2014,19N,Upland,1,1,21,29,12,PASM,42,12,PASM,35.5,12,0,0,12,12,12
10/15/2014,19N,Upland,1,1,24,16,5,STCO,52,37,STCO,34,21,0,0,5,37,21
10/15/2014,19N,Upland,1,2,3,48,11,STCO,55,8,CRMI,51.5,9.5,0,0,11,8,9.5
10/15/2014,19N,Upland,1,2,6,76,5,STCO,35,4,BOGR,55.5,4.5,0,0,5,4,4.5
10/15/2014,19N,Upland,1,2,9,64,5,STCO,62,16,STCO,63,10.5,0,0,5,16,10.5
10/15/2014,19N,Upland,1,2,12,33,7,STCO,29,7,STCO,31,7,0,0,7,7,7
10/15/2014,19N,Upland,1,2,15,52,2,BOGR,10,1,CRMI,31,1.5,0,0,2,1,1.5
10/15/2014,19N,Upland,1,2,18,86,6,STCO,26,3,BOGR,56,4.5,0,0,6,3,4.5
10/15/2014,19N,Upland,1,2,21,72,10,STCO,64,8,STCO,68,9,0,0,10,8,9
10/15/2014,19N,Upland,1,2,24,66,18,STCO,70,6,STCO,68,12,0,0,18,6,12
10/15/2014,19N,Upland,1,3,3,18,5,VUOC,34,7,STCO,26,6,1,0,,7,7
10/15/2014,19N,Upland,1,3,6,27,2,BOGR,46,8,STCO,36.5,5,0,0,2,8,5
10/15/2014,19N,Upland,1,3,9,59,11,STCO,48,10,STCO,53.5,10.5,0,0,11,10,10.5
10/15/2014,19N,Upland,1,3,12,49,4,STCO,35,10,STCO,42,7,0,0,4,10,7
10/15/2014,19N,Upland,1,3,15,44,7,STCO,38,5,STCO,41,6,0,0,7,5,6
10/15/2014,19N,Upland,1,3,18,36,7,STCO,31,3,STCO,33.5,5,0,0,7,3,5
10/15/2014,19N,Upland,1,3,21,34,5,STCO,55,6,STCO,44.5,5.5,0,0,5,6,5.5
10/15/2014,19N,Upland,1,3,24,20,1,BOGR,54,3,STCO,37,2,0,0,1,3,2
10/15/2014,19N,Upland,1,4,3,42,21,STCO,56,31,STCO,49,26,0,0,21,31,26
10/15/2014,19N,Upland,1,4,6,43,4,STCO,22,8,STCO,32.5,6,0,0,4,8,6
10/15/2014,19N,Upland,1,4,9,46,19,STCO,42,26,STCO,44,22.5,0,0,19,26,22.5
10/15/2014,19N,Upland,1,4,12,32,1,BOGR,42,13,STCO,37,7,0,0,1,13,7
10/15/2014,19N,Upland,1,4,15,46,19,STCO,32,12,STCO,39,15.5,0,0,19,12,15.5
10/15/2014,19N,Upland,1,4,18,18,3,STCO,34,14,STCO,26,8.5,0,0,3,14,8.5
10/15/2014,19N,Upland,1,4,21,19,12,STCO,24,16,STCO,21.5,14,0,0,12,16,14
10/15/2014,19N,Upland,1,4,24,26,4,BOGR,28,13,STCO,27,8.5,0,0,4,13,8.5
10/15/2014,19N,Upland,2,1,3,31,3,OPPO,21,3,BOGR,26,3,1,0,,3,3
10/15/2014,19N,Upland,2,1,6,19,4,BOGR,9,2,BOGR,14,3,0,0,4,2,3
10/15/2014,19N,Upland,2,1,9,32,19,ATCA,28,4,BOGR,30,11.5,1,0,,4,4
10/15/2014,19N,Upland,2,1,12,14,9,BOGR,12,2,BOGR,13,5.5,0,0,9,2,5.5
10/15/2014,19N,Upland,2,1,15,28,4,ATCA,24,10,ATCA,26,7,1,1,,,
10/15/2014,19N,Upland,2,1,18,4,3,BOGR,42,22,ATCA,23,12.5,0,1,3,,3
10/15/2014,19N,Upland,2,1,21,24,8,BOGR,43,9,BOGR,33.5,8.5,0,0,8,9,8.5
10/15/2014,19N,Upland,2,1,24,72,21,STCO,74,21,ATCA,73,21,0,1,21,,21
10/15/2014,19N,Upland,2,2,3,50,30,ATCA,62,50,ATCA,56,40,1,1,,,
10/15/2014,19N,Upland,2,2,6,46,2,PASM,54,8,PASM,50,5,0,0,2,8,5
10/15/2014,19N,Upland,2,2,9,48,3,PASM,47,4,PASM,47.5,3.5,0,0,3,4,3.5
10/15/2014,19N,Upland,2,2,12,60,47,ATCA,43,4,BOGR,51.5,25.5,1,0,,4,4
10/15/2014,19N,Upland,2,2,15,25,2,BOGR,16,3,BOGR,20.5,2.5,0,0,2,3,2.5
10/15/2014,19N,Upland,2,2,18,48,6,STCO,37,8,STCO,42.5,7,0,0,6,8,7
10/15/2014,19N,Upland,2,2,21,50,7,BOGR,23,3,BOGR,36.5,5,0,0,7,3,5
10/15/2014,19N,Upland,2,2,24,26,1,BOGR,27,5,BOGR,26.5,3,0,0,1,5,3
10/15/2014,19N,Upland,2,3,3,32,8,BOGR,22,12,STCO,27,10,0,0,8,12,10
10/15/2014,19N,Upland,2,3,6,32,3,BOGR,24,12,BOGR,28,7.5,0,0,3,12,7.5
10/15/2014,19N,Upland,2,3,9,26,10,BOGR,32,8,BOGR,29,9,0,0,10,8,9
10/15/2014,19N,Upland,2,3,12,32,10,STCO,42,12,STCO,37,11,0,0,10,12,11
10/15/2014,19N,Upland,2,3,15,44,8,BOGR,12,8,BOGR,28,8,0,0,8,8,8
10/15/2014,19N,Upland,2,3,18,22,2,BOGR,10,3,BOGR,16,2.5,0,0,2,3,2.5
10/15/2014,19N,Upland,2,3,21,20,3,BOGR,10,3,BOGR,15,3,0,0,3,3,3
10/15/2014,19N,Upland,2,3,24,32,26,ATCA,22,3,BOGR,27,14.5,1,0,,3,3
10/15/2014,19N,Upland,2,4,3,21,1,BOGR,11,1,BOGR,16,1,0,0,1,1,1
10/15/2014,19N,Upland,2,4,6,33,10,STCO,25,9,BOGR,29,9.5,0,0,10,9,9.5
10/15/2014,19N,Upland,2,4,9,73,9,STCO,54,9,STCO,63.5,9,0,0,9,9,9
10/15/2014,19N,Upland,2,4,12,23,4,STCO,39,10,STCO,31,7,0,0,4,10,7
10/15/2014,19N,Upland,2,4,15,28,8,STCO,36,10,STCO,32,9,0,0,8,10,9
10/15/2014,19N,Upland,2,4,18,25,6,STCO,17,5,BOGR,21,5.5,0,0,6,5,5.5
10/15/2014,19N,Upland,2,4,21,40,8,STCO,24,8,BOGR,32,8,0,0,8,8,8
10/15/2014,19N,Upland,2,4,24,36,8,STCO,24,3,CRMI,30,5.5,0,0,8,3,5.5
10/15/2014,19N,Upland,3,1,3,66,10,STCO,24,7,BOGR,45,8.5,0,0,10,7,8.5
10/15/2014,19N,Upland,3,1,6,52,7,STCO,74,9,STCO,63,8,0,0,7,9,8
10/15/2014,19N,Upland,3,1,9,38,2,STCO,39,9,BOGR,38.5,5.5,0,0,2,9,5.5
10/15/2014,19N,Upland,3,1,12,62,5,PASM,54,3,BOGR,58,4,0,0,5,3,4
10/15/2014,19N,Upland,3,1,15,60,8,STCO,54,5,BOGR,57,6.5,0,0,8,5,6.5
10/15/2014,19N,Upland,3,1,18,46,5,OPPO,39,9,OPPO,42.5,7,1,1,,,
10/15/2014,19N,Upland,3,1,21,28,8,BOGR,24,8,BOGR,26,8,0,0,8,8,8
10/15/2014,19N,Upland,3,1,24,49,10,STCO,26,5,BOGR,37.5,7.5,0,0,10,5,7.5
10/15/2014,19N,Upland,3,2,3,11,3,BOGR,10,5,BOGR,10.5,4,0,0,3,5,4
10/15/2014,19N,Upland,3,2,6,42,6,PASM,8,2,BOGR,25,4,0,0,6,2,4
10/15/2014,19N,Upland,3,2,9,16,4,BOGR,26,3,PASM,21,3.5,0,0,4,3,3.5
10/15/2014,19N,Upland,3,2,12,13,2,BOGR,11,2,BOGR,12,2,0,0,2,2,2
