ID,Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow
,2020,10/8/2020,Fall,19N,3,1,6,12,1,HECO,6,1,HECO,9,1
,2020,10/8/2020,Fall,19N,3,1,9,10,3,HECO,7,1,HECO,8.5,2
,2020,10/8/2020,Fall,19N,3,1,12,8,1,BOGR,7,1,HECO,7.5,1
,2020,10/8/2020,Fall,19N,3,1,15,10,2,HECO,14,1,OPPO,12,1.5
,2020,10/8/2020,Fall,19N,3,1,18,9,2,HECO,9,2,HECO,9,2
,2020,10/8/2020,Fall,19N,3,1,21,11,1,HECO,6,1,HECO,8.5,1
,2020,10/8/2020,Fall,19N,3,1,24,0,0,BARE,2,0,HECO,1,0
,2020,10/8/2020,Fall,19N,3,2,3,10,1,LYJU,28,0,CADU,19,0.5
,2020,10/8/2020,Fall,19N,3,2,6,6,0,BOGR,7,1,BOGR,6.5,0.5
,2020,10/8/2020,Fall,19N,3,2,9,23,12,ATCA,2,1,BOGR,12.5,6.5
,2020,10/8/2020,Fall,19N,3,2,12,1,0,BOGR,0,0,BARE,0.5,0
,2020,10/8/2020,Fall,19N,3,2,15,3,0,BOGR,1,0,CADU,2,0
,2020,10/8/2020,Fall,19N,3,2,18,26,2,ATCA,9,1,BOGR,17.5,1.5
,2020,10/8/2020,Fall,19N,3,2,21,1,0,BOGR,6,0,BOGR,3.5,0
,2020,10/8/2020,Fall,19N,3,2,24,0,0,BARE,7,1,HECO,3.5,0.5
,2020,10/8/2020,Fall,19N,3,3,3,5,1,HECO,0,0,BARE,2.5,0.5
,2020,10/8/2020,Fall,19N,3,3,6,0,0,BARE,11,1,HECO,5.5,0.5
,2020,10/8/2020,Fall,19N,3,3,9,0,0,BARE,0,0,BARE,0,0
,2020,10/8/2020,Fall,19N,3,3,12,0,0,BARE,0,0,BARE,0,0
,2020,10/8/2020,Fall,19N,3,3,15,8,3,HECO,13,3,HECO,10.5,3
,2020,10/8/2020,Fall,19N,3,3,18,0,0,BARE,6,1,HECO,3,0.5
,2020,10/8/2020,Fall,19N,3,3,21,37,3,HECO,16,2,HECO,26.5,2.5
,2020,10/8/2020,Fall,19N,3,3,24,17,2,HECO,21,2,OPPO,19,2
,2020,10/8/2020,Fall,19N,3,4,3,2,0,BOGR,4,0,BOGR,3,0
,2020,10/8/2020,Fall,19N,3,4,6,8,1,BOGR,13,1,BOGR,10.5,1
,2020,10/8/2020,Fall,19N,3,4,9,4,1,BOGR,15,1,BOGR,9.5,1
,2020,10/8/2020,Fall,19N,3,4,12,11,1,BOGR,10,1,BOGR,10.5,1
,2020,10/8/2020,Fall,19N,3,4,15,3,0,CADU,12,1,BOGR,7.5,0.5
,2020,10/8/2020,Fall,19N,3,4,18,13,1,HECO,11,0,HECO,12,0.5
,2020,10/8/2020,Fall,19N,3,4,21,6,1,HECO,7,1,HECO,6.5,1
,2020,10/8/2020,Fall,19N,3,4,24,11,1,BOGR,8,1,BOGR,9.5,1
,2020,10/8/2020,Fall,19N,4,1,3,8,1,HECO,7,1,HECO,7.5,1
,2020,10/8/2020,Fall,19N,4,1,6,7,1,HECO,9,0,HECO,8,0.5
,2020,10/8/2020,Fall,19N,4,1,9,0,0,BARE,17,3,BOGR,8.5,1.5
,2020,10/8/2020,Fall,19N,4,1,12,14,2,EREF,5,0,OPPO,9.5,1
,2020,10/8/2020,Fall,19N,4,1,15,10,1,HECO,15,1,OPPO,12.5,1
,2020,10/8/2020,Fall,19N,4,1,18,6,1,HECO,5,1,HECO,5.5,1
,2020,10/8/2020,Fall,19N,4,1,21,11,1,HECO,16,2,HECO,13.5,1.5
,2020,10/8/2020,Fall,19N,4,1,24,3,1,HECO,3,1,HECO,3,1
,2020,10/8/2020,Fall,19N,4,2,3,25,5,OPPO,15,2,HECO,20,3.5
,2020,10/8/2020,Fall,19N,4,2,6,9,1,HECO,6,2,LITT,7.5,1.5
,2020,10/8/2020,Fall,19N,4,2,9,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/8/2020,Fall,19N,4,2,12,24,2,OPPO,7,1,CADU,15.5,1.5
,2020,10/8/2020,Fall,19N,4,2,15,5,0,BOGR,5,1,HECO,5,0.5
,2020,10/8/2020,Fall,19N,4,2,18,6,1,BOGR,3,1,HECO,4.5,1
,2020,10/8/2020,Fall,19N,4,2,21,7,3,OPPO,5,1,HECO,6,2
,2020,10/8/2020,Fall,19N,4,2,24,15,2,HECO,7,1,BOGR,11,1.5
,2020,10/8/2020,Fall,19N,4,3,3,4,2,OPPO,3,1,BOGR,3.5,1.5
,2020,10/8/2020,Fall,19N,4,3,6,3,1,BOGR,6,2,OPPO,4.5,1.5
,2020,10/8/2020,Fall,19N,4,3,9,12,0,PASM,5,2,OPPO,8.5,1
,2020,10/8/2020,Fall,19N,4,3,12,0,0,BARE,1,1,PASM,0.5,0.5
,2020,10/8/2020,Fall,19N,4,3,15,4,1,PASM,0,0,BARE,2,0.5
,2020,10/8/2020,Fall,19N,4,3,18,2,1,PASM,2,1,BOGR,2,1
,2020,10/8/2020,Fall,19N,4,3,21,13,1,PASM,7,1,BOGR,10,1
,2020,10/8/2020,Fall,19N,4,3,24,1,1,BOGR,3,1,BOGR,2,1
,2020,10/8/2020,Fall,19N,4,4,3,0,0,BARE,17,2,ATCA,8.5,1
,2020,10/8/2020,Fall,19N,4,4,6,4,1,ATCA,24,11,ATCA,14,6
,2020,10/8/2020,Fall,19N,4,4,9,2,1,BUDA,5,1,BUDA,3.5,1
,2020,10/8/2020,Fall,19N,4,4,12,2,1,BUDA,2,0,CADU,2,0.5
,2020,10/8/2020,Fall,19N,4,4,15,3,0,CHLE,5,1,LITT,4,0.5
,2020,10/8/2020,Fall,19N,4,4,18,4,1,BUDA,9,1,BUDA,6.5,1
,2020,10/8/2020,Fall,19N,4,4,21,2,1,BUDA,2,1,BUDA,2,1
,2020,10/8/2020,Fall,19N,4,4,24,2,1,BUDA,1,1,BUDA,1.5,1
,2020,10/8/2020,Fall,19N,5,1,3,8,1,BOGR,10,1,EREF,9,1
,2020,10/8/2020,Fall,19N,5,1,6,15,2,EREF,16,1,EREF,15.5,1.5
,2020,10/8/2020,Fall,19N,5,1,9,7,1,VUOC,24,4,EREF,15.5,2.5
,2020,10/8/2020,Fall,19N,5,1,12,3,0,VUOC,16,1,EREF,9.5,0.5
,2020,10/8/2020,Fall,19N,5,1,15,8,0,VUOC,3,1,VUOC,5.5,0.5
,2020,10/8/2020,Fall,19N,5,1,18,5,1,VUOC,10,1,HECO,7.5,1
,2020,10/8/2020,Fall,19N,5,1,21,7,1,HECO,9,2,VUOC,8,1.5
,2020,10/8/2020,Fall,19N,5,1,24,3,1,BOGR,30,1,VUOC,16.5,1
,2020,10/8/2020,Fall,19N,5,2,3,5,0,VUOC,13,3,VUOC,9,1.5
,2020,10/8/2020,Fall,19N,5,2,6,5,0,BOGR,10,1,BOGR,7.5,0.5
,2020,10/8/2020,Fall,19N,5,2,9,4,0,BOGR,3,1,BOGR,3.5,0.5
,2020,10/8/2020,Fall,19N,5,2,12,6,1,BOGR,3,1,BOGR,4.5,1
,2020,10/8/2020,Fall,19N,5,2,15,5,1,BOGR,19,3,VUOC,12,2
,2020,10/8/2020,Fall,19N,5,2,18,10,1,VUOC,8,1,VUOC,9,1
,2020,10/8/2020,Fall,19N,5,2,21,3,1,HECO,7,1,HECO,5,1
,2020,10/8/2020,Fall,19N,5,2,24,4,1,HECO,11,2,VUOC,7.5,1.5
,2020,10/8/2020,Fall,19N,5,3,3,16,3,EREF,10,1,VUOC,13,2
,2020,10/8/2020,Fall,19N,5,3,6,6,1,HECO,0,0,BARE,3,0.5
,2020,10/8/2020,Fall,19N,5,3,9,6,1,BOGR,8,1,VUOC,7,1
,2020,10/8/2020,Fall,19N,5,3,12,2,1,BOGR,8,1,HECO,5,1
,2020,10/8/2020,Fall,19N,5,3,15,13,1,HECO,9,1,HECO,11,1
,2020,10/8/2020,Fall,19N,5,3,18,13,1,BOGR,1,0,BOGR,7,0.5
,2020,10/8/2020,Fall,19N,5,3,21,7,2,HECO,4,2,HECO,5.5,2
,2020,10/8/2020,Fall,19N,5,3,24,8,3,VUOC,6,1,VUOC,7,2
,2020,10/8/2020,Fall,19N,5,4,3,9,1,VUOC,5,1,LITT,7,1
,2020,10/8/2020,Fall,19N,5,4,6,8,0,BOGR,15,1,BOGR,11.5,0.5
,2020,10/8/2020,Fall,19N,5,4,9,7,1,BOGR,11,1,EREF,9,1
,2020,10/8/2020,Fall,19N,5,4,12,12,1,EREF,14,1,VUOC,13,1
,2020,10/8/2020,Fall,19N,5,4,15,11,1,VUOC,8,1,VUOC,9.5,1
,2020,10/8/2020,Fall,19N,5,4,18,11,1,HECO,5,1,VUOC,8,1
,2020,10/8/2020,Fall,19N,5,4,21,9,1,HECO,12,1,HECO,10.5,1
,2020,10/8/2020,Fall,19N,5,4,24,8,1,BOGR,15,2,VUOC,11.5,1.5
,2020,10/8/2020,Fall,19N,6,1,3,6,1,BOGR,17,3,OPPO,11.5,2
,2020,10/8/2020,Fall,19N,6,1,6,0,0,BARE,6,1,HECO,3,0.5
,2020,10/8/2020,Fall,19N,6,1,9,22,1,LITT,7,1,litt,14.5,1
,2020,10/8/2020,Fall,19N,6,1,12,0,0,LITT,5,1,LITT,2.5,0.5
,2020,10/8/2020,Fall,19N,6,1,15,2,1,LITT,0,0,BARE,1,0.5
,2020,10/8/2020,Fall,19N,6,1,18,0,0,BARE,0,0,BARE,0,0
,2020,10/8/2020,Fall,19N,6,1,21,1,0,HECO,7,1,HECO,4,0.5
,2020,10/8/2020,Fall,19N,6,1,24,10,1,HECO,7,1,LITT,8.5,1
,2020,10/8/2020,Fall,19N,6,2,3,4,1,HECO,8,1,HECO,6,1
,2020,10/8/2020,Fall,19N,6,2,6,8,1,BOGR,7,1,BOGR,7.5,1
,2020,10/8/2020,Fall,19N,6,2,9,7,1,BOGR,4,1,BOGR,5.5,1
,2020,10/8/2020,Fall,19N,6,2,12,2,0,HECO,11,2,BOGR,6.5,1
,2020,10/8/2020,Fall,19N,6,2,15,42,0,LITT,4,0,SPCR,23,0
,2020,10/8/2020,Fall,19N,6,2,18,3,0,HECO,3,1,BOGR,3,0.5
,2020,10/8/2020,Fall,19N,6,2,21,11,1,HECO,4,1,SPCR,7.5,1
,2020,10/8/2020,Fall,19N,6,2,24,5,1,HECO,0,0,BARE,2.5,0.5
,2020,10/8/2020,Fall,19N,6,3,3,2,0,LITT,20,1,LITT,11,0.5
,2020,10/8/2020,Fall,19N,6,3,6,0,0,BARE,0,0,BARE,0,0
,2020,10/8/2020,Fall,19N,6,3,9,2,0,SPCR,3,0,SPCR,2.5,0
,2020,10/8/2020,Fall,19N,6,3,12,0,0,BARE,0,0,bare,0,0
,2020,10/8/2020,Fall,19N,6,3,15,0,0,BARE,3,1,SPCR,1.5,0.5
,2020,10/8/2020,Fall,19N,6,3,18,4,1,BOGR,3,0,HECO,3.5,0.5
,2020,10/8/2020,Fall,19N,6,3,21,2,1,LITT,0,0,BARE,1,0.5
,2020,10/8/2020,Fall,19N,6,3,24,26,4,OPPO,4,1,LITT,15,2.5
,2020,10/8/2020,Fall,19N,6,4,3,8,1,LITT,20,1,EREF,14,1
,2020,10/8/2020,Fall,19N,6,4,6,11,1,EREF,20,0,LITT,15.5,0.5
,2020,10/8/2020,Fall,19N,6,4,9,7,1,EREF,0,0,BARE,3.5,0.5
,2020,10/8/2020,Fall,19N,6,4,12,0,0,BARE,7,1,LITT,3.5,0.5
,2020,10/8/2020,Fall,19N,6,4,15,7,1,BOGR,4,0,LITT,5.5,0.5
,2020,10/8/2020,Fall,19N,6,4,18,0,0,BARE,5,2,SPCO,2.5,1
,2020,10/8/2020,Fall,19N,6,4,21,9,0,EREF,2,1,CADU,5.5,0.5
,2020,10/8/2020,Fall,19N,6,4,24,2,1,LITT,0,0,BARE,1,0.5
,2020,10/9/2020,Fall,26E,1,1,3,2,1,BOGR,2,1,BOGR,2,1
,2020,10/9/2020,Fall,26E,1,1,6,2,1,BOGR,0,0,BARE,1,0.5
,2020,10/9/2020,Fall,26E,1,1,9,3,1,BOGR,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,1,1,12,4,2,BOGR,3,1,BOGR,3.5,1.5
,2020,10/9/2020,Fall,26E,1,1,15,3,1,ARPU,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,1,1,18,2,1,BUDA,4,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,1,1,21,3,1,BOGR,5,1,CADU,4,1
,2020,10/9/2020,Fall,26E,1,1,24,8,3,BOGR,7,2,CADU,7.5,2.5
,2020,10/9/2020,Fall,26E,1,2,3,3,1,PASM,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,1,2,6,8,1,BOGR,4,1,BOGR,6,1
,2020,10/9/2020,Fall,26E,1,2,9,4,2,BOGR,7,1,PASM,5.5,1.5
,2020,10/9/2020,Fall,26E,1,2,12,6,2,BOGR,11,2,BOGR,8.5,2
,2020,10/9/2020,Fall,26E,1,2,15,8,2,PASM,2,1,BOGR,5,1.5
,2020,10/9/2020,Fall,26E,1,2,18,4,1,PASM,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,1,2,21,4,1,BOGR,2,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,1,2,24,8,1,PASM,2,1,BOGR,5,1
,2020,10/9/2020,Fall,26E,1,3,3,3,2,BOGR,1,1,SPCO,2,1.5
,2020,10/9/2020,Fall,26E,1,3,6,0,0,BARE,0,0,BARE,0,0
,2020,10/9/2020,Fall,26E,1,3,9,5,2,BOGR,4,2,BOGR,4.5,2
,2020,10/9/2020,Fall,26E,1,3,12,4,1,cadu,5,1,CADU,4.5,1
,2020,10/9/2020,Fall,26E,1,3,15,5,1,BOGR,4,1,BOGR,4.5,1
,2020,10/9/2020,Fall,26E,1,3,18,19,2,GUSA,4,1,BOGR,11.5,1.5
,2020,10/9/2020,Fall,26E,1,3,21,5,1,BOGR,4,1,BOGR,4.5,1
,2020,10/9/2020,Fall,26E,1,3,24,4,2,BOGR,10,2,BOGR,7,2
,2020,10/9/2020,Fall,26E,1,4,3,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,1,4,6,2,1,BOGR,4,2,BOGR,3,1.5
,2020,10/9/2020,Fall,26E,1,4,9,4,2,BOGR,3,2,BOGR,3.5,2
,2020,10/9/2020,Fall,26E,1,4,12,2,1,BOGR,6,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,1,4,15,7,1,VUOC,4,1,BOGR,5.5,1
,2020,10/9/2020,Fall,26E,1,4,18,5,1,BOGR,5,1,BOGR,5,1
,2020,10/9/2020,Fall,26E,1,4,21,4,1,BOGR,6,1,CADU,5,1
,2020,10/9/2020,Fall,26E,1,4,24,2,1,BOGR,0,0,BARE,1,0.5
,2020,10/9/2020,Fall,26E,2,1,3,6,2,BOGR,6,1,BOGR,6,1.5
,2020,10/9/2020,Fall,26E,2,1,6,2,1,BUDA,3,1,BUDA,2.5,1
,2020,10/9/2020,Fall,26E,2,1,9,4,2,BOGR,4,1,BOGR,4,1.5
,2020,10/9/2020,Fall,26E,2,1,12,6,2,OPPO,3,1,BOGR,4.5,1.5
,2020,10/9/2020,Fall,26E,2,1,15,3,1,BOGR,5,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,2,1,18,0,0,BARE,4,2,BOGR,2,1
,2020,10/9/2020,Fall,26E,2,1,21,6,1,BUDA,3,1,BUDA,4.5,1
,2020,10/9/2020,Fall,26E,2,1,24,2,0,BOGR,2,0,BOGR,2,0
,2020,10/9/2020,Fall,26E,2,2,3,0,0,BARE,3,2,PASM,1.5,1
,2020,10/9/2020,Fall,26E,2,2,6,0,0,BARE,7,1,PASM,3.5,0.5
,2020,10/9/2020,Fall,26E,2,2,9,9,2,PASM,10,1,PASM,9.5,1.5
,2020,10/9/2020,Fall,26E,2,2,12,6,1,BOGR,2,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,2,2,15,5,1,BOGR,6,2,BOGR,5.5,1.5
,2020,10/9/2020,Fall,26E,2,2,18,4,1,BOGR,4,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,2,2,21,11,1,GUSA,4,1,BOGR,7.5,1
,2020,10/9/2020,Fall,26E,2,2,24,10,1,BOGR,13,2,PASM,11.5,1.5
,2020,10/9/2020,Fall,26E,2,3,3,5,1,BOGR,4,2,BOGR,4.5,1.5
,2020,10/9/2020,Fall,26E,2,3,6,4,1,CADU,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,2,3,9,4,1,BOGR,7,1,EREF,5.5,1
,2020,10/9/2020,Fall,26E,2,3,12,4,1,CADU,2,1,SPCR,3,1
,2020,10/9/2020,Fall,26E,2,3,15,4,1,BOGR,4,2,BOGR,4,1.5
,2020,10/9/2020,Fall,26E,2,3,18,6,1,BOGR,7,2,BOGR,6.5,1.5
,2020,10/9/2020,Fall,26E,2,3,21,4,1,BOGR,4,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,2,3,24,2,1,BOGR,6,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,2,4,3,0,0,BARE,13,1,BOGR,6.5,0.5
,2020,10/9/2020,Fall,26E,2,4,6,2,1,BOGR,2,1,LITT,2,1
,2020,10/9/2020,Fall,26E,2,4,9,8,1,PASM,6,1,BOGR,7,1
,2020,10/9/2020,Fall,26E,2,4,12,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,2,4,15,3,1,SPCO,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,2,4,18,4,2,BOGR,3,1,BOGR,3.5,1.5
,2020,10/9/2020,Fall,26E,2,4,21,5,1,BOGR,4,1,BOGR,4.5,1
,2020,10/9/2020,Fall,26E,2,4,24,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,3,1,3,4,1,BOGR,2,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,1,6,4,1,BOGR,4,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,3,1,9,4,1,BOGR,2,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,1,12,2,1,BOGR,2,1,BOGR,2,1
,2020,10/9/2020,Fall,26E,3,1,15,4,1,BOGR,4,3,BOGR,4,2
,2020,10/9/2020,Fall,26E,3,1,18,9,1,BOGR,0,0,BARE,4.5,0.5
,2020,10/9/2020,Fall,26E,3,1,21,3,1,BOGR,4,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,3,1,24,3,1,BOGR,5,1,VUOC,4,1
,2020,10/9/2020,Fall,26E,3,2,3,5,1,BOGR,1,1,LITT,3,1
,2020,10/9/2020,Fall,26E,3,2,6,3,1,VUOC,7,1,VUOC,5,1
,2020,10/9/2020,Fall,26E,3,2,9,1,0,BOGR,2,1,BOGR,1.5,0.5
,2020,10/9/2020,Fall,26E,3,2,12,5,1,BOGR,8,1,VUOC,6.5,1
,2020,10/9/2020,Fall,26E,3,2,15,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,3,2,18,10,2,VUOC,8,1,VUOC,9,1.5
,2020,10/9/2020,Fall,26E,3,2,21,4,2,BOGR,2,1,BOGR,3,1.5
,2020,10/9/2020,Fall,26E,3,2,24,5,2,BOGR,6,1,VUOC,5.5,1.5
,2020,10/9/2020,Fall,26E,3,3,3,3,1,BOGR,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,3,6,4,1,BOGR,4,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,3,3,9,5,1,BOGR,3,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,3,3,12,3,0,BOGR,2,1,BOGR,2.5,0.5
,2020,10/9/2020,Fall,26E,3,3,15,3,1,BOGR,3,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,3,18,6,1,VUOC,7,1,BOGR,6.5,1
,2020,10/9/2020,Fall,26E,3,3,21,4,1,CADU,4,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,3,3,24,0,0,BARE,2,0,BOGR,1,0
,2020,10/9/2020,Fall,26E,3,4,3,4,1,BOGR,3,2,BOGR,3.5,1.5
,2020,10/9/2020,Fall,26E,3,4,6,4,1,BOGR,2,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,4,9,4,1,BOGR,3,1,CADU,3.5,1
,2020,10/9/2020,Fall,26E,3,4,12,2,1,CADU,4,1,PASM,3,1
,2020,10/9/2020,Fall,26E,3,4,15,0,0,BARE,1,1,BOGR,0.5,0.5
,2020,10/9/2020,Fall,26E,3,4,18,4,1,BOGR,2,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,3,4,21,3,1,BOGR,5,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,3,4,24,4,1,BOGR,5,1,CADU,4.5,1
,2020,10/9/2020,Fall,26E,4,1,3,5,1,BOGR,4,1,BOGR,4.5,1
,2020,10/9/2020,Fall,26E,4,1,6,3,1,BOGR,3,1,CADU,3,1
,2020,10/9/2020,Fall,26E,4,1,9,2,1,BOGR,4,1,BOGR,3,1
,2020,10/9/2020,Fall,26E,4,1,12,5,1,BOGR,0,0,BARE,2.5,0.5
,2020,10/9/2020,Fall,26E,4,1,15,2,1,BOGR,2,1,BOGR,2,1
,2020,10/9/2020,Fall,26E,4,1,18,3,0,BOGR,19,1,GUSA,11,0.5
,2020,10/9/2020,Fall,26E,4,1,21,4,1,BOGR,2,1,BUDA,3,1
,2020,10/9/2020,Fall,26E,4,1,24,2,1,BOGR,3,1,BOGR,2.5,1
,2020,10/9/2020,Fall,26E,4,2,3,4,1,CADU,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,4,2,6,2,1,BOGR,5,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,4,2,9,4,1,BOGR,6,2,BOGR,5,1.5
,2020,10/9/2020,Fall,26E,4,2,12,2,1,BUDA,3,1,BUDA,2.5,1
,2020,10/9/2020,Fall,26E,4,2,15,5,1,BOGR,3,1,CADU,4,1
,2020,10/9/2020,Fall,26E,4,2,18,3,1,BOGR,2,1,BOGR,2.5,1
,2020,10/9/2020,Fall,26E,4,2,21,3,1,BOGR,2,0,BOGR,2.5,0.5
,2020,10/9/2020,Fall,26E,4,2,24,3,0,BOGR,5,1,BOGR,4,0.5
,2020,10/9/2020,Fall,26E,4,3,3,3,1,BOGR,1,0,BOGR,2,0.5
,2020,10/9/2020,Fall,26E,4,3,6,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,4,3,9,4,2,BOGR,4,1,BOGR,4,1.5
,2020,10/9/2020,Fall,26E,4,3,12,2,1,BOGR,2,1,BOGR,2,1
,2020,10/9/2020,Fall,26E,4,3,15,4,1,BOGR,5,2,BOGR,4.5,1.5
,2020,10/9/2020,Fall,26E,4,3,18,2,1,BOGR,6,1,BOGR,4,1
,2020,10/9/2020,Fall,26E,4,3,21,4,1,BOGR,3,0,BOGR,3.5,0.5
,2020,10/9/2020,Fall,26E,4,3,24,3,0,BOGR,2,1,BOGR,2.5,0.5
,2020,10/9/2020,Fall,26E,4,4,3,5,2,BOGR,6,1,CADU,5.5,1.5
,2020,10/9/2020,Fall,26E,4,4,6,4,1,BOGR,6,2,BOGR,5,1.5
,2020,10/9/2020,Fall,26E,4,4,9,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,4,4,12,6,1,VUOC,3,1,BOGR,4.5,1
,2020,10/9/2020,Fall,26E,4,4,15,5,1,BOGR,2,1,BOGR,3.5,1
,2020,10/9/2020,Fall,26E,4,4,18,1,0,BOGR,4,1,BOGR,2.5,0.5
,2020,10/9/2020,Fall,26E,4,4,21,2,1,BOGR,2,1,BOGR,2,1
,2020,10/9/2020,Fall,26E,4,4,24,3,1,CADU,5,1,BOGR,4,1
,2020,10/7/2020,Fall,15E,1,1,3,4,1,BOGR,2,1,BOGR,3,1
,2020,10/7/2020,Fall,15E,1,1,6,7,1,BOGR,11,1,BOGR,9,1
,2020,10/7/2020,Fall,15E,1,1,9,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/7/2020,Fall,15E,1,1,12,7,1,BOGR,5,2,BOGR,6,1.5
,2020,10/7/2020,Fall,15E,1,1,15,6,2,BOGR,2,0,BOGR,4,1
,2020,10/7/2020,Fall,15E,1,1,18,2,0,BOGR,3,1,BOGR,2.5,0.5
,2020,10/7/2020,Fall,15E,1,1,21,21,3,PIOP,4,1,PASM,12.5,2
,2020,10/7/2020,Fall,15E,1,1,24,18,2,PASM,3,1,VUOC,10.5,1.5
,2020,10/7/2020,Fall,15E,1,2,3,2,0,BOGR,5,2,BOGR,3.5,1
,2020,10/7/2020,Fall,15E,1,2,6,4,1,BOGR,3,1,BOGR,3.5,1
,2020,10/7/2020,Fall,15E,1,2,9,4,0,BOGR,3,0,BOGR,3.5,0
,2020,10/7/2020,Fall,15E,1,2,12,4,2,BOGR,5,1,BOGR,4.5,1.5
,2020,10/7/2020,Fall,15E,1,2,15,3,1,BOGR,3,1,BOGR,3,1
,2020,10/7/2020,Fall,15E,1,2,18,3,1,BOGR,3,1,BOGR,3,1
,2020,10/7/2020,Fall,15E,1,2,21,17,1,PASM,19,3,PASM,18,2
,2020,10/7/2020,Fall,15E,1,2,24,5,1,BOGR,4,1,BOGR,4.5,1
,2020,10/7/2020,Fall,15E,1,3,3,12,1,BOGR,12,1,BOGR,12,1
,2020,10/7/2020,Fall,15E,1,3,6,4,1,BOGR,5,1,BOGR,4.5,1
,2020,10/7/2020,Fall,15E,1,3,9,3,1,BOGR,3,1,BOGR,3,1
,2020,10/7/2020,Fall,15E,1,3,12,5,1,BOGR,13,2,PASM,9,1.5
,2020,10/7/2020,Fall,15E,1,3,15,7,1,BOGR,4,1,BOGR,5.5,1
,2020,10/7/2020,Fall,15E,1,3,18,3,1,BOGR,0,0,BARE,1.5,0.5
,2020,10/7/2020,Fall,15E,1,3,21,4,1,BOGR,9,1,BOGR,6.5,1
,2020,10/7/2020,Fall,15E,1,3,24,18,1,BOGR,16,1,PASM,17,1
,2020,10/7/2020,Fall,15E,1,4,3,3,1,BOGR,4,1,BOGR,3.5,1
,2020,10/7/2020,Fall,15E,1,4,6,2,1,BOGR,2,1,BOGR,2,1
,2020,10/7/2020,Fall,15E,1,4,9,3,0,CADU,8,1,VUOC,5.5,0.5
,2020,10/7/2020,Fall,15E,1,4,12,1,0,BOGR,3,1,BOGR,2,0.5
,2020,10/7/2020,Fall,15E,1,4,15,3,1,BOGR,4,1,VUOC,3.5,1
,2020,10/7/2020,Fall,15E,1,4,18,2,1,BOGR,3,1,HECO,2.5,1
,2020,10/7/2020,Fall,15E,1,4,21,0,0,BARE,2,1,VUOC,1,0.5
,2020,10/7/2020,Fall,15E,1,4,24,2,1,BOGR,2,2,PASM,2,1.5
,2020,10/7/2020,Fall,15E,2,1,3,3,0,BOGR,1,0,BOGR,2,0
,2020,10/7/2020,Fall,15E,2,1,6,3,1,BOGR,5,1,BOGR,4,1
,2020,10/7/2020,Fall,15E,2,1,9,16,1,VUOC,9,1,VUOC,12.5,1
,2020,10/7/2020,Fall,15E,2,1,12,2,0,BOGR,4,1,BOGR,3,0.5
,2020,10/7/2020,Fall,15E,2,1,15,11,1,VUOC,11,1,VUOC,11,1
,2020,10/7/2020,Fall,15E,2,1,18,12,0,EREF,9,1,HECO,10.5,0.5
,2020,10/7/2020,Fall,15E,2,1,21,10,1,VUOC,15,1,VUOC,12.5,1
,2020,10/7/2020,Fall,15E,2,1,24,6,1,BOGR,10,0,PASM,8,0.5
