Date,Pasture,Plot,Transect,Distance,High-E,Low-E,Spp-E,High-W,Low-W,Spp-W,MeanLowAll,ForageSppCheck,ForageSppCheck,LowFor-E,LowFor-W,MeanLowFor
10/19/15,24W,2,4,18,24,3,BOGR,15,4,BOGR,3.5,1,1,3,4,3.5
10/19/15,24W,2,4,21,14,4,STCO,22,4,GUSA,4,1,1,4,4,4
10/19/15,24W,2,4,24,29,8,STCO,30,6,THFI,7,1,1,8,6,7
10/20/15,24W,3,1,3,6,3,BOGR,7,3,ARFR,3,1,1,3,3,3
10/20/15,24W,3,1,6,16,3,BOGR,12,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,1,9,7,3,BOGR,13,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,24W,3,1,12,4,3,BOGR,33,5,BOGR,4,1,1,3,5,4
10/20/15,24W,3,1,15,5,3,BOGR,7,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,1,18,8,2,BOGR,20,4,BOGR,3,1,1,2,4,3
10/20/15,24W,3,1,21,20,1,BOGR,17,4,ARFR,2.5,1,1,1,4,2.5
10/20/15,24W,3,1,24,8,1,BOGR,5,3,BOGR,2,1,1,1,3,2
10/20/15,24W,3,2,3,20,3,BOGR,28,7,ARFR,5,1,1,3,7,5
10/20/15,24W,3,2,6,29,3,BOGR,11,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,2,9,30,3,BOGR,27,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,2,12,16,1,BOGR,17,2,BOGR,1.5,1,1,1,2,1.5
10/20/15,24W,3,2,15,29,9,ARFR,29,8,ARFR,8.5,0,1,,8,
10/20/15,24W,3,2,18,27,4,BOGR,26,3,BOGR,3.5,1,1,4,3,3.5
10/20/15,24W,3,2,21,11,4,BOGR,33,4,BOGR,4,1,1,4,4,4
10/20/15,24W,3,2,24,30,2,ARFR,13,5,BOGR,3.5,0,1,,5,
10/20/15,24W,3,3,3,4,3,BOGR,4,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,24W,3,3,6,3,2,BOGR,5,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,24W,3,3,9,4,3,BOGR,5,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,3,12,5,2,BOGR,2,1,BOGR,1.5,1,1,2,1,1.5
10/20/15,24W,3,3,15,7,3,BOGR,9,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,3,18,6,3,BOGR,7,3,BOGR,3,1,1,3,3,3
10/20/15,24W,3,3,21,8,3,BOGR,6,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,24W,3,3,24,26,3,BOGR,24,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,24W,3,4,3,9,4,BOGR,31,6,ARLO,5,1,1,4,6,5
10/20/15,24W,3,4,6,14,2,PASM,3,2,BOGR,2,1,1,2,2,2
10/20/15,24W,3,4,9,28,4,BOGR,20,4,BOGR,4,1,1,4,4,4
10/20/15,24W,3,4,12,4,2,BOGR,20,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,24W,3,4,15,14,2,STCO,22,4,ARLO,3,1,1,2,4,3
10/20/15,24W,3,4,18,27,3,BOGR,4,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,24W,3,4,21,23,3,BOGR,18,2,STCO,2.5,1,1,3,2,2.5
10/20/15,24W,3,4,24,21,6,PASM,20,4,BOGR,5,1,1,6,4,5
10/20/15,24W,4,1,3,30,5,BOGR,7,5,BOGR,5,1,1,5,5,5
10/20/15,24W,4,1,6,18,4,ARFR,32,8,STCO,6,0,1,,8,
10/20/15,24W,4,1,9,14,3,BOGR,11,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,24W,4,1,12,14,10,GUSA,10,5,BOGR,7.5,0,1,,5,
10/20/15,24W,4,1,15,27,4,ARFR,13,6,GUSA,5,0,1,,6,
10/20/15,24W,4,1,18,16,3,BOGR,20,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,24W,4,1,21,15,6,ARFR,14,3,BOGR,4.5,0,1,,3,
10/20/15,24W,4,1,24,24,5,ARFR,19,2,BOGR,3.5,0,1,,2,
10/20/15,24W,4,2,3,32,4,BOGR,26,4,BOGR,4,1,1,4,4,4
10/20/15,24W,4,2,6,29,8,BOGR,15,2,BOGR,5,1,1,8,2,5
10/20/15,24W,4,2,9,20,5,BOGR,27,8,BOGR,6.5,1,1,5,8,6.5
10/20/15,24W,4,2,12,27,5,BOGR,20,5,BOGR,5,1,1,5,5,5
10/20/15,24W,4,2,15,16,3,BOGR,26,3,BOGR,3,1,1,3,3,3
10/20/15,24W,4,2,18,34,3,BOGR,27,5,BOGR,4,1,1,3,5,4
10/20/15,24W,4,2,21,30,5,BOGR,34,7,BOGR,6,1,1,5,7,6
10/20/15,24W,4,2,24,13,3,BOGR,18,6,BOGR,4.5,1,1,3,6,4.5
10/20/15,24W,4,3,3,25,4,PASM,13,3,BOGR,3.5,1,1,4,3,3.5
10/20/15,24W,4,3,6,27,3,BOGR,29,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,24W,4,3,9,13,3,BOGR,4,1,BOGR,2,1,1,3,1,2
10/20/15,24W,4,3,12,29,4,BOGR,24,3,PASM,3.5,1,1,4,3,3.5
10/20/15,24W,4,3,15,13,4,BOGR,16,5,BOGR,4.5,1,1,4,5,4.5
10/20/15,24W,4,3,18,41,2,BOGR,24,4,OPPO,3,1,1,2,4,3
10/20/15,24W,4,3,21,16,3,STCO,20,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,24W,4,3,24,31,3,PASM,26,3,BOGR,3,1,1,3,3,3
10/20/15,24W,4,4,3,9,3,BOGR,40,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,24W,4,4,6,3,1,BOGR,7,3,BOGR,2,1,1,1,3,2
10/20/15,24W,4,4,9,9,5,BOGR,20,3,BOGR,4,1,1,5,3,4
10/20/15,24W,4,4,12,11,4,BOGR,24,4,BOGR,4,1,1,4,4,4
10/20/15,24W,4,4,15,4,1,ARFR,25,4,BOGR,2.5,0,1,,4,
10/20/15,24W,4,4,18,8,2,BOGR,8,2,BOGR,2,1,1,2,2,2
10/20/15,24W,4,4,21,31,4,BOGR,29,2,BOGR,3,1,1,4,2,3
10/20/15,24W,4,4,24,37,10,BOGR,17,6,BOGR,8,1,1,10,6,8
10/20/15,25NW,1,1,3,11,2,BOGR,42,3,LARE,2.5,1,1,2,3,2.5
10/20/15,25NW,1,1,6,37,0,BOGR,38,2,BOGR,1,1,1,0,2,1
10/20/15,25NW,1,1,9,14,2,BOGR,12,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,25NW,1,1,12,13,0,BOGR,36,2,BOGR,1,1,1,0,2,1
10/20/15,25NW,1,1,15,18,2,BOGR,14,4,BOGR,3,1,1,2,4,3
10/20/15,25NW,1,1,18,19,0,PLPA,22,3,BOGR,1.5,1,1,0,3,1.5
10/20/15,25NW,1,1,21,23,1,BOGR,10,0,BOGR,0.5,1,1,1,0,0.5
10/20/15,25NW,1,1,24,18,3,BOGR,10,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,1,2,3,20,2,BOGR,13,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,1,2,6,39,2,BOGR,42,4,BOGR,3,1,1,2,4,3
10/20/15,25NW,1,2,9,14,3,BOGR,11,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,1,2,12,30,4,BOGR,16,2,BOGR,3,1,1,4,2,3
10/20/15,25NW,1,2,15,20,3,BOGR,27,4,BOGR,3.5,1,1,3,4,3.5
10/20/15,25NW,1,2,18,6,1,BOGR,16,3,BOGR,2,1,1,1,3,2
10/20/15,25NW,1,2,21,16,3,BOGR,17,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,1,2,24,22,3,BOGR,12,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,1,3,3,24,3,BOGR,23,3,BOGR,3,1,1,3,3,3
10/20/15,25NW,1,3,6,19,2,BOGR,7,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,1,3,9,10,1,BOGR,18,2,BOGR,1.5,1,1,1,2,1.5
10/20/15,25NW,1,3,12,12,2,BOGR,11,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,25NW,1,3,15,13,1,BOGR,26,3,BOGR,2,1,1,1,3,2
10/20/15,25NW,1,3,18,26,1,BOGR,27,0,BOGR,0.5,1,1,1,0,0.5
10/20/15,25NW,1,3,21,44,3,BOGR,10,3,BOGR,3,1,1,3,3,3
10/20/15,25NW,1,3,24,20,2,BOGR,18,1,BOGR,1.5,1,1,2,1,1.5
10/20/15,25NW,1,4,3,31,2,BOGR,23,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,25NW,1,4,6,31,3,BOGR,15,3,BOGR,3,1,1,3,3,3
10/20/15,25NW,1,4,9,16,1,BOGR,25,2,BOGR,1.5,1,1,1,2,1.5
10/20/15,25NW,1,4,12,25,2,BOGR,27,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,1,4,15,8,0,BOGR,22,2,BOGR,1,1,1,0,2,1
10/20/15,25NW,1,4,18,24,2,MATA,26,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,1,4,21,23,4,BOGR,23,3,BOGR,3.5,1,1,4,3,3.5
10/20/15,25NW,1,4,24,34,1,BOGR,17,3,BOGR,2,1,1,1,3,2
10/20/15,25NW,2,1,3,25,2,SPCR,22,2,MATA,2,1,1,2,2,2
10/20/15,25NW,2,1,6,36,3,BOGR,26,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,2,1,9,38,2,BOGR,28,5,BOGR,3.5,1,1,2,5,3.5
10/20/15,25NW,2,1,12,30,5,BOGR,34,4,PASM,4.5,1,1,5,4,4.5
10/20/15,25NW,2,1,15,28,2,BOGR,36,3,ARLO,2.5,1,1,2,3,2.5
10/20/15,25NW,2,1,18,22,4,EREF,34,1,PASM,2.5,1,1,4,1,2.5
10/20/15,25NW,2,1,21,21,4,BOGR,29,4,PASM,4,1,1,4,4,4
10/20/15,25NW,2,1,24,38,4,EREF,18,2,ARLO,3,1,1,4,2,3
10/20/15,25NW,2,2,3,27,1,PASM,34,2,PASM,1.5,1,1,1,2,1.5
10/20/15,25NW,2,2,6,47,5,PASM,37,7,YUGL,6,1,1,5,7,6
10/20/15,25NW,2,2,9,33,2,BOGR,20,3,ARLO,2.5,1,1,2,3,2.5
10/20/15,25NW,2,2,12,21,3,ARLO,19,2,ARLO,2.5,0,1,,2,
10/20/15,25NW,2,2,15,31,2,OPPO,33,5,CHNA,3.5,0,1,,5,
10/20/15,25NW,2,2,18,62,3,PASM,47,3,PASM,3,1,1,3,3,3
10/20/15,25NW,2,2,21,24,2,BOGR,34,5,BOGR,3.5,1,1,2,5,3.5
10/20/15,25NW,2,2,24,22,3,THFI,36,2,ARLO,2.5,1,1,3,2,2.5
10/20/15,25NW,2,3,3,22,5,ARLO,16,2,BOGR,3.5,0,1,,2,
10/20/15,25NW,2,3,6,32,2,PASM,26,2,PASM,2,1,1,2,2,2
10/20/15,25NW,2,3,9,30,4,BOGR,6,2,BOGR,3,1,1,4,2,3
10/20/15,25NW,2,3,12,12,4,OPPO,19,3,OPPO,3.5,0,1,,3,
10/20/15,25NW,2,3,15,30,4,PASM,29,3,OPPO,3.5,1,1,4,3,3.5
10/20/15,25NW,2,3,18,29,8,GUSA,11,5,BOGR,6.5,0,1,,5,
10/20/15,25NW,2,3,21,40,2,PASM,32,3,PASM,2.5,1,1,2,3,2.5
10/20/15,25NW,2,3,24,34,7,ARLO,29,3,ARLO,5,0,1,,3,
10/20/15,25NW,2,4,3,14,3,BOGR,26,3,PASM,3,1,1,3,3,3
10/20/15,25NW,2,4,6,29,2,ARLO,35,2,PASM,2,0,1,,2,
10/20/15,25NW,2,4,9,20,2,BOGR,46,3,BOGR,2.5,1,1,2,3,2.5
10/20/15,25NW,2,4,12,26,3,ARLO,24,3,ARLO,3,0,1,,3,
10/20/15,25NW,2,4,15,31,5,PASM,21,5,PASM,5,1,1,5,5,5
10/20/15,25NW,2,4,18,41,2,BOGR,26,3,PASM,2.5,1,1,2,3,2.5
10/20/15,25NW,2,4,21,41,4,BOGR,31,4,THFI,4,1,1,4,4,4
10/20/15,25NW,2,4,24,24,4,BOGR,27,3,BOGR,3.5,1,1,4,3,3.5
10/20/15,25NW,3,1,3,42,3,PASM,44,6,PASM,4.5,1,1,3,6,4.5
10/20/15,25NW,3,1,6,18,3,PASM,26,5,PASM,4,1,1,3,5,4
10/20/15,25NW,3,1,9,34,1,ARLO,30,2,BOGR,1.5,0,1,,2,
10/20/15,25NW,3,1,12,41,2,PASM,47,5,PASM,3.5,1,1,2,5,3.5
10/20/15,25NW,3,1,15,32,2,BOGR,30,6,PASM,4,1,1,2,6,4
10/20/15,25NW,3,1,18,36,2,THFI,39,4,THFI,3,1,1,2,4,3
10/20/15,25NW,3,1,21,21,3,BOGR,23,4,ARLO,3.5,1,1,3,4,3.5
10/20/15,25NW,3,1,24,25,2,ARLO,31,2,CAEL,2,0,1,,2,
10/20/15,25NW,3,2,3,32,0,BOGR,37,2,BOGR,1,1,1,0,2,1
10/20/15,25NW,3,2,6,22,7,BOGR,32,2,BOGR,4.5,1,1,7,2,4.5
10/20/15,25NW,3,2,9,29,2,BOGR,30,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,3,2,12,14,2,BOGR,14,4,BOGR,3,1,1,2,4,3
10/20/15,25NW,3,2,15,15,4,BOGR,21,5,BOGR,4.5,1,1,4,5,4.5
10/20/15,25NW,3,2,18,15,3,BOGR,24,6,BOGR,4.5,1,1,3,6,4.5
10/20/15,25NW,3,2,21,27,2,BOGR,16,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,3,2,24,28,4,BOGR,19,2,BOGR,3,1,1,4,2,3
10/20/15,25NW,3,3,3,27,3,BOGR,24,3,BOGR,3,1,1,3,3,3
10/20/15,25NW,3,3,6,11,1,BOGR,16,4,BOGR,2.5,1,1,1,4,2.5
10/20/15,25NW,3,3,9,38,2,BOGR,31,4,THFI,3,1,1,2,4,3
10/20/15,25NW,3,3,12,19,3,BOGR,14,2,BOGR,2.5,1,1,3,2,2.5
10/20/15,25NW,3,3,15,21,3,BOGR,10,3,BOGR,3,1,1,3,3,3
10/20/15,25NW,3,3,18,11,2,BOGR,38,4,ARLO,3,1,1,2,4,3
10/20/15,25NW,3,3,21,6,3,BOGR,49,5,SPCR,4,1,1,3,5,4
10/20/15,25NW,3,3,24,16,2,BOGR,9,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,3,4,3,34,2,BOGR,39,2,BOGR,2,1,1,2,2,2
10/20/15,25NW,3,4,6,31,6,PASM,27,4,EREF,5,1,1,6,4,5
10/20/15,25NW,3,4,9,42,5,PASM,42,2,BOGR,3.5,1,1,5,2,3.5
10/20/15,25NW,3,4,12,25,7,PASM,34,2,EREF,4.5,1,1,7,2,4.5
10/20/15,25NW,3,4,15,41,5,PASM,39,2,BOGR,3.5,1,1,5,2,3.5
10/20/15,25NW,3,4,18,32,5,BOGR,34,6,PASM,5.5,1,1,5,6,5.5
10/20/15,25NW,3,4,21,32,2,PASM,31,4,PASM,3,1,1,2,4,3
10/20/15,25NW,3,4,24,13,1,EUGL,31,0,PASM,0.5,1,1,1,0,0.5
10/28/15,25NW,4,1,3,21,3,THFI,13,2,CAEL,2.5,1,1,3,2,2.5
10/28/15,25NW,4,1,6,34,5,BOGR,31,2,BOGR,3.5,1,1,5,2,3.5
10/28/15,25NW,4,1,9,36,5,THFI,36,3,THFI,4,1,1,5,3,4
10/28/15,25NW,4,1,12,22,5,SAIB,41,5,BOGR,5,1,1,5,5,5
10/28/15,25NW,4,1,15,38,5,BOGR,37,10,THFI,7.5,1,1,5,10,7.5
10/28/15,25NW,4,1,18,27,3,BOGR,21,3,BOGR,3,1,1,3,3,3
10/28/15,25NW,4,1,21,36,2,PASM,34,2,BOGR,2,1,1,2,2,2
10/28/15,25NW,4,1,24,33,4,BOGR,37,3,BOGR,3.5,1,1,4,3,3.5
10/28/15,25NW,4,2,3,45,5,PASM,34,4,BOGR,4.5,1,1,5,4,4.5
10/28/15,25NW,4,2,6,33,2,BOGR,26,3,PASM,2.5,1,1,2,3,2.5
10/28/15,25NW,4,2,9,34,5,BOGR,30,9,THFI,7,1,1,5,9,7
10/28/15,25NW,4,2,12,38,4,PASM,16,1,BOGR,2.5,1,1,4,1,2.5
10/28/15,25NW,4,2,15,28,3,BOGR,24,2,BOGR,2.5,1,1,3,2,2.5
10/28/15,25NW,4,2,18,33,2,PASM,33,2,PASM,2,1,1,2,2,2
10/28/15,25NW,4,2,21,24,2,BOGR,20,5,BOGR,3.5,1,1,2,5,3.5
10/28/15,25NW,4,2,24,35,3,ARLO,37,5,PASM,4,0,1,,5,
10/28/15,25NW,4,3,3,34,6,PASM,30,2,BOGR,4,1,1,6,2,4
10/28/15,25NW,4,3,6,37,7,PASM,24,17,GUSA,12,1,1,7,17,12
10/28/15,25NW,4,3,9,34,10,PASM,28,2,PASM,6,1,1,10,2,6
10/28/15,25NW,4,3,12,38,9,PASM,32,2,PASM,5.5,1,1,9,2,5.5
10/28/15,25NW,4,3,15,40,3,BOGR,42,5,PASM,4,1,1,3,5,4
10/28/15,25NW,4,3,18,51,7,PASM,40,2,PASM,4.5,1,1,7,2,4.5
10/28/15,25NW,4,3,21,39,7,PASM,44,4,PASM,5.5,1,1,7,4,5.5
10/28/15,25NW,4,3,24,42,5,PASM,38,7,PASM,6,1,1,5,7,6
10/28/15,25NW,4,4,3,19,3,PASM,31,2,BOGR,2.5,1,1,3,2,2.5
10/28/15,25NW,4,4,6,18,2,BOGR,31,5,EREF,3.5,1,1,2,5,3.5
10/28/15,25NW,4,4,9,34,2,MATA,28,3,BOGR,2.5,1,1,2,3,2.5
10/28/15,25NW,4,4,12,13,3,BOGR,32,3,PASM,3,1,1,3,3,3
10/28/15,25NW,4,4,15,43,2,ARLO,34,3,PASM,2.5,0,1,,3,
10/28/15,25NW,4,4,18,26,5,ARLO,32,3,BOGR,4,0,1,,3,
10/28/15,25NW,4,4,21,38,4,PASM,42,5,SPCR,4.5,1,1,4,5,4.5
10/28/15,25NW,4,4,24,19,1,VUOC,16,2,PLPA,1.5,1,1,1,2,1.5
10/28/15,25SE,1,1,3,18,1,BOGR,23,3,BOGR,2,1,1,1,3,2
10/28/15,25SE,1,1,6,32,1,BOGR,18,0,BOGR,0.5,1,1,1,0,0.5
10/28/15,25SE,1,1,9,10,2,BOGR,14,3,BOGR,2.5,1,1,2,3,2.5
10/28/15,25SE,1,1,12,14,0,BOGR,10,4,BOGR,2,1,1,0,4,2
10/28/15,25SE,1,1,15,6,1,BOGR,11,2,BOGR,1.5,1,1,1,2,1.5
10/28/15,25SE,1,1,18,16,1,BOGR,6,0,BOGR,0.5,1,1,1,0,0.5
10/28/15,25SE,1,1,21,8,2,BOGR,15,1,BOGR,1.5,1,1,2,1,1.5
10/28/15,25SE,1,1,24,20,1,BOGR,27,3,BOGR,2,1,1,1,3,2
10/28/15,25SE,1,2,3,11,3,BOGR,28,4,BOGR,3.5,1,1,3,4,3.5
10/28/15,25SE,1,2,6,27,2,BOGR,21,2,BOGR,2,1,1,2,2,2
10/28/15,25SE,1,2,9,11,1,BOGR,12,1,BOGR,1,1,1,1,1,1
10/28/15,25SE,1,2,12,14,3,BOGR,9,1,BOGR,2,1,1,3,1,2
10/28/15,25SE,1,2,15,12,1,BOGR,6,1,BOGR,1,1,1,1,1,1
10/28/15,25SE,1,2,18,28,3,BOGR,16,3,BOGR,3,1,1,3,3,3
10/28/15,25SE,1,2,21,13,2,BOGR,4,1,BOGR,1.5,1,1,2,1,1.5
10/28/15,25SE,1,2,24,21,3,BOGR,15,1,BOGR,2,1,1,3,1,2
10/28/15,25SE,1,3,3,28,5,BOGR,16,3,BOGR,4,1,1,5,3,4
10/28/15,25SE,1,3,6,10,4,BOGR,22,2,BOGR,3,1,1,4,2,3
10/28/15,25SE,1,3,9,17,2,BOGR,14,3,BOGR,2.5,1,1,2,3,2.5
10/28/15,25SE,1,3,12,32,2,BOGR,33,2,BOGR,2,1,1,2,2,2
10/28/15,25SE,1,3,15,21,3,BOGR,17,2,BOGR,2.5,1,1,3,2,2.5
10/28/15,25SE,1,3,18,25,2,BOGR,30,3,BOGR,2.5,1,1,2,3,2.5
10/28/15,25SE,1,3,21,26,1,BOGR,18,3,BOGR,2,1,1,1,3,2
10/28/15,25SE,1,3,24,22,1,BOGR,23,1,BOGR,1,1,1,1,1,1
10/28/15,25SE,1,4,3,21,3,BOGR,4,0,BOGR,1.5,1,1,3,0,1.5
10/28/15,25SE,1,4,6,25,1,BOGR,16,2,BOGR,1.5,1,1,1,2,1.5
10/28/15,25SE,1,4,9,22,1,BOGR,15,1,BOGR,1,1,1,1,1,1
10/28/15,25SE,1,4,12,19,1,BOGR,24,1,BOGR,1,1,1,1,1,1
10/28/15,25SE,1,4,15,26,1,BOGR,24,3,BOGR,2,1,1,1,3,2
10/28/15,25SE,1,4,18,32,5,BOGR,25,3,BOGR,4,1,1,5,3,4
10/28/15,25SE,1,4,21,32,2,BOGR,26,3,BOGR,2.5,1,1,2,3,2.5
10/28/15,25SE,1,4,24,10,2,BOGR,33,2,BOGR,2,1,1,2,2,2
10/28/15,25SE,2,1,3,27,1,bogr,13,2,bogr,1.5,1,1,1,2,1.5
10/28/15,25SE,2,1,6,26,3,arlo,14,2,bogr,2.5,0,1,,2,
10/28/15,25SE,2,1,9,19,4,bogr,22,1,bogr,2.5,1,1,4,1,2.5
10/28/15,25SE,2,1,12,16,2,bogr,13,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,2,1,15,24,3,bogr,16,3,bogr,3,1,1,3,3,3
10/28/15,25SE,2,1,18,23,3,bogr,20,2,bogr,2.5,1,1,3,2,2.5
10/28/15,25SE,2,1,21,27,2,bogr,11,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,2,1,24,18,3,bogr,37,2,bogr,2.5,1,1,3,2,2.5
10/28/15,25SE,2,2,3,26,1,bogr,24,2,arlo,1.5,1,1,1,2,1.5
10/28/15,25SE,2,2,6,24,4,bogr,26,2,bogr,3,1,1,4,2,3
10/28/15,25SE,2,2,9,14,3,bogr,17,4,bogr,3.5,1,1,3,4,3.5
10/28/15,25SE,2,2,12,16,3,bogr,32,1,bogr,2,1,1,3,1,2
10/28/15,25SE,2,2,15,11,2,bogr,14,2,bogr,2,1,1,2,2,2
10/28/15,25SE,2,2,18,24,1,bogr,21,3,bogr,2,1,1,1,3,2
10/28/15,25SE,2,2,21,28,3,bogr,32,4,bogr,3.5,1,1,3,4,3.5
10/28/15,25SE,2,2,24,20,4,bogr,48,5,thfi,4.5,1,1,4,5,4.5
10/28/15,25SE,2,3,3,15,0,bogr,19,1,bogr,0.5,1,1,0,1,0.5
10/28/15,25SE,2,3,6,20,1,pasm,18,2,bogr,1.5,1,1,1,2,1.5
10/28/15,25SE,2,3,9,19,4,bogr,29,2,arlo,3,1,1,4,2,3
10/28/15,25SE,2,3,12,10,1,bogr,6,1,bogr,1,1,1,1,1,1
10/28/15,25SE,2,3,15,26,4,bogr,59,3,arlo,3.5,1,1,4,3,3.5
10/28/15,25SE,2,3,18,36,3,bogr,28,5,oppo,4,1,1,3,5,4
10/28/15,25SE,2,3,21,20,3,oppo,32,5,bogr,4,0,1,,5,
10/28/15,25SE,2,3,24,23,2,bogr,36,2,bogr,2,1,1,2,2,2
10/28/15,25SE,2,4,3,5,1,bogr,16,1,bogr,1,1,1,1,1,1
10/28/15,25SE,2,4,6,18,1,bogr,28,3,bogr,2,1,1,1,3,2
10/28/15,25SE,2,4,9,36,1,bogr,30,3,bogr,2,1,1,1,3,2
10/28/15,25SE,2,4,12,24,0,plpa,2,0,buda,0,1,1,0,0,0
10/28/15,25SE,2,4,15,6,2,bogr,11,2,bogr,2,1,1,2,2,2
10/28/15,25SE,2,4,18,4,1,bogr,23,2,bogr,1.5,1,1,1,2,1.5
10/28/15,25SE,2,4,21,28,2,bogr,28,2,bogr,2,1,1,2,2,2
10/28/15,25SE,2,4,24,24,1,bogr,30,3,bogr,2,1,1,1,3,2
10/28/15,25SE,3,1,3,30,2,eref,19,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,3,1,6,21,2,bogr,16,4,eugl,3,1,1,2,4,3
10/28/15,25SE,3,1,9,20,2,bogr,17,1,bogr,1.5,1,1,2,1,1.5
10/28/15,25SE,3,1,12,20,2,bogr,26,4,bogr,3,1,1,2,4,3
10/28/15,25SE,3,1,15,19,1,arlo,21,5,arlo,3,0,1,,5,
10/28/15,25SE,3,1,18,28,2,bogr,18,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,3,1,21,14,4,bogr,26,5,arlo,4.5,1,1,4,5,4.5
10/28/15,25SE,3,1,24,11,2,bogr,18,5,gusa,3.5,1,1,2,5,3.5
10/28/15,25SE,3,2,3,10,1,buda,22,4,gusa,2.5,1,1,1,4,2.5
10/28/15,25SE,3,2,6,23,2,gusa,36,5,gusa,3.5,0,1,,5,
10/28/15,25SE,3,2,9,33,3,gusa,14,2,bogr,2.5,0,1,,2,
10/28/15,25SE,3,2,12,17,2,bogr,8,1,bogr,1.5,1,1,2,1,1.5
10/28/15,25SE,3,2,15,16,3,bogr,14,2,bogr,2.5,1,1,3,2,2.5
10/28/15,25SE,3,2,18,16,2,bogr,38,1,bogr,1.5,1,1,2,1,1.5
10/28/15,25SE,3,2,21,23,5,gusa,29,4,gusa,4.5,0,1,,4,
10/28/15,25SE,3,2,24,5,2,bogr,8,1,bogr,1.5,1,1,2,1,1.5
10/28/15,25SE,3,3,3,19,0,arlo,26,2,gusa,1,0,1,,2,
10/28/15,25SE,3,3,6,15,1,bogr,26,3,oppo,2,1,1,1,3,2
10/28/15,25SE,3,3,9,24,4,oppo,23,1,gusa,2.5,0,1,,1,
10/28/15,25SE,3,3,12,16,2,buda,26,3,buda,2.5,1,1,2,3,2.5
10/28/15,25SE,3,3,15,20,4,pasm,15,2,buda,3,1,1,4,2,3
10/28/15,25SE,3,3,18,26,2,bogr,39,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,3,3,21,26,2,pasm,32,2,pasm,2,1,1,2,2,2
10/28/15,25SE,3,3,24,34,5,pasm,30,3,pasm,4,1,1,5,3,4
10/28/15,25SE,3,4,3,28,2,bogr,23,3,bogr,2.5,1,1,2,3,2.5
10/28/15,25SE,3,4,6,9,2,bogr,26,3,pasm,2.5,1,1,2,3,2.5
10/28/15,25SE,3,4,9,16,2,pasm,20,2,bogr,2,1,1,2,2,2
10/28/15,25SE,3,4,12,14,1,bogr,34,4,arlo,2.5,1,1,1,4,2.5
10/28/15,25SE,3,4,15,12,1,bogr,15,2,bogr,1.5,1,1,1,2,1.5
10/28/15,25SE,3,4,18,29,3,bogr,30,5,bogr,4,1,1,3,5,4
10/28/15,25SE,3,4,21,21,4,bogr,18,3,buda,3.5,1,1,4,3,3.5
10/28/15,25SE,3,4,24,18,4,bogr,12,4,buda,4,1,1,4,4,4
9/29/15,25SE,4,1,3,19,5,oppo,18,5,bogr,5,0,1,,5,
9/29/15,25SE,4,1,6,1,0,bogr,11,2,buda,1,1,1,0,2,1
9/29/15,25SE,4,1,9,10,3,buda,35,0,buda,1.5,1,1,3,0,1.5
9/29/15,25SE,4,1,12,20,2,bogr,12,1,buda,1.5,1,1,2,1,1.5
9/29/15,25SE,4,1,15,4,3,bogr,24,2,bogr,2.5,1,1,3,2,2.5
9/29/15,25SE,4,1,18,8,3,bogr,7,3,bogr,3,1,1,3,3,3
9/29/15,25SE,4,1,21,17,5,bogr,24,4,bogr,4.5,1,1,5,4,4.5
