Date,Pasture,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Notes,,,,,
10/1/18,17S,2,1,18,18,0,ARPU,11,0,VUOC,,,,,,,,
10/1/18,17S,2,1,21,10,1,BOGR,6,1,BOGR,,,,,,,,
10/1/18,17S,2,1,24,3,0,BOGR,8,2,BOGR,,,,,,,,
10/1/18,17S,2,2,3,10,2,OPPO,18,2,BOGR,,,,,,,,
10/1/18,17S,2,2,6,11,6,OPPO,16,2,OPPO,,,,,,,,
10/1/18,17S,2,2,9,4,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,2,2,12,11,2,ARPU,4,1,BOGR,,,,,,,,
10/1/18,17S,2,2,15,5,1,BOGR,5,2,BOGR,,,,,,,,
10/1/18,17S,2,2,18,20,1,EREF,1,0,HECO,,,,,,,,
10/1/18,17S,2,2,21,4,3,OPPO,7,1,BOGR,,,,,,,,
10/1/18,17S,2,2,24,6,2,BOGR,7,2,BOGR,,,,,,,,
10/1/18,17S,2,3,3,2,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,2,3,6,4,1,BOGR,6,1,BOGR,,,,,,,,
10/1/18,17S,2,3,9,1,0,DUNG,4,2,BOGR,,,,,,,,
10/1/18,17S,2,3,12,5,1,BOGR,2,0,BOGR,,,,,,,,
10/1/18,17S,2,3,15,1,1,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17S,2,3,18,2,1,BOGR,1,1,BOGR,,,,,,,,
10/1/18,17S,2,3,21,1,0,BOGR,4,2,BOGR,,,,,,,,
10/1/18,17S,2,3,24,5,1,BOGR,11,1,BOGR,,,,,,,,
10/1/18,17S,2,4,3,8,1,OPPO,10,2,VUOC,,,,,,,,
10/1/18,17S,2,4,6,18,3,OPPO,11,2,BOGR,,,,,,,,
10/1/18,17S,2,4,9,15,3,OPPO,13,5,OPPO,,,,,,,,
10/1/18,17S,2,4,12,5,2,BOGR,8,1,VUOC,,,,,,,,
10/1/18,17S,2,4,15,18,2,BOGR,7,2,BOGR,,,,,,,,
10/1/18,17S,2,4,18,7,1,BOGR,9,1,BOGR,,,,,,,,
10/1/18,17S,2,4,21,7,2,BOGR,6,2,OPPO,,,,,,,,
10/1/18,17S,2,4,24,4,1,BOGR,14,2,ARPU,,,,,,,,
10/1/18,17S,3,1,3,28,2,HECO,11,3,HECO,,,,,,,,
10/1/18,17S,3,1,6,3,1,BOGR,21,4,HECO,,,,,,,,
10/1/18,17S,3,1,9,18,1,BOGR,23,3,HECO,,,,,,,,
10/1/18,17S,3,1,12,13,2,HECO,30,2,DISP,,,,,,,,
10/1/18,17S,3,1,15,28,3,PASM,13,3,DISP,,,,,,,,
10/1/18,17S,3,1,18,13,1,BOGR,15,1,PASM,,,,,,,,
10/1/18,17S,3,1,21,27,2,PASM,25,2,PASM,,,,,,,,
10/1/18,17S,3,1,24,10,3,DISP,13,1,PASM,,,,,,,,
10/1/18,17S,3,2,3,0,0,BARE,6,0,BARE,,,,,,,,
10/1/18,17S,3,2,6,15,2,PASM,17,3,DISP,,,,,,,,
10/1/18,17S,3,2,9,10,2,DISP,24,5,DISP,,,,,,,,
10/1/18,17S,3,2,12,15,1,SPAI,17,5,DISP,,,,,,,,
10/1/18,17S,3,2,15,30,3,SPAI,53,31,DISP,,,,,,,,
10/1/18,17S,3,2,18,20,3,DISP,25,4,DISP,,,,,,,,
10/1/18,17S,3,2,21,10,2,DISP,3,1,DISP,,,,,,,,
10/1/18,17S,3,2,24,24,3,DISP,26,2,SPAI,,,,,,,,
10/1/18,17S,3,3,3,14,3,HECO,1,1,HECO,,,,,,,,
10/1/18,17S,3,3,6,5,2,BOGR,8,0,BOGR,,,,,,,,
10/1/18,17S,3,3,9,20,3,HECO,2,1,BOGR,,,,,,,,
10/1/18,17S,3,3,12,18,7,OPPO,12,2,DISP,,,,,,,,
10/1/18,17S,3,3,15,18,4,BOGR,11,2,BOGR,,,,,,,,
10/1/18,17S,3,3,18,13,5,SPAI,6,3,SPAI,,,,,,,,
10/1/18,17S,3,3,21,38,5,DISP,11,3,SPAI,,,,,,,,
10/1/18,17S,3,3,24,10,1,SPAI,6,1,DISP,,,,,,,,
10/1/18,17S,3,4,3,41,1,BOGR,42,4,DISP,,,,,,,,
10/1/18,17S,3,4,6,44,9,DISP,62,8,DISP,,,,,,,,
10/1/18,17S,3,4,9,25,2,BOGR,16,3,BOGR,,,,,,,,
10/1/18,17S,3,4,12,24,7,CAIN,22,2,BOGR,,,,,,,,
10/1/18,17S,3,4,15,24,3,HECO,61,3,DISP,,,,,,,,
10/1/18,17S,3,4,18,10,3,CAIN,10,3,DISP,,,,,,,,
10/1/18,17S,3,4,21,8,2,CAIN,14,8,CAIN,,,,,,,,
10/1/18,17S,3,4,24,9,2,CAIN,41,3,CAIN,,,,,,,,
10/1/18,17S,4,1,3,23,2,OPPO,6,2,BOGR,,,,,,,,
10/1/18,17S,4,1,6,13,3,BOGR,25,3,OPPO,,,,,,,,
10/1/18,17S,4,1,9,19,2,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17S,4,1,12,4,1,BOGR,14,1,BOGR,,,,,,,,
10/1/18,17S,4,1,15,4,1,HECO,11,1,HECO,,,,,,,,
10/1/18,17S,4,1,18,27,2,BOGR,19,2,OPPO,,,,,,,,
10/1/18,17S,4,1,21,5,2,BOGR,15,2,BOGR,,,,,,,,
10/1/18,17S,4,1,24,39,3,HECO,15,3,OPPO,,,,,,,,
10/1/18,17S,4,2,3,52,2,CAIN,34,9,DISP,,,,,,,,
10/1/18,17S,4,2,6,11,4,CAIN,30,10,DISP,,,,,,,,
10/1/18,17S,4,2,9,72,1,PASM,23,5,DISP,,,,,,,,
10/1/18,17S,4,2,12,34,7,CAIN,39,3,DISP,,,,,,,,
10/1/18,17S,4,2,15,7,2,CAIN,4,2,BOGR,,,,,,,,
10/1/18,17S,4,2,18,29,5,CAIN,11,2,CAIN,,,,,,,,
10/1/18,17S,4,2,21,5,2,CAIN,30,5,DISP,,,,,,,,
10/1/18,17S,4,2,24,24,5,DISP,12,2,CAIN,,,,,,,,
10/1/18,17S,4,3,3,7,2,SPAI,7,2,SPAI,,,,,,,,
10/1/18,17S,4,3,6,9,3,BOGR,11,3,SPAI,,,,,,,,
10/1/18,17S,4,3,9,13,0,PASM,18,5,DISP,,,,,,,,
10/1/18,17S,4,3,12,29,3,PASM,18,3,SPAI,,,,,,,,
10/1/18,17S,4,3,15,8,3,DISP,8,3,SPAI,,,,,,,,
10/1/18,17S,4,3,18,25,2,PASM,34,4,PASM,,,,,,,,
10/1/18,17S,4,3,21,24,3,PASM,25,4,PASM,,,,,,,,
10/1/18,17S,4,3,24,24,7,PASM,27,2,SPAI,,,,,,,,
10/1/18,17S,4,4,3,27,5,DISP,35,9,SPAI,,,,,,,,
10/1/18,17S,4,4,6,20,2,SPAI,21,3,SPAI,,,,,,,,
10/1/18,17S,4,4,9,21,2,SPAI,6,2,SPAI,,,,,,,,
10/1/18,17S,4,4,12,15,4,PASM,34,5,SPAI,,,,,,,,
10/1/18,17S,4,4,15,23,2,DISP,8,2,PASM,,,,,,,,
10/1/18,17S,4,4,18,10,2,DISP,10,0,DISP,,,,,,,,
10/1/18,17S,4,4,21,3,1,DISP,12,3,SPAI,,,,,,,,
10/1/18,17S,4,4,24,14,2,SPAI,10,3,DISP,,,,,,,,
10/1/18,17S,5,1,3,3,1,BOGR,22,1,BOGR,,,,,,,,
10/1/18,17S,5,1,6,8,0,OPPO,13,2,OPPO,,,,,,,,
10/1/18,17S,5,1,9,6,2,OPPO,12,3,EREF,,,,,,,,
10/1/18,17S,5,1,12,8,5,VUOC,6,2,BOGR,,,,,,,,
10/1/18,17S,5,1,15,8,1,OPPO,6,1,VUOC,,,,,,,,
10/1/18,17S,5,1,18,2,1,BOGR,14,3,GUSA,,,,,,,,
10/1/18,17S,5,1,21,32,4,OPPO,6,1,BOGR,,,,,,,,
10/1/18,17S,5,1,24,4,2,BOGR,2,0,BOGR,,,,,,,,
10/1/18,17S,5,2,3,32,0,HECO,14,3,HECO,,,,,,,,
10/1/18,17S,5,2,6,6,1,HECO,10,2,BOGR,,,,,,,,
10/1/18,17S,5,2,9,53,5,HECO,19,4,EREF,,,,,,,,
10/1/18,17S,5,2,12,5,2,HECO,4,3,HECO,,,,,,,,
10/1/18,17S,5,2,15,8,1,SPCR,19,3,HECO,,,,,,,,
10/1/18,17S,5,2,18,30,4,EREF,14,4,EREF,,,,,,,,
10/1/18,17S,5,2,21,6,2,HECO,10,3,EREF,,,,,,,,
10/1/18,17S,5,2,24,28,3,HECO,13,3,HECO,,,,,,,,
10/1/18,17S,5,3,3,3,1,BOGR,7,2,BOGR,,,,,,,,
10/1/18,17S,5,3,6,1,0,BOGR,4,2,BOGR,,,,,,,,
10/1/18,17S,5,3,9,3,1,ARPU,22,2,ARPU,,,,,,,,
10/1/18,17S,5,3,12,2,1,BOGR,17,1,ARPU,,,,,,,,
10/1/18,17S,5,3,15,3,1,BOGR,6,3,ARPU,,,,,,,,
10/1/18,17S,5,3,18,19,2,ARPU,10,3,OPPO,,,,,,,,
10/1/18,17S,5,3,21,1,0,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17S,5,3,24,11,1,GUSA,14,5,GUSA,,,,,,,,
10/1/18,17S,5,4,3,21,2,ARPU,3,1,BUDA,,,,,,,,
10/1/18,17S,5,4,6,3,0,BOGR,11,1,BOGR,,,,,,,,
10/1/18,17S,5,4,9,6,1,GUSA,6,4,GUSA,,,,,,,,
10/1/18,17S,5,4,12,5,1,BOGR,1,0,BOGR,,,,,,,,
10/1/18,17S,5,4,15,6,2,OPPO,11,4,OPPO,,,,,,,,
10/1/18,17S,5,4,18,3,2,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17S,5,4,21,3,0,BOGR,23,3,BOGR,,,,,,,,
10/1/18,17S,5,4,24,27,10,HECO,13,3,BOGR,,,,,,,,
10/1/18,17S,6,1,3,3,2,HECO,14,3,HECO,,,,,,,,
10/1/18,17S,6,1,6,3,1,HECO,4,1,HECO,,,,,,,,
10/1/18,17S,6,1,9,10,3,HECO,8,2,HECO,,,,,,,,
10/1/18,17S,6,1,12,18,1,HECO,24,7,HECO,,,,,,,,
10/1/18,17S,6,1,15,8,1,HECO,29,2,HECO,,,,,,,,
10/1/18,17S,6,1,18,10,1,HECO,12,2,HECO,,,,,,,,
10/1/18,17S,6,1,21,5,1,HECO,8,1,HECO,,,,,,,,
10/1/18,17S,6,1,24,7,5,HECO,16,3,HECO,,,,,,,,
10/1/18,17S,6,2,3,7,3,EREF,20,3,PASM,,,,,,,,
10/1/18,17S,6,2,6,34,2,HECO,32,3,HECO,,,,,,,,
10/1/18,17S,6,2,9,1,1,HECO,22,1,HECO,,,,,,,,
10/1/18,17S,6,2,12,3,1,HECO,37,1,HECO,,,,,,,,
10/1/18,17S,6,2,15,23,3,PASM,14,1,HECO,,,,,,,,
10/1/18,17S,6,2,18,10,2,BOGR,21,1,HECO,,,,,,,,
10/1/18,17S,6,2,21,18,3,EREF,3,1,BOGR,,,,,,,,
10/1/18,17S,6,2,24,33,7,ATCA,17,1,PASM,,,,,,,,
10/1/18,17S,6,3,3,5,1,BOGR,6,1,HECO,,,,,,,,
10/1/18,17S,6,3,6,36,1,HECO,5,1,HECO,,,,,,,,
10/1/18,17S,6,3,9,4,1,HECO,10,2,HECO,,,,,,,,
10/1/18,17S,6,3,12,13,5,HECO,30,1,HECO,,,,,,,,
10/1/18,17S,6,3,15,8,2,BOGR,31,7,HECO,,,,,,,,
10/1/18,17S,6,3,18,19,1,BOGR,19,2,HECO,,,,,,,,
10/1/18,17S,6,3,21,1,1,BOGR,22,2,HECO,,,,,,,,
10/1/18,17S,6,3,24,26,5,HECO,12,3,HECO,,,,,,,,
10/1/18,17S,6,4,3,16,1,HECO,12,4,HECO,,,,,,,,
10/1/18,17S,6,4,6,15,5,OPPO,7,2,HECO,,,,,,,,
10/1/18,17S,6,4,9,4,1,VUOC,8,1,VUOC,,,,,,,,
10/1/18,17S,6,4,12,31,5,HECO,27,2,PASM,,,,,,,,
10/1/18,17S,6,4,15,55,22,ATCA,24,2,EREF,,,,,,,,
10/1/18,17S,6,4,18,5,2,PASM,4,1,HECO,,,,,,,,
10/1/18,17S,6,4,21,25,2,VUOC,9,1,DISP,,,,,,,,
10/1/18,17S,6,4,24,49,20,ATCA,41,18,ATCA,,,,,,,,
10/1/18,17N,1,1,3,3,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,1,1,6,4,1,BOGR,15,2,VUOC,,,,,,,,
10/1/18,17N,1,1,9,1,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,1,1,12,5,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,1,1,15,4,2,BOGR,1,1,BOGR,,,,,,,,
10/1/18,17N,1,1,18,3,1,BOGR,9,3,OPPO,,,,,,,,
10/1/18,17N,1,1,21,3,1,BOGR,1,1,BOGR,,,,,,,,
10/1/18,17N,1,1,24,1,1,BOGR,7,1,BOGR,,,,,,,,
10/1/18,17N,1,2,3,1,0,BOGR,4,2,BUDA,,,,,,,,
10/1/18,17N,1,2,6,4,1,BUDA,2,1,BUDA,,,,,,,,
10/1/18,17N,1,2,9,4,1,BUDA,2,0,BUDA,,,,,,,,
10/1/18,17N,1,2,12,7,1,BUDA,1,1,BUDA,,,,,,,,
10/1/18,17N,1,2,15,4,1,BOGR,4,1,BUDA,,,,,,,,
10/1/18,17N,1,2,18,3,2,BUDA,2,1,BOGR,,,,,,,,
10/1/18,17N,1,2,21,6,2,ELEL,4,1,BOGR,,,,,,,,
10/1/18,17N,1,2,24,6,2,BOGR,2,0,BOGR,,,,,,,,
10/1/18,17N,1,3,3,8,1,VUOC,4,1,VUOC,,,,,,,,
10/1/18,17N,1,3,6,4,1,BOGR,7,1,BOGR,,,,,,,,
10/1/18,17N,1,3,9,2,0,VUOC,1,0,BARE,,,,,,,,
10/1/18,17N,1,3,12,3,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,1,3,15,3,1,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17N,1,3,18,6,1,BOGR,3,2,BOGR,,,,,,,,
10/1/18,17N,1,3,21,4,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17N,1,3,24,4,1,BOGR,8,2,BOGR,,,,,,,,
10/1/18,17N,1,4,3,7,1,BOGR,10,1,HECO,,,,,,,,
10/1/18,17N,1,4,6,16,1,PASM,19,1,BOGR,,,,,,,,
10/1/18,17N,1,4,9,9,1,BUDA,15,1,BUDA,,,,,,,,
10/1/18,17N,1,4,12,13,1,ARPU,21,1,PASM,,,,,,,,
10/1/18,17N,1,4,15,19,2,BOGR,14,1,PASM,,,,,,,,
10/1/18,17N,1,4,18,6,1,EREF,17,1,BOGR,,,,,,,,
10/1/18,17N,1,4,21,18,1,BOGR,21,4,ARPU,,,,,,,,
10/1/18,17N,1,4,24,10,2,PASM,7,1,BOGR,,,,,,,,
10/1/18,17N,2,1,3,4,1,BUDA,6,1,BOGR,,,,,,,,
10/1/18,17N,2,1,6,3,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17N,2,1,9,7,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17N,2,1,12,17,3,ARPU,4,1,BOGR,,,,,,,,
10/1/18,17N,2,1,15,4,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17N,2,1,18,3,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,2,1,21,2,0,BOGR,10,1,VUOC,,,,,,,,
10/1/18,17N,2,1,24,4,1,BOGR,19,1,BOGR,,,,,,,,
10/1/18,17N,2,2,3,3,2,BOGR,16,2,BOGR,,,,,,,,
10/1/18,17N,2,2,6,11,3,VUOC,9,1,ELEL,,,,,,,,
10/1/18,17N,2,2,9,6,1,VUOC,15,2,ARPU,,,,,,,,
10/1/18,17N,2,2,12,15,1,VUOC,3,0,BUDA,,,,,,,,
10/1/18,17N,2,2,15,7,1,OPPO,12,2,OPPO,,,,,,,,
10/1/18,17N,2,2,18,4,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,2,2,21,2,1,BOGR,3,1,BUDA,,,,,,,,
10/1/18,17N,2,2,24,4,1,BOGR,2,1,BUDA,,,,,,,,
10/1/18,17N,2,3,3,1,1,BOGR,4,1,BOGR,,,,,,,,
10/1/18,17N,2,3,6,4,1,BOGR,1,1,BOGR,,,,,,,,
10/1/18,17N,2,3,9,1,1,BOGR,15,1,BOGR,,,,,,,,
10/1/18,17N,2,3,12,8,1,VUOC,13,2,VUOC,,,,,,,,
10/1/18,17N,2,3,15,1,1,BOGR,7,1,VUOC,,,,,,,,
10/1/18,17N,2,3,18,19,1,EREF,9,1,VUOC,,,,,,,,
10/1/18,17N,2,3,21,14,4,VUOC,22,6,ARPU,,,,,,,,
10/1/18,17N,2,3,24,11,1,ARPU,8,0,VUOC,,,,,,,,
10/1/18,17N,2,4,3,4,1,BOGR,12,1,BOGR,,,,,,,,
10/1/18,17N,2,4,6,22,2,BOGR,3,1,BOGR,,,,,,,,
10/1/18,17N,2,4,9,4,1,BOGR,11,2,BOGR,,,,,,,,
10/1/18,17N,2,4,12,4,1,BOGR,4,2,BOGR,,,,,,,,
10/1/18,17N,2,4,15,5,1,BOGR,10,1,VUOC,,,,,,,,
10/1/18,17N,2,4,18,2,0,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,2,4,21,12,2,OPPO,8,2,BOGR,,,,,,,,
10/1/18,17N,2,4,24,5,1,BOGR,10,1,BOGR,,,,,,,,
10/1/18,17N,3,1,3,4,1,DISP,28,11,DISP,,,,,,,,
10/1/18,17N,3,1,6,21,7,DISP,8,3,DISP,,,,,,,,
10/1/18,17N,3,1,9,15,2,DISP,18,7,DISP,,,,,,,,
10/1/18,17N,3,1,12,15,2,DISP,26,12,DISP,,,,,,,,
10/1/18,17N,3,1,15,8,3,DISP,14,5,DISP,,,,,,,,
10/1/18,17N,3,1,18,6,1,DISP,20,5,PASM,,,,,,,,
10/1/18,17N,3,1,21,8,4,DISP,16,3,DISP,,,,,,,,
10/1/18,17N,3,1,24,4,1,DISP,4,1,BOGR,,,,,,,,
10/1/18,17N,3,2,3,6,2,DISP,2,0,DISP,,,,,,,,
10/1/18,17N,3,2,6,8,3,DISP,14,2,DISP,,,,,,,,
10/1/18,17N,3,2,9,9,3,DISP,1,0,DISP,,,,,,,,
10/1/18,17N,3,2,12,3,0,SPAI,10,3,SPAI,,,,,,,,
10/1/18,17N,3,2,15,6,4,SPAI,6,3,SPAI,,,,,,,,
10/1/18,17N,3,2,18,10,2,DISP,2,0,DISP,,,,,,,,
10/1/18,17N,3,2,21,2,1,BOGR,3,0,BOGR,,,,,,,,
10/1/18,17N,3,2,24,1,0,BOGR,1,0,BOGR,,,,,,,,
10/1/18,17N,3,3,3,23,7,DISP,42,12,JUBA,,,,,,,,
10/1/18,17N,3,3,6,48,15,PASM,32,10,PASM,,,,,,,,
10/1/18,17N,3,3,9,40,15,JUBA,49,15,DISP,,,,,,,,
10/1/18,17N,3,3,12,19,8,CAIN,28,11,SPAI,,,,,,,,
10/1/18,17N,3,3,15,18,2,CAIN,26,11,SPAI,,,,,,,,
10/1/18,17N,3,3,18,18,11,CAIN,31,11,SPAI,,,,,,,,
10/1/18,17N,3,3,21,15,7,SPAI,18,6,DISP,,,,,,,,
10/1/18,17N,3,3,24,17,5,SPAI,8,3,SPAI,,,,,,,,
10/1/18,17N,3,4,3,8,2,DISP,6,2,DISP,,,,,,,,
10/1/18,17N,3,4,6,28,5,PASM,19,3,DISP,,,,,,,,
10/1/18,17N,3,4,9,24,3,DISP,14,4,DISP,,,,,,,,
10/1/18,17N,3,4,12,32,3,DISP,42,22,PASM,,,,,,,,
10/1/18,17N,3,4,15,22,5,DISP,29,11,SPAI,,,,,,,,
10/1/18,17N,3,4,18,28,3,DISP,8,6,SPAI,,,,,,,,
10/1/18,17N,3,4,21,18,4,DISP,11,5,SPAI,,,,,,,,
10/1/18,17N,3,4,24,13,5,DISP,13,3,DISP,,,,,,,,
10/1/18,17N,4,1,3,22,5,DISP,34,7,DISP,,,,,,,,
10/1/18,17N,4,1,6,50,27,HECO,63,22,HECO,,,,,,,,
10/1/18,17N,4,1,9,46,7,CAIN,38,12,SPAI,,,,,,,,
10/1/18,17N,4,1,12,40,7,CAIN,17,12,SPAI,,,,,,,,
10/1/18,17N,4,1,15,14,6,CAIN,19,4,CAIN,,,,,,,,
10/1/18,17N,4,1,18,10,3,CAIN,16,5,CAIN,,,,,,,,
10/1/18,17N,4,1,21,16,5,DISP,18,11,DISP,,,,,,,,
10/1/18,17N,4,1,24,13,6,DISP,13,5,DISP,,,,,,,,
10/1/18,17N,4,2,3,34,11,HECO,26,4,HECO,,,,,,,,
10/1/18,17N,4,2,6,60,12,HECO,40,8,HECO,,,,,,,,
10/1/18,17N,4,2,9,23,8,DISP,32,10,SPAI,,,,,,,,
10/1/18,17N,4,2,12,20,8,SPAI,22,12,SPAI,,,,,,,,
10/1/18,17N,4,2,15,32,12,SPAI,28,12,SPAI,,,,,,,,
10/1/18,17N,4,2,18,30,10,SPAI,25,4,SPAI,,,,,,,,
10/1/18,17N,4,2,21,13,3,DISP,16,6,DISP,,,,,,,,
10/1/18,17N,4,2,24,30,10,PASM,43,11,PASM,,,,,,,,
10/1/18,17N,4,3,3,18,6,DISP,22,10,DISP,,,,,,,,
10/1/18,17N,4,3,6,20,6,DISP,28,10,SPAI,,,,,,,,
10/1/18,17N,4,3,9,21,9,DISP,32,6,SPAI,,,,,,,,
10/1/18,17N,4,3,12,6,2,SPAI,40,12,SPAI,,,,,,,,
10/1/18,17N,4,3,15,38,2,SPAI,47,15,SPAI,,,,,,,,
10/1/18,17N,4,3,18,5,0,DISP,23,5,SPAI,,,,,,,,
10/1/18,17N,4,3,21,15,4,DISP,18,6,DISP,,,,,,,,
10/1/18,17N,4,3,24,14,4,DISP,21,10,SPAI,,,,,,,,
10/1/18,17N,4,4,3,32,12,SPAI,26,12,DISP,,,,,,,,
10/1/18,17N,4,4,6,16,7,DISP,13,2,DISP,,,,,,,,
10/1/18,17N,4,4,9,11,2,DISP,6,4,DISP,,,,,,,,
10/1/18,17N,4,4,12,22,10,SPAI,16,7,ELEL,,,,,,,,
10/1/18,17N,4,4,15,26,10,ELEL,28,8,DISP,,,,,,,,
10/1/18,17N,4,4,18,21,7,ELEL,14,7,DISP,,,,,,,,
10/1/18,17N,4,4,21,18,6,DISP,13,6,SPAI,,,,,,,,
10/1/18,17N,4,4,24,26,14,ELEL,12,3,SPAI,,,,,,,,
10/1/18,17N,5,1,3,29,2,PASM,21,6,OPPO,,,,,,,,
10/1/18,17N,5,1,6,16,3,PASM,23,8,EREF,,,,,,,,
10/1/18,17N,5,1,9,18,3,PASM,9,2,PASM,,,,,,,,
10/1/18,17N,5,1,12,21,1,PASM,11,2,PASM,,,,,,,,
10/1/18,17N,5,1,15,14,2,PASM,12,3,OPPO,,,,,,,,
10/1/18,17N,5,1,18,19,3,OPPO,21,2,PASM,,,,,,,,
10/1/18,17N,5,1,21,10,5,OPPO,18,5,OPPO,,,,,,,,
10/1/18,17N,5,1,24,6,1,BOGR,9,2,BOGR,,,,,,,,
10/1/18,17N,5,2,3,20,3,BOGR,18,4,BOGR,,,,,,,,
10/1/18,17N,5,2,6,24,3,BOGR,42,4,HECO,,,,,,,,
10/1/18,17N,5,2,9,3,1,BOGR,1,0,BOGR,,,,,,,,
10/1/18,17N,5,2,12,20,2,HECO,49,3,OPPO,,,,,,,,
10/1/18,17N,5,2,15,12,2,PASM,17,2,EREF,,,,,,,,
10/1/18,17N,5,2,18,11,3,EREF,27,4,OPPO,,,,,,,,
10/1/18,17N,5,2,21,14,3,BOGR,8,3,OPPO,,,,,,,,
10/1/18,17N,5,2,24,12,3,PASM,19,4,PASM,,,,,,,,
10/1/18,17N,5,3,3,9,1,VUOC,17,2,HECO,,,,,,,,
10/1/18,17N,5,3,6,18,2,HECO,19,3,HECO,,,,,,,,
10/1/18,17N,5,3,9,31,3,HECO,44,3,HECO,,,,,,,,
10/1/18,17N,5,3,12,37,4,HECO,23,2,HECO,,,,,,,,
10/1/18,17N,5,3,15,18,2,HECO,21,2,OPPO,,,,,,,,
10/1/18,17N,5,3,18,29,3,HECO,9,3,EREF,,,,,,,,
10/1/18,17N,5,3,21,23,2,HECO,31,5,HECO,,,,,,,,
10/1/18,17N,5,3,24,25,3,ELEL,22,3,EREF,,,,,,,,
10/1/18,17N,5,4,3,18,2,BOGR,21,3,BOGR,,,,,,,,
10/1/18,17N,5,4,6,8,2,BOGR,6,2,BOGR,,,,,,,,
10/1/18,17N,5,4,9,8,2,BOGR,4,2,BOGR,,,,,,,,
10/1/18,17N,5,4,12,9,2,ARPU,12,1,BOGR,,,,,,,,
10/1/18,17N,5,4,15,5,1,BOGR,25,2,BOGR,,,,,,,,
10/1/18,17N,5,4,18,42,2,HECO,14,2,HECO,,,,,,,,
10/1/18,17N,5,4,21,42,3,HECO,29,3,HECO,,,,,,,,
10/1/18,17N,5,4,24,21,3,HECO,21,2,HECO,,,,,,,,
10/1/18,17N,6,1,3,27,3,HECO,18,3,HECO,,,,,,,,
10/1/18,17N,6,1,6,28,5,OPPO,11,3,BOGR,,,,,,,,
10/1/18,17N,6,1,9,4,1,VUOC,40,7,HECO,,,,,,,,
10/1/18,17N,6,1,12,2,0,BOGR,14,1,HECO,,,,,,,,
10/1/18,17N,6,1,15,24,3,EREF,21,3,HECO,,,,,,,,
10/1/18,17N,6,1,18,14,2,EREF,5,1,BOGR,,,,,,,,
10/1/18,17N,6,1,21,12,1,HECO,11,3,CADU,,,,,,,,
10/1/18,17N,6,1,24,8,3,VUOC,44,2,HECO,,,,,,,,
10/1/18,17N,6,2,3,16,3,PASM,19,3,PASM,,,,,,,,
10/1/18,17N,6,2,6,10,3,PASM,16,3,PASM,,,,,,,,
10/1/18,17N,6,2,9,10,1,PASM,19,2,PASM,,,,,,,,
10/1/18,17N,6,2,12,23,8,DISP,12,3,DISP,,,,,,,,
10/1/18,17N,6,2,15,4,2,BUDA,2,1,BUDA,,,,,,,,
10/1/18,17N,6,2,18,4,2,BUDA,4,2,BUDA,,,,,,,,
10/1/18,17N,6,2,21,1,0,BARE,14,2,DISP,,,,,,,,
10/1/18,17N,6,2,24,0,0,BARE,4,0,BARE,,,,,,,,
10/1/18,17N,6,3,3,15,3,HECO,11,3,HECO,,,,,,,,
10/1/18,17N,6,3,6,26,2,HECO,11,2,HECO,,,,,,,,
10/1/18,17N,6,3,9,10,2,BOGR,6,1,BOGR,,,,,,,,
10/1/18,17N,6,3,12,4,1,HECO,8,2,BOGR,,,,,,,,
10/1/18,17N,6,3,15,4,1,HECO,6,4,BOGR,,,,,,,,
10/1/18,17N,6,3,18,20,4,HECO,4,1,BOGR,,,,,,,,
10/1/18,17N,6,3,21,2,0,BOGR,4,2,BOGR,,,,,,,,
10/1/18,17N,6,3,24,29,1,BOGR,2,1,BOGR,,,,,,,,
10/1/18,17N,6,4,3,4,1,PASM,16,2,PASM,,,,,,,,
10/1/18,17N,6,4,6,21,4,PASM,15,3,PASM,,,,,,,,
10/1/18,17N,6,4,9,18,9,PASM,19,3,PASM,,,,,,,,
10/1/18,17N,6,4,12,2,1,BOGR,20,3,EREF,,,,,,,,
10/1/18,17N,6,4,15,9,2,SPAI,22,2,DISP,,,,,,,,
10/1/18,17N,6,4,18,6,1,DISP,12,1,BOGR,,,,,,,,
10/1/18,17N,6,4,21,6,3,DISP,10,3,DISP,,,,,,,,
