Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp,
6/2/2022,5W,3,3,3,2,CRMI,1,CRMI,7,CHLE,1,CRMI,0
6/2/2022,5W,3,3,6,4,CHLE,1,CRMI,2,CADU,1,CRMI,0
6/2/2022,5W,3,3,9,5,CADU,1,CRMI,5,PASM,1,CRMI,0
6/2/2022,5W,3,3,12,2,CHLE,1,CRMI,2,PASM,1,CRMI,0
6/2/2022,5W,3,3,15,6,CHLE,1,CRMI,1,CRMI,1,CRMI,0
6/2/2022,5W,3,3,18,4,CHLE,0,CHLE,0,BARE,0,BARE,0
6/2/2022,5W,3,3,21,3,CADU,1,CRMI,1,CHLE,0,CHLE,0
6/2/2022,5W,3,3,24,9,CHLE,1,CRMI,4,CHLE,2,CRMI,0
6/2/2022,5W,3,4,3,8,CHLE,2,BUDA,2,BOGR,1,BOGR,0
6/2/2022,5W,3,4,6,4,CHLE,1,BUDA,2,BOGR,1,BOGR,0
6/2/2022,5W,3,4,9,7,PASM,1,BOGR,3,PASM,1,EREF,0
6/2/2022,5W,3,4,12,12,PASM,1,PASM,11,PASM,3,PASM,0
6/2/2022,5W,3,4,15,8,PASM,1,BOGR,4,PASM,0,PASM,0
6/2/2022,5W,3,4,18,10,PASM,1,PASM,7,PASM,1,PASM,0
6/2/2022,5W,3,4,21,6,GUSA,3,GUSA,9,PASM,1,BOGR,0
6/2/2022,5W,3,4,24,4,BOGR,1,BOGR,4,PASM,1,PASM,0
6/2/2022,5W,4,1,3,4,CHLE,1,CRMI,11,CHLE,0,CRMI,0
6/2/2022,5W,4,1,6,1,BOGR,1,BOGR,2,CRMI,1,CRMI,0
6/2/2022,5W,4,1,9,14,CHLE,1,CRMI,4,CHLE,1,CRMI,0
6/2/2022,5W,4,1,12,7,CHLE,1,CHAL,16,CHLE,1,CHLE,0
6/2/2022,5W,4,1,15,11,ATCA,0,ATCA,14,ATCA,1,ATCA,0
6/2/2022,5W,4,1,18,5,CHLE,1,CHAL,5,CADU,1,CRMI,0
6/2/2022,5W,4,1,21,6,PASM,1,CRMI,16,CHLE,1,PASM,0
6/2/2022,5W,4,1,24,2,CHLE,1,CRMI,20,CHLE,2,BOGR,0
6/2/2022,5W,4,2,3,4,CHLE,1,CRMI,4,CHLE,1,CHAL,0
6/2/2022,5W,4,2,6,9,PASM,0,PASM,8,PASM,2,PASM,0
6/2/2022,5W,4,2,9,9,CHLE,2,CRMI,16,CHLE,1,CHLE,0
6/2/2022,5W,4,2,12,5,CHLE,2,CRMI,4,PASM,2,CHLE,0
6/2/2022,5W,4,2,15,32,ATCA,22,ATCA,11,PASM,2,PASM,0
6/2/2022,5W,4,2,18,0,BARE,0,BARE,0,BARE,0,BARE,0
6/2/2022,5W,4,2,21,6,PASM,0,PASM,2,CADU,1,CADU,0
6/2/2022,5W,4,2,24,24,ATCA,9,ATCA,8,ARPU,2,ARPU,0
6/2/2022,5W,4,3,3,12,CHLE,1,BOGR,10,CHLE,1,CHLE,0
6/2/2022,5W,4,3,6,10,CHLE,1,CRMI,3,CHLE,1,CRMI,0
6/2/2022,5W,4,3,9,18,CHLE,1,CHLE,11,CHLE,1,BOGR,0
6/2/2022,5W,4,3,12,3,CHLE,0,CRMI,3,BOGR,0,BOGR,0
6/2/2022,5W,4,3,15,8,CHLE,1,BOGR,8,CHLE,1,BOGR,0
6/2/2022,5W,4,3,18,17,CHLE,2,CHLE,11,CHLE,2,BOGR,0
6/2/2022,5W,4,3,21,10,CHLE,1,BOGR,15,CHLE,1,BOGR,0
6/2/2022,5W,4,3,24,3,CHLE,2,BOGR,6,CHLE,1,CHAL,0
6/2/2022,5W,4,4,3,6,PASM,2,CRMI,10,CHLE,1,PASM,0
6/2/2022,5W,4,4,6,11,CHLE,2,CRMI,5,ATCA,1,ATCA,0
6/2/2022,5W,4,4,9,7,CADU,2,CRMI,6,CHLE,2,CADU,0
6/2/2022,5W,4,4,12,3,BOGR,1,BOGR,3,CHLE,1,BOGR,0
6/2/2022,5W,4,4,15,3,CHLE,1,CHAL,6,CHLE,2,CRMI,0
6/2/2022,5W,4,4,18,5,CHLE,1,CHAL,2,CHLE,1,CRMI,0
6/2/2022,5W,4,4,21,8,CHLE,1,CHLE,20,CHLE,2,BOGR,0
6/2/2022,5W,4,4,24,14,BOGR,1,BOGR,12,CHLE,3,BOGR,0
6/6/2022,7SE,1,1,3,24,ATCA,1,CADU,9,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,6,4,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,9,4,BOGR,1,BOGR,19,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,12,16,BOGR,2,BOGR,10,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,15,5,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,18,5,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,21,5,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,1,24,2,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,2,3,10,HECO,1,HECO,16,EREF,1,EREF,0
6/6/2022,7SE,1,2,6,17,HECO,2,OPPO,20,BOGR,1,SPCO,0
6/6/2022,7SE,1,2,9,29,BOGR,4,OPPO,32,BOGR,1,BOGR,0
6/6/2022,7SE,1,2,12,14,BOGR,1,BOGR,14,BOGR,1,OPPO,0
6/6/2022,7SE,1,2,15,7,BOGR,3,BOGR,6,BOGR,4,VUOC,0
6/6/2022,7SE,1,2,18,7,BOGR,1,BOGR,24,BOGR,1,BOGR,0
6/6/2022,7SE,1,2,21,6,BOGR,1,BOGR,6,OPPO,4,OPPO,0
6/6/2022,7SE,1,2,24,20,BOGR,1,CADU,6,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,3,7,BOGR,1,BOGR,14,BOGR,3,BOGR,0
6/6/2022,7SE,1,3,6,5,BOGR,1,BOGR,12,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,9,5,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,12,2,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,15,1,BOGR,0,BARE,0,BARE,0,BARE,0
6/6/2022,7SE,1,3,18,6,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,21,4,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/6/2022,7SE,1,3,24,10,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,3,0,BARE,0,BARE,5,BOGR,0,BARE,0
6/6/2022,7SE,1,4,6,8,PASM,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,9,3,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,12,4,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,15,1,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,18,2,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,21,4,SPCO,2,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,1,4,24,4,BOGR,1,BOGR,0,BARE,0,BARE,0
6/6/2022,7SE,2,1,3,14,BOGR,1,BOGR,24,EREF,3,EREF,0
6/6/2022,7SE,2,1,6,10,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/6/2022,7SE,2,1,9,13,BOGR,3,BOGR,10,BOGR,1,BOGR,0
6/6/2022,7SE,2,1,12,9,BOGR,1,BOGR,12,BOGR,1,BOGR,0
6/6/2022,7SE,2,1,15,8,BOGR,1,BOGR,19,HECO,1,HECO,0
6/6/2022,7SE,2,1,18,12,BOGR,1,BOGR,11,BOGR,1,BOGR,0
6/6/2022,7SE,2,1,21,8,HECO,1,HECO,8,BOGR,1,BOGR,0
6/6/2022,7SE,2,1,24,0,BARE,0,BARE,15,SIAL,1,SAIB,0
6/6/2022,7SE,2,2,3,4,BOGR,1,BOGR,6,BOGR,1,BOGR,0
6/6/2022,7SE,2,2,6,3,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,2,2,9,5,BOGR,1,BOGR,11,PASM,1,PASM,0
6/6/2022,7SE,2,2,12,12,PASM,1,PASM,13,BOGR,1,PASM,0
6/6/2022,7SE,2,2,15,10,BOGR,1,PASM,14,PASM,1,BOGR,0
6/6/2022,7SE,2,2,18,36,PASM,1,BOGR,17,PASM,1,BOGR,0
6/6/2022,7SE,2,2,21,12,LARE,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,2,2,24,5,BOGR,1,BOGR,15,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,3,9,CADU,1,CADU,6,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,6,1,BOGR,0,BOGR,7,BOGR,2,OPPO,0
6/6/2022,7SE,2,3,9,9,BOGR,1,BOGR,2,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,12,7,BOGR,1,BOGR,7,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,15,17,BOGR,1,BOGR,18,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,18,18,BOGR,2,BOGR,15,BOGR,2,BOGR,0
6/6/2022,7SE,2,3,21,13,BOGR,2,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,2,3,24,5,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/3/2022,7SE,2,4,3,25,BOGR,2,BOGR,31,BOGR,2,HECO,0
6/3/2022,7SE,2,4,6,20,BOGR,2,BOGR,16,BOGR,1,CRMI,0
6/3/2022,7SE,2,4,9,24,BOGR,1,BOGR,24,BOGR,1,BOGR,0
6/3/2022,7SE,2,4,12,20,BOGR,3,OPPO,31,BOGR,1,OPPO,0
6/3/2022,7SE,2,4,15,20,BOGR,1,BOGR,28,BOGR,2,BOGR,0
6/3/2022,7SE,2,4,18,26,BOGR,3,BOGR,16,BOGR,1,BOGR,0
6/3/2022,7SE,2,4,21,16,BOGR,3,BOGR,23,BOGR,0,BARE,0
6/3/2022,7SE,2,4,24,29,BOGR,2,BOGR,8,BOGR,1,BOGR,0
6/6/2022,7SE,3,1,3,10,HECO,1,HECO,28,HECO,1,HECO,0
6/6/2022,7SE,3,1,6,13,HECO,1,HECO,10,BOGR,1,BOGR,0
6/6/2022,7SE,3,1,9,14,HECO,2,PASM,12,PASM,1,PASM,0
6/6/2022,7SE,3,1,12,9,PASM,1,PASM,9,HECO,1,PASM,0
6/6/2022,7SE,3,1,15,6,PASM,2,CADU,10,PASM,1,CADU,0
6/6/2022,7SE,3,1,18,14,PASM,1,PASM,13,PASM,1,HECO,0
6/6/2022,7SE,3,1,21,14,PASM,1,PASM,12,HECO,1,HECO,0
6/6/2022,7SE,3,1,24,9,HECO,1,BOGR,11,HECO,1,HECO,0
6/6/2022,7SE,3,2,3,32,PASM,1,PASM,16,PASM,1,PASM,0
6/6/2022,7SE,3,2,6,6,PASM,1,BOGR,12,PASM,1,PASM,0
6/6/2022,7SE,3,2,9,5,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,3,2,12,16,BOGR,3,BOGR,22,BOGR,1,BOGR,0
6/6/2022,7SE,3,2,15,16,BOGR,2,BOGR,12,BOGR,1,BOGR,0
6/6/2022,7SE,3,2,18,21,BOGR,2,BOGR,14,BOGR,2,BOGR,0
6/6/2022,7SE,3,2,21,18,BOGR,1,BOGR,26,BOGR,3,BOGR,0
6/6/2022,7SE,3,2,24,21,BOGR,3,BOGR,26,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,3,8,BOGR,2,BOGR,7,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,6,12,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,9,12,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,12,5,BOGR,1,BOGR,8,BOGR,2,BOGR,0
6/6/2022,7SE,3,3,15,10,BOGR,1,BOGR,8,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,18,6,BOGR,1,BOGR,8,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,21,4,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,3,3,24,4,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,3,4,3,2,BOGR,1,BOGR,0,BARE,0,BARE,0
6/6/2022,7SE,3,4,6,6,BOGR,1,BOGR,15,PASM,2,PASM,0
6/6/2022,7SE,3,4,9,16,PASM,1,PASM,24,PASM,1,PASM,0
6/6/2022,7SE,3,4,12,20,PASM,1,PASM,27,BOGR,1,SPCO,0
6/6/2022,7SE,3,4,15,11,BOGR,1,BOGR,12,BOGR,1,BOGR,0
6/6/2022,7SE,3,4,18,22,BOGR,2,BOGR,21,PASM,4,BOGR,0
6/6/2022,7SE,3,4,21,13,BOGR,2,BOGR,7,BOGR,1,BOGR,0
6/6/2022,7SE,3,4,24,6,BOGR,1,BOGR,8,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,3,26,BOGR,3,BOGR,14,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,6,14,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,9,20,BOGR,1,BOGR,11,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,12,2,BOGR,1,BOGR,13,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,15,14,BOGR,2,BOGR,5,CADU,1,CADU,0
6/6/2022,7SE,4,1,18,12,HECO,2,BOGR,4,CADU,1,CADU,0
6/6/2022,7SE,4,1,21,6,CADU,1,CADU,6,BOGR,1,BOGR,0
6/6/2022,7SE,4,1,24,10,BOGR,1,BOGR,4,BOGR,1,BOGR,0
6/6/2022,7SE,4,3,3,13,HECO,1,HECO,13,HECO,5,OPPO,0
6/6/2022,7SE,4,3,6,13,PASM,4,OPPO,14,HECO,2,HECO,0
6/6/2022,7SE,4,3,9,17,HECO,1,BOGR,13,HECO,1,HECO,0
6/6/2022,7SE,4,3,12,15,HECO,3,OPPO,12,HECO,1,HECO,0
6/6/2022,7SE,4,3,15,20,BOGR,2,BOGR,15,HECO,3,EREF,0
6/6/2022,7SE,4,3,18,15,SIAL,1,HECO,10,SIAL,1,HECO,0
6/6/2022,7SE,4,3,21,28,SIAL,1,SIAL,4,CRMI,1,CRMI,0
6/6/2022,7SE,4,3,24,9,CHLE,3,OPPO,14,EREF,1,BOGR,0
6/6/2022,7SE,4,2,3,6,BOGR,1,BOGR,11,BOGR,1,SPCO,0
6/6/2022,7SE,4,2,6,12,HECO,1,HECO,17,BOGR,1,BOGR,0
6/6/2022,7SE,4,2,9,10,BOGR,1,BOGR,22,HECO,1,BOGR,0
6/6/2022,7SE,4,2,12,5,BOGR,1,BOGR,8,BOGR,1,BOGR,0
6/6/2022,7SE,4,2,15,22,BOGR,1,BOGR,9,BOGR,1,BOGR,0
6/6/2022,7SE,4,2,18,14,BOGR,1,BOGR,10,BOGR,2,OPPO,0
6/6/2022,7SE,4,2,21,20,CHLE,4,BOGR,13,EREF,1,BOGR,0
6/6/2022,7SE,4,2,24,24,BOGR,4,PASM,18,PASM,5,OPPO,0
6/6/2022,7SE,4,4,3,11,HECO,1,HECO,12,HECO,3,OPPO,0
6/6/2022,7SE,4,4,6,14,HECO,3,HECO,12,HECO,1,HECO,0
6/6/2022,7SE,4,4,9,7,BOGR,1,BOGR,36,SIAL,1,HECO,0
6/6/2022,7SE,4,4,12,20,HECO,1,EREF,34,HECO,4,OPPO,0
6/6/2022,7SE,4,4,15,16,HECO,1,HECO,15,HECO,1,HECO,0
6/6/2022,7SE,4,4,18,16,HECO,4,HECO,15,HECO,1,HECO,0
6/6/2022,7SE,4,4,21,27,HECO,3,HECO,19,SIAL,1,HECO,0
6/6/2022,7SE,4,4,24,52,SIAL,2,HECO,13,EREF,3,EREF,0
6/8/2022,7SE,5,1,3,3,HECO,1,HECO,16,HECO,0,HECO,0
6/8/2022,7SE,5,1,6,27,HECO,3,EREF,10,HECO,1,HECO,0
6/8/2022,7SE,5,1,9,10,EREF,2,OPPO,8,OPPO,1,OPPO,0
6/8/2022,7SE,5,1,12,14,EREF,2,EREF,24,BOGR,3,HECO,0
6/8/2022,7SE,5,1,15,34,HECO,2,OPPO,16,HECO,2,HECO,0
6/8/2022,7SE,5,1,18,34,SIAL,5,HECO,22,PASM,3,OPPO,0
6/8/2022,7SE,5,1,21,16,HECO,3,HECO,31,HECO,3,HECO,0
6/8/2022,7SE,5,1,24,11,HECO,0,HECO,34,HECO,3,HECO,0
6/8/2022,7SE,5,2,3,8,CHLE,0,EREF,10,PASM,0,PASM,0
6/8/2022,7SE,5,2,6,29,BRTE,2,BRTE,32,HECO,2,BRTE,0
6/8/2022,7SE,5,2,9,18,BRTE,5,ATCA,38,ATCA,1,BRTE,0
6/8/2022,7SE,5,2,12,28,SPCR,4,HECO,22,HECO,1,HECO,0
6/8/2022,7SE,5,2,15,10,HECO,1,HECO,12,HECO,1,HECO,0
6/8/2022,7SE,5,2,18,21,HECO,1,BOGR,18,HECO,3,HECO,0
6/8/2022,7SE,5,2,21,6,HECO,1,EREF,11,HECO,2,OPPO,0
6/8/2022,7SE,5,2,24,12,EREF,1,EREF,18,EREF,5,EREF,0
6/8/2022,7SE,5,3,3,28,BRTE,1,SAIB,76,ATCA,63,ATCA,0
6/8/2022,7SE,5,3,6,46,ATCA,11,ATCA,36,ATCA,8,ATCA,0
6/8/2022,7SE,5,3,9,16,EREF,1,PASM,34,ATCA,1,PASM,0
6/8/2022,7SE,5,3,12,28,ATCA,2,OPPO,21,PASM,1,SAIB,0
6/8/2022,7SE,5,3,15,24,BOGR,0,BOGR,48,ATCA,5,BOGR,0
6/8/2022,7SE,5,3,18,14,PASM,5,PASM,26,ATCA,2,PASM,0
6/8/2022,7SE,5,3,21,16,BRTE,0,BRTE,8,BOGR,0,BOGR,0
6/8/2022,7SE,5,3,24,4,DISP,2,DISP,14,DISP,1,DISP,0
6/8/2022,7SE,5,4,3,16,CHLE,2,CHLE,18,DISP,1,DISP,0
6/8/2022,7SE,5,4,6,11,PASM,1,PASM,16,PASM,1,DISP,0
6/8/2022,7SE,5,4,9,12,PASM,1,PASM,10,PASM,1,PASM,0
6/8/2022,7SE,5,4,12,14,PASM,1,PASM,20,PASM,1,PASM,0
6/8/2022,7SE,5,4,15,33,PASM,5,PASM,20,PASM,2,DISP,0
6/8/2022,7SE,5,4,18,14,PASM,3,DISP,15,DISP,1,DISP,0
6/8/2022,7SE,5,4,21,33,SPAI,1,SPAI,12,SPAI,2,DISP,0
6/8/2022,7SE,5,4,24,18,SPAI,2,SPAI,26,SPAI,3,SPAI,0
6/8/2022,7SE,6,1,3,14,SPAI,4,SPAI,14,SPAI,4,SPAI,0
6/8/2022,7SE,6,1,6,12,SPAI,2,SPAI,19,DISP,5,SPAI,0
6/8/2022,7SE,6,1,9,8,SPAI,3,SPAI,16,BOGR,3,DISP,0
6/8/2022,7SE,6,1,12,10,SPAI,1,SPAI,7,SPAI,2,SPAI,0
6/8/2022,7SE,6,1,15,44,ATCA,11,ATCA,8,DISP,3,DISP,0
6/8/2022,7SE,6,1,18,28,SPAI,3,SPAI,6,DISP,1,DISP,0
6/8/2022,7SE,6,1,21,14,SPAI,3,SPAI,6,DISP,2,DISP,0
6/8/2022,7SE,6,1,24,14,SPAI,3,SPAI,52,SPAI,7,SPAI,0
6/8/2022,7SE,6,2,3,8,SPAI,1,SPAI,16,SPAI,3,SPAI,0
6/8/2022,7SE,6,2,6,14,SPAI,3,SPAI,18,PASM,3,PASM,0
6/8/2022,7SE,6,2,9,14,DISP,1,DISP,20,SPAI,9,SPAI,0
6/8/2022,7SE,6,2,12,19,PASM,2,PASM,14,PASM,1,PASM,0
6/8/2022,7SE,6,2,15,4,SPAI,2,SPAI,18,SPAI,4,SPAI,0
6/8/2022,7SE,6,2,18,14,SPAI,5,SPAI,14,SPAI,5,SPAI,0
6/8/2022,7SE,6,2,21,18,SPAI,4,SPAI,5,SPAI,1,SPAI,0
6/8/2022,7SE,6,2,24,12,SPAI,1,SPAI,14,PASM,3,OPPO,0
6/8/2022,7SE,6,3,3,20,SPAI,4,SPAI,14,SPAI,5,SPAI,0
6/8/2022,7SE,6,3,6,10,SPAI,3,SPAI,12,SPAI,4,SPAI,0
6/8/2022,7SE,6,3,9,12,SPAI,4,SPAI,14,SPAI,3,SPAI,0
6/8/2022,7SE,6,3,12,21,SPAI,3,SPAI,21,HECO,2,HECO,0
6/8/2022,7SE,6,3,15,28,SPAI,4,PASM,24,ATCA,1,DISP,0
6/8/2022,7SE,6,3,18,16,PASM,4,HECO,24,BOGR,3,PASM,0
6/8/2022,7SE,6,3,21,40,CHLE,3,HECO,18,SPAI,4,SPAI,0
6/8/2022,7SE,6,3,24,8,SPAI,2,SPAI,14,HECO,2,HECO,0
6/8/2022,7SE,6,4,3,69,ATCA,10,ATCA,42,ATCA,11,ATCA,0
6/8/2022,7SE,6,4,6,20,SPAI,5,SPAI,19,SPAI,4,SPAI,0
6/8/2022,7SE,6,4,9,32,SPAI,4,SPAI,18,SPAI,2,SPAI,0
6/8/2022,7SE,6,4,12,24,SPAI,4,SPAI,19,SPAI,2,SPAI,0
6/8/2022,7SE,6,4,15,12,PASM,2,PASM,19,PASM,2,PASM,0
6/8/2022,7SE,6,4,18,22,SPAI,2,SPAI,6,DISP,2,DISP,0
6/8/2022,7SE,6,4,21,12,SPAI,5,SPAI,12,SPAI,5,SPAI,0
6/8/2022,7SE,6,4,24,18,SPAI,5,SPAI,14,SPAI,4,SPAI,0
6/13/2022,24W,1,1,3,13,BOGR,3,BOGR,24,BOGR,2,BOGR,0
6/13/2022,24W,1,1,6,26,BOGR,1,BOGR,19,BOGR,0,BARE,0
6/13/2022,24W,1,1,9,25,BOGR,1,BOGR,39,BOGR,3,BOGR,0
6/13/2022,24W,1,1,12,22,BOGR,2,ARPU,21,SPCR,0,BOGR,0
6/13/2022,24W,1,1,15,34,BOGR,1,BOGR,29,BOGR,1,BOGR,0
6/13/2022,24W,1,1,18,20,BOGR,1,BOGR,15,BOGR,2,BOGR,0
6/13/2022,24W,1,1,21,30,BOGR,2,BOGR,17,BOGR,1,BOGR,0
6/13/2022,24W,1,1,24,17,BOGR,1,BOGR,14,VUOC,2,BOGR,0
6/13/2022,24W,1,2,3,31,PASM,1,PASM,30,BOGR,1,BOGR,0
6/13/2022,24W,1,2,6,21,BOGR,1,BOGR,22,BOGR,3,BOGR,0
6/13/2022,24W,1,2,9,27,BOGR,2,BOGR,18,PASM,1,BOGR,0
6/13/2022,24W,1,2,12,17,PASM,2,PASM,26,PASM,1,BOGR,0
6/13/2022,24W,1,2,15,20,PASM,3,PASM,29,PASM,2,PASM,0
6/13/2022,24W,1,2,18,31,PASM,6,PASM,26,PASM,0,PASM,0
6/13/2022,24W,1,2,21,32,BOGR,3,BOGR,32,BOGR,2,BOGR,0
6/13/2022,24W,1,2,24,33,BOGR,1,BOGR,37,BOGR,1,BOGR,0
6/13/2022,24W,1,3,3,19,BOGR,2,BOGR,46,BOGR,1,BOGR,0
6/13/2022,24W,1,3,6,26,BOGR,1,BOGR,3,BOGR,1,BOGR,0
6/13/2022,24W,1,3,9,25,BOGR,3,BOGR,24,BOGR,2,BOGR,0
6/13/2022,24W,1,3,12,14,BOGR,2,BOGR,24,BOGR,2,BOGR,0
6/13/2022,24W,1,3,15,20,BOGR,2,BOGR,19,ARPU,1,ARPU,0
6/13/2022,24W,1,3,18,41,BOGR,3,ARPU,23,BOGR,1,BOGR,0
6/13/2022,24W,1,3,21,32,BOGR,2,BOGR,20,BOGR,2,BOGR,0
6/13/2022,24W,1,3,24,6,BOGR,0,BOGR,23,BOGR,0,BOGR,0
6/13/2022,24W,1,4,3,12,PASM,1,PASM,14,PASM,0,PASM,0
6/13/2022,24W,1,4,6,5,PASM,1,PASM,43,PASM,1,PASM,0
6/13/2022,24W,1,4,9,9,ARPU,1,PASM,9,PASM,1,PASM,0
6/13/2022,24W,1,4,12,12,SIAL,1,BOGR,10,PASM,0,BOGR,0
6/13/2022,24W,1,4,15,14,PASM,2,PASM,14,PASM,2,PASM,0
6/13/2022,24W,1,4,18,22,BOGR,0,BOGR,0,BARE,0,BARE,0
6/13/2022,24W,1,4,21,7,PASM,1,PASM,21,PASM,1,BOGR,0
6/13/2022,24W,1,4,24,14,PASM,0,BOGR,13,BOGR,3,BOGR,0
6/13/2022,24W,2,1,3,30,BOGR,1,BOGR,30,BOGR,3,BOGR,0
6/13/2022,24W,2,1,6,4,BOGR,1,BOGR,21,BOGR,0,BARE,0
6/13/2022,24W,2,1,9,32,BOGR,3,BOGR,35,BOGR,2,BOGR,0
6/13/2022,24W,2,1,12,36,BOGR,1,BOGR,30,BOGR,1,BOGR,0
6/13/2022,24W,2,1,15,32,BOGR,1,BOGR,36,BOGR,1,BOGR,0
6/13/2022,24W,2,1,18,28,BOGR,3,BOGR,26,BOGR,2,BOGR,0
6/13/2022,24W,2,1,21,31,BOGR,2,BOGR,31,BOGR,2,BOGR,0
6/13/2022,24W,2,1,24,24,ARPU,3,ARPU,40,BOGR,5,BOGR,0
6/13/2022,24W,2,2,3,37,BOGR,2,BOGR,31,BOGR,2,BOGR,0
6/13/2022,24W,2,2,6,26,BOGR,1,BOGR,21,BOGR,0,BOGR,0
6/13/2022,24W,2,2,9,32,BOGR,1,BOGR,34,BOGR,4,BOGR,0
6/13/2022,24W,2,2,12,26,BOGR,3,BOGR,18,BOGR,1,BOGR,0
6/13/2022,24W,2,2,15,38,BOGR,1,BOGR,39,BOGR,2,BOGR,0
6/13/2022,24W,2,2,18,39,BOGR,1,BOGR,44,BOGR,3,BOGR,0
6/13/2022,24W,2,2,21,16,BOGR,1,BOGR,34,BOGR,2,BOGR,0
6/13/2022,24W,2,2,24,31,BOGR,2,BOGR,36,BOGR,3,BOGR,0
6/13/2022,24W,2,3,3,32,BOGR,2,BOGR,22,BOGR,1,BOGR,0
6/13/2022,24W,2,3,6,40,BOGR,2,BOGR,37,BOGR,3,BOGR,0
6/13/2022,24W,2,3,9,38,BOGR,3,BOGR,44,BOGR,4,SPCR,0
6/13/2022,24W,2,3,12,21,BOGR,1,BOGR,33,BOGR,2,BOGR,0
6/13/2022,24W,2,3,15,15,BOGR,1,BOGR,31,BOGR,1,BOGR,0
6/13/2022,24W,2,3,18,26,BOGR,1,BOGR,5,BOGR,1,BOGR,0
6/13/2022,24W,2,3,21,23,BOGR,2,BOGR,26,BOGR,1,BOGR,0
6/13/2022,24W,2,3,24,21,BOGR,2,BOGR,32,BOGR,2,BOGR,0
6/13/2022,24W,2,4,3,14,BOGR,1,BOGR,19,BOGR,0,BOGR,0
6/13/2022,24W,2,4,6,21,BOGR,2,BOGR,10,PASM,1,BOGR,0
6/13/2022,24W,2,4,9,35,BOGR,4,BOGR,19,BOGR,1,BOGR,0
6/13/2022,24W,2,4,12,28,BOGR,2,OPPO,31,BOGR,7,ARPU,0
6/13/2022,24W,2,4,15,28,BOGR,2,BOGR,9,BOGR,1,BOGR,0
6/13/2022,24W,2,4,18,26,BOGR,0,BARE,27,BOGR,0,BARE,0
6/13/2022,24W,2,4,21,35,BOGR,1,BOGR,40,BOGR,3,BOGR,0
6/13/2022,24W,2,4,24,0,BARE,0,BARE,29,BOGR,1,BOGR,0
6/14/2022,24W,3,1,3,29,BOGR,3,BOGR,13,BOGR,3,BOGR,0
6/14/2022,24W,3,1,6,13,BOGR,0,BOGR,19,BOGR,1,BOGR,0
