Week,Pasture,Date,Plot,Reading_No,High,Low,Spp,G_B,Screen1,Adj_Low,Biomass_lbs_ac
8,20NW,6/29/2016,1,16,28,7,oppo,g,1,,
8,20NW,6/29/2016,1,17,12,6,heco,g,0,6,1408.158
8,20NW,6/29/2016,1,18,30,8,heco,g,0,8,1877.544
8,20NW,6/29/2016,1,19,39,6,heco,g,0,6,1408.158
8,20NW,6/29/2016,1,20,25,3,cadu,g,0,3,704.079
8,20NW,6/29/2016,1,21,34,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,1,22,5,1,heco,g,0,1,234.693
8,20NW,6/29/2016,1,23,34,3,pasm,g,0,3,704.079
8,20NW,6/29/2016,1,24,32,3,cadu,g,0,3,704.079
8,20NW,6/29/2016,1,25,26,6,heco,g,0,6,1408.158
8,20NW,6/29/2016,2,1,42,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,2,2,40,8,heco,g,0,8,1877.544
8,20NW,6/29/2016,2,3,48,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,2,4,41,9,heco,g,0,9,2112.237
8,20NW,6/29/2016,2,5,54,8,cadu,g,0,8,1877.544
8,20NW,6/29/2016,2,6,38,6,heco,g,0,6,1408.158
8,20NW,6/29/2016,2,7,24,6,heco,g,0,6,1408.158
8,20NW,6/29/2016,2,8,32,2,heco,g,0,2,469.386
8,20NW,6/29/2016,2,9,32,9,heco,g,0,9,2112.237
8,20NW,6/29/2016,2,10,42,8,heco,g,0,8,1877.544
8,20NW,6/29/2016,2,11,4,0,vuoc,b,1,,
8,20NW,6/29/2016,2,12,14,2,bogr,b,0,2,469.386
8,20NW,6/29/2016,2,13,15,0,pasm,g,0,0,0
8,20NW,6/29/2016,2,14,13,0,pasm,g,0,0,0
8,20NW,6/29/2016,2,15,41,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,2,16,23,3,heco,g,0,3,704.079
8,20NW,6/29/2016,2,17,30,7,pasm,g,0,7,1642.851
8,20NW,6/29/2016,2,18,13,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,2,19,30,3,heco,g,0,3,704.079
8,20NW,6/29/2016,2,20,56,4,heco,g,0,4,938.772
8,20NW,6/29/2016,2,21,30,2,heco,g,0,2,469.386
8,20NW,6/29/2016,2,22,55,1,heco,g,0,1,234.693
8,20NW,6/29/2016,2,23,22,8,pasm,g,0,8,1877.544
8,20NW,6/29/2016,2,24,58,0,pasm,g,0,0,0
8,20NW,6/29/2016,2,25,35,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,3,1,53,5,elel,g,0,5,1173.465
8,20NW,6/29/2016,3,2,32,1,eref,g,1,,
8,20NW,6/29/2016,3,3,19,2,heco,g,0,2,469.386
8,20NW,6/29/2016,3,4,24,2,bogr,g,0,2,469.386
8,20NW,6/29/2016,3,5,8,1,bogr,g,0,1,234.693
8,20NW,6/29/2016,3,6,11,2,bogr,g,0,2,469.386
8,20NW,6/29/2016,3,7,36,1,heco,g,0,1,234.693
8,20NW,6/29/2016,3,8,18,2,heco,g,0,2,469.386
8,20NW,6/29/2016,3,9,31,2,heco,g,0,2,469.386
8,20NW,6/29/2016,3,10,31,2,pasm,g,0,2,469.386
8,20NW,6/29/2016,3,11,4,0,bogr,g,0,0,0
8,20NW,6/29/2016,3,12,54,7,heco,g,0,7,1642.851
8,20NW,6/29/2016,3,13,13,0,bogr,b,0,0,0
8,20NW,6/29/2016,3,14,54,4,vuoc,g,1,,
8,20NW,6/29/2016,3,15,50,3,meof,g,0,3,704.079
8,20NW,6/29/2016,3,16,24,2,heco,g,0,2,469.386
8,20NW,6/29/2016,3,17,53,8,heco,g,0,8,1877.544
8,20NW,6/29/2016,3,18,72,9,heco,g,0,9,2112.237
8,20NW,6/29/2016,3,19,24,2,pste,g,0,2,469.386
8,20NW,6/29/2016,3,20,51,6,vuoc,g,1,,
8,20NW,6/29/2016,3,21,22,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,3,22,34,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,3,23,32,3,pste,g,0,3,704.079
8,20NW,6/29/2016,3,24,48,1,heco,g,0,1,234.693
8,20NW,6/29/2016,3,25,29,9,heco,g,0,9,2112.237
8,20NW,6/29/2016,4,1,22,2,heco,g,0,2,469.386
8,20NW,6/29/2016,4,2,52,7,pste,g,0,7,1642.851
8,20NW,6/29/2016,4,3,18,0,heco,g,0,0,0
8,20NW,6/29/2016,4,4,46,4,bogr,g,0,4,938.772
8,20NW,6/29/2016,4,5,20,1,heco,g,0,1,234.693
8,20NW,6/29/2016,4,6,50,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,4,7,32,2,bogr,g,0,2,469.386
8,20NW,6/29/2016,4,8,28,7,heco,g,0,7,1642.851
8,20NW,6/29/2016,4,9,30,7,heco,g,0,7,1642.851
8,20NW,6/29/2016,4,10,42,3,heco,g,0,3,704.079
8,20NW,6/29/2016,4,11,38,2,heco,g,0,2,469.386
8,20NW,6/29/2016,4,12,20,1,heco,g,0,1,234.693
8,20NW,6/29/2016,4,13,16,2,heco,g,0,2,469.386
8,20NW,6/29/2016,4,14,90,4,heco,g,0,4,938.772
8,20NW,6/29/2016,4,15,28,1,heco,g,0,1,234.693
8,20NW,6/29/2016,4,16,28,5,vuoc,g,1,,
8,20NW,6/29/2016,4,17,44,7,vuoc,g,1,,
8,20NW,6/29/2016,4,18,19,5,heco,g,0,5,1173.465
8,20NW,6/29/2016,4,19,38,7,heco,g,0,7,1642.851
8,20NW,6/29/2016,4,20,12,3,vuoc,g,1,,
8,20NW,6/29/2016,4,21,56,1,heco,g,0,1,234.693
8,20NW,6/29/2016,4,22,29,2,vuoc,g,1,,
8,20NW,6/29/2016,4,23,51,4,heco,g,0,4,938.772
8,20NW,6/29/2016,4,24,34,5,vuoc,g,1,,
8,20NW,6/29/2016,4,25,72,3,elel,g,0,3,704.079
8,31W,6/29/2016,1,1,31,3,bogr,.,0,3,704.079
8,31W,6/29/2016,1,2,22,3,bogr,.,0,3,704.079
8,31W,6/29/2016,1,3,30,2,bogr,.,0,2,469.386
8,31W,6/29/2016,1,4,53,3,bogr,.,0,3,704.079
8,31W,6/29/2016,1,5,21,2,sonu,.,0,2,469.386
8,31W,6/29/2016,1,6,11,2,bogr,.,0,2,469.386
8,31W,6/29/2016,1,7,22,2,bogr,.,0,2,469.386
8,31W,6/29/2016,1,8,37,6,bogr,.,0,6,1408.158
8,31W,6/29/2016,1,9,22,7,eref,.,1,,
8,31W,6/29/2016,1,10,19,3,piop,.,0,3,704.079
8,31W,6/29/2016,1,11,26,2,bogr,.,0,2,469.386
8,31W,6/29/2016,1,12,31,5,bogr,.,0,5,1173.465
8,31W,6/29/2016,1,13,35,8,bogr,.,0,8,1877.544
8,31W,6/29/2016,1,14,40,9,vuoc,.,1,,
8,31W,6/29/2016,1,15,22,7,vuoc,.,1,,
8,31W,6/29/2016,1,16,22,5,vuoc,.,1,,
8,31W,6/29/2016,1,17,20,7,vuoc,.,1,,
8,31W,6/29/2016,1,18,32,7,vuoc,.,1,,
8,31W,6/29/2016,1,19,28,2,vuoc,.,1,,
8,31W,6/29/2016,1,20,20,9,vuoc,.,1,,
8,31W,6/29/2016,1,21,19,5,vuoc,.,1,,
8,31W,6/29/2016,1,22,10,1,spco,.,0,1,234.693
8,31W,6/29/2016,1,23,10,3,vuoc,.,1,,
8,31W,6/29/2016,1,24,15,2,vuoc,.,1,,
8,31W,6/29/2016,1,25,37,7,vuoc,.,1,,
8,31W,6/29/2016,2,1,18,5,bogr,.,0,5,1173.465
8,31W,6/29/2016,2,2,19,5,vuoc,.,1,,
8,31W,6/29/2016,2,3,33,3,bogr,.,0,3,704.079
8,31W,6/29/2016,2,4,19,5,bogr,.,0,5,1173.465
8,31W,6/29/2016,2,5,21,6,bogr,.,0,6,1408.158
8,31W,6/29/2016,2,6,12,3,bogr,.,0,3,704.079
8,31W,6/29/2016,2,7,12,2,bogr,.,0,2,469.386
8,31W,6/29/2016,2,8,24,2,vuoc,.,1,,
8,31W,6/29/2016,2,9,33,7,vuoc,.,1,,
8,31W,6/29/2016,2,10,12,5,vuoc,.,1,,
8,31W,6/29/2016,2,11,10,5,vuoc,.,1,,
8,31W,6/29/2016,2,12,25,9,vuoc,.,1,,
8,31W,6/29/2016,2,13,25,5,vuoc,.,1,,
8,31W,6/29/2016,2,14,35,5,vuoc,.,1,,
8,31W,6/29/2016,2,15,39,8,bogr,.,0,8,1877.544
8,31W,6/29/2016,2,16,17,2,vuoc,.,1,,
8,31W,6/29/2016,2,17,17,3,bogr,.,0,3,704.079
8,31W,6/29/2016,2,18,12,2,bogr,.,0,2,469.386
8,31W,6/29/2016,2,19,14,3,bogr,.,0,3,704.079
8,31W,6/29/2016,2,20,12,4,bogr,.,0,4,938.772
8,31W,6/29/2016,2,21,16,4,vuoc,.,1,,
8,31W,6/29/2016,2,22,20,5,arpu,.,0,5,1173.465
8,31W,6/29/2016,2,23,28,6,vuoc,.,1,,
8,31W,6/29/2016,2,24,33,0,bogr,.,0,0,0
8,31W,6/29/2016,2,25,29,3,bogr,.,0,3,704.079
8,31W,6/29/2016,3,1,31,6,vuoc,.,1,,
8,31W,6/29/2016,3,2,11,1,bogr,.,0,1,234.693
8,31W,6/29/2016,3,3,16,5,crmi,.,0,5,1173.465
8,31W,6/29/2016,3,4,14,3,vuoc,.,1,,
8,31W,6/29/2016,3,5,32,9,vuoc,.,1,,
8,31W,6/29/2016,3,6,33,10,vuoc,.,1,,
8,31W,6/29/2016,3,7,34,4,vuoc,.,1,,
8,31W,6/29/2016,3,8,29,6,vuoc,.,1,,
8,31W,6/29/2016,3,9,22,5,vuoc,.,1,,
8,31W,6/29/2016,3,10,18,4,vuoc,.,1,,
8,31W,6/29/2016,3,11,34,11,vuoc,.,1,,
8,31W,6/29/2016,3,12,36,5,elel,.,0,5,1173.465
8,31W,6/29/2016,3,13,32,10,vuoc,.,1,,
8,31W,6/29/2016,3,14,28,9,vuoc,.,1,,
8,31W,6/29/2016,3,15,35,9,vuoc,.,1,,
8,31W,6/29/2016,3,16,23,3,vuoc,.,1,,
8,31W,6/29/2016,3,17,36,7,vuoc,.,1,,
8,31W,6/29/2016,3,18,31,5,vuoc,.,1,,
8,31W,6/29/2016,3,19,22,8,vuoc,.,1,,
8,31W,6/29/2016,3,20,29,10,elel,.,0,10,2346.93
8,31W,6/29/2016,3,21,31,4,bogr,.,0,4,938.772
8,31W,6/29/2016,3,22,30,13,pasm,.,0,13,3051.009
8,31W,6/29/2016,3,23,31,5,vuoc,.,1,,
8,31W,6/29/2016,3,24,30,4,vuoc,.,1,,
8,31W,6/29/2016,3,25,10,7,vuoc,.,1,,
8,31W,6/29/2016,4,1,40,7,pasm,.,0,7,1642.851
8,31W,6/29/2016,4,2,25,15,pasm,.,0,15,3520.395
8,31W,6/29/2016,4,3,18,5,vuoc,.,1,,
8,31W,6/29/2016,4,4,47,31,atca,.,0,,
8,31W,6/29/2016,4,5,32,14,pasm,.,0,14,3285.702
8,31W,6/29/2016,4,6,17,6,vuoc,.,1,,
8,31W,6/29/2016,4,7,34,11,vuoc,.,1,,
8,31W,6/29/2016,4,8,26,11,vuoc,.,1,,
8,31W,6/29/2016,4,9,52,27,atca,.,0,,
8,31W,6/29/2016,4,10,40,10,pasm,.,0,10,2346.93
8,31W,6/29/2016,4,11,38,19,pasm,.,0,19,4459.167
8,31W,6/29/2016,4,12,36,14,vuoc,.,1,,
8,31W,6/29/2016,4,13,46,13,pasm,.,0,13,3051.009
8,31W,6/29/2016,4,14,2,34,atca,.,0,,
8,31W,6/29/2016,4,15,28,9,vuoc,.,1,,
8,31W,6/29/2016,4,16,37,11,pasm,.,0,11,2581.623
8,31W,6/29/2016,4,17,36,10,pasm,.,0,10,2346.93
8,31W,6/29/2016,4,18,40,12,pasm,.,0,12,2816.316
8,31W,6/29/2016,4,19,33,7,vuoc,.,1,,
8,31W,6/29/2016,4,20,25,13,vuoc,.,1,,
8,31W,6/29/2016,4,21,31,10,vuoc,.,1,,
8,31W,6/29/2016,4,22,28,8,vuoc,.,1,,
8,31W,6/29/2016,4,23,34,7,pste,.,0,7,1642.851
8,31W,6/29/2016,4,24,30,5,vuoc,.,1,,
8,31W,6/29/2016,4,25,26,4,cadu,.,0,4,938.772
9,31W,7/7/2016,1,1,16,3,bogr,b,0,3,704.079
9,31W,7/7/2016,1,2,11,2,bogr,b,0,2,469.386
9,31W,7/7/2016,1,3,12,1,bogr,b,0,1,234.693
9,31W,7/7/2016,1,4,10,4,bogr,b,0,4,938.772
9,31W,7/7/2016,1,5,9,1,bogr,b,0,1,234.693
9,31W,7/7/2016,1,6,18,5,bogr,b,0,5,1173.465
9,31W,7/7/2016,1,7,12,1,bogr,b,0,1,234.693
9,31W,7/7/2016,1,8,24,5,elel,b,0,5,1173.465
9,31W,7/7/2016,1,9,29,4,bogr,b,0,4,938.772
9,31W,7/7/2016,1,10,15,2,bogr,b,0,2,469.386
9,31W,7/7/2016,1,11,28,2,bogr,b,0,2,469.386
9,31W,7/7/2016,1,12,10,4,vuoc,b,1,,
9,31W,7/7/2016,1,13,8,1,vo,b,0,1,234.693
9,31W,7/7/2016,1,14,24,5,vuoc,b,1,,
9,31W,7/7/2016,1,15,14,1,bogr,b,0,1,234.693
9,31W,7/7/2016,1,16,12,5,vuoc,b,1,,
9,31W,7/7/2016,1,17,24,3,pasm,b,0,3,704.079
9,31W,7/7/2016,1,18,23,1,bogr,b,0,1,234.693
9,31W,7/7/2016,1,19,11,4,bogr,b,0,4,938.772
9,31W,7/7/2016,1,20,56,4,vuoc,b,1,,
9,31W,7/7/2016,1,21,24,7,vuoc,b,1,,
9,31W,7/7/2016,1,22,22,4,vuoc,b,1,,
9,31W,7/7/2016,1,23,11,4,vuoc,b,1,,
9,31W,7/7/2016,1,24,20,4,bogr,b,0,4,938.772
9,31W,7/7/2016,1,25,6,0,spco,b,0,0,0
9,31W,7/7/2016,2,1,22,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,2,21,4,bogr,b,0,4,938.772
9,31W,7/7/2016,2,3,22,1,bogr,b,0,1,234.693
9,31W,7/7/2016,2,4,20,3,elel,b,0,3,704.079
9,31W,7/7/2016,2,5,12,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,6,19,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,7,30,4,bogr,b,0,4,938.772
9,31W,7/7/2016,2,8,24,3,bogr,b,0,3,704.079
9,31W,7/7/2016,2,9,14,1,piop,b,0,1,234.693
9,31W,7/7/2016,2,10,20,8,vuoc,b,1,,
9,31W,7/7/2016,2,11,24,6,bogr,b,0,6,1408.158
9,31W,7/7/2016,2,12,23,5,bogr,b,0,5,1173.465
9,31W,7/7/2016,2,13,32,5,bogr,b,0,5,1173.465
9,31W,7/7/2016,2,14,16,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,15,24,11,elel,b,0,11,2581.623
9,31W,7/7/2016,2,16,11,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,17,14,6,bogr,b,0,6,1408.158
9,31W,7/7/2016,2,18,16,3,vuoc,b,1,,
9,31W,7/7/2016,2,19,22,3,bogr,b,0,3,704.079
9,31W,7/7/2016,2,20,5,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,21,38,6,vuoc,b,1,,
9,31W,7/7/2016,2,22,16,4,bogr,b,0,4,938.772
9,31W,7/7/2016,2,23,4,2,bogr,b,0,2,469.386
9,31W,7/7/2016,2,24,20,3,bogr,b,0,3,704.079
9,31W,7/7/2016,2,25,24,3,bogr,b,0,3,704.079
9,31W,7/7/2016,3,1,38,5,vuoc,b,1,,
9,31W,7/7/2016,3,2,30,8,vuoc,b,1,,
9,31W,7/7/2016,3,3,32,5,vuoc,b,1,,
9,31W,7/7/2016,3,4,20,4,vuoc,b,1,,
9,31W,7/7/2016,3,5,32,4,vuoc,b,1,,
9,31W,7/7/2016,3,6,29,2,vuoc,b,1,,
9,31W,7/7/2016,3,7,45,8,vuoc,b,1,,
9,31W,7/7/2016,3,8,42,1,vuoc,b,1,,
9,31W,7/7/2016,3,9,20,3,vuoc,b,1,,
9,31W,7/7/2016,3,10,36,2,bogr,b,0,2,469.386
9,31W,7/7/2016,3,11,20,3,vuoc,b,1,,
9,31W,7/7/2016,3,12,24,5,vuoc,b,1,,
9,31W,7/7/2016,3,13,13,3,vuoc,b,1,,
9,31W,7/7/2016,3,14,18,4,vuoc,b,1,,
9,31W,7/7/2016,3,15,26,5,bogr,b,0,5,1173.465
9,31W,7/7/2016,3,16,20,4,vuoc,b,1,,
9,31W,7/7/2016,3,17,20,4,vuoc,b,1,,
9,31W,7/7/2016,3,18,28,2,vuoc,b,1,,
9,31W,7/7/2016,3,19,34,11,vuoc,b,1,,
9,31W,7/7/2016,3,20,16,5,vuoc,b,1,,
9,31W,7/7/2016,3,21,34,7,vuoc,b,1,,
9,31W,7/7/2016,3,22,19,0,bogr,b,0,0,0
9,31W,7/7/2016,3,23,26,4,vuoc,b,1,,
9,31W,7/7/2016,3,24,51,9,vuoc,b,1,,
9,31W,7/7/2016,3,25,28,4,vuoc,b,1,,
9,31W,7/7/2016,4,1,25,9,pasm,b,0,9,2112.237
9,31W,7/7/2016,4,2,18,5,pasm,b,0,5,1173.465
9,31W,7/7/2016,4,3,44,8,vuoc,b,1,,
9,31W,7/7/2016,4,4,29,8,pasm,b,0,8,1877.544
9,31W,7/7/2016,4,5,16,7,pasm,b,0,7,1642.851
9,31W,7/7/2016,4,6,25,7,pasm,b,0,7,1642.851
9,31W,7/7/2016,4,7,35,6,pasm,b,0,6,1408.158
9,31W,7/7/2016,4,8,17,2,vuoc,b,1,,
9,31W,7/7/2016,4,9,34,4,pasm,b,0,4,938.772
9,31W,7/7/2016,4,10,32,7,pasm,b,0,7,1642.851
9,31W,7/7/2016,4,11,32,9,pasm,b,0,9,2112.237
9,31W,7/7/2016,4,12,32,15,pasm,b,0,15,3520.395
9,31W,7/7/2016,4,13,24,5,pasm,b,0,5,1173.465
9,31W,7/7/2016,4,14,30,12,atca,b,0,,
9,31W,7/7/2016,4,15,66,25,atca,b,0,,
9,31W,7/7/2016,4,16,26,3,pasm,b,0,3,704.079
9,31W,7/7/2016,4,17,23,2,vuoc,b,1,,
9,31W,7/7/2016,4,18,24,4,vuoc,b,1,,
9,31W,7/7/2016,4,19,32,5,vuoc,b,1,,
9,31W,7/7/2016,4,20,34,17,pasm,b,0,17,3989.781
9,31W,7/7/2016,4,21,29,3,pasm,b,0,3,704.079
9,31W,7/7/2016,4,22,32,5,vuoc,b,1,,
9,31W,7/7/2016,4,23,26,4,pasm,b,0,4,938.772
9,31W,7/7/2016,4,24,30,2,pasm,b,0,2,469.386
9,31W,7/7/2016,4,25,23,5,vuoc,b,1,,
9,31W,7/7/2016,EX,1,26,4,pasm,b,0,4,938.772
9,31W,7/7/2016,EX,2,19,2,piop,b,0,2,469.386
9,31W,7/7/2016,EX,3,18,1,bogr,b,0,1,234.693
9,31W,7/7/2016,EX,4,29,5,pasm,b,0,5,1173.465
9,31W,7/7/2016,EX,5,27,2,pasm,b,0,2,469.386
9,31W,7/7/2016,EX,6,19,5,gusa,b,1,,
9,31W,7/7/2016,EX,7,14,1,bogr,b,0,1,234.693
9,31W,7/7/2016,EX,8,24,5,bogr,b,0,5,1173.465
9,31W,7/7/2016,EX,9,22,5,oppo,b,1,,
9,31W,7/7/2016,EX,10,20,5,pasm,b,0,5,1173.465
9,31W,7/7/2016,EX,11,34,9,pasm,b,0,9,2112.237
9,31W,7/7/2016,EX,12,25,6,atca,b,0,,
9,31W,7/7/2016,EX,13,13,3,bogr,b,0,3,704.079
9,31W,7/7/2016,EX,14,25,5,pasm,b,0,5,1173.465
9,31W,7/7/2016,EX,15,19,2,bogr,b,0,2,469.386
9,31W,7/7/2016,EX,16,24,8,pasm,b,0,8,1877.544
9,31W,7/7/2016,EX,17,24,3,pasm,b,0,3,704.079
9,31W,7/7/2016,EX,18,20,7,pasm,b,0,7,1642.851
9,31W,7/7/2016,EX,19,28,6,pasm,b,0,6,1408.158
9,31W,7/7/2016,EX,20,20,3,oppo,b,1,,
9,31W,7/7/2016,EX,21,32,4,pasm,b,0,4,938.772
9,31W,7/7/2016,EX,22,41,3,bogr,b,0,3,704.079
9,31W,7/7/2016,EX,23,30,10,pasm,b,0,10,2346.93
9,31W,7/7/2016,EX,24,22,6,oppo,b,1,,
9,31W,7/7/2016,EX,25,19,2,oppo,b,1,,
10,31W,7/12/2016,1,1,11,5,bogr,b,0,5,1173.465
10,31W,7/12/2016,1,2,18,2,bogr,b,0,2,469.386
10,31W,7/12/2016,1,3,29,3,bogr,b,0,3,704.079
10,31W,7/12/2016,1,4,11,3,bogr,b,0,3,704.079
10,31W,7/12/2016,1,5,6,2,bogr,b,0,2,469.386
10,31W,7/12/2016,1,6,5,2,bogr,b,0,2,469.386
10,31W,7/12/2016,1,7,28,6,bogr,b,0,6,1408.158
10,31W,7/12/2016,1,8,5,2,bogr,b,0,2,469.386
10,31W,7/12/2016,1,9,20,5,gusa,b,1,,
10,31W,7/12/2016,1,10,20,5,bogr,b,0,5,1173.465
10,31W,7/12/2016,1,11,18,7,vuoc,b,1,,
10,31W,7/12/2016,1,12,13,3,bogr,b,0,3,704.079
10,31W,7/12/2016,1,13,20,3,vuoc,b,1,,
10,31W,7/12/2016,1,14,11,5,vuoc,b,1,,
10,31W,7/12/2016,1,15,12,2,vuoc,b,1,,
10,31W,7/12/2016,1,16,15,8,vuoc,b,1,,
10,31W,7/12/2016,1,17,7,3,vuoc,b,1,,
10,31W,7/12/2016,1,18,21,1,bogr,b,0,1,234.693
10,31W,7/12/2016,1,19,6,1,bogr,b,0,1,234.693
10,31W,7/12/2016,1,20,17,6,vuoc,b,1,,
10,31W,7/12/2016,1,21,10,3,bu,b,0,3,704.079
10,31W,7/12/2016,1,22,9,5,bogr,b,0,5,1173.465
10,31W,7/12/2016,1,23,6,4,bogr,b,0,4,938.772
10,31W,7/12/2016,1,24,6,2,vuoc,b,1,,
10,31W,7/12/2016,1,25,17,8,vuoc,b,1,,
10,31W,7/12/2016,2,1,23,3,bogr,b,0,3,704.079
10,31W,7/12/2016,2,2,16,2,bogr,b,0,2,469.386
10,31W,7/12/2016,2,3,18,3,bogr,b,0,3,704.079
10,31W,7/12/2016,2,4,19,6,elel,b,0,,
10,31W,7/12/2016,2,5,24,11,elel,b,0,,
10,31W,7/12/2016,2,6,12,2,vuoc,b,1,,
10,31W,7/12/2016,2,7,34,3,bogr,b,0,3,704.079
10,31W,7/12/2016,2,8,21,3,vuoc,b,1,,
10,31W,7/12/2016,2,9,35,8,vuoc,b,1,,
10,31W,7/12/2016,2,10,19,4,vuoc,b,1,,
10,31W,7/12/2016,2,11,31,3,vuoc,b,1,,
10,31W,7/12/2016,2,12,34,6,vuoc,b,1,,
10,31W,7/12/2016,2,13,26,1,vuoc,b,1,,
10,31W,7/12/2016,2,14,12,3,bogr,b,0,3,704.079
10,31W,7/12/2016,2,15,25,4,bogr,b,0,4,938.772
10,31W,7/12/2016,2,16,14,5,bogr,b,0,5,1173.465
10,31W,7/12/2016,2,17,31,9,vuoc,b,1,,
10,31W,7/12/2016,2,18,19,5,vuoc,b,1,,
10,31W,7/12/2016,2,19,10,0,elel,b,0,0,0
10,31W,7/12/2016,2,20,12,2,bogr,b,0,2,469.386
10,31W,7/12/2016,2,21,33,4,vuoc,b,1,,
10,31W,7/12/2016,2,22,19,4,bogr,b,0,4,938.772
10,31W,7/12/2016,2,23,16,5,vuoc,b,1,,
10,31W,7/12/2016,2,24,36,2,vuoc,b,1,,
10,31W,7/12/2016,2,25,26,8,vuoc,b,1,,
10,31W,7/12/2016,3,1,26,2,vuoc,b,1,,
10,31W,7/12/2016,3,2,10,0,crmi,b,0,0,0
10,31W,7/12/2016,3,3,32,3,vuoc,b,1,,
10,31W,7/12/2016,3,4,20,2,bogr,b,0,2,469.386
10,31W,7/12/2016,3,5,27,5,vuoc,b,1,,
10,31W,7/12/2016,3,6,33,13,eref,b,1,,
10,31W,7/12/2016,3,7,20,3,bogr,b,0,3,704.079
10,31W,7/12/2016,3,8,22,4,vuoc,b,1,,
10,31W,7/12/2016,3,9,28,9,vuoc,b,1,,
10,31W,7/12/2016,3,10,32,5,vuoc,b,1,,
10,31W,7/12/2016,3,11,28,2,oppo,b,1,,
10,31W,7/12/2016,3,12,16,4,vuoc,b,1,,
10,31W,7/12/2016,3,13,42,5,bogr,b,0,5,1173.465
10,31W,7/12/2016,3,14,42,6,vuoc,b,1,,
10,31W,7/12/2016,3,15,10,2,vuoc,b,1,,
10,31W,7/12/2016,3,16,21,5,vuoc,b,1,,
10,31W,7/12/2016,3,17,17,1,vuoc,b,1,,
10,31W,7/12/2016,3,18,32,5,vuoc,b,1,,
10,31W,7/12/2016,3,19,32,5,vuoc,b,1,,
10,31W,7/12/2016,3,20,20,4,vuoc,b,1,,
10,31W,7/12/2016,3,21,13,4,vuoc,b,1,,
10,31W,7/12/2016,3,22,22,7,vuoc,b,1,,
10,31W,7/12/2016,3,23,13,4,vuoc,b,1,,
10,31W,7/12/2016,3,24,22,4,vuoc,b,1,,
10,31W,7/12/2016,3,25,33,5,vuoc,b,1,,
10,31W,7/12/2016,4,1,24,9,pasm,b,0,9,2112.237
10,31W,7/12/2016,4,2,23,5,vuoc,b,1,,
10,31W,7/12/2016,4,3,20,3,bogr,b,0,3,704.079
10,31W,7/12/2016,4,4,48,29,atca,b,0,,
10,31W,7/12/2016,4,5,31,7,pasm,b,0,7,1642.851
10,31W,7/12/2016,4,6,29,7,pasm,b,0,7,1642.851
10,31W,7/12/2016,4,7,30,8,pasm,b,0,8,1877.544
10,31W,7/12/2016,4,8,28,9,atca,b,0,,
10,31W,7/12/2016,4,9,34,10,pasm,b,0,10,2346.93
10,31W,7/12/2016,4,10,27,4,pasm,b,0,4,938.772
10,31W,7/12/2016,4,11,16,8,vuoc,b,1,,
10,31W,7/12/2016,4,12,29,9,pasm,b,0,9,2112.237
10,31W,7/12/2016,4,13,20,2,pasm,b,0,2,469.386
10,31W,7/12/2016,4,14,46,29,atca,b,0,,
10,31W,7/12/2016,4,15,26,8,pasm,b,0,8,1877.544
10,31W,7/12/2016,4,16,15,3,vuoc,b,1,,
10,31W,7/12/2016,4,17,28,2,pasm,b,0,2,469.386
10,31W,7/12/2016,4,18,48,21,atca,b,0,,
10,31W,7/12/2016,4,19,28,7,vuoc,b,1,,
10,31W,7/12/2016,4,20,26,7,vuoc,b,1,,
10,31W,7/12/2016,4,21,52,30,atca,b,0,,
10,31W,7/12/2016,4,22,35,19,atca,b,0,,
10,31W,7/12/2016,4,23,20,1,pasm,b,0,1,234.693
10,31W,7/12/2016,4,24,34,4,pasm,b,0,4,938.772
10,31W,7/12/2016,4,25,30,7,gusa,b,1,,
10,31W,7/12/2016,EX,1,10,2,bogr,b,0,2,469.386
10,31W,7/12/2016,EX,2,32,3,pasm,b,0,3,704.079
10,31W,7/12/2016,EX,3,40,4,bogr,b,0,4,938.772
10,31W,7/12/2016,EX,4,38,3,bogr,b,0,3,704.079
10,31W,7/12/2016,EX,5,34,3,bogr,b,0,3,704.079
10,31W,7/12/2016,EX,6,21,2,pasm,b,0,2,469.386
10,31W,7/12/2016,EX,7,10,2,bogr,b,0,2,469.386
10,31W,7/12/2016,EX,8,22,7,pasm,b,0,7,1642.851
10,31W,7/12/2016,EX,9,36,2,bogr,b,0,2,469.386
10,31W,7/12/2016,EX,10,23,7,pasm,b,0,7,1642.851
10,31W,7/12/2016,EX,11,27,7,pasm,b,0,7,1642.851
10,31W,7/12/2016,EX,12,26,4,pasm,b,0,4,938.772
