Year,SamplingDate,Season,Pasture,Plot,Transect,Distance,High East,EastHighSpp,Low East,EastLowSpp,High West,WestHighSpp,Low West,WestLowSpp,MeanHigh,MeanLow
2021,9/28/2021,fall,21N,3,3,15,7,CADU,2,CADU,11,ELEL,1,ELEL,9,1.5
2021,9/28/2021,fall,21N,3,3,18,29,PASM,1,PASM,26,PASM,2,PASM,27.5,1.5
2021,9/28/2021,fall,21N,3,3,21,20,PASM,1,PASM,54,HECO,1,PASM,37,1
2021,9/28/2021,fall,21N,3,3,24,62,HECO,1,CADU,66,HECO,3,HECO,64,2
2021,9/28/2021,fall,21N,3,4,3,17,PASM,2,BOGR,18,PASM,1,BOGR,17.5,1.5
2021,9/28/2021,fall,21N,3,4,6,8,PASM,1,PASM,11,PASM,1,PASM,9.5,1
2021,9/28/2021,fall,21N,3,4,9,8,PASM,1,PASM,7,HECO,2,HECO,7.5,1.5
2021,9/28/2021,fall,21N,3,4,12,34,BRTE,2,BRTE,25,BRTE,4,BRTE,29.5,3
2021,9/28/2021,fall,21N,3,4,15,34,BRTE,11,BRTE,44,BRTE,19,BRTE,39,15
2021,9/28/2021,fall,21N,3,4,18,22,BRTE,8,BRTE,27,BRTE,16,BRTE,24.5,12
2021,9/28/2021,fall,21N,3,4,21,27,BRTE,5,BRTE,68,HECO,8,BRTE,47.5,6.5
2021,9/28/2021,fall,21N,3,4,24,82,HECO,3,HECO,48,HECO,7,BRTE,65,5
2021,9/30/2021,fall,21N,4,1,3,0,bare,0,bare,19,PASM,1,PASM,9.5,0.5
2021,9/30/2021,fall,21N,4,1,6,7,BOGR,1,BOGR,6,BOGR,1,BOGR,6.5,1
2021,9/30/2021,fall,21N,4,1,9,17,ARFR,1,CADU,7,PASM,0,bare,12,0.5
2021,9/30/2021,fall,21N,4,1,12,39,SPCR,2,BOGR,4,PASM,0,bare,21.5,1
2021,9/30/2021,fall,21N,4,1,15,15,PASM,0,bare,4,SPCR,0,bare,9.5,0
2021,9/30/2021,fall,21N,4,1,18,7,PASM,1,PASM,20,PASM,0,bare,13.5,0.5
2021,9/30/2021,fall,21N,4,1,21,32,BRTE,5,BRTE,29,PASM,5,PASM,30.5,5
2021,9/30/2021,fall,21N,4,1,24,28,BRTE,7,BRTE,25,BRTE,1,PASM,26.5,4
2021,9/30/2021,fall,21N,4,2,3,32,PASM,1,PASM,45,HECO,3,EREF,38.5,2
2021,9/30/2021,fall,21N,4,2,6,35,PASM,1,PASM,31,PASM,3,PASM,33,2
2021,9/30/2021,fall,21N,4,2,9,40,PASM,1,PASM,18,PASM,2,PASM,29,1.5
2021,9/30/2021,fall,21N,4,2,12,30,PASM,3,OPPO,19,PASM,1,PASM,24.5,2
2021,9/30/2021,fall,21N,4,2,15,17,PASM,2,PASM,29,PASM,5,BRTE,23,3.5
2021,9/30/2021,fall,21N,4,2,18,47,PASM,1,PASM,46,PASM,5,PASM,46.5,3
2021,9/30/2021,fall,21N,4,2,21,35,PASM,3,PASM,39,PASM,1,PASM,37,2
2021,9/30/2021,fall,21N,4,2,24,39,PASM,1,PASM,45,BRTE,3,PASM,42,2
2021,9/30/2021,fall,21N,4,3,3,17,OPPO,1,OPPO,21,ELEL,4,ELEL,19,2.5
2021,9/30/2021,fall,21N,4,3,6,6,BOGR,1,BOGR,8,VUOC,1,ELEL,7,1
2021,9/30/2021,fall,21N,4,3,9,12,ELEL,1,ELEL,7,ELEL,1,ELEL,9.5,1
2021,9/30/2021,fall,21N,4,3,12,6,ELEL,2,BOGR,11,ELEL,3,ELEL,8.5,2.5
2021,9/30/2021,fall,21N,4,3,15,23,ELEL,1,ELEL,18,BOGR,1,ELEL,20.5,1
2021,9/30/2021,fall,21N,4,3,18,14,BOGR,1,BOGR,13,BOGR,3,ELEL,13.5,2
2021,9/30/2021,fall,21N,4,3,21,23,BOGR,1,BOGR,11,VUOC,1,VUOC,17,1
2021,9/30/2021,fall,21N,4,3,24,9,VUOC,1,VUOC,3,BOGR,1,BOGR,6,1
2021,9/30/2021,fall,21N,4,4,3,10,BOGR,3,VUOC,19,ELEL,4,VUOC,14.5,3.5
2021,9/30/2021,fall,21N,4,4,6,11,VUOC,2,VUOC,14,VUOC,2,VUOC,12.5,2
2021,9/30/2021,fall,21N,4,4,9,11,VUOC,2,CADU,13,VUOC,2,VUOC,12,2
2021,9/30/2021,fall,21N,4,4,12,10,ELEL,0,bare,11,VUOC,1,VUOC,10.5,0.5
2021,9/30/2021,fall,21N,4,4,15,6,BOGR,1,BOGR,9,BOGR,2,BOGR,7.5,1.5
2021,9/30/2021,fall,21N,4,4,18,4,BOGR,0,bare,14,VUOC,1,CRMI,9,0.5
2021,9/30/2021,fall,21N,4,4,21,53,HECO,1,BOGR,73,HECO,2,VUOC,63,1.5
2021,9/30/2021,fall,21N,4,4,24,9,BOGR,4,OPPO,42,HECO,2,BOGR,25.5,3
2021,9/30/2021,fall,NH,1,1,3,6,BOGR,2,BOGR,9,BOGR,2,BOGR,7.5,2
2021,9/30/2021,fall,NH,1,1,6,8,THFI,1,BOGR,4,BOGR,1,bogr,6,1
2021,9/30/2021,fall,NH,1,1,9,3,BOGR,1,BOGR,3,BOGR,0,VUOC,3,0.5
2021,9/30/2021,fall,NH,1,1,12,11,VUOC,1,BOGR,4,VUOC,1,BOGR,7.5,1
2021,9/30/2021,fall,NH,1,1,15,7,BOGR,1,BOGR,4,BOGR,2,BOGR,5.5,1.5
2021,9/30/2021,fall,NH,1,1,18,5,VUOC,2,VUOC,8,VUOC,3,BOGR,6.5,2.5
2021,9/30/2021,fall,NH,1,1,21,2,BOGR,0,bare,5,BOGR,2,BOGR,3.5,1
2021,9/30/2021,fall,NH,1,1,24,5,THFI,0,bare,10,VUOC,1,BOGR,7.5,0.5
2021,9/30/2021,fall,NH,1,2,3,4,BOGR,1,BOGR,4,BOGR,1,BOGR,4,1
2021,9/30/2021,fall,NH,1,2,6,13,BOGR,1,BOGR,7,BOGR,3,BOGR,10,2
2021,9/30/2021,fall,NH,1,2,9,8,BOGR,1,BOGR,15,VUOC,1,BOGR,11.5,1
2021,9/30/2021,fall,NH,1,2,12,15,BOGR,1,BOGR,2,BOGR,1,BOGR,8.5,1
2021,9/30/2021,fall,NH,1,2,15,2,BOGR,1,BOGR,14,BOGR,2,BOGR,8,1.5
2021,9/30/2021,fall,NH,1,2,18,17,VUOC,1,BOGR,6,BOGR,2,BOGR,11.5,1.5
2021,9/30/2021,fall,NH,1,2,21,12,BOGR,0,bare,6,ELEL,1,ELEL,9,0.5
2021,9/30/2021,fall,NH,1,2,24,16,BOGR,1,VUOC,21,BOGR,1,VUOC,18.5,1
2021,9/30/2021,fall,NH,1,3,3,23,PASM,2,PASM,8,BOGR,1,BOGR,15.5,1.5
2021,9/30/2021,fall,NH,1,3,6,5,SPCR,2,SPCR,9,VUOC,0,bare,7,1
2021,9/30/2021,fall,NH,1,3,9,0,bare,0,bare,3,BOGR,1,BOGR,1.5,0.5
2021,9/30/2021,fall,NH,1,3,12,8,BOGR,1,BOGR,12,VUOC,1,BOGR,10,1
2021,9/30/2021,fall,NH,1,3,15,29,BRTE,2,BRTE,35,BRTE,6,BRTE,32,4
2021,9/30/2021,fall,NH,1,3,18,5,BOGR,1,BOGR,3,BOGR,1,BOGR,4,1
2021,9/30/2021,fall,NH,1,3,21,5,VUOC,1,BOGR,6,BOGR,1,BOGR,5.5,1
2021,9/30/2021,fall,NH,1,3,24,19,ELEL,2,ELEL,18,BRTE,4,VUOC,18.5,3
2021,9/30/2021,fall,NH,1,4,3,68,HECO,2,CRMI,58,HECO,1,VUOC,63,1.5
2021,9/30/2021,fall,NH,1,4,6,24,HECO,2,BOGR,74,HECO,2,bogr,49,2
2021,9/30/2021,fall,NH,1,4,9,42,HECO,4,VUOC,52,HECO,8,PSTE,47,6
2021,9/30/2021,fall,NH,1,4,12,84,HECO,3,VUOC,44,HECO,3,VUOC,64,3
2021,9/30/2021,fall,NH,1,4,15,33,HECO,2,HECO,42,HECO,7,HECO,37.5,4.5
2021,9/30/2021,fall,NH,1,4,18,20,PASM,2,PASM,22,PASM,4,PASM,21,3
2021,9/30/2021,fall,NH,1,4,21,16,VUOC,5,PASM,36,HECO,7,BRTE,26,6
2021,9/30/2021,fall,NH,1,4,24,12,ELEL,2,ELEL,22,PASM,2,PASM,17,2
2021,9/30/2021,fall,NH,2,1,3,22,BOGR,4,VUOC,13,VUOC,5,VUOC,17.5,4.5
2021,9/30/2021,fall,NH,2,1,6,10,VUOC,1,VUOC,10,VUOC,3,bogr,10,2
2021,9/30/2021,fall,NH,2,1,9,10,VUOC,3,VUOC,14,BOGR,2,VUOC,12,2.5
2021,9/30/2021,fall,NH,2,1,12,21,BOGR,5,VUOC,17,ELEL,4,VUOC,19,4.5
2021,9/30/2021,fall,NH,2,1,15,18,ELEL,9,ELEL,13,VUOC,2,VUOC,15.5,5.5
2021,9/30/2021,fall,NH,2,1,18,14,VUOC,2,VUOC,13,VUOC,3,VUOC,13.5,2.5
2021,9/30/2021,fall,NH,2,1,21,5,CADU,1,BOGR,6,BOGR,2,BOGR,5.5,1.5
2021,9/30/2021,fall,NH,2,1,24,17,BOGR,1,BOGR,14,VUOC,1,BOGR,15.5,1
2021,9/30/2021,fall,NH,2,2,3,23,PASM,1,BOGR,11,BOGR,1,BOGR,17,1
2021,9/30/2021,fall,NH,2,2,6,16,PASM,1,EUGL,6,BOGR,1,BOGR,11,1
2021,9/30/2021,fall,NH,2,2,9,40,PASM,1,VUOC,14,BOGR,1,BOGR,27,1
2021,9/30/2021,fall,NH,2,2,12,27,PASM,0,bare,9,BOGR,1,BOGR,18,0.5
2021,9/30/2021,fall,NH,2,2,15,15,VUOC,2,BOGR,4,BOGR,1,BOGR,9.5,1.5
2021,9/30/2021,fall,NH,2,2,18,14,PASM,4,BOGR,6,BOGR,1,BOGR,10,2.5
2021,9/30/2021,fall,NH,2,2,21,15,VUOC,1,ELEL,20,ELEL,5,VUOC,17.5,3
2021,9/30/2021,fall,NH,2,2,24,18,BOGR,2,ARFR,10,VUOC,1,VUOC,14,1.5
2021,9/30/2021,fall,NH,2,3,3,23,PASM,1,PASM,46,PASM,3,OPPO,34.5,2
2021,9/30/2021,fall,NH,2,3,6,16,PASM,1,PASM,33,PASM,2,PASM,24.5,1.5
2021,9/30/2021,fall,NH,2,3,9,40,PASM,1,VUOC,44,PASM,3,PASM,42,2
2021,9/30/2021,fall,NH,2,3,12,27,PASM,1,PASM,33,PASM,1,VUOC,30,1
2021,9/30/2021,fall,NH,2,3,15,15,VUOC,2,VUOC,24,BOGR,2,VUOC,19.5,2
2021,9/30/2021,fall,NH,2,3,18,14,PASM,4,ELEL,18,BOGR,3,ELEL,16,3.5
2021,9/30/2021,fall,NH,2,3,21,15,VUOC,1,VUOC,13,ELEL,1,ELEL,14,1
2021,9/30/2021,fall,NH,2,3,24,18,BOGR,2,VUOC,19,BOGR,2,ELEL,18.5,2
2021,9/30/2021,fall,NH,2,4,3,10,ELEL,5,OPPO,13,BOGR,5,OPPO,11.5,5
2021,9/30/2021,fall,NH,2,4,6,14,VUOC,3,ELEL,15,VUOC,3,VUOC,14.5,3
2021,9/30/2021,fall,NH,2,4,9,13,BOGR,2,ELEL,20,BOGR,1,BOGR,16.5,1.5
2021,9/30/2021,fall,NH,2,4,12,17,VUOC,4,VUOC,12,VUOC,2,VUOC,14.5,3
2021,9/30/2021,fall,NH,2,4,15,11,VUOC,3,VUOC,15,VUOC,5,VUOC,13,4
2021,9/30/2021,fall,NH,2,4,18,33,BRTE,1,VUOC,42,SIAL,8,BRTE,37.5,4.5
2021,9/30/2021,fall,NH,2,4,21,26,PASM,2,VUOC,23,PASM,5,BRTE,24.5,3.5
2021,9/30/2021,fall,NH,2,4,24,16,PASM,4,PASM,27,PASM,4,PASM,21.5,4
2021,9/30/2021,fall,NH,3,1,3,7,BOGR,2,BOGR,3,BOGR,0,bare,5,1
2021,9/30/2021,fall,NH,3,1,6,14,BOGR,1,BOGR,11,BOGR,3,BOGR,12.5,2
2021,9/30/2021,fall,NH,3,1,9,16,PASM,2,PASM,9,PASM,2,PASM,12.5,2
2021,9/30/2021,fall,NH,3,1,12,10,PASM,0,bare,6,PASM,0,bare,8,0
2021,9/30/2021,fall,NH,3,1,15,8,VUOC,1,BOGR,14,PASM,1,VUOC,11,1
2021,9/30/2021,fall,NH,3,1,18,0,bare,0,bare,4,PASM,1,BOGR,2,0.5
2021,9/30/2021,fall,NH,3,1,21,8,PASM,1,BUDA,17,PASM,1,BOGR,12.5,1
2021,9/30/2021,fall,NH,3,1,24,8,PASM,1,BOGR,6,BOGR,2,BOGR,7,1.5
2021,9/30/2021,fall,NH,3,2,3,4,BOGR,1,BOGR,4,BOGR,1,BOGR,4,1
2021,9/30/2021,fall,NH,3,2,6,4,BOGR,1,BOGR,3,BOGR,1,BOGR,3.5,1
2021,9/30/2021,fall,NH,3,2,9,9,BOGR,1,BOGR,5,BOGR,1,BOGR,7,1
2021,9/30/2021,fall,NH,3,2,12,14,BOGR,1,BOGR,12,BOGR,1,BOGR,13,1
2021,9/30/2021,fall,NH,3,2,15,3,BOGR,1,BOGR,18,ELEL,4,ELEL,10.5,2.5
2021,9/30/2021,fall,NH,3,2,18,10,PASM,1,BOGR,10,VUOC,1,BOGR,10,1
2021,9/30/2021,fall,NH,3,2,21,11,VUOC,1,BOGR,10,VUOC,1,VUOC,10.5,1
2021,9/30/2021,fall,NH,3,2,24,10,VUOC,2,BOGR,6,VUOC,1,VUOC,8,1.5
2021,9/30/2021,fall,NH,3,3,3,17,BOGR,1,BOGR,8,BOGR,1,BOGR,12.5,1
2021,9/30/2021,fall,NH,3,3,6,17,VUOC,1,VUOC,11,VUOC,1,VUOC,14,1
2021,9/30/2021,fall,NH,3,3,9,5,BOGR,1,BOGR,11,BOGR,1,BOGR,8,1
2021,9/30/2021,fall,NH,3,3,12,5,BOGR,2,BOGR,3,BOGR,1,BOGR,4,1.5
2021,9/30/2021,fall,NH,3,3,15,16,ELEL,3,ELEL,49,PASM,3,PASM,32.5,3
2021,9/30/2021,fall,NH,3,3,18,29,PASM,2,ELEL,44,PASM,2,PASM,36.5,2
2021,9/30/2021,fall,NH,3,3,21,44,PASM,4,PASM,37,PASM,1,PASM,40.5,2.5
2021,9/30/2021,fall,NH,3,3,24,43,PASM,5,PASM,52,PASM,5,PASM,47.5,5
2021,9/30/2021,fall,NH,3,4,3,7,BOGR,1,BOGR,12,BOGR,2,BOGR,9.5,1.5
2021,9/30/2021,fall,NH,3,4,6,3,BOGR,1,BOGR,0,bare,0,bare,1.5,0.5
2021,9/30/2021,fall,NH,3,4,9,10,BOGR,2,BOGR,10,BOGR,2,BOGR,10,2
2021,9/30/2021,fall,NH,3,4,12,20,BOGR,3,BOGR,16,PASM,2,PASM,18,2.5
2021,9/30/2021,fall,NH,3,4,15,8,BOGR,0,bare,15,VUOC,1,BOGR,11.5,0.5
2021,9/30/2021,fall,NH,3,4,18,7,BOGR,0,bare,3,BOGR,0,bare,5,0
2021,9/30/2021,fall,NH,3,4,21,16,VUOC,0,bare,23,BOGR,2,VUOC,19.5,1
2021,9/30/2021,fall,NH,3,4,24,12,BOGR,2,BOGR,6,BOGR,2,BOGR,9,2
2021,9/30/2021,fall,NH,4,1,3,13,VUOC,3,VUOC,17,BOGR,2,BOGR,15,2.5
2021,9/30/2021,fall,NH,4,1,6,22,BOGR,2,BOGR,3,VUOC,1,VUOC,12.5,1.5
2021,9/30/2021,fall,NH,4,1,9,16,VUOC,2,ELEL,15,VUOC,0,bare,15.5,1
2021,9/30/2021,fall,NH,4,1,12,8,VUOC,2,VUOC,13,VUOC,2,VUOC,10.5,2
2021,9/30/2021,fall,NH,4,1,15,7,VUOC,1,BOGR,16,BOGR,2,BOGR,11.5,1.5
2021,9/30/2021,fall,NH,4,1,18,16,BOGR,2,ELEL,7,VUOC,1,bogr,11.5,1.5
2021,9/30/2021,fall,NH,4,1,21,9,VUOC,1,VUOC,14,BOGR,3,BOGR,11.5,2
2021,9/30/2021,fall,NH,4,1,24,7,VUOC,3,VUOC,16,BOGR,1,BOGR,11.5,2
2021,9/30/2021,fall,NH,4,2,3,32,BRTE,1,PASM,16,VUOC,3,PASM,24,2
2021,9/30/2021,fall,NH,4,2,6,12,BOGR,1,BOGR,32,BOGR,1,BOGR,22,1
2021,9/30/2021,fall,NH,4,2,9,17,SIAL,2,VUOC,10,VUOC,2,VUOC,13.5,2
2021,9/30/2021,fall,NH,4,2,12,11,VUOC,1,VUOC,31,BOGR,1,VUOC,21,1
2021,9/30/2021,fall,NH,4,2,15,14,PASM,2,VUOC,15,PASM,1,bogr,14.5,1.5
2021,9/30/2021,fall,NH,4,2,18,19,BRTE,4,BRTE,13,VUOC,1,VUOC,16,2.5
2021,9/30/2021,fall,NH,4,2,21,10,VUOC,1,BOGR,7,VUOC,1,bogr,8.5,1
2021,9/30/2021,fall,NH,4,2,24,16,VUOC,1,PASM,13,PASM,3,PASM,14.5,2
2021,9/30/2021,fall,NH,4,3,3,16,BOGR,2,BOGR,9,ELEL,2,VUOC,12.5,2
2021,9/30/2021,fall,NH,4,3,6,11,VUOC,1,VUOC,24,BOGR,2,VUOC,17.5,1.5
2021,9/30/2021,fall,NH,4,3,9,11,BOGR,1,BOGR,20,PASM,1,VUOC,15.5,1
2021,9/30/2021,fall,NH,4,3,12,8,BOGR,1,BOGR,5,PIOP,0,bare,6.5,0.5
2021,9/30/2021,fall,NH,4,3,15,10,VUOC,1,BOGR,11,VUOC,1,VUOC,10.5,1
2021,9/30/2021,fall,NH,4,3,18,13,ELEL,2,ELEL,13,VUOC,1,VUOC,13,1.5
2021,9/30/2021,fall,NH,4,3,21,16,ELEL,2,BOGR,9,VUOC,2,ELEL,12.5,2
2021,9/30/2021,fall,NH,4,3,24,14,BOGR,1,BOGR,12,BOGR,1,VUOC,13,1
2021,9/30/2021,fall,NH,4,4,3,22,BOGR,0,bare,12,BOGR,0,bare,17,0
2021,9/30/2021,fall,NH,4,4,6,44,PASM,2,PASM,38,PASM,2,PASM,41,2
2021,9/30/2021,fall,NH,4,4,9,50,PASM,7,BRTE,34,BRTE,9,BRTE,42,8
2021,9/30/2021,fall,NH,4,4,12,44,PASM,3,BRTE,11,BOGR,1,BOGR,27.5,2
2021,9/30/2021,fall,NH,4,4,15,42,PASM,1,PASM,22,PASM,1,PASM,32,1
2021,9/30/2021,fall,NH,4,4,18,14,VUOC,3,BOGR,16,BOGR,3,BOGR,15,3
2021,9/30/2021,fall,NH,4,4,21,11,VUOC,2,VUOC,20,PASM,1,PASM,15.5,1.5
2021,9/30/2021,fall,NH,4,4,24,14,PASM,1,PASM,3,VUOC,0,bare,8.5,0.5
2021,9/27/2021,fall,8E,2,1,3,30,CHLE,3,OPPO,14,CHLE,2,CHLE,22,2.5
2021,9/27/2021,fall,8E,2,1,6,15,CHLE,0,BOGR,16,CHLE,0,CHLE,15.5,0
2021,9/27/2021,fall,8E,2,1,9,23,PASM,3,OPPO,38,CHLE,5,OPPO,30.5,4
2021,9/27/2021,fall,8E,2,1,12,22,PASM,2,EREF,32,CHLE,4,PASM,27,3
2021,9/27/2021,fall,8E,2,1,15,19,PASM,1,PASM,34,PASM,0,PASM,26.5,0.5
2021,9/27/2021,fall,8E,2,1,18,26,BOGR,2,BOGR,21,SPCR,2,OPPO,23.5,2
2021,9/27/2021,fall,8E,2,1,21,20,SPCR,2,SPCR,16,PASM,1,PASM,18,1.5
2021,9/27/2021,fall,8E,2,1,24,22,HECO,2,HECO,19,PASM,2,CHLE,20.5,2
2021,9/27/2021,fall,8E,2,2,3,41,BOGR,3,OPPO,27,BOGR,2,BOGR,34,2.5
2021,9/27/2021,fall,8E,2,2,6,22,BOGR,1,BOGR,20,BOGR,1,BOGR,21,1
2021,9/27/2021,fall,8E,2,2,9,40,BOGR,1,OPPO,29,EREF,4,EREF,34.5,2.5
2021,9/27/2021,fall,8E,2,2,12,14,BOGR,2,BOGR,17,BOGR,1,PASM,15.5,1.5
2021,9/27/2021,fall,8E,2,2,15,22,BOGR,5,OPPO,30,PASM,2,BOGR,26,3.5
2021,9/27/2021,fall,8E,2,2,18,19,PASM,5,OPPO,37,BOGR,3,EREF,28,4
2021,9/27/2021,fall,8E,2,2,21,27,BOGR,2,BOGR,25,BOGR,1,BOGR,26,1.5
2021,9/27/2021,fall,8E,2,2,24,17,BOGR,1,PASM,21,PASM,1,EREF,19,1
2021,9/27/2021,fall,8E,2,3,3,7,BOGR,1,BOGR,21,PASM,1,BOGR,14,1
2021,9/27/2021,fall,8E,2,3,6,7,BOGR,5,GUSA,11,GUSA,0,BOGR,9,2.5
2021,9/27/2021,fall,8E,2,3,9,15,BOGR,1,BOGR,11,BOGR,1,BOGR,13,1
2021,9/27/2021,fall,8E,2,3,12,16,BOGR,1,BUDA,14,BOGR,1,BOGR,15,1
2021,9/27/2021,fall,8E,2,3,15,24,BOGR,0,PASM,24,PASM,2,PASM,24,1
2021,9/27/2021,fall,8E,2,3,18,18,PASM,1,BOGR,30,BOGR,4,OPPO,24,2.5
2021,9/27/2021,fall,8E,2,3,21,23,PASM,2,PASM,22,PASM,1,PASM,22.5,1.5
2021,9/27/2021,fall,8E,2,3,24,26,PASM,2,PASM,31,PASM,2,PASM,28.5,2
2021,9/27/2021,fall,8E,2,4,3,10,BOGR,2,OPPO,9,BOGR,0,BOGR,9.5,1
2021,9/27/2021,fall,8E,2,4,6,26,BOGR,2,BOGR,16,BOGR,1,BOGR,21,1.5
2021,9/27/2021,fall,8E,2,4,9,27,BOGR,2,BOGR,24,BOGR,3,BOGR,25.5,2.5
2021,9/27/2021,fall,8E,2,4,12,24,BOGR,3,OPPO,19,BOGR,5,OPPO,21.5,4
2021,9/27/2021,fall,8E,2,4,15,26,PASM,4,PASM,21,BOGR,3,BOGR,23.5,3.5
2021,9/27/2021,fall,8E,2,4,18,22,BOGR,2,BOGR,15,BOGR,3,BOGR,18.5,2.5
2021,9/27/2021,fall,8E,2,4,21,25,BOGR,2,BOGR,51,BOGR,2,BOGR,38,2
2021,9/27/2021,fall,8E,2,4,24,22,BOGR,5,BOGR,22,BOGR,4,BOGR,22,4.5
2021,9/27/2021,fall,8E,1,1,3,33,PASM,2,OPPO,12,PASM,1,bogr,22.5,1.5
2021,9/27/2021,fall,8E,1,1,6,25,SAIB,1,BOGR,34,SAIB,1,bogr,29.5,1
2021,9/27/2021,fall,8E,1,1,9,12,PASM,1,BOGR,16,BOGR,1,BUDA,14,1
2021,9/27/2021,fall,8E,1,1,12,13,PASM,1,BOGR,7,BOGR,1,BOGR,10,1
2021,9/27/2021,fall,8E,1,1,15,18,PASM,1,PASM,18,PASM,6,PASM,18,3.5
2021,9/27/2021,fall,8E,1,1,18,18,BOGR,1,BOGR,24,BOGR,0,bare,21,0.5
2021,9/27/2021,fall,8E,1,1,21,24,PASM,5,SAIB,26,PASM,1,BOGR,25,3
2021,9/27/2021,fall,8E,1,1,24,2,BOGR,1,BOGR,23,BOGR,3,BOGR,12.5,2
2021,9/27/2021,fall,8E,1,2,3,18,PASM,1,PASM,33,PASM,4,PASM,25.5,2.5
2021,9/27/2021,fall,8E,1,2,6,12,PASM,1,PASM,13,PASM,1,PASM,12.5,1
2021,9/27/2021,fall,8E,1,2,9,14,PASM,1,PASM,29,PASM,1,PASM,21.5,1
2021,9/27/2021,fall,8E,1,2,12,48,ATCA,3,ATCA,4,BOGR,1,BOGR,26,2
2021,9/27/2021,fall,8E,1,2,15,13,BOGR,1,BOGR,15,SAIB,1,BOGR,14,1
2021,9/27/2021,fall,8E,1,2,18,22,BOGR,1,BOGR,23,BOGR,3,BOGR,22.5,2
2021,9/27/2021,fall,8E,1,2,21,11,BOGR,1,BOGR,22,BOGR,2,BOGR,16.5,1.5
2021,9/27/2021,fall,8E,1,2,24,29,PASM,2,PASM,41,PASM,16,ATCA,35,9
2021,9/27/2021,fall,8E,1,3,3,31,PASM,1,PASM,29,PASM,1,PASM,30,1
2021,9/27/2021,fall,8E,1,3,6,32,BOGR,1,BOGR,19,PASM,2,OPPO,25.5,1.5
2021,9/27/2021,fall,8E,1,3,9,34,PASM,1,PASM,23,PASM,1,PASM,28.5,1
2021,9/27/2021,fall,8E,1,3,12,16,BOGR,1,BOGR,14,PASM,1,PASM,15,1
2021,9/27/2021,fall,8E,1,3,15,22,PASM,1,PASM,15,PASM,1,PASM,18.5,1
2021,9/27/2021,fall,8E,1,3,18,27,PASM,1,BOGR,20,PASM,1,BOGR,23.5,1
2021,9/27/2021,fall,8E,1,3,21,9,BOGR,1,BOGR,13,BOGR,2,BOGR,11,1.5
2021,9/27/2021,fall,8E,1,3,24,14,BOGR,1,BOGR,15,BOGR,0,bare,14.5,0.5
2021,9/27/2021,fall,8E,1,4,3,29,BOGR,4,OPPO,22,BOGR,3,OPPO,25.5,3.5
2021,9/27/2021,fall,8E,1,4,6,17,BOGR,1,BOGR,25,BOGR,1,OPPO,21,1
2021,9/27/2021,fall,8E,1,4,9,35,SPCR,1,BOGR,19,BOGR,1,bogr,27,1
2021,9/27/2021,fall,8E,1,4,12,30,HECO,1,PASM,26,BOGR,3,bogr,28,2
2021,9/27/2021,fall,8E,1,4,15,27,BOGR,4,PASM,24,BOGR,2,bogr,25.5,3
2021,9/27/2021,fall,8E,1,4,18,22,PASM,1,PASM,13,BOGR,1,PASM,17.5,1
2021,9/27/2021,fall,8E,1,4,21,20,SAIB,1,PASM,16,PASM,1,PASM,18,1
2021,9/27/2021,fall,8E,1,4,24,19,PASM,5,EREF,19,SAIB,2,PASM,19,3.5
2021,9/28/2021,fall,8E,3,1,3,18,PASM,1,PASM,26,PASM,1,PASM,22,1
2021,9/28/2021,fall,8E,3,1,6,16,BOGR,2,BOGR,6,BOGR,3,BOGR,11,2.5
2021,9/28/2021,fall,8E,3,1,9,29,SAIB,1,SAIB,28,BOGR,2,BOGR,28.5,1.5
2021,9/28/2021,fall,8E,3,1,12,20,BOGR,1,BOGR,18,BOGR,5,OPPO,19,3
2021,9/28/2021,fall,8E,3,1,15,6,BOGR,1,BOGR,6,BOGR,1,BOGR,6,1
2021,9/28/2021,fall,8E,3,1,18,18,BOGR,2,BOGR,20,BOGR,1,BOGR,19,1.5
2021,9/28/2021,fall,8E,3,1,21,20,BOGR,1,BOGR,28,BOGR,3,BOGR,24,2
2021,9/28/2021,fall,8E,3,1,24,17,BOGR,1,BOGR,16,BOGR,1,BOGR,16.5,1
2021,9/28/2021,fall,8E,3,2,3,39,ATCA,13,ATCA,15,BOGR,1,BOGR,27,7
2021,9/28/2021,fall,8E,3,2,6,13,BOGR,1,BOGR,16,BOGR,2,BOGR,14.5,1.5
2021,9/28/2021,fall,8E,3,2,9,8,BOGR,1,BOGR,13,BOGR,2,BOGR,10.5,1.5
2021,9/28/2021,fall,8E,3,2,12,24,BOGR,1,BOGR,0,bare,0,bare,12,0.5
2021,9/28/2021,fall,8E,3,2,15,8,BOGR,1,BOGR,14,BOGR,1,BOGR,11,1
2021,9/28/2021,fall,8E,3,2,18,13,BOGR,0,bare,16,ATCA,5,ATCA,14.5,2.5
2021,9/28/2021,fall,8E,3,2,21,16,BOGR,1,BOGR,25,BOGR,2,BOGR,20.5,1.5
2021,9/28/2021,fall,8E,3,2,24,18,BOGR,3,BOGR,42,ATCA,9,ATCA,30,6
2021,9/28/2021,fall,8E,3,3,3,9,BOGR,1,BOGR,15,BOGR,1,BOGR,12,1
2021,9/28/2021,fall,8E,3,3,6,17,BOGR,1,BOGR,31,BOGR,2,BOGR,24,1.5
2021,9/28/2021,fall,8E,3,3,9,32,ATCA,13,ATCA,30,BOGR,1,BOGR,31,7
