Date,Pasture,Treatment,Ecosite,Plot,Transect,Distance,High East,Low East,Spp East,High West,Low West,Spp West,MeanHigh,MeanLow,Screen1,Screen2,Low1,Low2,MeanLow(forage)
9/30/2019,19N,TGM,Upland,1,1,24,36,1,PASM,18,2,PASM,27,1.5,0,0,1,2,1.5
9/30/2019,19N,TGM,Upland,1,2,3,32,11,CHLE,36,1,CHLE,34,6,0,0,11,1,6
9/30/2019,19N,TGM,Upland,1,2,6,31,1,CHLE,24,3,BOGR,27.5,2,0,0,1,3,2
9/30/2019,19N,TGM,Upland,1,2,9,14,2,CHLE,16,2,HECO,15,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,2,12,19,2,CHLE,23,2,CHLE,21,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,2,15,14,3,CHLE,12,2,CHLE,13,2.5,0,0,3,2,2.5
9/30/2019,19N,TGM,Upland,1,2,18,41,2,VUOC,22,3,CHLE,31.5,2.5,1,0,,3,3
9/30/2019,19N,TGM,Upland,1,2,21,34,4,CHLE,24,3,CHLE,29,3.5,0,0,4,3,3.5
9/30/2019,19N,TGM,Upland,1,2,24,16,2,HECO,20,2,CHLE,18,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,3,3,20,3,CHLE,12,3,HECO,16,3,0,0,3,3,3
9/30/2019,19N,TGM,Upland,1,3,6,24,3,HECO,38,2,CHLE,31,2.5,0,0,3,2,2.5
9/30/2019,19N,TGM,Upland,1,3,9,17,4,HECO,12,3,CHLE,14.5,3.5,0,0,4,3,3.5
9/30/2019,19N,TGM,Upland,1,3,12,21,1,HECO,29,3,HECO,25,2,0,0,1,3,2
9/30/2019,19N,TGM,Upland,1,3,15,34,4,HECO,61,2,HECO,47.5,3,0,0,4,2,3
9/30/2019,19N,TGM,Upland,1,3,18,13,3,VUOC,30,1,EREF,21.5,2,1,1,,,
9/30/2019,19N,TGM,Upland,1,3,21,38,2,HECO,34,3,HECO,36,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,1,3,24,18,2,BOGR,43,2,BOGR,30.5,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,4,3,22,4,CHLE,30,1,CHLE,26,2.5,0,0,4,1,2.5
9/30/2019,19N,TGM,Upland,1,4,6,29,4,CHLE,22,2,HECO,25.5,3,0,0,4,2,3
9/30/2019,19N,TGM,Upland,1,4,9,25,2,CHLE,16,1,CHLE,20.5,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,1,4,12,23,2,CHLE,24,15,CHLE,23.5,8.5,0,0,2,15,8.5
9/30/2019,19N,TGM,Upland,1,4,15,22,4,CHLE,12,3,CHLE,17,3.5,0,0,4,3,3.5
9/30/2019,19N,TGM,Upland,1,4,18,44,2,CHLE,18,2,HECO,31,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,4,21,28,2,HECO,24,2,CHLE,26,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,1,4,24,11,1,CRMI,21,2,HECO,16,1.5,0,0,1,2,1.5
9/30/2019,19N,TGM,Upland,2,1,3,16,2,OPPO,43,2,CHLE,29.5,2,1,0,,2,2
9/30/2019,19N,TGM,Upland,2,1,6,40,1,BOGR,10,1,BOGR,25,1,0,0,1,1,1
9/30/2019,19N,TGM,Upland,2,1,9,16,3,CRMI,8,1,BOGR,12,2,0,0,3,1,2
9/30/2019,19N,TGM,Upland,2,1,12,48,4,ELEL,13,1,CRMI,30.5,2.5,0,0,4,1,2.5
9/30/2019,19N,TGM,Upland,2,1,15,19,2,ATCA,18,1,ATCA,18.5,1.5,1,1,,,
9/30/2019,19N,TGM,Upland,2,1,18,19,2,HECO,31,15,ATCA,25,8.5,0,1,2,,2
9/30/2019,19N,TGM,Upland,2,1,21,19,2,HECO,68,1,HECO,43.5,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,2,1,24,23,3,HECO,38,29,ATCA,30.5,16,0,1,3,,3
9/30/2019,19N,TGM,Upland,2,2,3,59,11,ATCA,65,23,ATCA,62,17,1,1,,,
9/30/2019,19N,TGM,Upland,2,2,6,33,2,PASM,34,3,PASM,33.5,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,2,2,9,38,4,PASM,41,4,PASM,39.5,4,0,0,4,4,4
9/30/2019,19N,TGM,Upland,2,2,12,87,22,ATCA,14,2,CHLE,50.5,12,1,0,,2,2
9/30/2019,19N,TGM,Upland,2,2,15,9,2,CRMI,14,2,CRMI,11.5,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,2,2,18,10,2,elel,14,3,CHLE,12,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,2,2,21,35,2,CHLE,61,2,CHLE,48,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,2,2,24,0,0,BARE,18,1,BOGR,9,0.5,0,0,0,1,0.5
9/30/2019,19N,TGM,Upland,2,3,3,10,4,OPPO,25,4,OPPO,17.5,4,1,1,,,
9/30/2019,19N,TGM,Upland,2,3,6,10,1,BOGR,28,2,LEDE,19,1.5,0,0,1,2,1.5
9/30/2019,19N,TGM,Upland,2,3,9,29,9,CHLE,19,3,OPPO,24,6,0,1,9,,9
9/30/2019,19N,TGM,Upland,2,3,12,43,4,EREF,16,1,CHLE,29.5,2.5,1,0,,1,1
9/30/2019,19N,TGM,Upland,2,3,15,10,3,CHLE,22,1,BOGR,16,2,0,0,3,1,2
9/30/2019,19N,TGM,Upland,2,3,18,22,5,ATCA,26,3,EREF,24,4,1,1,,,
9/30/2019,19N,TGM,Upland,2,3,21,8,3,CRMI,19,2,SPCR,13.5,2.5,0,0,3,2,2.5
9/30/2019,19N,TGM,Upland,2,3,24,29,2,CHLE,9,2,ATCA,19,2,0,1,2,,2
9/30/2019,19N,TGM,Upland,2,4,3,18,2,CHLE,11,1,CHLE,14.5,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,2,4,6,42,5,CHLE,29,2,CHLE,35.5,3.5,0,0,5,2,3.5
9/30/2019,19N,TGM,Upland,2,4,9,20,9,EREF,15,2,CHLE,17.5,5.5,1,0,,2,2
9/30/2019,19N,TGM,Upland,2,4,12,15,2,CRMI,68,3,CHLE,41.5,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,2,4,15,10,2,CHLE,12,3,HECO,11,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,2,4,18,22,1,HECO,19,2,OPPO,20.5,1.5,0,1,1,,1
9/30/2019,19N,TGM,Upland,2,4,21,8,3,CRMI,19,2,SPCR,13.5,2.5,0,0,3,2,2.5
9/30/2019,19N,TGM,Upland,2,4,24,29,2,CHLE,9,2,ATCA,19,2,0,1,2,,2
9/30/2019,19N,TGM,Upland,3,1,3,25,3,CHLE,29,1,CHLE,27,2,0,0,3,1,2
9/30/2019,19N,TGM,Upland,3,1,6,32,2,HECO,42,4,CHLE,37,3,0,0,2,4,3
9/30/2019,19N,TGM,Upland,3,1,9,24,3,HECO,43,1,HECO,33.5,2,0,0,3,1,2
9/30/2019,19N,TGM,Upland,3,1,12,31,2,CHLE,44,2,EREF,37.5,2,0,1,2,,2
9/30/2019,19N,TGM,Upland,3,1,15,21,4,OPPO,37,2,OPPO,29,3,1,1,,,
9/30/2019,19N,TGM,Upland,3,1,18,51,3,OPPO,41,3,EREF,46,3,1,1,,,
9/30/2019,19N,TGM,Upland,3,1,21,38,3,CHLE,31,2,EREF,34.5,2.5,0,1,3,,3
9/30/2019,19N,TGM,Upland,3,1,24,34,11,CHLE,26,2,CHLE,30,6.5,0,0,11,2,6.5
9/30/2019,19N,TGM,Upland,3,2,3,23,2,HECO,16,2,PASM,19.5,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,3,2,6,19,3,CHLE,23,2,CHLE,21,2.5,0,0,3,2,2.5
9/30/2019,19N,TGM,Upland,3,2,9,28,11,ATCA,23,1,CHLE,25.5,6,1,0,,1,1
9/30/2019,19N,TGM,Upland,3,2,12,26,5,PASM,10,1,CHLE,18,3,0,0,5,1,3
9/30/2019,19N,TGM,Upland,3,2,15,15,2,CHLE,6,1,BOGR,10.5,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,3,2,18,28,2,PASM,19,3,PASM,23.5,2.5,0,0,2,3,2.5
9/30/2019,19N,TGM,Upland,3,2,21,16,1,CHLE,13,4,CHLE,14.5,2.5,0,0,1,4,2.5
9/30/2019,19N,TGM,Upland,3,2,24,16,1,PASM,30,1,PASM,23,1,0,0,1,1,1
9/30/2019,19N,TGM,Upland,3,3,3,24,4,CHLE,24,1,CHLE,24,2.5,0,0,4,1,2.5
9/30/2019,19N,TGM,Upland,3,3,6,23,2,CHLE,42,6,EREF,32.5,4,0,1,2,,2
9/30/2019,19N,TGM,Upland,3,3,9,12,1,BOGR,16,2,HECO,14,1.5,0,0,1,2,1.5
9/30/2019,19N,TGM,Upland,3,3,12,6,1,CRMI,14,3,VUOC,10,2,0,1,1,,1
9/30/2019,19N,TGM,Upland,3,3,15,23,4,HECO,61,2,OPPO,42,3,0,1,4,,4
9/30/2019,19N,TGM,Upland,3,3,18,28,2,CHLE,30,1,HECO,29,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,3,3,21,34,3,CHLE,45,1,HECO,39.5,2,0,0,3,1,2
9/30/2019,19N,TGM,Upland,3,3,24,21,8,CHLE,32,2,HECO,26.5,5,0,0,8,2,5
9/30/2019,19N,TGM,Upland,3,4,3,8,2,BOGR,4,1,BOGR,6,1.5,0,0,2,1,1.5
9/30/2019,19N,TGM,Upland,3,4,6,3,1,BOGR,11,1,CRMI,7,1,0,0,1,1,1
9/30/2019,19N,TGM,Upland,3,4,9,3,1,BOGR,9,1,CHLE,6,1,0,0,1,1,1
9/30/2019,19N,TGM,Upland,3,4,12,18,4,CHLE,20,2,PASM,19,3,0,0,4,2,3
9/30/2019,19N,TGM,Upland,3,4,15,6,2,CHLE,20,2,BOGR,13,2,0,0,2,2,2
9/30/2019,19N,TGM,Upland,3,4,18,20,1,BOGR,16,1,PASM,18,1,0,0,1,1,1
9/30/2019,19N,TGM,Upland,3,4,21,38,1,PASM,10,2,PASM,24,1.5,0,0,1,2,1.5
9/30/2019,19N,TGM,Upland,3,4,24,12,3,LYJU,23,2,CHLE,17.5,2.5,0,0,3,2,2.5
10/2/2019,19N,TGM,Upland,4,1,3,18,1,CRMI,22,2,CHLE,20,1.5,0,0,1,2,1.5
10/2/2019,19N,TGM,Upland,4,1,6,17,4,LEDE,24,2,CRMI,20.5,3,0,0,4,2,3
10/2/2019,19N,TGM,Upland,4,1,9,18,4,CHLE,17,4,OPPO,17.5,4,0,1,4,,4
10/2/2019,19N,TGM,Upland,4,1,12,12,6,HECO,17,4,EREF,14.5,5,0,1,6,,6
10/2/2019,19N,TGM,Upland,4,1,15,12,3,BOGR,26,13,LEDE,19,8,0,0,3,13,8
10/2/2019,19N,TGM,Upland,4,1,18,6,4,LEDE,3,1,HECO,4.5,2.5,0,0,4,1,2.5
10/2/2019,19N,TGM,Upland,4,1,21,18,1,HECO,13,6,HECO,15.5,3.5,0,0,1,6,3.5
10/2/2019,19N,TGM,Upland,4,1,24,18,1,CRMI,4,1,BOGR,11,1,0,0,1,1,1
10/2/2019,19N,TGM,Upland,4,2,3,48,3,CHLE,53,5,CHLE,50.5,4,0,0,3,5,4
10/2/2019,19N,TGM,Upland,4,2,6,20,6,CHLE,42,6,OPPO,31,6,0,1,6,,6
10/2/2019,19N,TGM,Upland,4,2,9,11,4,HECO,40,4,CADU,25.5,4,0,0,4,4,4
10/2/2019,19N,TGM,Upland,4,2,12,28,5,CRMI,23,6,CADU,25.5,5.5,0,0,5,6,5.5
10/2/2019,19N,TGM,Upland,4,2,15,8,2,HECO,19,3,HECO,13.5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,4,2,18,6,2,CADU,4,3,CRMI,5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,4,2,21,6,3,OPPO,7,2,HECO,6.5,2.5,1,0,,2,2
10/2/2019,19N,TGM,Upland,4,2,24,36,6,COCA,6,3,CADU,21,4.5,0,0,6,3,4.5
10/2/2019,19N,TGM,Upland,4,3,3,13,4,OPPO,6,2,BOGR,9.5,3,1,0,,2,2
10/2/2019,19N,TGM,Upland,4,3,6,4,2,BOGR,4,2,OPPO,4,2,0,1,2,,2
10/2/2019,19N,TGM,Upland,4,3,9,4,1,BOGR,21,3,PASM,12.5,2,0,0,1,3,2
10/2/2019,19N,TGM,Upland,4,3,12,11,1,PASM,12,1,PASM,11.5,1,0,0,1,1,1
10/2/2019,19N,TGM,Upland,4,3,15,12,2,PASM,12,1,PASM,12,1.5,0,0,2,1,1.5
10/2/2019,19N,TGM,Upland,4,3,18,14,1,PASM,18,2,PASM,16,1.5,0,0,1,2,1.5
10/2/2019,19N,TGM,Upland,4,3,21,4,1,BOGR,3,1,BOGR,3.5,1,0,0,1,1,1
10/2/2019,19N,TGM,Upland,4,3,24,3,2,BOGR,3,2,BOGR,3,2,0,0,2,2,2
10/2/2019,19N,TGM,Upland,4,4,3,12,3,PASM,22,9,ATCA,17,6,0,1,3,,3
10/2/2019,19N,TGM,Upland,4,4,6,9,1,BOGR,27,19,ATCA,18,10,0,1,1,,1
10/2/2019,19N,TGM,Upland,4,4,9,12,3,CHLE,22,6,CHLE,17,4.5,0,0,3,6,4.5
10/2/2019,19N,TGM,Upland,4,4,12,12,3,CHLE,21,2,BOGR,16.5,2.5,0,0,3,2,2.5
10/2/2019,19N,TGM,Upland,4,4,15,9,1,BOGR,10,2,CHLE,9.5,1.5,0,0,1,2,1.5
10/2/2019,19N,TGM,Upland,4,4,18,11,8,CHLE,16,5,CHLE,13.5,6.5,0,0,8,5,6.5
10/2/2019,19N,TGM,Upland,4,4,21,2,2,BOGR,19,3,CHLE,10.5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,4,4,24,12,2,BOGR,10,3,BOGR,11,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,5,1,3,18,4,PASM,24,10,CHLE,21,7,0,0,4,10,7
10/2/2019,19N,TGM,Upland,5,1,6,24,1,VUOC,38,8,EREF,31,4.5,1,1,,,
10/2/2019,19N,TGM,Upland,5,1,9,33,4,CHLE,27,3,EREF,30,3.5,0,1,4,,4
10/2/2019,19N,TGM,Upland,5,1,12,28,3,EREF,28,9,EREF,28,6,1,1,,,
10/2/2019,19N,TGM,Upland,5,1,15,8,3,SPCO,26,3,SPCO,17,3,0,0,3,3,3
10/2/2019,19N,TGM,Upland,5,1,18,22,1,HECO,25,4,HECO,23.5,2.5,0,0,1,4,2.5
10/2/2019,19N,TGM,Upland,5,1,21,11,6,HECO,12,6,HECO,11.5,6,0,0,6,6,6
10/2/2019,19N,TGM,Upland,5,1,24,11,2,BOGR,21,6,CHLE,16,4,0,0,2,6,4
10/2/2019,19N,TGM,Upland,5,2,3,12,4,EREF,23,10,EREF,17.5,7,1,1,,,
10/2/2019,19N,TGM,Upland,5,2,6,12,1,VUOC,16,3,BOGR,14,2,1,0,,3,3
10/2/2019,19N,TGM,Upland,5,2,9,6,1,CADU,5,3,CADU,5.5,2,0,0,1,3,2
10/2/2019,19N,TGM,Upland,5,2,12,3,2,BOGR,5,2,CADU,4,2,0,0,2,2,2
10/2/2019,19N,TGM,Upland,5,2,15,10,2,CHLE,20,2,BOGR,15,2,0,0,2,2,2
10/2/2019,19N,TGM,Upland,5,2,18,12,1,HECO,16,3,VUOC,14,2,0,1,1,,1
10/2/2019,19N,TGM,Upland,5,2,21,24,1,HECO,35,6,CHLE,29.5,3.5,0,0,1,6,3.5
10/2/2019,19N,TGM,Upland,5,2,24,30,3,EREF,11,3,EREF,20.5,3,1,1,,,
10/2/2019,19N,TGM,Upland,5,3,3,25,2,EREF,18,4,VUOC,21.5,3,1,1,,,
10/2/2019,19N,TGM,Upland,5,3,6,34,2,EREF,24,2,CHLE,29,2,1,0,,2,2
10/2/2019,19N,TGM,Upland,5,3,9,9,1,HECO,31,5,EREF,20,3,0,1,1,,1
10/2/2019,19N,TGM,Upland,5,3,12,35,2,CHLE,31,7,LEDE,33,4.5,0,0,2,7,4.5
10/2/2019,19N,TGM,Upland,5,3,15,34,2,CHLE,13,1,HECO,23.5,1.5,0,0,2,1,1.5
10/2/2019,19N,TGM,Upland,5,3,18,19,2,BOGR,16,2,LEDE,17.5,2,0,0,2,2,2
10/2/2019,19N,TGM,Upland,5,3,21,29,1,HECO,3,1,HECO,16,1,0,0,1,1,1
10/2/2019,19N,TGM,Upland,5,3,24,21,2,VUOC,5,1,HECO,13,1.5,1,0,,1,1
10/2/2019,19N,TGM,Upland,5,4,3,18,2,HECO,11,4,HECO,14.5,3,0,0,2,4,3
10/2/2019,19N,TGM,Upland,5,4,6,32,2,CHLE,26,3,OPPO,29,2.5,0,1,2,,2
10/2/2019,19N,TGM,Upland,5,4,9,22,2,HECO,14,3,VUOC,18,2.5,0,1,2,,2
10/2/2019,19N,TGM,Upland,5,4,12,24,8,EREF,12,3,CHLE,18,5.5,1,0,,3,3
10/2/2019,19N,TGM,Upland,5,4,15,16,1,CHLE,13,2,CHLE,14.5,1.5,0,0,1,2,1.5
10/2/2019,19N,TGM,Upland,5,4,18,22,7,CHLE,20,1,CHLE,21,4,0,0,7,1,4
10/2/2019,19N,TGM,Upland,5,4,21,26,3,CHLE,16,2,HECO,21,2.5,0,0,3,2,2.5
10/2/2019,19N,TGM,Upland,5,4,24,22,1,HECO,22,1,HECO,22,1,0,0,1,1,1
10/2/2019,19N,TGM,Upland,6,1,3,24,5,CHLE,20,6,CHLE,22,5.5,0,0,5,6,5.5
10/2/2019,19N,TGM,Upland,6,1,6,32,7,CHLE,26,7,CHLE,29,7,0,0,7,7,7
10/2/2019,19N,TGM,Upland,6,1,9,29,4,CHLE,32,3,CHLE,30.5,3.5,0,0,4,3,3.5
10/2/2019,19N,TGM,Upland,6,1,12,27,7,CHLE,28,6,CHLE,27.5,6.5,0,0,7,6,6.5
10/2/2019,19N,TGM,Upland,6,1,15,25,6,CHLE,22,5,CHLE,23.5,5.5,0,0,6,5,5.5
10/2/2019,19N,TGM,Upland,6,1,18,29,1,CHLE,0,0,BARE,14.5,0.5,0,0,1,0,0.5
10/2/2019,19N,TGM,Upland,6,1,21,14,4,CHLE,33,7,CHLE,23.5,5.5,0,0,4,7,5.5
10/2/2019,19N,TGM,Upland,6,1,24,44,5,EREF,25,7,CHLE,34.5,6,1,0,,7,7
10/2/2019,19N,TGM,Upland,6,2,3,24,3,CHLE,42,3,CHLE,33,3,0,0,3,3,3
10/2/2019,19N,TGM,Upland,6,2,6,28,2,CHLE,24,1,LEDE,26,1.5,0,0,2,1,1.5
10/2/2019,19N,TGM,Upland,6,2,9,35,7,CHLE,32,2,CHLE,33.5,4.5,0,0,7,2,4.5
10/2/2019,19N,TGM,Upland,6,2,12,26,2,CHLE,35,3,CHLE,30.5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,6,2,15,18,2,CHLE,42,3,CHLE,30,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,6,2,18,24,2,CHLE,26,2,CHLE,25,2,0,0,2,2,2
10/2/2019,19N,TGM,Upland,6,2,21,30,2,CHLE,35,3,HECO,32.5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,6,2,24,32,4,CHLE,22,3,CADU,27,3.5,0,0,4,3,3.5
10/2/2019,19N,TGM,Upland,6,3,3,26,2,CHLE,33,3,CHLE,29.5,2.5,0,0,2,3,2.5
10/2/2019,19N,TGM,Upland,6,3,6,44,1,CHLE,31,4,CHLE,37.5,2.5,0,0,1,4,2.5
10/2/2019,19N,TGM,Upland,6,3,9,54,12,CHLE,42,13,CHLE,48,12.5,0,0,12,13,12.5
10/2/2019,19N,TGM,Upland,6,3,12,32,6,CHLE,44,4,CHLE,38,5,0,0,6,4,5
10/2/2019,19N,TGM,Upland,6,3,15,31,4,CHLE,12,3,CHLE,21.5,3.5,0,0,4,3,3.5
10/2/2019,19N,TGM,Upland,6,3,18,28,2,CHLE,36,8,CHLE,32,5,0,0,2,8,5
10/2/2019,19N,TGM,Upland,6,3,21,31,2,CHLE,27,8,CHLE,29,5,0,0,2,8,5
10/2/2019,19N,TGM,Upland,6,3,24,28,4,OPPO,34,3,CHLE,31,3.5,1,0,,3,3
10/2/2019,19N,TGM,Upland,6,4,3,21,5,CHLE,26,3,CHLE,23.5,4,0,0,5,3,4
10/2/2019,19N,TGM,Upland,6,4,6,15,2,BOGR,29,8,CHLE,22,5,0,0,2,8,5
10/2/2019,19N,TGM,Upland,6,4,9,36,13,CHLE,21,8,CHLE,28.5,10.5,0,0,13,8,10.5
10/2/2019,19N,TGM,Upland,6,4,12,19,5,CHLE,22,6,CHLE,20.5,5.5,0,0,5,6,5.5
10/2/2019,19N,TGM,Upland,6,4,15,32,8,CHLE,21,3,CHLE,26.5,5.5,0,0,8,3,5.5
10/2/2019,19N,TGM,Upland,6,4,18,43,4,CHLE,28,5,CHLE,35.5,4.5,0,0,4,5,4.5
10/2/2019,19N,TGM,Upland,6,4,21,20,2,CHLE,27,8,CHLE,23.5,5,0,0,2,8,5
10/2/2019,19N,TGM,Upland,6,4,24,54,2,CHLE,46,4,CHLE,50,3,0,0,2,4,3
9/30/2019,23E,LARKSPUR,Upland,1,1,3,18,2,BOGR,8,2,BUDA,13,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,1,1,6,4,1,BOGR,4,2,BUDA,4,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,1,9,4,1,BOGR,5,2,BOGR,4.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,1,12,4,1,BOGR,4,1,BOGR,4,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,1,1,15,6,3,BOGR,7,5,OPPO,6.5,4,0,1,3,,3
9/30/2019,23E,LARKSPUR,Upland,1,1,18,4,1,BOGR,4,2,BUDA,4,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,1,21,4,0,BUDA,7,3,BOGR,5.5,1.5,0,0,0,3,1.5
9/30/2019,23E,LARKSPUR,Upland,1,1,24,13,2,ARFR,21,4,ARFR,17,3,1,1,,,
9/30/2019,23E,LARKSPUR,Upland,1,2,3,18,2,ARPU,5,3,BOGR,11.5,2.5,0,0,2,3,2.5
9/30/2019,23E,LARKSPUR,Upland,1,2,6,3,2,BOGR,5,3,BOGR,4,2.5,0,0,2,3,2.5
9/30/2019,23E,LARKSPUR,Upland,1,2,9,11,2,BOGR,12,3,BOGR,11.5,2.5,0,0,2,3,2.5
9/30/2019,23E,LARKSPUR,Upland,1,2,12,13,0,BOGR,12,1,BOGR,12.5,0.5,0,0,0,1,0.5
9/30/2019,23E,LARKSPUR,Upland,1,2,15,8,0,ARPU,16,2,ARPU,12,1,0,0,0,2,1
9/30/2019,23E,LARKSPUR,Upland,1,2,18,12,1,BOGR,5,1,BOGR,8.5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,1,2,21,3,1,BOGR,4,2,BOGR,3.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,2,24,8,3,BOGR,11,3,ARPU,9.5,3,0,0,3,3,3
9/30/2019,23E,LARKSPUR,Upland,1,3,3,5,2,BOGR,6,2,BOGR,5.5,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,1,3,6,21,2,VUOC,15,1,BOGR,18,1.5,1,0,,1,1
9/30/2019,23E,LARKSPUR,Upland,1,3,9,11,1,BOGR,4,1,BOGR,7.5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,1,3,12,19,3,ARPU,21,2,BOGR,20,2.5,0,0,3,2,2.5
9/30/2019,23E,LARKSPUR,Upland,1,3,15,6,1,BOGR,7,2,BOGR,6.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,3,18,22,3,ARPU,6,3,BOGR,14,3,0,0,3,3,3
9/30/2019,23E,LARKSPUR,Upland,1,3,21,24,4,ARPU,20,1,BOGR,22,2.5,0,0,4,1,2.5
9/30/2019,23E,LARKSPUR,Upland,1,3,24,23,1,ARPU,8,1,BOGR,15.5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,1,4,3,5,2,BOGR,4,2,BOGR,4.5,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,1,4,6,21,1,BOGR,5,2,BOGR,13,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,4,9,4,1,BOGR,15,2,BOGR,9.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,1,4,12,6,2,BOGR,7,1,BOGR,6.5,1.5,0,0,2,1,1.5
9/30/2019,23E,LARKSPUR,Upland,1,4,15,22,2,BOGR,14,2,BOGR,18,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,1,4,18,5,0,BOGR,18,4,BOGR,11.5,2,0,0,0,4,2
9/30/2019,23E,LARKSPUR,Upland,1,4,21,2,1,BUDA,8,1,BUDA,5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,1,4,24,19,2,BOGR,6,3,BOGR,12.5,2.5,0,0,2,3,2.5
9/30/2019,23E,LARKSPUR,Upland,2,1,3,23,4,ARPU,6,1,BOGR,14.5,2.5,0,0,4,1,2.5
9/30/2019,23E,LARKSPUR,Upland,2,1,6,4,1,BOGR,3,2,BOGR,3.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,2,1,9,9,2,BOGR,14,1,BOGR,11.5,1.5,0,0,2,1,1.5
9/30/2019,23E,LARKSPUR,Upland,2,1,12,14,3,ARPU,6,1,BOGR,10,2,0,0,3,1,2
9/30/2019,23E,LARKSPUR,Upland,2,1,15,3,1,BOGR,4,1,BOGR,3.5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,2,1,18,14,2,BOGR,12,2,BOGR,13,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,2,1,21,11,1,BOGR,21,5,ARPU,16,3,0,0,1,5,3
9/30/2019,23E,LARKSPUR,Upland,2,1,24,3,1,BOGR,20,2,BOGR,11.5,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,2,2,3,7,1,BOGR,11,1,BOGR,9,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,2,2,6,15,3,CRMI,27,6,ARPU,21,4.5,0,0,3,6,4.5
9/30/2019,23E,LARKSPUR,Upland,2,2,9,3,0,BOGR,7,4,EREF,5,2,0,1,0,,0
9/30/2019,23E,LARKSPUR,Upland,2,2,12,11,1,BOGR,20,1,BOGR,15.5,1,0,0,1,1,1
9/30/2019,23E,LARKSPUR,Upland,2,2,15,14,2,ARPU,16,3,ARPU,15,2.5,0,0,2,3,2.5
9/30/2019,23E,LARKSPUR,Upland,2,2,18,9,1,CADU,9,2,ARPU,9,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,2,2,21,17,0,BOGR,9,1,BOGR,13,0.5,0,0,0,1,0.5
9/30/2019,23E,LARKSPUR,Upland,2,2,24,14,1,BOGR,14,2,BOGR,14,1.5,0,0,1,2,1.5
9/30/2019,23E,LARKSPUR,Upland,2,3,3,8,2,BOGR,17,2,BOGR,12.5,2,0,0,2,2,2
9/30/2019,23E,LARKSPUR,Upland,2,3,6,3,1,BOGR,15,3,BOGR,9,2,0,0,1,3,2
9/30/2019,23E,LARKSPUR,Upland,2,3,9,25,7,ARPU,22,7,ARPU,23.5,7,0,0,7,7,7
