Date,Pasture,Plot,Transect , Distance,East-High,East-High-Spp,East-Low,East-Low-Spp,West-High,West-High-Sp,West-Low,West-Low-Spp,MeanHigh,MeanLow
6/17/2021,25SE,2,1,15,6,VUOC,2,BUDA,8,CADU,1,BUDA,7,1.5
6/17/2021,25SE,2,1,18,11,VUOC,2,VUOC,6,BUDA,1,BUDA,8.5,1.5
6/17/2021,25SE,2,1,21,14,VUOC,2,BOGR,11,VUOC,2,BOGR,12.5,2
6/17/2021,25SE,2,1,24,5,BOGR,1,BOGR,10,VUOC,2,BOGR,7.5,1.5
6/17/2021,25SE,2,2,3,13,VUOC,1,VUOC,12,VUOC,2,VUOC,12.5,1.5
6/17/2021,25SE,2,2,6,17,VUOC,1,VUOC,9,BOGR,1,BOGR,13,1
6/17/2021,25SE,2,2,9,9,MILI,2,VUOC,21,VUOC,1,VUOC,15,1.5
6/17/2021,25SE,2,2,12,16,VUOC,1,VUOC,19,VUOC,3,VUOC,17.5,2
6/17/2021,25SE,2,2,15,17,VUOC,2,VUOC,13,VUOC,1,VUOC,15,1.5
6/17/2021,25SE,2,2,18,15,VUOC,2,VUOC,10,BOGR,1,VUOC,12.5,1.5
6/17/2021,25SE,2,2,21,26,SPCR,1,OPPO,20,ELEL,2,ELEL,23,1.5
6/17/2021,25SE,2,2,24,17,CADU,1,OPPO,14,VUOC,1,VUOC,15.5,1
6/17/2021,25SE,2,3,3,26,PASM,9,VUOC,17,VUOC,2,VUOC,21.5,5.5
6/17/2021,25SE,2,3,6,14,VUOC,2,VUOC,20,PASM,2,PASM,17,2
6/17/2021,25SE,2,3,9,22,PASM,1,PASM,25,PASM,2,VUOC,23.5,1.5
6/17/2021,25SE,2,3,12,15,VUOC,2,SPCO,20,VUOC,4,VUOC,17.5,3
6/17/2021,25SE,2,3,15,26,PASM,1,PASM,22,PASM,2,PASM,24,1.5
6/17/2021,25SE,2,3,18,24,ELEL,7,VUOC,18,VUOC,2,VUOC,21,4.5
6/17/2021,25SE,2,3,21,12,VUOC,1,VUOC,21,VUOC,2,VUOC,16.5,1.5
6/17/2021,25SE,2,3,24,11,HECO,1,VUOC,21,VUOC,3,VUOC,16,2
6/17/2021,25SE,2,4,3,16,VUOC,2,VUOC,9,CADU,1,CADU,12.5,1.5
6/17/2021,25SE,2,4,6,7,VUOC,1,BOGR,10,VUOC,2,BOGR,8.5,1.5
6/17/2021,25SE,2,4,9,14,VUOC,1,VUOC,13,VUOC,1,BOGR,13.5,1
6/17/2021,25SE,2,4,12,9,VUOC,1,BOGR,9,VUOC,3,BOGR,9,2
6/17/2021,25SE,2,4,15,0,bare,0,bare,2,EUGL,1,eugl,1,0.5
6/17/2021,25SE,2,4,18,16,VUOC,1,VUOC,2,BUDA,1,BUDA,9,1
6/17/2021,25SE,2,4,21,9,BOGR,1,BOGR,11,BOGR,2,BOGR,10,1.5
6/17/2021,25SE,2,4,24,8,VUOC,1,BOGR,9,VUOC,1,VUOC,8.5,1
6/17/2021,25SE,3,1,3,40,PASM,3,PASM,23,PASM,1,PASM,31.5,2
6/17/2021,25SE,3,1,6,25,PASM,1,PASM,27,PASM,6,VUOC,26,3.5
6/17/2021,25SE,3,1,9,12,VUOC,1,VUOC,13,PASM,1,PASM,12.5,1
6/17/2021,25SE,3,1,12,15,VUOC,1,VUOC,11,VUOC,2,VUOC,13,1.5
6/17/2021,25SE,3,1,15,21,PASM,3,PASM,17,VUOC,2,VUOC,19,2.5
6/17/2021,25SE,3,1,18,15,VUOC,1,VUOC,13,VUOC,1,VUOC,14,1
6/17/2021,25SE,3,1,21,14,VUOC,1,VUOC,25,ELEL,3,VUOC,19.5,2
6/17/2021,25SE,3,1,24,9,SPCO,2,SPCO,26,ELEL,1,ELEL,17.5,1.5
6/17/2021,25SE,3,2,3,6,BUDA,1,BUDA,7,BUDA,2,BUDA,6.5,1.5
6/17/2021,25SE,3,2,6,24,PASM,1,BUDA,12,PASM,2,BUDA,18,1.5
6/17/2021,25SE,3,2,9,21,PASM,1,PASM,31,PASM,1,BOGR,26,1
6/17/2021,25SE,3,2,12,21,PASM,1,BOGR,22,PASM,1,PASM,21.5,1
6/17/2021,25SE,3,2,15,25,PASM,4,PASM,12,PASM,1,PASM,18.5,2.5
6/17/2021,25SE,3,2,18,15,PASM,1,BUDA,33,PASM,2,PASM,24,1.5
6/17/2021,25SE,3,2,21,17,PASM,1,PASM,13,EREF,1,CADU,15,1
6/17/2021,25SE,3,2,24,27,PASM,5,BOGR,15,PASM,1,ELEL,21,3
6/17/2021,25SE,3,3,3,20,PASM,1,PASM,21,PASM,1,PASM,20.5,1
6/17/2021,25SE,3,3,6,21,PASM,2,PASM,21,PASM,1,OPPO,21,1.5
6/17/2021,25SE,3,3,9,11,PASM,1,PASM,14,PASM,7,OPPO,12.5,4
6/17/2021,25SE,3,3,12,11,PASM,4,OPPO,7,BUDA,1,BUDA,9,2.5
6/17/2021,25SE,3,3,15,24,PASM,2,OPPO,16,PASM,1,BUDA,20,1.5
6/17/2021,25SE,3,3,18,16,PASM,1,PASM,11,PASM,1,CHLE,13.5,1
6/17/2021,25SE,3,3,21,26,PASM,1,CHAL,25,PASM,1,PASM,25.5,1
6/17/2021,25SE,3,3,24,13,PASM,1,BUDA,9,PASM,1,BUDA,11,1
6/17/2021,25SE,3,4,3,71,PASM,5,PASM,19,PASM,1,VUOC,45,3
6/17/2021,25SE,3,4,6,23,PASM,1,PASM,19,PASM,1,PASM,21,1
6/17/2021,25SE,3,4,9,28,PASM,1,PASM,27,PASM,3,PASM,27.5,2
6/17/2021,25SE,3,4,12,4,BOGR,1,BOGR,12,PASM,1,PASM,8,1
6/17/2021,25SE,3,4,15,7,BUDA,1,BUDA,4,BUDA,1,BUDA,5.5,1
6/17/2021,25SE,3,4,18,7,BUDA,1,BUDA,8,BUDA,2,BUDA,7.5,1.5
6/17/2021,25SE,3,4,21,7,BUDA,2,BUDA,9,BUDA,3,BUDA,8,2.5
6/17/2021,25SE,3,4,24,9,BUDA,2,BUDA,6,BUDA,1,BUDA,7.5,1.5
6/21/2021,25SE,4,1,3,7,BUDA,1,BUDA,10,BUDA,3,BUDA,8.5,2
6/21/2021,25SE,4,1,6,10,BUDA,3,BUDA,14,VUOC,3,BUDA,12,3
6/21/2021,25SE,4,1,9,12,BUDA,1,BUDA,9,VUOC,3,BUDA,10.5,2
6/21/2021,25SE,4,1,12,11,BUDA,1,BUDA,13,BOGR,1,OPPO,12,1
6/21/2021,25SE,4,1,15,6,BOGR,1,BOGR,8,VUOC,1,BOGR,7,1
6/21/2021,25SE,4,1,18,15,BOGR,1,BOGR,9,BUDA,1,BUDA,12,1
6/21/2021,25SE,4,1,21,9,BUDA,1,BUDA,13,BOGR,1,BUDA,11,1
6/21/2021,25SE,4,1,24,15,VUOC,1,BUDA,8,BOGR,1,BOGR,11.5,1
6/21/2021,25SE,4,2,3,5,BOGR,1,BOGR,14,VUOC,1,BOGR,9.5,1
6/21/2021,25SE,4,2,6,9,BOGR,2,BOGR,9,BOGR,2,BOGR,9,2
6/21/2021,25SE,4,2,9,11,BOGR,2,BOGR,6,VUOC,2,BUDA,8.5,2
6/21/2021,25SE,4,2,12,17,BOGR,1,BOGR,11,BOGR,2,BUDA,14,1.5
6/21/2021,25SE,4,2,15,9,BOGR,1,BOGR,11,VUOC,3,BOGR,10,2
6/21/2021,25SE,4,2,18,4,BOGR,1,BOGR,0,bare,0,bare,2,0.5
6/21/2021,25SE,4,2,21,8,BOGR,2,BOGR,10,BOGR,1,BOGR,9,1.5
6/21/2021,25SE,4,2,24,9,VUOC,1,BUDA,14,VUOC,1,BUDA,11.5,1
6/21/2021,25SE,4,3,3,13,BUDA,1,BUDA,7,BUDA,1,BUDA,10,1
6/21/2021,25SE,4,3,6,14,BOGR,1,BOGR,11,BOGR,2,BOGR,12.5,1.5
6/21/2021,25SE,4,3,9,10,BUDA,2,BUDA,6,BUDA,2,BUDA,8,2
6/21/2021,25SE,4,3,12,9,BUDA,1,BUDA,10,BOGR,1,BOGR,9.5,1
6/21/2021,25SE,4,3,15,5,BOGR,1,BOGR,7,BUDA,1,BUDA,6,1
6/21/2021,25SE,4,3,18,14,BUDA,3,BUDA,13,BUDA,3,BUDA,13.5,3
6/21/2021,25SE,4,3,21,6,BOGR,1,BOGR,8,BOGR,1,BOGR,7,1
6/21/2021,25SE,4,3,24,11,BOGR,3,OPPO,9,BUDA,1,BUDA,10,2
6/21/2021,25SE,4,4,3,9,BOGR,1,BUDA,4,BUDA,1,BUDA,6.5,1
6/21/2021,25SE,4,4,6,10,BUDA,2,BUDA,7,BUDA,1,BUDA,8.5,1.5
6/21/2021,25SE,4,4,9,9,BUDA,3,BUDA,10,BUDA,1,BUDA,9.5,2
6/21/2021,25SE,4,4,12,9,BUDA,2,BUDA,8,BOGR,1,BOGR,8.5,1.5
6/21/2021,25SE,4,4,15,8,BUDA,1,BUDA,6,BUDA,2,BUDA,7,1.5
6/21/2021,25SE,4,4,18,5,BUDA,1,BUDA,24,PSTE,1,BUDA,14.5,1
6/21/2021,25SE,4,4,21,19,PSTE,4,PSTE,21,PASM,2,PASM,20,3
6/21/2021,25SE,4,4,24,22,PASM,1,PASM,30,PASM,3,PASM,26,2
6/8/2021,7NW,1,1,3,6,BOGR,2,CRMI,6,BOGR,1,BOGR,6,1.5
6/8/2021,7NW,1,1,6,7,CRMI,3,BOGR,4,BOGR,1,BOGR,5.5,2
6/8/2021,7NW,1,1,9,23,LARE,4,CRMI,17,LARE,10,CRMI,20,7
6/8/2021,7NW,1,1,12,10,CRMI,9,CRMI,16,LARE,10,CRMI,13,9.5
6/8/2021,7NW,1,1,15,17,LARE,9,CRMI,20,LARE,7,CRMI,18.5,8
6/8/2021,7NW,1,1,18,7,CRMI,1,CRMI,7,CRMI,2,CRMI,7,1.5
6/8/2021,7NW,1,1,21,22,PASM,2,PASM,25,PASM,1,PASM,23.5,1.5
6/8/2021,7NW,1,1,24,25,PASM,8,CRMI,16,PASM,5,CRMI,20.5,6.5
6/8/2021,7NW,1,2,3,32,PASM,7,PASM,26,PASM,1,PASM,29,4
6/8/2021,7NW,1,2,6,18,PASM,2,PASM,26,PASM,8,PASM,22,5
6/8/2021,7NW,1,2,9,28,PASM,3,PASM,23,PASM,8,PASM,25.5,5.5
6/8/2021,7NW,1,2,12,30,HECO,3,PASM,25,PASM,3,PASM,27.5,3
6/8/2021,7NW,1,2,15,30,HECO,4,STPA,31,PASM,7,PASM,30.5,5.5
6/8/2021,7NW,1,2,18,24,PASM,6,PASM,18,PASM,2,PASM,21,4
6/8/2021,7NW,1,2,21,18,PASM,3,PASM,16,STPA,1,BOGR,17,2
6/8/2021,7NW,1,2,24,33,PASM,9,PASM,24,PASM,5,PASM,28.5,7
6/8/2021,7NW,1,3,3,30,PASM,2,PASM,28,PASM,4,PASM,29,3
6/8/2021,7NW,1,3,6,28,PASM,1,PASM,40,HECO,6,PASM,34,3.5
6/8/2021,7NW,1,3,9,30,PASM,1,PASM,46,HECO,5,PASM,38,3
6/8/2021,7NW,1,3,12,24,PASM,6,PASM,30,PASM,10,HECO,27,8
6/8/2021,7NW,1,3,15,26,PASM,7,PASM,26,PASM,2,PASM,26,4.5
6/8/2021,7NW,1,3,18,31,PASM,9,PASM,24,HECO,6,HECO,27.5,7.5
6/8/2021,7NW,1,3,21,40,HECO,2,PASM,40,HECO,5,HECO,40,3.5
6/8/2021,7NW,1,3,24,24,HECO,1,PASM,32,HECO,2,HECO,28,1.5
6/8/2021,7NW,1,4,3,5,SPCO,5,SPCO,8,BOGR,2,BOGR,6.5,3.5
6/8/2021,7NW,1,4,6,16,HECO,1,HECO,6,BOGR,1,BOGR,11,1
6/8/2021,7NW,1,4,9,24,HECO,2,HECO,23,HECO,1,BOGR,23.5,1.5
6/8/2021,7NW,1,4,12,24,HECO,1,HECO,11,LARE,2,CRMI,17.5,1.5
6/8/2021,7NW,1,4,15,6,BOGR,2,BOGR,5,BOGR,2,SPCO,5.5,2
6/8/2021,7NW,1,4,18,17,SAIB,9,CRMI,6,BOGR,3,CRMI,11.5,6
6/8/2021,7NW,1,4,21,27,HECO,8,LARE,23,ELEL,4,CRMI,25,6
6/8/2021,7NW,1,4,24,31,HECO,6,CRMI,12,VUOC,2,OPPO,21.5,4
6/8/2021,7NW,2,1,3,14,HECO,1,HECO,18,HECO,3,HECO,16,2
6/8/2021,7NW,2,1,6,24,HECO,1,CRMI,22,HECO,5,ELEL,23,3
6/8/2021,7NW,2,1,9,22,HECO,1,HECO,12,HECO,2,HECO,17,1.5
6/8/2021,7NW,2,1,12,29,HECO,1,HECO,23,HECO,3,CRMI,26,2
6/8/2021,7NW,2,1,15,2,BOGR,0,bare,24,HECO,2,BOGR,13,1
6/8/2021,7NW,2,1,18,8,BOGR,1,BOGR,10,BOGR,2,BOGR,9,1.5
6/8/2021,7NW,2,1,21,6,BOGR,1,BOGR,10,BOGR,4,OPPO,8,2.5
6/8/2021,7NW,2,1,24,3,BOGR,1,BOGR,8,BOGR,5,OPPO,5.5,3
6/8/2021,7NW,2,2,3,2,BOGR,1,BOGR,3,BOGR,1,BOGR,2.5,1
6/8/2021,7NW,2,2,6,12,VUOC,2,BOGR,6,BOGR,1,BOGR,9,1.5
6/8/2021,7NW,2,2,9,4,BOGR,1,BOGR,10,VUOC,2,ARFR,7,1.5
6/8/2021,7NW,2,2,12,20,HECO,2,HECO,16,HECO,1,HECO,18,1.5
6/8/2021,7NW,2,2,15,8,BOGR,2,BOGR,7,BOGR,1,BOGR,7.5,1.5
6/8/2021,7NW,2,2,18,8,BOGR,1,BOGR,8,BOGR,1,BOGR,8,1
6/8/2021,7NW,2,2,21,10,BOGR,2,BOGR,8,BOGR,3,BOGR,9,2.5
6/8/2021,7NW,2,2,24,7,BOGR,1,BOGR,4,CRMI,2,CRMI,5.5,1.5
6/8/2021,7NW,2,3,3,22,HECO,4,CRMI,10,BOGR,3,BOGR,16,3.5
6/8/2021,7NW,2,3,6,6,CRMI,2,BOGR,4,BOGR,1,BOGR,5,1.5
6/8/2021,7NW,2,3,9,10,BOGR,1,BOGR,10,BOGR,3,CRMI,10,2
6/8/2021,7NW,2,3,12,6,BOGR,4,CRMI,7,BOGR,2,CRMI,6.5,3
6/8/2021,7NW,2,3,15,4,CRMI,1,CRMI,4,CRMI,1,BOGR,4,1
6/8/2021,7NW,2,3,18,6,CRMI,2,CRMI,1,BOGR,0,bare,3.5,1
6/8/2021,7NW,2,3,21,10,CRMI,8,CRMI,12,BOGR,5,CRMI,11,6.5
6/8/2021,7NW,2,3,24,10,CRMI,2,CRMI,8,CRMI,4,CRMI,9,3
6/8/2021,7NW,2,4,3,10,HECO,2,HECO,28,HECO,2,HECO,19,2
6/8/2021,7NW,2,4,6,12,LARE,6,LARE,26,HECO,7,LARE,19,6.5
6/8/2021,7NW,2,4,9,10,CRMI,1,CRMI,26,HECO,8,LARE,18,4.5
6/8/2021,7NW,2,4,12,18,HECO,6,SPCO,11,LARE,4,SPCO,14.5,5
6/8/2021,7NW,2,4,15,4,BOGR,1,BOGR,13,LARE,3,LARE,8.5,2
6/8/2021,7NW,2,4,18,18,HECO,4,HECO,7,CRMI,1,CRMI,12.5,2.5
6/8/2021,7NW,2,4,21,12,HECO,2,CRMI,11,LARE,1,BOGR,11.5,1.5
6/8/2021,7NW,2,4,24,12,LARE,5,CRMI,7,BOGR,1,BOGR,9.5,3
6/7/2021,7NW,3,1,3,25,HECO,6,HECO,36,HECO,5,HECO,30.5,5.5
6/7/2021,7NW,3,1,6,30,PASM,8,HECO,39,HECO,8,HECO,34.5,8
6/7/2021,7NW,3,1,9,44,PASM,11,PASM,26,HECO,3,HECO,35,7
6/7/2021,7NW,3,1,12,34,PASM,6,PASM,32,PASM,10,PASM,33,8
6/7/2021,7NW,3,1,15,32,PASM,3,PASM,27,PASM,10,PASM,29.5,6.5
6/7/2021,7NW,3,1,18,28,PASM,2,PASM,26,PASM,2,PASM,27,2
6/7/2021,7NW,3,1,21,32,PASM,10,VUOC,26,PASM,4,PASM,29,7
6/7/2021,7NW,3,1,24,37,HECO,3,HECO,18,HECO,5,HECO,27.5,4
6/7/2021,7NW,3,2,3,14,ELEL,4,SPCO,22,ELEL,10,ELEL,18,7
6/7/2021,7NW,3,2,6,23,HECO,5,SPCO,16,ELEL,9,ELEL,19.5,7
6/7/2021,7NW,3,2,9,18,LARE,6,ELEL,12,LARE,1,CRMI,15,3.5
6/7/2021,7NW,3,2,12,20,HECO,7,SPCO,16,ELEL,3,CRMI,18,5
6/7/2021,7NW,3,2,15,29,HECO,5,HECO,32,HECO,4,CRMI,30.5,4.5
6/7/2021,7NW,3,2,18,12,ELEL,6,CRMI,12,ELEL,1,CRMI,12,3.5
6/7/2021,7NW,3,2,21,11,LARE,1,HECO,20,HECO,7,EREF,15.5,4
6/7/2021,7NW,3,2,24,50,HECO,17,HECO,7,ARPU,1,SPCO,28.5,9
6/7/2021,7NW,3,3,3,34,HECO,8,EREF,18,HECO,6,OPPO,26,7
6/7/2021,7NW,3,3,6,31,HECO,10,EREF,48,PASM,5,CRMI,39.5,7.5
6/7/2021,7NW,3,3,9,40,HECO,2,HECO,30,PASM,5,PASM,35,3.5
6/7/2021,7NW,3,3,12,31,PASM,14,PASM,28,PASM,9,PASM,29.5,11.5
6/7/2021,7NW,3,3,15,25,PASM,10,PASM,23,PASM,7,PASM,24,8.5
6/7/2021,7NW,3,3,18,26,PASM,1,PASM,40,HECO,5,PASM,33,3
6/7/2021,7NW,3,3,21,25,PASM,6,SPCO,33,PASM,6,CRMI,29,6
6/7/2021,7NW,3,3,24,36,HECO,1,OPPO,20,PASM,5,PASM,28,3
6/7/2021,7NW,3,4,3,32,HECO,1,VUOC,12,LEDE,7,SPCO,22,4
6/7/2021,7NW,3,4,6,6,PLPA,1,PLPA,18,LEDE,5,OPPO,12,3
6/7/2021,7NW,3,4,9,10,HECO,1,BOGR,6,VUOC,2,BOGR,8,1.5
6/7/2021,7NW,3,4,12,11,VUOC,1,BOGR,14,LYJU,5,OPPO,12.5,3
6/7/2021,7NW,3,4,15,24,HECO,1,BOGR,16,VUOC,3,CRMI,20,2
6/7/2021,7NW,3,4,18,24,PASM,8,PASM,32,PASM,3,HECO,28,5.5
6/7/2021,7NW,3,4,21,22,PASM,2,PASM,25,PASM,7,PASM,23.5,4.5
6/7/2021,7NW,3,4,24,32,PASM,4,PASM,42,PASM,1,PASM,37,2.5
6/7/2021,7NW,4,1,3,15,HECO,2,BOGR,12,LARE,6,LARE,13.5,4
6/7/2021,7NW,4,1,6,8,BOGR,1,CRMI,6,BOGR,3,BOGR,7,2
6/7/2021,7NW,4,1,9,7,CRMI,1,CRMI,30,HECO,3,BOGR,18.5,2
6/7/2021,7NW,4,1,12,8,LARE,1,LARE,10,LARE,2,BOGR,9,1.5
6/7/2021,7NW,4,1,15,7,CRMI,3,BOGR,8,CADU,2,SPCO,7.5,2.5
6/7/2021,7NW,4,1,18,11,VUOC,1,VUOC,7,SPCO,3,CADU,9,2
6/7/2021,7NW,4,1,21,14,CADU,2,CADU,22,HECO,4,CADU,18,3
6/7/2021,7NW,4,1,24,13,LARE,4,LARE,14,VUOC,9,LARE,13.5,6.5
6/7/2021,7NW,4,2,3,25,heco,3,HECO,20,HECO,1,SPCO,22.5,2
6/7/2021,7NW,4,2,6,30,HECO,1,CADU,14,HECO,1,CADU,22,1
6/7/2021,7NW,4,2,9,36,HECO,2,HECO,20,HECO,0,bare,28,1
6/7/2021,7NW,4,2,12,21,HECO,1,HECO,10,HECO,1,HECO,15.5,1
6/7/2021,7NW,4,2,15,27,HECO,2,EREF,32,HECO,3,HECO,29.5,2.5
6/7/2021,7NW,4,2,18,18,VUOC,1,VUOC,26,HECO,3,CADU,22,2
6/7/2021,7NW,4,2,21,14,EREF,3,SPCO,26,HECO,5,HECO,20,4
6/7/2021,7NW,4,2,24,14,HECO,1,VUOC,15,VUOC,1,VUOC,14.5,1
6/7/2021,7NW,4,3,3,13,CADU,1,BOGR,12,HECO,3,BOGR,12.5,2
6/7/2021,7NW,4,3,6,10,CADU,1,CADU,34,HECO,3,HECO,22,2
6/7/2021,7NW,4,3,9,6,CADU,1,CADU,14,HECO,1,HECO,10,1
6/7/2021,7NW,4,3,12,7,BOGR,1,BOGR,6,CADU,1,CADU,6.5,1
6/7/2021,7NW,4,3,15,11,CADU,5,OPPO,10,CADU,3,BOGR,10.5,4
6/7/2021,7NW,4,3,18,10,BOGR,1,BOGR,11,CADU,3,BOGR,10.5,2
6/7/2021,7NW,4,3,21,8,BOGR,2,BOGR,7,SAIB,5,BOGR,7.5,3.5
6/7/2021,7NW,4,3,24,10,CADU,2,CADU,8,CADU,1,CADU,9,1.5
6/7/2021,7NW,4,4,3,41,HECO,1,HECO,12,HECO,2,OPPO,26.5,1.5
6/7/2021,7NW,4,4,6,10,EREF,2,OPPO,12,HECO,5,OPPO,11,3.5
6/7/2021,7NW,4,4,9,21,HECO,3,EREF,41,HECO,1,OPPO,31,2
6/7/2021,7NW,4,4,12,10,VUOC,1,CRMI,6,HECO,1,BOGR,8,1
6/7/2021,7NW,4,4,15,24,HECO,1,HECO,30,HECO,3,HECO,27,2
6/7/2021,7NW,4,4,18,26,HECO,3,HECO,31,HECO,3,HECO,28.5,3
6/7/2021,7NW,4,4,21,23,HECO,2,HECO,26,HECO,4,HECO,24.5,3
6/7/2021,7NW,4,4,24,16,HECO,1,BOGR,12,HECO,1,BOGR,14,1
6/9/2021,7NW,5,1,3,18,PASM,2,PASM,11,PASM,1,PASM,14.5,1.5
6/9/2021,7NW,5,1,6,32,PASM,15,PASM,22,PASM,3,VUOC,27,9
6/9/2021,7NW,5,1,9,27,PASM,3,PASM,41,ATCA,10,ATCA,34,6.5
6/9/2021,7NW,5,1,12,24,PASM,1,PASM,31,PASM,1,PASM,27.5,1
6/9/2021,7NW,5,1,15,26,PASM,2,PASM,40,HECO,3,OPPO,33,2.5
6/9/2021,7NW,5,1,18,12,PASM,0,PASM,16,PASM,3,PASM,14,1.5
6/9/2021,7NW,5,1,21,19,PASM,4,EREF,45,HECO,5,OPPO,32,4.5
6/9/2021,7NW,5,1,24,26,PASM,8,PASM,19,PASM,3,PASM,22.5,5.5
6/9/2021,7NW,5,2,3,17,PASM,2,PASM,14,PASM,3,OPPO,15.5,2.5
6/9/2021,7NW,5,2,6,19,PASM,1,PASM,15,PASM,1,PASM,17,1
6/9/2021,7NW,5,2,9,28,BRTE,3,PASM,23,BRTE,2,PASM,25.5,2.5
6/9/2021,7NW,5,2,12,21,PASM,2,PASM,24,PASM,1,PASM,22.5,1.5
6/9/2021,7NW,5,2,15,16,PASM,1,PASM,22,PASM,1,PASM,19,1
6/9/2021,7NW,5,2,18,25,PASM,1,PASM,17,PASM,2,PASM,21,1.5
6/9/2021,7NW,5,2,21,21,PASM,1,PASM,29,PASM,1,PASM,25,1
6/9/2021,7NW,5,2,24,28,PASM,1,PASM,24,PASM,2,PASM,26,1.5
6/9/2021,7NW,5,3,3,24,PASM,1,PASM,21,PASM,1,PASM,22.5,1
6/9/2021,7NW,5,3,6,14,pasm,1,PASM,9,CADU,1,BOGR,11.5,1
6/9/2021,7NW,5,3,9,33,PASM,1,PASM,22,PASM,4,PASM,27.5,2.5
6/9/2021,7NW,5,3,12,10,PASM,1,PASM,16,PASM,3,BOGR,13,2
6/9/2021,7NW,5,3,15,26,PASM,1,PASM,16,PASM,1,PASM,21,1
6/9/2021,7NW,5,3,18,24,PASM,2,PASM,34,PASM,1,PASM,29,1.5
6/9/2021,7NW,5,3,21,14,HECO,1,HECO,9,HECO,4,HECO,11.5,2.5
6/9/2021,7NW,5,3,24,36,PASM,5,PASM,36,PASM,5,PASM,36,5
6/9/2021,7NW,5,4,3,16,PASM,2,PASM,18,PASM,1,PASM,17,1.5
6/9/2021,7NW,5,4,6,15,PASM,2,OPPO,11,DISP,1,DISP,13,1.5
6/9/2021,7NW,5,4,9,16,PASM,3,ATCA,15,PASM,3,PASM,15.5,3
6/9/2021,7NW,5,4,12,20,PASM,1,OPPO,11,PASM,3,PASM,15.5,2
6/9/2021,7NW,5,4,15,56,ATCA,31,ATCA,29,ATCA,4,PASM,42.5,17.5
6/9/2021,7NW,5,4,18,14,PASM,2,CRMI,24,PASM,5,CRMI,19,3.5
6/9/2021,7NW,5,4,21,15,PASM,2,PASM,14,PASM,2,DISP,14.5,2
6/9/2021,7NW,5,4,24,14,PASM,4,PASM,29,PASM,2,PASM,21.5,3
6/9/2021,7NW,6,1,3,15,PASM,2,PASM,17,PASM,3,PASM,16,2.5
6/9/2021,7NW,6,1,6,16,PASM,5,EREF,19,PASM,2,PASM,17.5,3.5
6/9/2021,7NW,6,1,9,25,PASM,2,PASM,26,PASM,5,EREF,25.5,3.5
6/9/2021,7NW,6,1,12,24,PASM,3,PASM,14,PASM,1,PASM,19,2
6/9/2021,7NW,6,1,15,19,PASM,1,PASM,19,PASM,1,PASM,19,1
6/9/2021,7NW,6,1,18,24,PASM,2,PASM,18,PASM,2,PASM,21,2
6/9/2021,7NW,6,1,21,21,PASM,3,OPPO,15,PASM,0,PASM,18,1.5
6/9/2021,7NW,6,1,24,18,PASM,2,OPPO,7,BOGR,2,BOGR,12.5,2
6/9/2021,7NW,6,2,3,25,PASM,3,PASM,24,PASM,3,PASM,24.5,3
6/9/2021,7NW,6,2,6,28,PASM,9,OPPO,12,PASM,5,OPPO,20,7
6/9/2021,7NW,6,2,9,25,PASM,2,PASM,27,PASM,4,PASM,26,3
6/9/2021,7NW,6,2,12,16,PASM,2,PASM,12,PASM,2,EREF,14,2
6/9/2021,7NW,6,2,15,16,PASM,0,PASM,16,VUOC,1,PASM,16,0.5
6/9/2021,7NW,6,2,18,10,PASM,2,OPPO,20,PASM,1,PASM,15,1.5
6/9/2021,7NW,6,2,21,14,PASM,1,OPPO,26,PASM,1,PASM,20,1
6/9/2021,7NW,6,2,24,12,PASM,0,PASM,25,PASM,1,PASM,18.5,0.5
6/9/2021,7NW,6,3,3,16,PASM,2,PASM,14,PASM,3,PASM,15,2.5
6/9/2021,7NW,6,3,6,20,PASM,1,PASM,20,PASM,2,PASM,20,1.5
6/9/2021,7NW,6,3,9,20,PASM,2,PASM,20,PASM,2,LARE,20,2
6/9/2021,7NW,6,3,12,11,CRMI,1,SPCO,12,LARE,5,LARE,11.5,3
6/9/2021,7NW,6,3,15,9,PASM,1,PASM,13,PASM,1,PASM,11,1
6/9/2021,7NW,6,3,18,22,PASM,2,PASM,6,LARE,1,LARE,14,1.5
6/9/2021,7NW,6,3,21,11,PASM,3,PASM,16,SPAI,2,SPAI,13.5,2.5
6/9/2021,7NW,6,3,24,9,SPAI,4,SPAI,8,SPAI,3,SPAI,8.5,3.5
6/9/2021,7NW,6,4,3,17,PASM,2,PASM,25,PASM,1,PASM,21,1.5
6/9/2021,7NW,6,4,6,24,PASM,2,PASM,22,PASM,2,PASM,23,2
6/9/2021,7NW,6,4,9,20,PASM,1,PASM,20,PASM,3,PASM,20,2
6/9/2021,7NW,6,4,12,22,PASM,1,PASM,18,PASM,1,PASM,20,1
6/9/2021,7NW,6,4,15,23,PASM,1,PASM,20,SPAI,3,SPAI,21.5,2
6/9/2021,7NW,6,4,18,12,SPAI,1,OPPO,14,SPAI,1,SPAI,13,1
6/9/2021,7NW,6,4,21,19,PASM,1,PASM,24,PASM,2,PASM,21.5,1.5
6/9/2021,7NW,6,4,24,24,PASM,5,OPPO,28,PASM,3,PASM,26,4
6/7/2021,5W,1,1,3,14,PASM,1,PASM,11,PASM,1,BOGR,12.5,1
6/7/2021,5W,1,1,6,3,PASM,0,bare,3,LARE,0,bare,3,0
