Year,Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,Average High,Average Low,Notes
2015,22SW,Plains,3,4,15,6,3,BOGR,9,2,BOGR,7.5,2.5,
2015,22SW,Plains,3,4,18,19,2,PASM,18,11,ARFR,18.5,6.5,
2015,22SW,Plains,3,4,21,17,4,ARFR,21,7,ARFR,19,5.5,
2015,22SW,Plains,3,4,24,25,3,PASM,24,12,PASM,24.5,7.5,
2015,22SW,Plains,4,1,3,16,4,PASM,16,3,ARLO,16,3.5,
2015,22SW,Plains,4,1,6,4,2,BOGR,8,3,BOGR,6,2.5,
2015,22SW,Plains,4,1,9,8,7,SPCO,8,3,SPCO,8,5,
2015,22SW,Plains,4,1,12,8,2,PASM,11,3,SONU,9.5,2.5,
2015,22SW,Plains,4,1,15,12,2,PASM,8,3,BUDA,10,2.5,
2015,22SW,Plains,4,1,18,15,5,PASM,12,6,SPCO,13.5,5.5,
2015,22SW,Plains,4,1,21,19,6,PASM,17,3,PASM,18,4.5,
2015,22SW,Plains,4,1,24,8,2,BOGR,15,3,BOGR,11.5,2.5,
2015,22SW,Plains,4,2,3,34,4,PASM,19,3,BOGR,26.5,3.5,
2015,22SW,Plains,4,2,6,27,3,BOGR,26,6,PASM,26.5,4.5,
2015,22SW,Plains,4,2,9,38,5,PASM,32,5,PASM,35,5,
2015,22SW,Plains,4,2,12,10,5,BOGR,20,3,SPCO,15,4,
2015,22SW,Plains,4,2,15,12,2,GUSA,28,3,BOGR,20,2.5,
2015,22SW,Plains,4,2,18,5,2,BUDA,9,1,BOGR,7,1.5,
2015,22SW,Plains,4,2,21,12,4,BOGR,6,3,BOGR,9,3.5,
2015,22SW,Plains,4,2,24,16,3,BOGR,26,4,PASM,21,3.5,
2015,22SW,Plains,4,3,3,7,3,BOGR,4,2,BOGR,5.5,2.5,
2015,22SW,Plains,4,3,6,9,1,BOGR,7,1,BOGR,8,1,
2015,22SW,Plains,4,3,9,7,2,BOGR,7,3,BOGR,7,2.5,
2015,22SW,Plains,4,3,12,11,3,BUDA,8,3,BUDA,9.5,3,
2015,22SW,Plains,4,3,15,9,4,BUDA,9,1,BUDA,9,2.5,
2015,22SW,Plains,4,3,18,11,5,BOGR,12,4,BOGR,11.5,4.5,
2015,22SW,Plains,4,3,21,5,3,BOGR,8,5,ARFR,6.5,4,
2015,22SW,Plains,4,3,24,9,4,BOGR,7,3,BOGR,8,3.5,
2015,22SW,Plains,4,4,3,6,3,GUSA,7,3,GUSA,6.5,3,
2015,22SW,Plains,4,4,6,7,2,BOGR,7,3,LIT,7,2.5,
2015,22SW,Plains,4,4,9,11,5,BOGR,8,2,BUDA,9.5,3.5,
2015,22SW,Plains,4,4,12,10,3,BUDA,9,3,BOGR,9.5,3,
2015,22SW,Plains,4,4,15,12,5,GUSA,9,5,GUSA,10.5,5,
2015,22SW,Plains,4,4,18,10,4,BOGR,7,2,BUDA,8.5,3,
2015,22SW,Plains,4,4,21,7,2,BOGR,8,3,BOGR,7.5,2.5,
2015,22SW,Plains,4,4,24,12,3,BOGR,14,7,ARFR,13,5,
2015,24W,Plains,1,1,3,11,3,BOGR,13,2,BOGR,12,2.5,
2015,24W,Plains,1,1,6,5,2,SPCO,24,4,BOGR,14.5,3,
2015,24W,Plains,1,1,9,14,3,BOGR,16,8,BOGR,15,5.5,
2015,24W,Plains,1,1,12,21,11,ARFR,27,9,ARFR,24,10,
2015,24W,Plains,1,1,15,14,6,ARFR,28,11,ARFR,21,8.5,
2015,24W,Plains,1,1,18,11,6,BOGR,14,3,BOGR,12.5,4.5,
2015,24W,Plains,1,1,21,16,1,BOGR,19,7,BOGR,17.5,4,
2015,24W,Plains,1,1,24,7,1,OEAL,21,3,BOGR,14,2,
2015,24W,Plains,1,2,3,29,12,PASM,11,6,PASM,20,9,
2015,24W,Plains,1,2,6,8,5,SPCO,7,5,SPCO,7.5,5,
2015,24W,Plains,1,2,9,14,7,OPPO,31,7,OPPO,22.5,7,
2015,24W,Plains,1,2,12,10,6,BOGR,20,6,BOGR,15,6,
2015,24W,Plains,1,2,15,14,8,PASM,25,12,PASM,19.5,10,
2015,24W,Plains,1,2,18,6,4,PASM,7,3,BOGR,6.5,3.5,
2015,24W,Plains,1,2,21,2,8,THFI,23,8,SPCO,12.5,8,
2015,24W,Plains,1,2,24,20,6,BOGR,10,7,GUSA,15,6.5,
2015,24W,Plains,1,3,3,30,8,BOGR,7,6,THFI,18.5,7,
2015,24W,Plains,1,3,6,13,7,BOGR,21,12,VUOC,17,9.5,
2015,24W,Plains,1,3,9,10,7,BOGR,18,6,BOGR,14,6.5,
2015,24W,Plains,1,3,12,11,5,BOGR,23,8,THFI,17,6.5,
2015,24W,Plains,1,3,15,14,11,THFI,22,4,BOGR,18,7.5,
2015,24W,Plains,1,3,18,26,9,VUOC,13,9,BOGR,19.5,9,
2015,24W,Plains,1,3,21,11,9,OPPO,11,8,BOGR,11,8.5,
2015,24W,Plains,1,3,24,9,6,BOGR,10,3,BOGR,9.5,4.5,
2015,24W,Plains,1,4,3,23,4,PASM,31,21,PASM,27,12.5,
2015,24W,Plains,1,4,6,36,15,PASM,19,9,PASM,27.5,12,
2015,24W,Plains,1,4,9,7,1,BOGR,16,7,ARFR,11.5,4,
2015,24W,Plains,1,4,12,23,3,BOGR,14,9,BOGR,18.5,6,
2015,24W,Plains,1,4,15,31,19,PASM,13,11,PASM,22,15,
2015,24W,Plains,1,4,18,32,16,PASM,26,14,PASM,29,15,
2015,24W,Plains,1,4,21,37,14,PASM,31,14,PASM,34,14,
2015,24W,Plains,1,4,24,0,0,BARE,18,5,SPCO,9,2.5,
2015,24W,Plains,2,1,3,8,3,BOGR,6,2,BOGR,7,2.5,
2015,24W,Plains,2,1,6,10,2,BOGR,6,3,BOGR,8,2.5,
2015,24W,Plains,2,1,9,8,4,BOGR,12,2,BOGR,10,3,
2015,24W,Plains,2,1,12,9,2,VUOC,4,2,BOGR,6.5,2,
2015,24W,Plains,2,1,15,8,2,BOGR,11,5,BOGR,9.5,3.5,
2015,24W,Plains,2,1,18,6,3,BOGR,7,3,VUOC,6.5,3,
2015,24W,Plains,2,1,21,8,3,LEDE,4,2,EREF,6,2.5,
2015,24W,Plains,2,1,24,12,6,BOGR,10,5,ARFR,11,5.5,
2015,24W,Plains,2,2,3,14,3,BOGR,22,6,OPPO,18,4.5,
2015,24W,Plains,2,2,6,18,2,BOGR,10,1,VUOC,14,1.5,
2015,24W,Plains,2,2,9,10,1,BOGR,8,1,BOGR,9,1,
2015,24W,Plains,2,2,12,35,2,OPPO,10,2,BOGR,22.5,2,
2015,24W,Plains,2,2,15,12,2,BOGR,12,1,BOGR,12,1.5,
2015,24W,Plains,2,2,18,10,1,BOGR,6,1,BOGR,8,1,
2015,24W,Plains,2,2,21,21,3,BOGR,11,3,BOGR,16,3,
2015,24W,Plains,2,2,24,12,3,SPCO,24,2,BOGR,18,2.5,
2015,24W,Plains,2,3,3,13,4,BOGR,15,6,BOGR,14,5,
2015,24W,Plains,2,3,6,20,4,BOGR,29,6,STCO,24.5,5,
2015,24W,Plains,2,3,9,20,2,BOGR,10,1,ARFR,15,1.5,
2015,24W,Plains,2,3,12,15,6,BOGR,8,2,BOGR,11.5,4,
2015,24W,Plains,2,3,15,11,8,THFI,15,7,BOGR,13,7.5,
2015,24W,Plains,2,3,18,18,6,VUOC,22,8,PLPA,20,7,
2015,24W,Plains,2,3,21,21,5,BOGR,25,4,BOGR,23,4.5,
2015,24W,Plains,2,3,24,15,6,BOGR,21,6,BOGR,18,6,
2015,24W,Plains,2,4,3,12,8,BOGR,21,4,BOGR,16.5,6,
2015,24W,Plains,2,4,6,15,10,CAEL,31,14,PASM,23,12,
2015,24W,Plains,2,4,9,12,6,CAEL,12,8,BOGR,12,7,
2015,24W,Plains,2,4,12,20,12,SIHY,16,10,ARLO,18,11,
2015,24W,Plains,2,4,15,13,8,BOGR,16,10,BOGR,14.5,9,
2015,24W,Plains,2,4,18,15,4,BOGR,19,7,BOGR,17,5.5,
2015,24W,Plains,2,4,21,7,5,BOGR,14,8,CAEL,10.5,6.5,
2015,24W,Plains,2,4,24,21,10,THFI,10,6,OPPO,15.5,8,
2015,24W,Plains,3,1,3,12,2,BOGR,13,6,BOGR,12.5,4,
2015,24W,Plains,3,1,6,13,3,BOGR,20,2,BOGR,16.5,2.5,
2015,24W,Plains,3,1,9,14,1,BOGR,9,3,BOGR,11.5,2,
2015,24W,Plains,3,1,12,10,2,BOGR,14,5,BOGR,12,3.5,
2015,24W,Plains,3,1,15,9,2,BOGR,6,3,BOGR,7.5,2.5,
2015,24W,Plains,3,1,18,10,3,BOGR,8,2,BOGR,9,2.5,
2015,24W,Plains,3,1,21,16,0,BARE,0,0,BARE,8,0,
2015,24W,Plains,3,1,24,9,1,VUOC,7,1,BOGR,8,1,
2015,24W,Plains,3,2,3,11,3,VUOC,14,2,VUOC,12.5,2.5,
2015,24W,Plains,3,2,6,30,5,BOGR,14,5,BOGR,22,5,
2015,24W,Plains,3,2,9,20,2,BOGR,13,3,BOGR,16.5,2.5,
2015,24W,Plains,3,2,12,6,2,SPCR,2,0,BARE,4,1,
2015,24W,Plains,3,2,15,28,4,VUOC,12,1,BOGR,20,2.5,
2015,24W,Plains,3,2,18,10,3,BOGR,30,6,PSTE,20,4.5,
2015,24W,Plains,3,2,21,24,1,VUOC,11,6,BOGR,17.5,3.5,
2015,24W,Plains,3,2,24,24,5,BOGR,5,1,BARE,14.5,3,
2015,24W,Plains,3,3,3,10,5,BOGR,8,3,BOGR,9,4,
2015,24W,Plains,3,3,6,11,4,BOGR,14,3,BOGR,12.5,3.5,
2015,24W,Plains,3,3,9,9,3,BOGR,6,2,BOGR,7.5,2.5,
2015,24W,Plains,3,3,12,6,1,BOGR,4,1,BARE,5,1,
2015,24W,Plains,3,3,15,8,1,BOGR,7,3,BOGR,7.5,2,
2015,24W,Plains,3,3,18,7,3,BOGR,5,2,BOGR,6,2.5,
2015,24W,Plains,3,3,21,9,2,BOGR,20,3,BOGR,14.5,2.5,
2015,24W,Plains,3,3,24,28,3,BOGR,23,3,BOGR,25.5,3,
2015,24W,Plains,3,4,3,18,3,ARLO,22,3,ARLO,20,3,
2015,24W,Plains,3,4,6,5,1,BOGR,3,1,BOGR,4,1,
2015,24W,Plains,3,4,9,13,1,BOGR,19,0,BARE,16,0.5,
2015,24W,Plains,3,4,12,4,1,BUDA,13,1,BOGR,8.5,1,
2015,24W,Plains,3,4,15,16,1,ARLO,14,2,ARLO,15,1.5,
2015,24W,Plains,3,4,18,17,1,BUDA,9,3,BOGR,13,2,
2015,24W,Plains,3,4,21,18,2,BOGR,4,1,BOGR,11,1.5,
2015,24W,Plains,3,4,24,17,3,PASM,12,5,GUSA,14.5,4,
2015,24W,Plains,4,1,3,18,3,BOGR,21,2,BOGR,19.5,2.5,
2015,24W,Plains,4,1,6,18,2,ARLO,28,3,OPPO,23,2.5,
2015,24W,Plains,4,1,9,16,5,BOGR,14,3,BOGR,15,4,
2015,24W,Plains,4,1,12,22,2,BOGR,13,3,BOGR,17.5,2.5,
2015,24W,Plains,4,1,15,11,3,BOGR,15,9,ARFR,13,6,
2015,24W,Plains,4,1,18,17,3,BOGR,18,1,BOGR,17.5,2,
2015,24W,Plains,4,1,21,21,3,PSTE,12,2,OPPO,16.5,2.5,
2015,24W,Plains,4,1,24,14,3,GUSA,11,1,BOGR,12.5,2,
2015,24W,Plains,4,2,3,22,4,BOGR,21,3,BOGR,21.5,3.5,
2015,24W,Plains,4,2,6,30,2,BOGR,26,4,BOGR,28,3,
2015,24W,Plains,4,2,9,23,1,BOGR,30,5,BOGR,26.5,3,
2015,24W,Plains,4,2,12,36,3,BOGR,8,2,BOGR,22,2.5,
2015,24W,Plains,4,2,15,16,5,BOGR,24,1,BOGR,20,3,
2015,24W,Plains,4,2,18,13,3,BOGR,21,5,BOGR,17,4,
2015,24W,Plains,4,2,21,26,4,BOGR,11,2,BOGR,18.5,3,
2015,24W,Plains,4,2,24,24,2,BOGR,14,3,BOGR,19,2.5,
2015,24W,Plains,4,3,3,24,3,PSTE,13,3,BOGR,18.5,3,
2015,24W,Plains,4,3,6,30,3,BOGR,18,2,BOGR,24,2.5,
2015,24W,Plains,4,3,9,13,3,BOGR,26,1,BOGR,19.5,2,
2015,24W,Plains,4,3,12,23,2,BOGR,21,1,BOGR,22,1.5,
2015,24W,Plains,4,3,15,7,2,BOGR,17,5,BOGR,12,3.5,
2015,24W,Plains,4,3,18,13,3,PASM,10,3,BOGR,11.5,3,
2015,24W,Plains,4,3,21,17,5,BOGR,12,4,BOGR,14.5,4.5,
2015,24W,Plains,4,3,24,15,3,BOGR,22,4,BOGR,18.5,3.5,
2015,24W,Plains,4,4,3,21,2,PASM,28,5,BOGR,24.5,3.5,
2015,24W,Plains,4,4,6,4,1,BOGR,8,1,BOGR,6,1,
2015,24W,Plains,4,4,9,10,3,BOGR,22,1,BOGR,16,2,
2015,24W,Plains,4,4,12,14,5,BOGR,15,3,BOGR,14.5,4,
2015,24W,Plains,4,4,15,7,1,CHVI,14,4,BOGR,10.5,2.5,
2015,24W,Plains,4,4,18,12,4,BOGR,20,3,BOGR,16,3.5,
2015,24W,Plains,4,4,21,26,4,BOGR,11,1,BOGR,18.5,2.5,
2015,24W,Plains,4,4,24,16,5,OPPO,24,3,BOGR,20,4,
2015,25NW,Plains,1,1,3,10,2,BOGR,13,1,BOGR,11.5,1.5,
2015,25NW,Plains,1,1,6,12,3,BOGR,21,3,BOGR,16.5,3,
2015,25NW,Plains,1,1,9,10,2,BOGR,17,2,CAEL,13.5,2,
2015,25NW,Plains,1,1,12,12,3,BOGR,12,2,BOGR,12,2.5,
2015,25NW,Plains,1,1,15,7,2,BOGR,22,2,CAEL,14.5,2,
2015,25NW,Plains,1,1,18,26,2,BOGR,13,3,BOGR,19.5,2.5,
2015,25NW,Plains,1,1,21,12,4,BOGR,12,0,BOGR,12,2,
2015,25NW,Plains,1,1,24,16,3,BOGR,9,3,BOGR,12.5,3,
2015,25NW,Plains,1,2,3,17,5,VUOC,12,3,VUOC,14.5,4,
2015,25NW,Plains,1,2,6,24,5,VUOC,20,2,BOGR,22,3.5,
2015,25NW,Plains,1,2,9,4,2,BUDA,4,3,VUOC,4,2.5,
2015,25NW,Plains,1,2,12,26,6,VUOC,27,2,BOGR,26.5,4,
2015,25NW,Plains,1,2,15,18,3,BOGR,15,1,VUOC,16.5,2,
2015,25NW,Plains,1,2,18,21,3,BOGR,17,2,BOGR,19,2.5,
2015,25NW,Plains,1,2,21,15,5,BOGR,12,2,VUOC,13.5,3.5,
2015,25NW,Plains,1,2,24,13,3,VUOC,11,4,VUOC,12,3.5,
2015,25NW,Plains,1,3,3,24,7,BOGR,25,3,BOGR,24.5,5,
2015,25NW,Plains,1,3,6,12,4,BOGR,27,2,BOGR,19.5,3,
2015,25NW,Plains,1,3,9,10,3,BOGR,7,3,BOGR,8.5,3,
2015,25NW,Plains,1,3,12,11,3,BOGR,21,1,VUOC,16,2,
2015,25NW,Plains,1,3,15,23,3,OPPO,15,3,VUOC,19,3,
2015,25NW,Plains,1,3,18,30,4,BOGR,16,3,BOGR,23,3.5,
2015,25NW,Plains,1,3,21,11,4,VUOC,15,2,BOGR,13,3,
2015,25NW,Plains,1,3,24,25,2,BOGR,13,1,BOGR,19,1.5,
2015,25NW,Plains,1,4,3,19,3,BOGR,13,3,BOGR,16,3,
2015,25NW,Plains,1,4,6,12,2,BOGR,7,4,BOGR,9.5,3,
2015,25NW,Plains,1,4,9,9,1,BOGR,11,3,CAEL,10,2,
2015,25NW,Plains,1,4,12,22,4,BOGR,16,2,BOGR,19,3,
2015,25NW,Plains,1,4,15,10,3,BOGR,10,3,BOGR,10,3,
2015,25NW,Plains,1,4,18,9,3,BOGR,3,0,BOGR,6,1.5,
2015,25NW,Plains,1,4,21,12,5,BOGR,7,2,BOGR,9.5,3.5,
2015,25NW,Plains,1,4,24,22,1,CRMI,21,2,BOGR,21.5,1.5,
2015,25NW,Plains,2,1,3,15,9,SIHY,12,3,SPCO,13.5,6,
2015,25NW,Plains,2,1,6,14,7,VUOC,21,3,VUOC,17.5,5,
2015,25NW,Plains,2,1,9,17,2,BOGR,23,9,PSTE,20,5.5,
2015,25NW,Plains,2,1,12,23,3,VUOC,23,2,VUOC,23,2.5,
2015,25NW,Plains,2,1,15,22,6,PASM,17,3,PASM,19.5,4.5,
2015,25NW,Plains,2,1,18,15,4,MATA,12,4,VUOC,13.5,4,
2015,25NW,Plains,2,1,21,15,3,VUOC,22,3,PASM,18.5,3,
2015,25NW,Plains,2,1,24,13,2,BOGR,23,2,BOGR,18,2,
2015,25NW,Plains,2,2,3,16,0,PASM,14,3,PASM,15,1.5,
2015,25NW,Plains,2,2,6,22,3,SIHY,42,21,EUGL,32,12,
2015,25NW,Plains,2,2,9,16,1,PASM,23,2,BOGR,19.5,1.5,
2015,25NW,Plains,2,2,12,24,3,BOGR,14,0,BOGR,19,1.5,
2015,25NW,Plains,2,2,15,14,2,BOGR,12,3,PASM,13,2.5,
2015,25NW,Plains,2,2,18,36,9,PASM,39,7,PASM,37.5,8,
2015,25NW,Plains,2,2,21,21,2,BOGR,27,6,STCO,24,4,
2015,25NW,Plains,2,2,24,34,5,STCO,22,2,STCO,28,3.5,
2015,25NW,Plains,2,3,3,36,5,PASM,14,3,BOGR,25,4,
2015,25NW,Plains,2,3,6,18,1,PASM,14,2,PASM,16,1.5,
2015,25NW,Plains,2,3,9,11,4,VUOC,12,2,BOGR,11.5,3,
2015,25NW,Plains,2,3,12,8,1,OPPO,21,5,OPPO,14.5,3,
2015,25NW,Plains,2,3,15,11,2,VUOC,20,2,PASM,15.5,2,
2015,25NW,Plains,2,3,18,12,3,BOGR,6,1,BOGR,9,2,
2015,25NW,Plains,2,3,21,10,3,BOGR,19,3,BOGR,14.5,3,
2015,25NW,Plains,2,3,24,22,2,PASM,16,1,BOGR,19,1.5,
2015,25NW,Plains,2,4,3,18,1,BOGR,26,2,PASM,22,1.5,
2015,25NW,Plains,2,4,6,9,3,BOGR,17,5,PASM,13,4,
2015,25NW,Plains,2,4,9,14,4,VUOC,16,4,EREF,15,4,
2015,25NW,Plains,2,4,12,17,2,VUOC,26,5,PASM,21.5,3.5,
2015,25NW,Plains,2,4,15,12,3,PASM,15,3,PASM,13.5,3,
2015,25NW,Plains,2,4,18,17,3,PASM,16,3,BOGR,16.5,3,
2015,25NW,Plains,2,4,21,15,2,VUOC,18,7,THFI,16.5,4.5,
2015,25NW,Plains,2,4,24,11,5,VUOC,9,1,VUOC,10,3,
2015,25NW,Plains,3,1,3,26,7,PASM,24,11,PASM,25,9,
2015,25NW,Plains,3,1,6,21,5,BOGR,28,10,PASM,24.5,7.5,
2015,25NW,Plains,3,1,9,22,4,GACO,16,6,BOGR,19,5,
2015,25NW,Plains,3,1,12,21,3,PASM,21,4,PASM,21,3.5,
2015,25NW,Plains,3,1,15,32,3,PASM,28,7,PASM,30,5,
2015,25NW,Plains,3,1,18,11,1,BOGR,15,3,BOGR,13,2,
2015,25NW,Plains,3,1,21,13,5,BOGR,22,5,THFI,17.5,5,
2015,25NW,Plains,3,1,24,14,3,BOGR,8,2,BOGR,11,2.5,
2015,25NW,Plains,3,2,3,8,3,BOGR,8,1,BOGR,8,2,
2015,25NW,Plains,3,2,6,16,3,BOGR,12,2,LEMO,14,2.5,
2015,25NW,Plains,3,2,9,10,4,BOGR,10,2,BOGR,10,3,
2015,25NW,Plains,3,2,12,9,3,VUOC,10,1,BOGR,9.5,2,
2015,25NW,Plains,3,2,15,9,5,VUOC,10,5,VUOC,9.5,5,
2015,25NW,Plains,3,2,18,12,2,BUDA,10,3,BUDA,11,2.5,
2015,25NW,Plains,3,2,21,12,5,VUOC,14,5,SONU,13,5,
2015,25NW,Plains,3,2,24,10,1,BOGR,18,1,BOGR,14,1,
2015,25NW,Plains,3,3,3,22,2,BOGR,21,1,CAEL,21.5,1.5,
2015,25NW,Plains,3,3,6,18,2,BOGR,30,3,BOGR,24,2.5,
2015,25NW,Plains,3,3,9,16,2,BOGR,16,4,BOGR,16,3,
2015,25NW,Plains,3,3,12,13,1,BOGR,18,2,BOGR,15.5,1.5,
2015,25NW,Plains,3,3,15,14,6,TH,18,1,CAEL,16,3.5,
2015,25NW,Plains,3,3,18,12,3,BOGR,36,4,CAEL,24,3.5,
2015,25NW,Plains,3,3,21,14,2,BOGR,24,3,THFI,19,2.5,
2015,25NW,Plains,3,3,24,17,3,BOGR,18,1,CAEL,17.5,2,
2015,25NW,Plains,3,4,3,9,1,BOGR,16,3,BOGR,12.5,2,
2015,25NW,Plains,3,4,6,34,6,PASM,28,6,PASM,31,6,
2015,25NW,Plains,3,4,9,36,9,PASM,32,5,PASM,34,7,
2015,25NW,Plains,3,4,12,26,20,SIHY,12,5,EREF,19,12.5,
2015,25NW,Plains,3,4,15,24,9,BOGR,32,3,BOGR,28,6,
2015,25NW,Plains,3,4,18,24,6,PASM,28,9,PASM,26,7.5,
2015,25NW,Plains,3,4,21,22,4,PASM,21,5,PASM,21.5,4.5,
2015,25NW,Plains,3,4,24,10,0,BARE,20,1,PASM,15,0.5,
2015,25NW,Plains,4,1,3,12,3,THFI,10,2,BOGR,11,2.5,
2015,25NW,Plains,4,1,6,12,6,VUOC,20,3,BOGR,16,4.5,
2015,25NW,Plains,4,1,9,9,2,BOGR,22,3,THFI,15.5,2.5,
2015,25NW,Plains,4,1,12,15,2,VUOC,25,9,VUOC,20,5.5,
2015,25NW,Plains,4,1,15,14,4,BOGR,23,5,THFI,18.5,4.5,
2015,25NW,Plains,4,1,18,13,3,BOGR,9,4,BOGR,11,3.5,
2015,25NW,Plains,4,1,21,24,5,BOGR,10,2,BOGR,17,3.5,
2015,25NW,Plains,4,1,24,10,2,BOGR,18,4,BOGR,14,3,
2015,25NW,Plains,4,2,3,28,7,PASM,28,5,CAEL,28,6,
2015,25NW,Plains,4,2,6,31,5,THFI,22,3,VUOC,26.5,4,
2015,25NW,Plains,4,2,9,24,5,THFI,24,12,THFI,24,8.5,
2015,25NW,Plains,4,2,12,35,5,PASM,22,4,BOGR,28.5,4.5,
2015,25NW,Plains,4,2,15,30,4,PASM,34,2,BOGR,32,3,
2015,25NW,Plains,4,2,18,48,5,PASM,35,1,PASM,41.5,3,
2015,25NW,Plains,4,2,21,20,4,VUOC,26,5,VUOC,23,4.5,
2015,25NW,Plains,4,2,24,43,6,THFI,36,8,BOGR,39.5,7,
2015,25NW,Plains,4,3,3,32,5,VUOC,23,8,BOGR,27.5,6.5,
2015,25NW,Plains,4,3,6,28,3,PASM,26,16,GUSA,27,9.5,
2015,25NW,Plains,4,3,9,32,10,PASM,26,7,PASM,29,8.5,
2015,25NW,Plains,4,3,12,37,7,PASM,35,6,VUOC,36,6.5,
2015,25NW,Plains,4,3,15,35,8,PASM,32,15,VUOC,33.5,11.5,
2015,25NW,Plains,4,3,18,32,12,VUOC,39,19,PASM,35.5,15.5,
2015,25NW,Plains,4,3,21,33,13,PASM,38,12,PASM,35.5,12.5,
2015,25NW,Plains,4,3,24,37,6,PASM,30,5,PASM,33.5,5.5,
2015,25NW,Plains,4,4,3,12,2,BOGR,9,6,EREF,10.5,4,
2015,25NW,Plains,4,4,6,27,3,CAEL,13,2,EREF,20,2.5,
2015,25NW,Plains,4,4,9,16,4,BOGR,22,3,CAEL,19,3.5,
2015,25NW,Plains,4,4,12,14,3,VUOC,18,6,PASM,16,4.5,
2015,25NW,Plains,4,4,15,29,2,VUOC,16,4,PASM,22.5,3,
2015,25NW,Plains,4,4,18,20,8,STCO,14,3,BOGR,17,5.5,
2015,25NW,Plains,4,4,21,25,6,PASM,24,6,BOGR,24.5,6,
2015,25NW,Plains,4,4,24,21,7,VUOC,16,3,SPCO,18.5,5,
2015,25SE,Plains,1,1,3,24,5,BOGR,23,8,OXSE,23.5,6.5,
2015,25SE,Plains,1,1,6,10,4,BOGR,12,6,BOGR,11,5,
2015,25SE,Plains,1,1,9,20,5,BOGR,9,1,BOGR,14.5,3,
2015,25SE,Plains,1,1,12,15,2,SPCO,23,5,BOGR,19,3.5,
2015,25SE,Plains,1,1,15,16,4,BOGR,13,2,BOGR,14.5,3,
2015,25SE,Plains,1,1,18,12,2,BOGR,8,2,BOGR,10,2,
2015,25SE,Plains,1,1,21,10,3,BOGR,16,3,BOGR,13,3,
2015,25SE,Plains,1,1,24,6,3,BOGR,10,3,BOGR,8,3,
2015,25SE,Plains,1,2,3,11,4,VUOC,25,2,BOGR,18,3,
2015,25SE,Plains,1,2,6,14,2,VUOC,7,2,BOGR,10.5,2,
2015,25SE,Plains,1,2,9,15,3,BOGR,7,2,BOGR,11,2.5,
2015,25SE,Plains,1,2,12,12,5,BOGR,7,1,BOGR,9.5,3,
2015,25SE,Plains,1,2,15,12,2,BOGR,30,1,VUOC,21,1.5,
2015,25SE,Plains,1,2,18,14,2,BOGR,10,3,BOGR,12,2.5,
2015,25SE,Plains,1,2,21,10,5,BOGR,17,3,BOGR,13.5,4,
2015,25SE,Plains,1,2,24,21,3,BOGR,14,4,VUOC,17.5,3.5,
2015,25SE,Plains,1,3,3,24,3,BOGR,12,3,BOGR,18,3,
2015,25SE,Plains,1,3,6,19,2,BOGR,8,1,BOGR,13.5,1.5,
2015,25SE,Plains,1,3,9,12,1,BOGR,10,3,BOGR,11,2,
2015,25SE,Plains,1,3,12,21,2,BOGR,12,4,BOGR,16.5,3,
2015,25SE,Plains,1,3,15,7,2,VUOC,28,4,BOGR,17.5,3,
2015,25SE,Plains,1,3,18,11,5,BOGR,21,3,BOGR,16,4,
2015,25SE,Plains,1,3,21,26,3,BOGR,8,3,BOGR,17,3,
2015,25SE,Plains,1,3,24,4,0,BOGR,26,1,BOGR,15,0.5,
2015,25SE,Plains,1,4,3,16,2,BOGR,18,1,BOGR,17,1.5,
2015,25SE,Plains,1,4,6,11,1,BOGR,16,1,BOGR,13.5,1,
2015,25SE,Plains,1,4,9,10,3,VUOC,29,3,BOGR,19.5,3,
2015,25SE,Plains,1,4,12,12,3,BOGR,25,3,BOGR,18.5,3,
2015,25SE,Plains,1,4,15,11,3,BOGR,22,1,BOGR,16.5,2,
2015,25SE,Plains,1,4,18,13,4,VUOC,11,3,VUOC,12,3.5,
2015,25SE,Plains,1,4,21,10,4,VUOC,19,3,PASM,14.5,3.5,
2015,25SE,Plains,1,4,24,10,3,VUOC,8,3,VUOC,9,3,
2015,25SE,Plains,2,1,3,10,5,BOGR,10,3,BOGR,10,4,
2015,25SE,Plains,2,1,6,11,7,VUOC,9,4,VUOC,10,5.5,
2015,25SE,Plains,2,1,9,4,2,VUOC,10,2,BOGR,7,2,
2015,25SE,Plains,2,1,12,11,4,BOGR,7,2,VUOC,9,3,
2015,25SE,Plains,2,1,15,9,2,BOGR,5,2,VUOC,7,2,
2015,25SE,Plains,2,1,18,7,3,VUOC,10,3,BOGR,8.5,3,
2015,25SE,Plains,2,1,21,25,5,BOGR,11,6,BOGR,18,5.5,
2015,25SE,Plains,2,1,24,19,5,VUOC,25,5,VUOC,22,5,
2015,25SE,Plains,2,2,3,10,6,BOGR,13,7,THFI,11.5,6.5,
2015,25SE,Plains,2,2,6,29,8,BOGR,31,3,BOGR,30,5.5,
2015,25SE,Plains,2,2,9,11,5,BOGR,22,4,BOGR,16.5,4.5,
2015,25SE,Plains,2,2,12,13,2,BOGR,10,3,BOGR,11.5,2.5,
2015,25SE,Plains,2,2,15,9,3,BOGR,5,2,BOGR,7,2.5,
2015,25SE,Plains,2,2,18,5,1,BOGR,23,3,BOGR,14,2,
2015,25SE,Plains,2,2,21,29,6,BOGR,19,4,BOGR,24,5,
