date,Pasture,Biomass_kg_ha,Year,Source
2022-04-27,23E,343.907,2022,HLS
2022-04-28,23E,347.75876,2022,HLS
2022-04-29,23E,351.7223,2022,HLS
2022-04-30,23E,355.77225,2022,HLS
2022-05-01,23E,359.89713,2022,HLS
2022-05-02,23E,364.0682,2022,HLS
2022-05-03,23E,368.2149,2022,HLS
2022-05-04,23E,372.31525,2022,HLS
2022-05-05,23E,376.41,2022,HLS
2022-05-06,23E,380.47253,2022,HLS
2022-05-07,23E,384.47607,2022,HLS
2022-05-08,23E,388.39355,2022,HLS
2022-05-09,23E,392.3543,2022,HLS
2022-05-10,23E,396.25912,2022,HLS
2022-05-11,23E,400.07806,2022,HLS
2022-05-12,23E,403.78326,2022,HLS
2022-05-13,23E,407.34586,2022,HLS
2022-05-14,23E,410.73734,2022,HLS
2022-05-15,23E,413.919,2022,HLS
2022-05-16,23E,416.8651,2022,HLS
2022-05-17,23E,419.5504,2022,HLS
2022-05-18,23E,421.96188,2022,HLS
2022-05-19,23E,424.12863,2022,HLS
2022-05-20,23E,426.04196,2022,HLS
2022-05-21,23E,427.6749,2022,HLS
2022-05-22,23E,429.07617,2022,HLS
2022-05-23,23E,430.23553,2022,HLS
2022-05-24,23E,431.14035,2022,HLS
2022-05-25,23E,431.7794,2022,HLS
2022-05-26,23E,432.14255,2022,HLS
2022-05-27,23E,432.31427,2022,HLS
2022-05-28,23E,432.2899,2022,HLS
2022-05-29,23E,432.03943,2022,HLS
2022-05-30,23E,431.55203,2022,HLS
2022-05-31,23E,430.83456,2022,HLS
2022-06-01,23E,429.89508,2022,HLS
2022-06-02,23E,428.743,2022,HLS
2022-06-03,23E,427.34766,2022,HLS
2022-06-04,23E,425.6906,2022,HLS
2022-06-05,23E,423.79947,2022,HLS
2022-06-06,23E,421.70273,2022,HLS
2022-06-07,23E,419.42966,2022,HLS
2022-06-08,23E,417.0105,2022,HLS
2022-06-09,23E,414.4764,2022,HLS
2022-06-10,23E,411.76108,2022,HLS
2022-06-11,23E,408.82645,2022,HLS
2022-06-12,23E,405.7005,2022,HLS
2022-06-13,23E,402.41107,2022,HLS
2022-06-14,23E,398.98984,2022,HLS
2022-06-15,23E,395.45972,2022,HLS
2022-06-16,23E,391.84348,2022,HLS
2022-06-17,23E,388.2506,2022,HLS
2022-06-18,23E,384.70135,2022,HLS
2022-06-19,23E,381.17685,2022,HLS
2022-06-20,23E,377.6922,2022,HLS
2022-06-21,23E,374.26294,2022,HLS
2022-06-22,23E,370.82678,2022,HLS
2022-06-23,23E,367.4137,2022,HLS
2022-06-24,23E,364.0863,2022,HLS
2022-06-25,23E,360.86816,2022,HLS
2022-06-26,23E,357.74765,2022,HLS
2022-06-27,23E,354.7426,2022,HLS
2022-06-28,23E,351.87094,2022,HLS
2022-06-29,23E,349.11917,2022,HLS
2022-06-30,23E,346.50446,2022,HLS
2022-07-01,23E,344.09277,2022,HLS
2022-07-02,23E,341.91223,2022,HLS
2022-07-03,23E,339.9379,2022,HLS
2022-07-04,23E,338.18536,2022,HLS
2022-07-05,23E,336.66992,2022,HLS
2022-07-06,23E,335.4066,2022,HLS
2022-07-07,23E,334.2446,2022,HLS
2022-07-08,23E,333.25015,2022,HLS
2022-07-09,23E,332.46036,2022,HLS
2022-07-10,23E,331.87625,2022,HLS
2022-07-11,23E,331.49838,2022,HLS
2022-07-12,23E,331.45737,2022,HLS
2022-07-13,23E,331.6675,2022,HLS
2022-07-14,23E,332.11517,2022,HLS
2022-07-15,23E,332.79218,2022,HLS
2022-07-16,23E,333.67615,2022,HLS
2022-07-17,23E,334.76752,2022,HLS
2022-07-18,23E,336.01166,2022,HLS
2022-07-19,23E,337.38843,2022,HLS
2022-07-20,23E,338.79233,2022,HLS
2022-07-21,23E,340.4096,2022,HLS
2022-07-22,23E,342.11176,2022,HLS
2022-07-23,23E,343.87125,2022,HLS
2022-07-24,23E,345.6605,2022,HLS
2022-07-25,23E,347.4512,2022,HLS
2022-07-26,23E,349.21506,2022,HLS
2022-07-27,23E,350.84424,2022,HLS
2022-07-28,23E,352.39426,2022,HLS
2022-07-29,23E,353.84198,2022,HLS
2022-07-30,23E,355.1638,2022,HLS
2022-07-31,23E,356.3356,2022,HLS
2022-08-01,23E,357.32346,2022,HLS
2022-08-02,23E,358.1659,2022,HLS
2022-08-03,23E,358.93802,2022,HLS
2022-08-04,23E,359.6264,2022,HLS
2022-08-05,23E,360.21793,2022,HLS
2022-08-06,23E,360.80807,2022,HLS
2022-08-07,23E,361.36465,2022,HLS
2022-08-08,23E,361.8689,2022,HLS
2022-08-09,23E,362.29877,2022,HLS
2022-08-10,23E,362.65686,2022,HLS
2022-08-11,23E,362.9467,2022,HLS
2022-08-12,23E,363.15445,2022,HLS
2022-08-13,23E,363.2818,2022,HLS
2022-08-14,23E,363.20764,2022,HLS
2022-08-15,23E,362.85425,2022,HLS
2022-08-16,23E,362.2419,2022,HLS
2022-08-17,23E,361.4097,2022,HLS
2022-08-18,23E,360.36765,2022,HLS
2022-08-19,23E,359.12546,2022,HLS
2022-08-20,23E,357.78436,2022,HLS
2022-08-21,23E,356.352,2022,HLS
2022-08-22,23E,354.82626,2022,HLS
2022-08-23,23E,353.22516,2022,HLS
2022-08-24,23E,351.56644,2022,HLS
2022-08-25,23E,349.86746,2022,HLS
2022-08-26,23E,348.1244,2022,HLS
2022-08-27,23E,346.3741,2022,HLS
2022-08-28,23E,344.6047,2022,HLS
2022-08-29,23E,342.98,2022,HLS
2022-08-30,23E,341.65112,2022,HLS
2022-08-31,23E,340.44565,2022,HLS
2022-09-01,23E,339.36844,2022,HLS
2022-09-02,23E,338.4244,2022,HLS
2022-09-03,23E,337.619,2022,HLS
2022-09-04,23E,336.99225,2022,HLS
2022-09-05,23E,336.55566,2022,HLS
2022-09-06,23E,336.38623,2022,HLS
2022-09-07,23E,336.45828,2022,HLS
2022-09-08,23E,336.76443,2022,HLS
2022-09-09,23E,337.1432,2022,HLS
2022-09-10,23E,337.54572,2022,HLS
2022-09-11,23E,337.9802,2022,HLS
2022-09-12,23E,338.53592,2022,HLS
2022-09-13,23E,339.20053,2022,HLS
2022-09-14,23E,340.0188,2022,HLS
2022-09-15,23E,340.99313,2022,HLS
2022-09-16,23E,342.09308,2022,HLS
2022-09-17,23E,343.389,2022,HLS
2022-09-18,23E,344.63614,2022,HLS
2022-09-19,23E,345.88766,2022,HLS
2022-09-20,23E,347.0509,2022,HLS
2022-09-21,23E,348.10553,2022,HLS
2022-09-22,23E,349.05466,2022,HLS
2022-09-23,23E,349.85095,2022,HLS
2022-09-24,23E,350.56912,2022,HLS
2022-09-25,23E,351.14117,2022,HLS
2022-09-26,23E,351.55435,2022,HLS
2022-09-27,23E,351.7964,2022,HLS
2022-09-28,23E,351.85547,2022,HLS
2022-09-29,23E,351.79034,2022,HLS
2022-09-30,23E,351.93646,2022,HLS
2022-10-01,23E,351.73022,2022,HLS
2022-10-02,23E,351.17648,2022,HLS
2022-10-03,23E,350.2802,2022,HLS
2022-10-04,23E,348.91748,2022,HLS
2022-10-05,23E,347.0646,2022,HLS
2022-10-06,23E,344.82874,2022,HLS
2022-10-07,23E,342.2135,2022,HLS
2022-10-08,23E,339.24435,2022,HLS
2022-10-09,23E,335.92072,2022,HLS
2022-10-10,23E,332.24203,2022,HLS
2022-10-11,23E,328.2076,2022,HLS
2022-10-12,23E,323.96088,2022,HLS
2022-10-13,23E,319.52527,2022,HLS
2022-10-14,23E,314.91074,2022,HLS
2022-10-15,23E,310.11172,2022,HLS
2022-10-16,23E,305.1013,2022,HLS
2022-10-17,23E,299.97333,2022,HLS
2022-10-18,23E,294.75684,2022,HLS
2022-10-19,23E,289.5003,2022,HLS
2022-10-20,23E,284.2242,2022,HLS
2022-10-21,23E,278.96033,2022,HLS
2022-10-22,23E,273.7407,2022,HLS
2022-10-23,23E,268.59818,2022,HLS
2022-10-24,23E,263.58743,2022,HLS
2022-10-25,23E,258.73853,2022,HLS
2022-10-26,23E,254.13333,2022,HLS
2022-10-27,23E,249.65996,2022,HLS
2022-10-28,23E,245.16203,2022,HLS
2022-10-29,23E,240.8103,2022,HLS
2022-10-30,23E,236.62617,2022,HLS
2022-10-31,23E,232.63116,2022,HLS
2022-11-01,23E,228.84666,2022,HLS
2022-11-02,23E,225.294,2022,HLS
2022-11-03,23E,221.9945,2022,HLS
2022-11-04,23E,218.85098,2022,HLS
2022-11-05,23E,215.88284,2022,HLS
2022-11-06,23E,213.09425,2022,HLS
2022-11-07,23E,210.48885,2022,HLS
2022-11-08,23E,208.19534,2022,HLS
2022-11-09,23E,206.23643,2022,HLS
2022-11-10,23E,204.53304,2022,HLS
2022-11-11,23E,203.08522,2022,HLS
2022-11-12,23E,201.8169,2022,HLS
2022-11-13,23E,200.68724,2022,HLS
2022-11-14,23E,199.683,2022,HLS
2022-11-15,23E,198.78984,2022,HLS
2022-11-16,23E,197.99222,2022,HLS
2022-11-17,23E,197.27362,2022,HLS
2022-11-18,23E,196.68819,2022,HLS
2022-11-19,23E,196.22406,2022,HLS
2022-11-20,23E,195.84686,2022,HLS
2022-11-21,23E,195.56985,2022,HLS
2022-11-22,23E,195.38478,2022,HLS
2022-11-23,23E,195.2827,2022,HLS
2022-11-24,23E,195.25383,2022,HLS
2022-11-25,23E,195.28766,2022,HLS
2022-11-26,23E,195.37285,2022,HLS
2022-11-27,23E,195.49731,2022,HLS
2022-11-28,23E,195.25148,2022,HLS
2022-11-29,23E,195.05167,2022,HLS
2022-11-30,23E,194.89697,2022,HLS
2022-12-01,23E,194.78629,2022,HLS
2022-12-02,23E,194.71825,2022,HLS
2022-12-03,23E,194.70035,2022,HLS
2022-12-04,23E,194.73218,2022,HLS
2022-12-05,23E,194.81303,2022,HLS
2022-12-06,23E,194.91608,2022,HLS
2022-12-07,23E,195.03595,2022,HLS
2022-12-08,23E,195.16705,2022,HLS
2022-12-09,23E,195.30338,2022,HLS
2022-12-10,23E,195.44148,2022,HLS
2022-12-11,23E,195.57613,2022,HLS
2022-12-12,23E,195.69948,2022,HLS
2022-12-13,23E,195.838,2022,HLS
2022-12-14,23E,196.05548,2022,HLS
2022-12-15,23E,196.29509,2022,HLS
2022-12-16,23E,196.55515,2022,HLS
2022-12-17,23E,196.83362,2022,HLS
2022-12-18,23E,197.12843,2022,HLS
2022-12-19,23E,197.45128,2022,HLS
2022-12-20,23E,197.79729,2022,HLS
2022-12-21,23E,198.16139,2022,HLS
2022-12-22,23E,198.54279,2022,HLS
2022-12-23,23E,198.9472,2022,HLS
2022-12-24,23E,199.3717,2022,HLS
2022-12-25,23E,199.81346,2022,HLS
2022-12-26,23E,200.26959,2022,HLS
2022-12-27,23E,200.7372,2022,HLS
2022-12-28,23E,201.2134,2022,HLS
2022-12-29,23E,201.69539,2022,HLS
2022-12-30,23E,202.1802,2022,HLS
2022-12-31,23E,202.66507,2022,HLS
2023-01-01,23E,219.75595,2023,HLS
2023-01-02,23E,221.13206,2023,HLS
2023-01-03,23E,222.46799,2023,HLS
2023-01-04,23E,223.75629,2023,HLS
2023-01-05,23E,224.98953,2023,HLS
2023-01-06,23E,226.16022,2023,HLS
2023-01-07,23E,227.26094,2023,HLS
2023-01-08,23E,228.28429,2023,HLS
2023-01-09,23E,229.25113,2023,HLS
2023-01-10,23E,230.25392,2023,HLS
2023-01-11,23E,231.27298,2023,HLS
2023-01-12,23E,232.46262,2023,HLS
2023-01-13,23E,233.5755,2023,HLS
2023-01-14,23E,234.59972,2023,HLS
2023-01-15,23E,235.52399,2023,HLS
2023-01-16,23E,236.33755,2023,HLS
2023-01-17,23E,237.04382,2023,HLS
2023-01-18,23E,237.63542,2023,HLS
2023-01-19,23E,238.10782,2023,HLS
2023-01-20,23E,238.43874,2023,HLS
2023-01-21,23E,238.62617,2023,HLS
2023-01-22,23E,238.66872,2023,HLS
2023-01-23,23E,238.56555,2023,HLS
2023-01-24,23E,238.31638,2023,HLS
2023-01-25,23E,237.9215,2023,HLS
2023-01-26,23E,237.38188,2023,HLS
2023-01-27,23E,236.69891,2023,HLS
2023-01-28,23E,235.87466,2023,HLS
2023-01-29,23E,234.91179,2023,HLS
2023-01-30,23E,233.82932,2023,HLS
2023-01-31,23E,232.62817,2023,HLS
2023-02-01,23E,231.30997,2023,HLS
2023-02-02,23E,229.89523,2023,HLS
2023-02-03,23E,228.38365,2023,HLS
2023-02-04,23E,226.77577,2023,HLS
2023-02-05,23E,225.01323,2023,HLS
2023-02-06,23E,223.15768,2023,HLS
2023-02-07,23E,221.21356,2023,HLS
2023-02-08,23E,219.18265,2023,HLS
2023-02-09,23E,217.09134,2023,HLS
2023-02-10,23E,214.93602,2023,HLS
2023-02-11,23E,212.71385,2023,HLS
2023-02-12,23E,210.3955,2023,HLS
2023-02-13,23E,207.98473,2023,HLS
2023-02-14,23E,205.40343,2023,HLS
2023-02-15,23E,202.67152,2023,HLS
2023-02-16,23E,199.78441,2023,HLS
2023-02-17,23E,196.78622,2023,HLS
2023-02-18,23E,193.68822,2023,HLS
2023-02-19,23E,190.50201,2023,HLS
2023-02-20,23E,187.2393,2023,HLS
2023-02-21,23E,183.91208,2023,HLS
2023-02-22,23E,180.53246,2023,HLS
2023-02-23,23E,177.11281,2023,HLS
2023-02-24,23E,173.66965,2023,HLS
2023-02-25,23E,170.21506,2023,HLS
2023-02-26,23E,166.76137,2023,HLS
2023-02-27,23E,163.3211,2023,HLS
2023-02-28,23E,159.90706,2023,HLS
2023-03-01,23E,156.53232,2023,HLS
2023-03-02,23E,153.21008,2023,HLS
2023-03-03,23E,149.95387,2023,HLS
2023-03-04,23E,146.75984,2023,HLS
2023-03-05,23E,143.64511,2023,HLS
2023-03-06,23E,140.62686,2023,HLS
2023-03-07,23E,137.72246,2023,HLS
2023-03-08,23E,134.94936,2023,HLS
2023-03-09,23E,132.21317,2023,HLS
2023-03-10,23E,129.48305,2023,HLS
2023-03-11,23E,126.77001,2023,HLS
2023-03-12,23E,123.8788,2023,HLS
2023-03-13,23E,121.0204,2023,HLS
2023-03-14,23E,118.15464,2023,HLS
2023-03-15,23E,115.30205,2023,HLS
2023-03-16,23E,112.48218,2023,HLS
2023-03-17,23E,109.713425,2023,HLS
2023-03-18,23E,107.01315,2023,HLS
2023-03-19,23E,104.39766,2023,HLS
2023-03-20,23E,101.901924,2023,HLS
2023-03-21,23E,99.54329,2023,HLS
2023-03-22,23E,97.33813,2023,HLS
2023-03-23,23E,95.301865,2023,HLS
2023-03-24,23E,93.44893,2023,HLS
2023-03-25,23E,91.79284,2023,HLS
2023-03-26,23E,90.3461,2023,HLS
2023-03-27,23E,89.1203,2023,HLS
2023-03-28,23E,88.126015,2023,HLS
2023-03-29,23E,87.37289,2023,HLS
2023-03-30,23E,86.85082,2023,HLS
2023-03-31,23E,86.5645,2023,HLS
2023-04-01,23E,86.517555,2023,HLS
2023-04-02,23E,86.359795,2023,HLS
2023-04-03,23E,86.333405,2023,HLS
2023-04-04,23E,86.45922,2023,HLS
2023-04-05,23E,86.826775,2023,HLS
2023-04-06,23E,87.40613,2023,HLS
2023-04-07,23E,88.21433,2023,HLS
2023-04-08,23E,89.266335,2023,HLS
2023-04-09,23E,90.52946,2023,HLS
2023-04-10,23E,91.87303,2023,HLS
2023-04-11,23E,93.40604,2023,HLS
2023-04-12,23E,95.168144,2023,HLS
2023-04-13,23E,97.169235,2023,HLS
2023-04-14,23E,99.51464,2023,HLS
2023-04-15,23E,102.22515,2023,HLS
2023-04-16,23E,105.31975,2023,HLS
2023-04-17,23E,108.78247,2023,HLS
2023-04-18,23E,112.62317,2023,HLS
2023-04-19,23E,116.849594,2023,HLS
2023-04-20,23E,121.46746,2023,HLS
2023-04-21,23E,126.48036,2023,HLS
2023-04-22,23E,131.88988,2023,HLS
2023-04-23,23E,137.6763,2023,HLS
2023-04-24,23E,143.83588,2023,HLS
2023-04-25,23E,150.44725,2023,HLS
2023-04-26,23E,157.49168,2023,HLS
2023-04-27,23E,164.90604,2023,HLS
2023-04-28,23E,172.6758,2023,HLS
2023-04-29,23E,180.7845,2023,HLS
2023-04-30,23E,189.15697,2023,HLS
2023-05-01,23E,197.7829,2023,HLS
2023-05-02,23E,206.67044,2023,HLS
2023-05-03,23E,215.8426,2023,HLS
2023-05-04,23E,225.27939,2023,HLS
2023-05-05,23E,234.95874,2023,HLS
2023-05-06,23E,244.85667,2023,HLS
2023-05-07,23E,255.07973,2023,HLS
2023-05-08,23E,265.56882,2023,HLS
2023-05-09,23E,276.3075,2023,HLS
2023-05-10,23E,287.27777,2023,HLS
2023-05-11,23E,298.46,2023,HLS
2023-05-12,23E,309.9128,2023,HLS
2023-05-13,23E,321.69156,2023,HLS
2023-05-14,23E,333.76654,2023,HLS
2023-05-15,23E,346.10715,2023,HLS
2023-05-16,23E,358.68225,2023,HLS
2023-05-17,23E,371.4598,2023,HLS
2023-05-18,23E,384.40726,2023,HLS
2023-05-19,23E,397.49136,2023,HLS
2023-05-20,23E,410.67795,2023,HLS
2023-05-21,23E,424.0257,2023,HLS
2023-05-22,23E,437.4826,2023,HLS
2023-05-23,23E,450.99646,2023,HLS
2023-05-24,23E,464.51495,2023,HLS
2023-05-25,23E,477.9858,2023,HLS
2023-05-26,23E,491.35657,2023,HLS
2023-05-27,23E,504.57455,2023,HLS
2023-05-28,23E,517.89355,2023,HLS
2023-05-29,23E,530.62396,2023,HLS
2023-05-30,23E,542.99146,2023,HLS
2023-05-31,23E,555.3443,2023,HLS
2023-06-01,23E,567.4817,2023,HLS
2023-06-02,23E,579.389,2023,HLS
2023-06-03,23E,591.0514,2023,HLS
2023-06-04,23E,602.25726,2023,HLS
2023-06-05,23E,613.2426,2023,HLS
2023-06-06,23E,623.99023,2023,HLS
2023-06-07,23E,634.48346,2023,HLS
2023-06-08,23E,644.8655,2023,HLS
2023-06-09,23E,655.04724,2023,HLS
2023-06-10,23E,665.0248,2023,HLS
2023-06-11,23E,674.79443,2023,HLS
2023-06-12,23E,684.354,2023,HLS
2023-06-13,23E,693.5686,2023,HLS
2023-06-14,23E,702.55493,2023,HLS
2023-06-15,23E,711.3194,2023,HLS
2023-06-16,23E,719.86945,2023,HLS
2023-06-17,23E,728.1941,2023,HLS
2023-06-18,23E,736.30524,2023,HLS
2023-06-19,23E,744.36237,2023,HLS
2023-06-20,23E,752.3524,2023,HLS
2023-06-21,23E,760.2867,2023,HLS
2023-06-22,23E,768.11584,2023,HLS
2023-06-23,23E,775.74713,2023,HLS
2023-06-24,23E,783.16144,2023,HLS
2023-06-25,23E,790.40076,2023,HLS
2023-06-26,23E,797.46466,2023,HLS
2023-06-27,23E,804.35443,2023,HLS
2023-06-28,23E,811.1392,2023,HLS
2023-06-29,23E,817.83307,2023,HLS
2023-06-30,23E,824.4512,2023,HLS
2023-07-01,23E,830.9691,2023,HLS
2023-07-02,23E,837.69446,2023,HLS
2023-07-03,23E,844.58716,2023,HLS
2023-07-04,23E,851.4321,2023,HLS
2023-07-05,23E,858.2272,2023,HLS
2023-07-06,23E,864.97144,2023,HLS
2023-07-07,23E,871.651,2023,HLS
2023-07-08,23E,878.2719,2023,HLS
2023-07-09,23E,884.85236,2023,HLS
2023-07-10,23E,891.3791,2023,HLS
2023-07-11,23E,897.774,2023,HLS
2023-07-12,23E,904.06433,2023,HLS
2023-07-13,23E,910.2404,2023,HLS
2023-07-14,23E,916.3316,2023,HLS
2023-07-15,23E,922.3238,2023,HLS
2023-07-16,23E,928.2051,2023,HLS
2023-07-17,23E,933.9066,2023,HLS
2023-07-18,23E,939.43005,2023,HLS
2023-07-19,23E,944.7503,2023,HLS
2023-07-20,23E,949.8395,2023,HLS
2023-07-21,23E,954.67114,2023,HLS
2023-07-22,23E,959.1207,2023,HLS
2023-07-23,23E,963.31805,2023,HLS
2023-07-24,23E,967.3276,2023,HLS
2023-07-25,23E,971.10425,2023,HLS
2023-07-26,23E,974.24274,2023,HLS
2023-07-27,23E,977.214,2023,HLS
2023-07-28,23E,979.7823,2023,HLS
2023-07-29,23E,981.9415,2023,HLS
2023-07-30,23E,983.68634,2023,HLS
2023-07-31,23E,985.01385,2023,HLS
2023-08-01,23E,985.9253,2023,HLS
2023-08-02,23E,986.6544,2023,HLS
2023-08-03,23E,987.0459,2023,HLS
2023-08-04,23E,987.09,2023,HLS
2023-08-05,23E,986.7802,2023,HLS
2023-08-06,23E,986.073,2023,HLS
2023-08-07,23E,984.9719,2023,HLS
2023-08-08,23E,983.4824,2023,HLS
2023-08-09,23E,981.39966,2023,HLS
2023-08-10,23E,978.77045,2023,HLS
2023-08-11,23E,975.95184,2023,HLS
2023-08-12,23E,972.8791,2023,HLS
2023-08-13,23E,969.5823,2023,HLS
2023-08-14,23E,966.0931,2023,HLS
2023-08-15,23E,962.4679,2023,HLS
2023-08-16,23E,958.82733,2023,HLS
2023-08-17,23E,955.0237,2023,HLS
2023-08-18,23E,951.05664,2023,HLS
2023-08-19,23E,946.9275,2023,HLS
2023-08-20,23E,942.69006,2023,HLS
2023-08-21,23E,938.3564,2023,HLS
2023-08-22,23E,933.94946,2023,HLS
2023-08-23,23E,929.4257,2023,HLS
2023-08-24,23E,924.81757,2023,HLS
2023-08-25,23E,920.26215,2023,HLS
2023-08-26,23E,915.7281,2023,HLS
2023-08-27,23E,911.2377,2023,HLS
2023-08-28,23E,906.83954,2023,HLS
2023-08-29,23E,902.5547,2023,HLS
2023-08-30,23E,898.0549,2023,HLS
2023-08-31,23E,893.28485,2023,HLS
2023-09-01,23E,888.42755,2023,HLS
2023-09-02,23E,883.4375,2023,HLS
2023-09-03,23E,878.33075,2023,HLS
2023-09-04,23E,873.1429,2023,HLS
2023-09-05,23E,867.8945,2023,HLS
2023-09-06,23E,862.5941,2023,HLS
2023-09-07,23E,857.262,2023,HLS
2023-09-08,23E,851.91876,2023,HLS
2023-09-09,23E,846.5081,2023,HLS
2023-09-10,23E,841.05865,2023,HLS
2023-09-11,23E,835.5471,2023,HLS
2023-09-12,23E,829.9877,2023,HLS
2023-09-13,23E,824.3954,2023,HLS
2023-09-14,23E,818.85376,2023,HLS
2023-09-15,23E,813.389,2023,HLS
2023-09-16,23E,807.9301,2023,HLS
2023-09-17,23E,802.6181,2023,HLS
2023-09-18,23E,797.27466,2023,HLS
2023-09-19,23E,792.0353,2023,HLS
2023-09-20,23E,786.69666,2023,HLS
2023-09-21,23E,781.17267,2023,HLS
2023-09-22,23E,775.5054,2023,HLS
2023-09-23,23E,769.6928,2023,HLS
2023-09-24,23E,763.8734,2023,HLS
2023-09-25,23E,757.99023,2023,HLS
2023-09-26,23E,752.07416,2023,HLS
2023-09-27,23E,746.1549,2023,HLS
2023-09-28,23E,740.26105,2023,HLS
2023-09-29,23E,734.4168,2023,HLS
2023-09-30,23E,728.6479,2023,HLS
2023-10-01,23E,722.90936,2023,HLS
2023-10-02,23E,717.2134,2023,HLS
2023-10-03,23E,711.57007,2023,HLS
2023-10-04,23E,706.03357,2023,HLS
2023-10-05,23E,700.6188,2023,HLS
2023-10-06,23E,695.3393,2023,HLS
2023-10-07,23E,690.45807,2023,HLS
2023-10-08,23E,686.0267,2023,HLS
2023-10-09,23E,681.9161,2023,HLS
2023-10-10,23E,678.1487,2023,HLS
2023-10-11,23E,674.7457,2023,HLS
2023-10-12,23E,671.729,2023,HLS
2023-10-13,23E,669.1176,2023,HLS
2023-10-14,23E,666.83264,2023,HLS
2023-10-15,23E,664.91736,2023,HLS
2023-10-16,23E,663.365,2023,HLS
2023-10-17,23E,662.21375,2023,HLS
2023-10-18,23E,661.44574,2023,HLS
2023-10-19,23E,661.0424,2023,HLS
2023-10-20,23E,660.9254,2023,HLS
2023-10-21,23E,661.156,2023,HLS
2023-10-22,23E,661.73145,2023,HLS
2023-10-23,23E,662.5238,2023,HLS
2023-10-24,23E,663.562,2023,HLS
2023-10-25,23E,664.83044,2023,HLS
2023-10-26,23E,666.2825,2023,HLS
2023-10-27,23E,667.89496,2023,HLS
2023-10-28,23E,669.64355,2023,HLS
2023-10-29,23E,671.52997,2023,HLS
2023-10-30,23E,673.5315,2023,HLS
2023-10-31,23E,675.6845,2023,HLS
2023-11-01,23E,677.9734,2023,HLS
2023-11-02,23E,680.3815,2023,HLS
2023-11-03,23E,682.8909,2023,HLS
2023-11-04,23E,685.48315,2023,HLS
2023-11-05,23E,688.1386,2023,HLS
2023-11-06,23E,690.83636,2023,HLS
2023-11-07,23E,693.60034,2023,HLS
2023-11-08,23E,696.40765,2023,HLS
2023-11-09,23E,699.25287,2023,HLS
2023-11-10,23E,702.11554,2023,HLS
2023-11-11,23E,704.97516,2023,HLS
2023-11-12,23E,707.8102,2023,HLS
2023-11-13,23E,710.59827,2023,HLS
2023-11-14,23E,713.31647,2023,HLS
2023-11-15,23E,715.78735,2023,HLS
2023-11-16,23E,718.15857,2023,HLS
2023-11-17,23E,720.4111,2023,HLS
2023-11-18,23E,722.6198,2023,HLS
2023-11-19,23E,724.7325,2023,HLS
2023-11-20,23E,726.687,2023,HLS
2023-11-21,23E,728.54315,2023,HLS
2023-11-22,23E,730.29065,2023,HLS
2023-11-23,23E,732.0077,2023,HLS
2023-11-24,23E,733.74023,2023,HLS
2023-11-25,23E,735.4844,2023,HLS
2023-11-26,23E,737.23645,2023,HLS
2023-11-27,23E,738.99335,2023,HLS
2023-11-28,23E,740.7525,2023,HLS
2023-11-29,23E,742.5117,2023,HLS
2023-11-30,23E,744.26917,2023,HLS
2023-12-01,23E,746.0345,2023,HLS
2023-12-02,23E,747.8052,2023,HLS
2023-12-03,23E,749.5791,2023,HLS
2023-12-04,23E,751.3546,2023,HLS
2023-12-05,23E,753.13055,2023,HLS
2023-12-06,23E,754.91925,2023,HLS
2023-12-07,23E,756.71814,2023,HLS
2023-12-08,23E,758.5259,2023,HLS
2023-12-09,23E,760.3486,2023,HLS
2023-12-10,23E,762.18365,2023,HLS
2023-12-11,23E,764.06,2023,HLS
2023-12-12,23E,765.9715,2023,HLS
2023-12-13,23E,767.86346,2023,HLS
2023-12-14,23E,769.72314,2023,HLS
2023-12-15,23E,771.4834,2023,HLS
2023-12-16,23E,773.12396,2023,HLS
2023-12-17,23E,774.6247,2023,HLS
2023-12-18,23E,776.0358,2023,HLS
2023-12-19,23E,777.3491,2023,HLS
2023-12-20,23E,778.5569,2023,HLS
2023-12-21,23E,779.6524,2023,HLS
2023-12-22,23E,780.6294,2023,HLS
2023-12-23,23E,781.4822,2023,HLS
2023-12-24,23E,782.2059,2023,HLS
2023-12-25,23E,782.7963,2023,HLS
2023-12-26,23E,783.2598,2023,HLS
2023-12-27,23E,783.59186,2023,HLS
2023-12-28,23E,783.7882,2023,HLS
2023-12-29,23E,783.8454,2023,HLS
2023-12-30,23E,783.7863,2023,HLS
2023-12-31,23E,783.6197,2023,HLS
2024-01-01,23E,779.0889,2024,HLS
2024-01-02,23E,776.84796,2024,HLS
2024-01-03,23E,774.46643,2024,HLS
2024-01-04,23E,771.9541,2024,HLS
2024-01-05,23E,769.3221,2024,HLS
2024-01-06,23E,766.5822,2024,HLS
2024-01-07,23E,763.7061,2024,HLS
2024-01-08,23E,760.70105,2024,HLS
2024-01-09,23E,757.5747,2024,HLS
2024-01-10,23E,754.3357,2024,HLS
2024-01-11,23E,750.9935,2024,HLS
2024-01-12,23E,747.55804,2024,HLS
2024-01-13,23E,744.0401,2024,HLS
2024-01-14,23E,740.45123,2024,HLS
2024-01-15,23E,736.8038,2024,HLS
2024-01-16,23E,733.11053,2024,HLS
2024-01-17,23E,729.3621,2024,HLS
2024-01-18,23E,725.5655,2024,HLS
2024-01-19,23E,721.7251,2024,HLS
2024-01-20,23E,717.8512,2024,HLS
2024-01-21,23E,713.9547,2024,HLS
2024-01-22,23E,710.0305,2024,HLS
