date,Pasture,Biomass_kg_ha_std,Year,Source
2002-10-15,30NW,137.42427,2002,LMF
2002-10-16,30NW,137.76103,2002,LMF
2002-10-17,30NW,138.17635,2002,LMF
2002-10-18,30NW,138.71301,2002,LMF
2002-10-19,30NW,139.38171,2002,LMF
2002-10-20,30NW,140.2023,2002,LMF
2002-10-21,30NW,141.13474,2002,LMF
2002-10-22,30NW,142.16057,2002,LMF
2002-10-23,30NW,143.23381,2002,LMF
2002-10-24,30NW,144.2555,2002,LMF
2002-10-25,30NW,145.3068,2002,LMF
2002-10-26,30NW,146.39307,2002,LMF
2002-10-27,30NW,147.57451,2002,LMF
2002-10-28,30NW,148.73904,2002,LMF
2002-10-29,30NW,149.89795,2002,LMF
2002-10-30,30NW,151.02716,2002,LMF
2002-10-31,30NW,152.14397,2002,LMF
2002-11-01,30NW,153.2597,2002,LMF
2002-11-02,30NW,154.3945,2002,LMF
2002-11-03,30NW,155.56007,2002,LMF
2002-11-04,30NW,156.77144,2002,LMF
2002-11-05,30NW,158.04233,2002,LMF
2002-11-06,30NW,159.46695,2002,LMF
2002-11-07,30NW,161.01584,2002,LMF
2002-11-08,30NW,162.74286,2002,LMF
2002-11-09,30NW,164.67894,2002,LMF
2002-11-10,30NW,166.92604,2002,LMF
2002-11-11,30NW,169.46149,2002,LMF
2002-11-12,30NW,172.27621,2002,LMF
2002-11-13,30NW,175.33357,2002,LMF
2002-11-14,30NW,178.56824,2002,LMF
2002-11-15,30NW,181.94795,2002,LMF
2002-11-16,30NW,185.47914,2002,LMF
2002-11-17,30NW,188.671,2002,LMF
2002-11-18,30NW,192.36888,2002,LMF
2002-11-19,30NW,196.07887,2002,LMF
2002-11-20,30NW,199.271,2002,LMF
2002-11-21,30NW,202.28157,2002,LMF
2002-11-22,30NW,205.54602,2002,LMF
2002-11-23,30NW,208.55774,2002,LMF
2002-11-24,30NW,211.30676,2002,LMF
2002-11-25,30NW,213.73393,2002,LMF
2002-11-26,30NW,215.81128,2002,LMF
2002-11-27,30NW,217.49352,2002,LMF
2002-11-28,30NW,218.80655,2002,LMF
2002-11-29,30NW,220.2427,2002,LMF
2002-11-30,30NW,220.7787,2002,LMF
2002-12-01,30NW,220.38507,2002,LMF
2002-12-02,30NW,220.05627,2002,LMF
2002-12-03,30NW,219.77786,2002,LMF
2002-12-04,30NW,218.96996,2002,LMF
2002-12-05,30NW,217.03888,2002,LMF
2002-12-06,30NW,215.08209,2002,LMF
2002-12-07,30NW,211.93033,2002,LMF
2002-12-08,30NW,208.1881,2002,LMF
2002-12-09,30NW,203.8703,2002,LMF
2002-12-10,30NW,199.77556,2002,LMF
2002-12-11,30NW,195.88571,2002,LMF
2002-12-12,30NW,192.27422,2002,LMF
2002-12-13,30NW,189.00325,2002,LMF
2002-12-14,30NW,186.12282,2002,LMF
2002-12-15,30NW,183.67061,2002,LMF
2002-12-16,30NW,181.67285,2002,LMF
2002-12-17,30NW,180.14607,2002,LMF
2002-12-18,30NW,178.55388,2002,LMF
2002-12-19,30NW,178.01308,2002,LMF
2002-12-20,30NW,177.97395,2002,LMF
2002-12-21,30NW,178.45541,2002,LMF
2002-12-22,30NW,179.02602,2002,LMF
2002-12-23,30NW,180.68279,2002,LMF
2002-12-24,30NW,183.03545,2002,LMF
2002-12-25,30NW,186.19653,2002,LMF
2002-12-26,30NW,189.94649,2002,LMF
2002-12-27,30NW,195.21971,2002,LMF
2002-12-28,30NW,200.892,2002,LMF
2002-12-29,30NW,208.83435,2002,LMF
2002-12-30,30NW,216.92807,2002,LMF
2002-12-31,30NW,225.35338,2002,LMF
2003-01-01,30NW,130.95903,2003,LMF
2003-01-02,30NW,135.42245,2003,LMF
2003-01-03,30NW,140.93428,2003,LMF
2003-01-04,30NW,147.10509,2003,LMF
2003-01-05,30NW,153.62793,2003,LMF
2003-01-06,30NW,160.27003,2003,LMF
2003-01-07,30NW,166.85944,2003,LMF
2003-01-08,30NW,173.2715,2003,LMF
2003-01-09,30NW,179.41734,2003,LMF
2003-01-10,30NW,185.23482,2003,LMF
2003-01-11,30NW,190.6812,2003,LMF
2003-01-12,30NW,195.72813,2003,LMF
2003-01-13,30NW,200.35751,2003,LMF
2003-01-14,30NW,204.5585,2003,LMF
2003-01-15,30NW,208.32541,2003,LMF
2003-01-16,30NW,211.65585,2003,LMF
2003-01-17,30NW,214.54953,2003,LMF
2003-01-18,30NW,217.00725,2003,LMF
2003-01-19,30NW,219.03009,2003,LMF
2003-01-20,30NW,220.61888,2003,LMF
2003-01-21,30NW,221.77371,2003,LMF
2003-01-22,30NW,222.4936,2003,LMF
2003-01-23,30NW,222.7762,2003,LMF
2003-01-24,30NW,222.86111,2003,LMF
2003-01-25,30NW,221.98383,2003,LMF
2003-01-26,30NW,220.22871,2003,LMF
2003-01-27,30NW,217.68553,2003,LMF
2003-01-28,30NW,214.52724,2003,LMF
2003-01-29,30NW,210.8338,2003,LMF
2003-01-30,30NW,206.70622,2003,LMF
2003-01-31,30NW,202.1498,2003,LMF
2003-02-01,30NW,197.28625,2003,LMF
2003-02-02,30NW,192.20245,2003,LMF
2003-02-03,30NW,186.98334,2003,LMF
2003-02-04,30NW,181.6723,2003,LMF
2003-02-05,30NW,176.38719,2003,LMF
2003-02-06,30NW,171.22621,2003,LMF
2003-02-07,30NW,166.24011,2003,LMF
2003-02-08,30NW,161.47942,2003,LMF
2003-02-09,30NW,156.97688,2003,LMF
2003-02-10,30NW,152.79358,2003,LMF
2003-02-11,30NW,148.9508,2003,LMF
2003-02-12,30NW,145.423,2003,LMF
2003-02-13,30NW,142.25452,2003,LMF
2003-02-14,30NW,139.43324,2003,LMF
2003-02-15,30NW,136.89006,2003,LMF
2003-02-16,30NW,134.42601,2003,LMF
2003-02-17,30NW,132.25978,2003,LMF
2003-02-18,30NW,130.42747,2003,LMF
2003-02-19,30NW,128.85092,2003,LMF
2003-02-20,30NW,127.52505,2003,LMF
2003-02-21,30NW,126.22939,2003,LMF
2003-02-22,30NW,124.66677,2003,LMF
2003-02-23,30NW,122.69668,2003,LMF
2003-02-24,30NW,120.38247,2003,LMF
2003-02-25,30NW,117.78969,2003,LMF
2003-02-26,30NW,114.912094,2003,LMF
2003-02-27,30NW,111.78102,2003,LMF
2003-02-28,30NW,108.361,2003,LMF
2003-03-01,30NW,104.721794,2003,LMF
2003-03-02,30NW,100.90832,2003,LMF
2003-03-03,30NW,97.09521,2003,LMF
2003-03-04,30NW,93.45992,2003,LMF
2003-03-05,30NW,90.08738,2003,LMF
2003-03-06,30NW,87.12929,2003,LMF
2003-03-07,30NW,84.622246,2003,LMF
2003-03-08,30NW,82.62013,2003,LMF
2003-03-09,30NW,81.22524,2003,LMF
2003-03-10,30NW,80.50644,2003,LMF
2003-03-11,30NW,80.33684,2003,LMF
2003-03-12,30NW,80.64422,2003,LMF
2003-03-13,30NW,81.351715,2003,LMF
2003-03-14,30NW,82.36961,2003,LMF
2003-03-15,30NW,83.62813,2003,LMF
2003-03-16,30NW,85.03845,2003,LMF
2003-03-17,30NW,86.5093,2003,LMF
2003-03-18,30NW,87.93127,2003,LMF
2003-03-19,30NW,89.22006,2003,LMF
2003-03-20,30NW,90.277916,2003,LMF
2003-03-21,30NW,90.498085,2003,LMF
2003-03-22,30NW,90.86367,2003,LMF
2003-03-23,30NW,90.82593,2003,LMF
2003-03-24,30NW,90.19969,2003,LMF
2003-03-25,30NW,89.4374,2003,LMF
2003-03-26,30NW,88.36563,2003,LMF
2003-03-27,30NW,87.04256,2003,LMF
2003-03-28,30NW,85.53146,2003,LMF
2003-03-29,30NW,83.8311,2003,LMF
2003-03-30,30NW,82.02882,2003,LMF
2003-03-31,30NW,80.45481,2003,LMF
2003-04-01,30NW,78.96767,2003,LMF
2003-04-02,30NW,77.35342,2003,LMF
2003-04-03,30NW,75.93246,2003,LMF
2003-04-04,30NW,74.80644,2003,LMF
2003-04-05,30NW,74.01051,2003,LMF
2003-04-06,30NW,73.92448,2003,LMF
2003-04-07,30NW,73.721855,2003,LMF
2003-04-08,30NW,73.78587,2003,LMF
2003-04-09,30NW,74.068695,2003,LMF
2003-04-10,30NW,74.52407,2003,LMF
2003-04-11,30NW,75.1277,2003,LMF
2003-04-12,30NW,75.82021,2003,LMF
2003-04-13,30NW,76.54077,2003,LMF
2003-04-14,30NW,77.24234,2003,LMF
2003-04-15,30NW,77.863335,2003,LMF
2003-04-16,30NW,78.34568,2003,LMF
2003-04-17,30NW,78.652115,2003,LMF
2003-04-18,30NW,78.76238,2003,LMF
2003-04-19,30NW,78.69917,2003,LMF
2003-04-20,30NW,78.45457,2003,LMF
2003-04-21,30NW,78.068016,2003,LMF
2003-04-22,30NW,77.53333,2003,LMF
2003-04-23,30NW,76.873215,2003,LMF
2003-04-24,30NW,76.12625,2003,LMF
2003-04-25,30NW,75.281746,2003,LMF
2003-04-26,30NW,74.39234,2003,LMF
2003-04-27,30NW,73.48382,2003,LMF
2003-04-28,30NW,72.579155,2003,LMF
2003-04-29,30NW,71.693405,2003,LMF
2003-04-30,30NW,70.84888,2003,LMF
2003-05-01,30NW,70.032715,2003,LMF
2003-05-02,30NW,69.2452,2003,LMF
2003-05-03,30NW,68.50052,2003,LMF
2003-05-04,30NW,67.819725,2003,LMF
2003-05-05,30NW,67.23734,2003,LMF
2003-05-06,30NW,66.77342,2003,LMF
2003-05-07,30NW,66.40767,2003,LMF
2003-05-08,30NW,66.13817,2003,LMF
2003-05-09,30NW,65.97342,2003,LMF
2003-05-10,30NW,65.87099,2003,LMF
2003-05-11,30NW,65.84787,2003,LMF
2003-05-12,30NW,65.90144,2003,LMF
2003-05-13,30NW,66.047424,2003,LMF
2003-05-14,30NW,66.28397,2003,LMF
2003-05-15,30NW,66.599106,2003,LMF
2003-05-16,30NW,66.98876,2003,LMF
2003-05-17,30NW,67.44029,2003,LMF
2003-05-18,30NW,67.93419,2003,LMF
2003-05-19,30NW,68.41797,2003,LMF
2003-05-20,30NW,68.915985,2003,LMF
2003-05-21,30NW,69.39943,2003,LMF
2003-05-22,30NW,69.86169,2003,LMF
2003-05-23,30NW,70.27973,2003,LMF
2003-05-24,30NW,70.68085,2003,LMF
2003-05-25,30NW,71.07849,2003,LMF
2003-05-26,30NW,71.50047,2003,LMF
2003-05-27,30NW,71.96752,2003,LMF
2003-05-28,30NW,72.476295,2003,LMF
2003-05-29,30NW,73.05391,2003,LMF
2003-05-30,30NW,73.686646,2003,LMF
2003-05-31,30NW,74.40902,2003,LMF
2003-06-01,30NW,75.22522,2003,LMF
2003-06-02,30NW,76.12971,2003,LMF
2003-06-03,30NW,77.06624,2003,LMF
2003-06-04,30NW,78.00905,2003,LMF
2003-06-05,30NW,78.941696,2003,LMF
2003-06-06,30NW,79.8348,2003,LMF
2003-06-07,30NW,80.66878,2003,LMF
2003-06-08,30NW,81.40651,2003,LMF
2003-06-09,30NW,82.081406,2003,LMF
2003-06-10,30NW,82.64428,2003,LMF
2003-06-11,30NW,83.07251,2003,LMF
2003-06-12,30NW,83.34336,2003,LMF
2003-06-13,30NW,83.466995,2003,LMF
2003-06-14,30NW,83.460304,2003,LMF
2003-06-15,30NW,83.31392,2003,LMF
2003-06-16,30NW,83.02774,2003,LMF
2003-06-17,30NW,82.604866,2003,LMF
2003-06-18,30NW,82.06223,2003,LMF
2003-06-19,30NW,81.41123,2003,LMF
2003-06-20,30NW,80.67676,2003,LMF
2003-06-21,30NW,79.85551,2003,LMF
2003-06-22,30NW,78.97426,2003,LMF
2003-06-23,30NW,78.072014,2003,LMF
2003-06-24,30NW,77.213104,2003,LMF
2003-06-25,30NW,76.45523,2003,LMF
2003-06-26,30NW,75.81867,2003,LMF
2003-06-27,30NW,75.351494,2003,LMF
2003-06-28,30NW,75.068184,2003,LMF
2003-06-29,30NW,74.94505,2003,LMF
2003-06-30,30NW,74.98354,2003,LMF
2003-07-01,30NW,75.151855,2003,LMF
2003-07-02,30NW,75.41827,2003,LMF
2003-07-03,30NW,75.74285,2003,LMF
2003-07-04,30NW,76.09955,2003,LMF
2003-07-05,30NW,76.47751,2003,LMF
2003-07-06,30NW,76.83865,2003,LMF
2003-07-07,30NW,77.19542,2003,LMF
2003-07-08,30NW,77.53485,2003,LMF
2003-07-09,30NW,77.84373,2003,LMF
2003-07-10,30NW,78.10829,2003,LMF
2003-07-11,30NW,78.32421,2003,LMF
2003-07-12,30NW,78.507286,2003,LMF
2003-07-13,30NW,78.6406,2003,LMF
2003-07-14,30NW,78.732925,2003,LMF
2003-07-15,30NW,78.756386,2003,LMF
2003-07-16,30NW,78.70103,2003,LMF
2003-07-17,30NW,78.57373,2003,LMF
2003-07-18,30NW,78.36021,2003,LMF
2003-07-19,30NW,78.08278,2003,LMF
2003-07-20,30NW,77.74078,2003,LMF
2003-07-21,30NW,77.32649,2003,LMF
2003-07-22,30NW,76.852875,2003,LMF
2003-07-23,30NW,76.32124,2003,LMF
2003-07-24,30NW,75.77323,2003,LMF
2003-07-25,30NW,75.21866,2003,LMF
2003-07-26,30NW,74.65727,2003,LMF
2003-07-27,30NW,74.14821,2003,LMF
2003-07-28,30NW,73.71087,2003,LMF
2003-07-29,30NW,73.35887,2003,LMF
2003-07-30,30NW,73.136375,2003,LMF
2003-07-31,30NW,73.070854,2003,LMF
2003-08-01,30NW,73.18784,2003,LMF
2003-08-02,30NW,73.46993,2003,LMF
2003-08-03,30NW,73.9372,2003,LMF
2003-08-04,30NW,74.5577,2003,LMF
2003-08-05,30NW,75.30776,2003,LMF
2003-08-06,30NW,76.18636,2003,LMF
2003-08-07,30NW,77.19392,2003,LMF
2003-08-08,30NW,78.34079,2003,LMF
2003-08-09,30NW,79.59548,2003,LMF
2003-08-10,30NW,80.97055,2003,LMF
2003-08-11,30NW,82.46329,2003,LMF
2003-08-12,30NW,84.053734,2003,LMF
2003-08-13,30NW,85.733696,2003,LMF
2003-08-14,30NW,87.459885,2003,LMF
2003-08-15,30NW,89.21743,2003,LMF
2003-08-16,30NW,91.00767,2003,LMF
2003-08-17,30NW,92.816826,2003,LMF
2003-08-18,30NW,94.61301,2003,LMF
2003-08-19,30NW,96.38603,2003,LMF
2003-08-20,30NW,98.128174,2003,LMF
2003-08-21,30NW,99.82828,2003,LMF
2003-08-22,30NW,101.47222,2003,LMF
2003-08-23,30NW,103.04618,2003,LMF
2003-08-24,30NW,104.522156,2003,LMF
2003-08-25,30NW,105.88335,2003,LMF
2003-08-26,30NW,107.17455,2003,LMF
2003-08-27,30NW,108.418,2003,LMF
2003-08-28,30NW,109.649124,2003,LMF
2003-08-29,30NW,110.89394,2003,LMF
2003-08-30,30NW,112.21197,2003,LMF
2003-08-31,30NW,113.61572,2003,LMF
2003-09-01,30NW,115.1153,2003,LMF
2003-09-02,30NW,116.70942,2003,LMF
2003-09-03,30NW,118.34682,2003,LMF
2003-09-04,30NW,119.98799,2003,LMF
2003-09-05,30NW,121.57913,2003,LMF
2003-09-06,30NW,123.10295,2003,LMF
2003-09-07,30NW,124.50228,2003,LMF
2003-09-08,30NW,125.77295,2003,LMF
2003-09-09,30NW,126.92469,2003,LMF
2003-09-10,30NW,127.91282,2003,LMF
2003-09-11,30NW,128.72838,2003,LMF
2003-09-12,30NW,129.35686,2003,LMF
2003-09-13,30NW,129.79036,2003,LMF
2003-09-14,30NW,130.04599,2003,LMF
2003-09-15,30NW,130.14195,2003,LMF
2003-09-16,30NW,130.11774,2003,LMF
2003-09-17,30NW,129.99756,2003,LMF
2003-09-18,30NW,129.81244,2003,LMF
2003-09-19,30NW,129.62914,2003,LMF
2003-09-20,30NW,129.46118,2003,LMF
2003-09-21,30NW,129.30681,2003,LMF
2003-09-22,30NW,129.14934,2003,LMF
2003-09-23,30NW,128.97273,2003,LMF
2003-09-24,30NW,128.77397,2003,LMF
2003-09-25,30NW,128.5335,2003,LMF
2003-09-26,30NW,128.26418,2003,LMF
2003-09-27,30NW,127.951385,2003,LMF
2003-09-28,30NW,127.63327,2003,LMF
2003-09-29,30NW,127.31415,2003,LMF
2003-09-30,30NW,126.99092,2003,LMF
2003-10-01,30NW,126.68664,2003,LMF
2003-10-02,30NW,126.386284,2003,LMF
2003-10-03,30NW,126.087265,2003,LMF
2003-10-04,30NW,125.80909,2003,LMF
2003-10-05,30NW,125.54124,2003,LMF
2003-10-06,30NW,125.33945,2003,LMF
2003-10-07,30NW,125.27815,2003,LMF
2003-10-08,30NW,125.4111,2003,LMF
2003-10-09,30NW,125.80051,2003,LMF
2003-10-10,30NW,126.46914,2003,LMF
2003-10-11,30NW,127.43919,2003,LMF
2003-10-12,30NW,128.74966,2003,LMF
2003-10-13,30NW,130.43512,2003,LMF
2003-10-14,30NW,132.49039,2003,LMF
2003-10-15,30NW,134.9024,2003,LMF
2003-10-16,30NW,137.64633,2003,LMF
2003-10-17,30NW,140.67255,2003,LMF
2003-10-18,30NW,143.93407,2003,LMF
2003-10-19,30NW,147.369,2003,LMF
2003-10-20,30NW,150.8977,2003,LMF
2003-10-21,30NW,154.41006,2003,LMF
2003-10-22,30NW,157.77324,2003,LMF
2003-10-23,30NW,160.83775,2003,LMF
2003-10-24,30NW,163.53906,2003,LMF
2003-10-25,30NW,165.85135,2003,LMF
2003-10-26,30NW,167.80121,2003,LMF
2003-10-27,30NW,169.42015,2003,LMF
2003-10-28,30NW,170.68454,2003,LMF
2003-10-29,30NW,171.61378,2003,LMF
2003-10-30,30NW,172.25574,2003,LMF
2003-10-31,30NW,172.71039,2003,LMF
2003-11-01,30NW,173.0871,2003,LMF
2003-11-02,30NW,173.47568,2003,LMF
2003-11-03,30NW,173.93916,2003,LMF
2003-11-04,30NW,174.55103,2003,LMF
2003-11-05,30NW,175.36308,2003,LMF
2003-11-06,30NW,176.44449,2003,LMF
2003-11-07,30NW,177.79846,2003,LMF
2003-11-08,30NW,179.4796,2003,LMF
2003-11-09,30NW,181.44052,2003,LMF
2003-11-10,30NW,183.61311,2003,LMF
2003-11-11,30NW,185.89214,2003,LMF
2003-11-12,30NW,188.22237,2003,LMF
2003-11-13,30NW,190.69531,2003,LMF
2003-11-14,30NW,193.26112,2003,LMF
2003-11-15,30NW,195.9231,2003,LMF
2003-11-16,30NW,198.66576,2003,LMF
2003-11-17,30NW,201.43716,2003,LMF
2003-11-18,30NW,204.19951,2003,LMF
2003-11-19,30NW,206.93585,2003,LMF
2003-11-20,30NW,209.60269,2003,LMF
2003-11-21,30NW,212.12277,2003,LMF
2003-11-22,30NW,214.45815,2003,LMF
2003-11-23,30NW,216.57382,2003,LMF
2003-11-24,30NW,218.43944,2003,LMF
2003-11-25,30NW,220.04488,2003,LMF
2003-11-26,30NW,221.35217,2003,LMF
2003-11-27,30NW,222.31973,2003,LMF
2003-11-28,30NW,222.92807,2003,LMF
2003-11-29,30NW,223.12617,2003,LMF
2003-11-30,30NW,222.97649,2003,LMF
2003-12-01,30NW,222.47014,2003,LMF
2003-12-02,30NW,221.64677,2003,LMF
2003-12-03,30NW,220.5337,2003,LMF
2003-12-04,30NW,219.16034,2003,LMF
2003-12-05,30NW,217.52979,2003,LMF
2003-12-06,30NW,215.7202,2003,LMF
2003-12-07,30NW,213.89061,2003,LMF
2003-12-08,30NW,212.09308,2003,LMF
2003-12-09,30NW,210.39474,2003,LMF
2003-12-10,30NW,209.22316,2003,LMF
2003-12-11,30NW,208.14679,2003,LMF
2003-12-12,30NW,207.16698,2003,LMF
2003-12-13,30NW,206.27614,2003,LMF
2003-12-14,30NW,205.45795,2003,LMF
2003-12-15,30NW,204.68774,2003,LMF
2003-12-16,30NW,203.93353,2003,LMF
2003-12-17,30NW,203.15715,2003,LMF
2003-12-18,30NW,202.31569,2003,LMF
2003-12-19,30NW,201.36337,2003,LMF
2003-12-20,30NW,200.25346,2003,LMF
2003-12-21,30NW,198.94067,2003,LMF
2003-12-22,30NW,197.38368,2003,LMF
2003-12-23,30NW,195.54817,2003,LMF
2003-12-24,30NW,193.41042,2003,LMF
2003-12-25,30NW,190.9615,2003,LMF
2003-12-26,30NW,188.21246,2003,LMF
2003-12-27,30NW,185.20087,2003,LMF
2003-12-28,30NW,181.99864,2003,LMF
2003-12-29,30NW,178.72171,2003,LMF
2003-12-30,30NW,175.54099,2003,LMF
2003-12-31,30NW,172.6941,2003,LMF
2004-01-01,30NW,311.5731,2004,LMF
2004-01-02,30NW,293.17963,2004,LMF
2004-01-03,30NW,275.19128,2004,LMF
2004-01-04,30NW,261.98938,2004,LMF
2004-01-05,30NW,252.88367,2004,LMF
2004-01-06,30NW,247.09323,2004,LMF
2004-01-07,30NW,246.80367,2004,LMF
2004-01-08,30NW,245.41719,2004,LMF
2004-01-09,30NW,245.15152,2004,LMF
2004-01-10,30NW,245.4976,2004,LMF
2004-01-11,30NW,246.07057,2004,LMF
2004-01-12,30NW,246.59785,2004,LMF
2004-01-13,30NW,246.90237,2004,LMF
2004-01-14,30NW,246.88461,2004,LMF
2004-01-15,30NW,242.93805,2004,LMF
2004-01-16,30NW,242.1537,2004,LMF
2004-01-17,30NW,241.06613,2004,LMF
2004-01-18,30NW,239.74568,2004,LMF
2004-01-19,30NW,238.27878,2004,LMF
2004-01-20,30NW,236.75938,2004,LMF
2004-01-21,30NW,235.28172,2004,LMF
2004-01-22,30NW,233.93323,2004,LMF
2004-01-23,30NW,232.78838,2004,LMF
2004-01-24,30NW,230.82953,2004,LMF
2004-01-25,30NW,229.18945,2004,LMF
2004-01-26,30NW,227.87996,2004,LMF
2004-01-27,30NW,226.68059,2004,LMF
2004-01-28,30NW,225.64189,2004,LMF
2004-01-29,30NW,224.78632,2004,LMF
2004-01-30,30NW,224.05115,2004,LMF
2004-01-31,30NW,223.34059,2004,LMF
2004-02-01,30NW,222.56723,2004,LMF
2004-02-02,30NW,221.60805,2004,LMF
2004-02-03,30NW,222.61584,2004,LMF
2004-02-04,30NW,221.0262,2004,LMF
2004-02-05,30NW,219.18271,2004,LMF
2004-02-06,30NW,217.10172,2004,LMF
2004-02-07,30NW,214.73758,2004,LMF
2004-02-08,30NW,212.12743,2004,LMF
2004-02-09,30NW,209.25209,2004,LMF
2004-02-10,30NW,206.12152,2004,LMF
2004-02-11,30NW,202.71817,2004,LMF
2004-02-12,30NW,199.01582,2004,LMF
2004-02-13,30NW,195.03111,2004,LMF
2004-02-14,30NW,190.75542,2004,LMF
2004-02-15,30NW,186.24976,2004,LMF
2004-02-16,30NW,181.5427,2004,LMF
2004-02-17,30NW,176.66344,2004,LMF
2004-02-18,30NW,171.63434,2004,LMF
2004-02-19,30NW,166.4917,2004,LMF
2004-02-20,30NW,161.27437,2004,LMF
2004-02-21,30NW,156.06406,2004,LMF
2004-02-22,30NW,150.96007,2004,LMF
2004-02-23,30NW,146.04356,2004,LMF
2004-02-24,30NW,141.40643,2004,LMF
2004-02-25,30NW,137.11798,2004,LMF
2004-02-26,30NW,133.20366,2004,LMF
2004-02-27,30NW,129.69835,2004,LMF
2004-02-28,30NW,126.49949,2004,LMF
2004-02-29,30NW,123.60808,2004,LMF
2004-03-01,30NW,121.01096,2004,LMF
2004-03-02,30NW,118.687416,2004,LMF
2004-03-03,30NW,116.611694,2004,LMF
2004-03-04,30NW,114.75389,2004,LMF
2004-03-05,30NW,113.07218,2004,LMF
2004-03-06,30NW,111.52165,2004,LMF
2004-03-07,30NW,110.08379,2004,LMF
2004-03-08,30NW,108.731224,2004,LMF
2004-03-09,30NW,107.44379,2004,LMF
2004-03-10,30NW,106.24469,2004,LMF
2004-03-11,30NW,105.15561,2004,LMF
2004-03-12,30NW,104.20548,2004,LMF
2004-03-13,30NW,103.409935,2004,LMF
2004-03-14,30NW,102.77703,2004,LMF
2004-03-15,30NW,102.361694,2004,LMF
2004-03-16,30NW,102.21816,2004,LMF
2004-03-17,30NW,102.33639,2004,LMF
2004-03-18,30NW,102.72481,2004,LMF
2004-03-19,30NW,103.33793,2004,LMF
2004-03-20,30NW,104.181564,2004,LMF
2004-03-21,30NW,105.301,2004,LMF
2004-03-22,30NW,106.67297,2004,LMF
2004-03-23,30NW,108.19658,2004,LMF
2004-03-24,30NW,109.93331,2004,LMF
2004-03-25,30NW,111.843575,2004,LMF
2004-03-26,30NW,113.89099,2004,LMF
2004-03-27,30NW,116.0565,2004,LMF
2004-03-28,30NW,118.27089,2004,LMF
2004-03-29,30NW,120.50356,2004,LMF
2004-03-30,30NW,122.68399,2004,LMF
2004-03-31,30NW,124.730316,2004,LMF
2004-04-01,30NW,126.54981,2004,LMF
2004-04-02,30NW,128.09917,2004,LMF
2004-04-03,30NW,129.35974,2004,LMF
2004-04-04,30NW,130.32513,2004,LMF
2004-04-05,30NW,130.97937,2004,LMF
2004-04-06,30NW,131.28725,2004,LMF
2004-04-07,30NW,131.24767,2004,LMF
2004-04-08,30NW,130.88518,2004,LMF
2004-04-09,30NW,130.32037,2004,LMF
2004-04-10,30NW,129.62042,2004,LMF
2004-04-11,30NW,128.8366,2004,LMF
2004-04-12,30NW,127.95784,2004,LMF
2004-04-13,30NW,127.018555,2004,LMF
2004-04-14,30NW,126.013794,2004,LMF
2004-04-15,30NW,124.997314,2004,LMF
2004-04-16,30NW,123.986244,2004,LMF
2004-04-17,30NW,122.96095,2004,LMF
2004-04-18,30NW,121.9441,2004,LMF
2004-04-19,30NW,120.90422,2004,LMF
2004-04-20,30NW,119.8319,2004,LMF
2004-04-21,30NW,118.70062,2004,LMF
2004-04-22,30NW,117.51827,2004,LMF
2004-04-23,30NW,116.292725,2004,LMF
2004-04-24,30NW,115.01108,2004,LMF
2004-04-25,30NW,113.67732,2004,LMF
2004-04-26,30NW,112.29713,2004,LMF
2004-04-27,30NW,110.88679,2004,LMF
2004-04-28,30NW,109.47187,2004,LMF
2004-04-29,30NW,108.072395,2004,LMF
2004-04-30,30NW,106.67744,2004,LMF
2004-05-01,30NW,105.27967,2004,LMF
2004-05-02,30NW,103.888504,2004,LMF
2004-05-03,30NW,102.59122,2004,LMF
2004-05-04,30NW,101.39935,2004,LMF
2004-05-05,30NW,100.354324,2004,LMF
2004-05-06,30NW,99.43019,2004,LMF
2004-05-07,30NW,98.61049,2004,LMF
2004-05-08,30NW,97.867424,2004,LMF
2004-05-09,30NW,97.160095,2004,LMF
2004-05-10,30NW,96.43567,2004,LMF
2004-05-11,30NW,95.64805,2004,LMF
2004-05-12,30NW,94.75647,2004,LMF
2004-05-13,30NW,93.67464,2004,LMF
2004-05-14,30NW,92.39658,2004,LMF
2004-05-15,30NW,90.91703,2004,LMF
2004-05-16,30NW,89.26689,2004,LMF
2004-05-17,30NW,87.46523,2004,LMF
2004-05-18,30NW,85.54068,2004,LMF
2004-05-19,30NW,83.5215,2004,LMF
2004-05-20,30NW,81.47584,2004,LMF
2004-05-21,30NW,79.500145,2004,LMF
2004-05-22,30NW,77.67077,2004,LMF
2004-05-23,30NW,76.052475,2004,LMF
2004-05-24,30NW,74.666794,2004,LMF
2004-05-25,30NW,73.498375,2004,LMF
2004-05-26,30NW,72.53327,2004,LMF
2004-05-27,30NW,71.7517,2004,LMF
2004-05-28,30NW,71.14411,2004,LMF
2004-05-29,30NW,70.69649,2004,LMF
2004-05-30,30NW,70.35262,2004,LMF
2004-05-31,30NW,70.09392,2004,LMF
2004-06-01,30NW,69.923676,2004,LMF
2004-06-02,30NW,69.829445,2004,LMF
2004-06-03,30NW,69.849625,2004,LMF
2004-06-04,30NW,69.99821,2004,LMF
2004-06-05,30NW,70.27097,2004,LMF
2004-06-06,30NW,70.6503,2004,LMF
2004-06-07,30NW,71.119095,2004,LMF
2004-06-08,30NW,71.67084,2004,LMF
2004-06-09,30NW,72.30537,2004,LMF
2004-06-10,30NW,72.94087,2004,LMF
2004-06-11,30NW,73.5755,2004,LMF
2004-06-12,30NW,74.175896,2004,LMF
